sentence,words,tip,translation_en
"Ich studiere Medizin an der Universität.","Ich|studiere|Medizin|an|der|Universität|.","'studieren' is used for university studies, not general learning.","I study medicine at the university."
"Das Studium dauert drei Jahre.","Das|Studium|dauert|drei|Jahre|.","'Studium' is the degree program.","The degree program takes three years."
"Der Student liest viele dicke Bücher.","Der|Student|liest|viele|dicke|Bücher|.","'Student' is a weak masculine noun.","The student reads many thick books."
"Wir lernen Deutsch im Sprachkurs.","Wir|lernen|Deutsch|im|Sprachkurs|.","'lernen' is used for acquiring a language or skill.","We are learning German in the language course."
"Verstehen Sie diesen langen Satz?","Verstehen|Sie|diesen|langen|Satz|?","'Satz' (sentence) is masculine accusative here.","Do you understand this long sentence?"
"Ich verstehe dieses schwere Wort nicht.","Ich|verstehe|dieses|schwere|Wort|nicht|.","'Wort' is neutral.","I do not understand this difficult word."
"Was bedeutet dieses Wort auf Deutsch?","Was|bedeutet|dieses|Wort|auf|Deutsch|?","'bedeuten' means to mean/signify.","What does this word mean in German?"
"Die genaue Bedeutung ist mir unklar.","Die|genaue|Bedeutung|ist|mir|unklar|.","'Bedeutung' means meaning.","The exact meaning is unclear to me."
"Können Sie das bitte wiederholen?","Können|Sie|das|bitte|wiederholen|?","'wiederholen' means to repeat.","Can you please repeat that?"
"Ich wiederhole die Vokabeln jeden Tag.","Ich|wiederhole|die|Vokabeln|jeden|Tag|.","'jeden Tag' is accusative for time.","I review the vocabulary every day."
"Schreiben Sie bitte einen Satz.","Schreiben|Sie|bitte|einen|Satz|.","Formal imperative.","Please write a sentence."
"Wir schreiben morgen einen wichtigen Test.","Wir|schreiben|morgen|einen|wichtigen|Test|.","'Test' is masculine accusative.","We are writing an important test tomorrow."
"Die Prüfung ist am nächsten Montag.","Die|Prüfung|ist|am|nächsten|Montag|.","'Prüfung' means exam.","The exam is next Monday."
"Ich lerne sehr viel für die Prüfung.","Ich|lerne|sehr|viel|für|die|Prüfung|.","'für' takes the accusative.","I am studying a lot for the exam."
"Hast du die schwere Prüfung bestanden?","Hast|du|die|schwere|Prüfung|bestanden|?","'bestehen' means to pass (an exam).","Did you pass the difficult exam?"
"Ich habe den Test erfolgreich bestanden.","Ich|habe|den|Test|erfolgreich|bestanden|.","Perfekt tense with 'haben'.","I passed the test successfully."
"Wir wünschen dir viel Erfolg!","Wir|wünschen|dir|viel|Erfolg|!","'Erfolg' means success.","We wish you much success!"
"Ich brauche das A1-Zertifikat für den Job.","Ich|brauche|das|A1-Zertifikat|für|den|Job|.","'Zertifikat' is neutral.","I need the A1 certificate for the job."
"Wir haben das A1-Niveau jetzt erreicht.","Wir|haben|das|A1-Niveau|jetzt|erreicht|.","'Niveau' means level.","We have reached the A1 level now."
"Ich habe viel gute Erfahrung gesammelt.","Ich|habe|viel|gute|Erfahrung|gesammelt|.","'Erfahrung' means experience.","I have gathered a lot of good experience."
"Dein neues Wissen ist sehr wichtig.","Dein|neues|Wissen|ist|sehr|wichtig|.","'Wissen' means knowledge (neutral).","Your new knowledge is very important."
"Wir haben unser großes Ziel erreicht.","Wir|haben|unser|großes|Ziel|erreicht|.","'Ziel' means goal/destination.","We have reached our big goal."
"Was sind deine Pläne für die Zukunft?","Was|sind|deine|Pläne|für|die|Zukunft|?","'Zukunft' means future.","What are your plans for the future?"
"In der Zukunft möchte ich viel reisen.","In|der|Zukunft|möchte|ich|viel|reisen|.","'In der Zukunft' forces inversion.","In the future I would like to travel a lot."
"Ich plane eine Reise um die ganze Welt.","Ich|plane|eine|Reise|um|die|ganze|Welt|.","'Welt' is feminine.","I am planning a trip around the whole world."
"Ich möchte später Pilot werden.","Ich|möchte|später|Pilot|werden|.","'werden' means to become.","I want to become a pilot later."
"Was willst du später werden?","Was|willst|du|später|werden|?","Modal verb 'wollen' + 'werden'.","What do you want to become later?"
"Das ist mein allergrößter Traum.","Das|ist|mein|allergrößter|Traum|.","'Traum' means dream.","That is my absolute biggest dream."
"Morgen ist ein gesetzlicher Feiertag.","Morgen|ist|ein|gesetzlicher|Feiertag|.","'Feiertag' means public holiday.","Tomorrow is a legal public holiday."
"Wir arbeiten am Feiertag natürlich nicht.","Wir|arbeiten|am|Feiertag|natürlich|nicht|.","'am' (an dem) is used for days.","Of course, we do not work on a public holiday."
"Wir feiern heute meinen Geburtstag.","Wir|feiern|heute|meinen|Geburtstag|.","'feiern' means to celebrate.","We are celebrating my birthday today."
"Wie feierst du dieses Jahr?","Wie|feierst|du|dieses|Jahr|?","'dieses Jahr' is neutral accusative.","How are you celebrating this year?"
"Ich lade dich zu meiner Party ein.","Ich|lade|dich|zu|meiner|Party|ein|.","'einladen' (to invite) is a separable verb.","I invite you to my party."
"Er lädt alle seine Freunde ein.","Er|lädt|alle|seine|Freunde|ein|.","Irregular conjugation: er lädt.","He invites all his friends."
"Vielen Dank für die nette Einladung!","Vielen|Dank|für|die|nette|Einladung|!","'Einladung' is feminine.","Thank you very much for the nice invitation!"
"Hast du die Einladung schon gelesen?","Hast|du|die|Einladung|schon|gelesen|?","Perfekt of 'lesen'.","Have you already read the invitation?"
"Die ersten Gäste kommen um acht Uhr.","Die|ersten|Gäste|kommen|um|acht|Uhr|.","'Gäste' is plural for Gast.","The first guests are coming at eight o'clock."
"Wir haben heute Abend viele Gäste.","Wir|haben|heute|Abend|viele|Gäste|.","Time phrase in the middle of the sentence.","We have many guests tonight."
"Ich habe ein schönes Geschenk für dich.","Ich|habe|ein|schönes|Geschenk|für|dich|.","'Geschenk' is neutral.","I have a beautiful gift for you."
"Das Geschenk ist wirklich toll.","Das|Geschenk|ist|wirklich|toll|.","'wirklich' means really.","The gift is really great."
"Ich gratuliere dir zum neuen Job!","Ich|gratuliere|dir|zum|neuen|Job|!","'gratulieren' takes the dative case (dir).","I congratulate you on the new job!"
"Wir gratulieren Ihnen sehr herzlich.","Wir|gratulieren|Ihnen|sehr|herzlich|.","Formal dative (Ihnen).","We congratulate you very cordially."
"Wir wünschen euch viel Spaß!","Wir|wünschen|euch|viel|Spaß|!","'Spaß' means fun.","We wish you guys a lot of fun!"
"Das große Fest macht uns großen Spaß.","Das|große|Fest|macht|uns|großen|Spaß|.","'Fest' means festival/celebration.","The big celebration brings us a lot of fun."
"Ich freue mich sehr auf die Party.","Ich|freue|mich|sehr|auf|die|Party|.","'sich freuen auf' means to look forward to.","I am really looking forward to the party."
"Freust du dich auf das freie Wochenende?","Freust|du|dich|auf|das|freie|Wochenende|?","Reflexive verb question.","Are you looking forward to the free weekend?"
"Was gibt es heute zum Abendessen?","Was|gibt|es|heute|zum|Abendessen|?","'Abendessen' means dinner.","What is there for dinner today?"
"Wir kochen das Abendessen heute zusammen.","Wir|kochen|das|Abendessen|heute|zusammen|.","'zusammen' means together.","We are cooking dinner together today."
"Nach dem Mittagessen habe ich wieder Zeit.","Nach|dem|Mittagessen|habe|ich|wieder|Zeit|.","'Mittagessen' is lunch. 'Nach' takes dative.","After lunch I have time again."
"Das Mittagessen in der Kantine schmeckt gut.","Das|Mittagessen|in|der|Kantine|schmeckt|gut|.","'schmecken' is used for food tasting good.","The lunch in the cafeteria tastes good."
"Wann ist unsere tägliche Frühstückspause?","Wann|ist|unsere|tägliche|Frühstückspause|?","'Frühstückspause' is the breakfast break.","When is our daily breakfast break?"
"Ich trinke viel Kaffee in der Frühstückspause.","Ich|trinke|viel|Kaffee|in|der|Frühstückspause|.","'in der' for a static time/event (dative).","I drink a lot of coffee during the breakfast break."
"Der neue Fitnesstrainer ist sehr streng.","Der|neue|Fitnesstrainer|ist|sehr|streng|.","'Fitnesstrainer' is masculine.","The new fitness coach is very strict."
"Gehst du oft ins neue Yogastudio?","Gehst|du|oft|ins|neue|Yogastudio|?","'ins' = in das (accusative movement).","Do you often go to the new yoga studio?"
"Ich bin mit meinem Leben absolut glücklich.","Ich|bin|mit|meinem|Leben|absolut|glücklich|.","'glücklich' means happy.","I am absolutely happy with my life."
"Die Leute auf der Straße feiern laut.","Die|Leute|auf|der|Straße|feiern|laut|.","'Leute' is plural.","The people on the street are celebrating loudly."
"Es sind heute viele Leute auf dem Fest.","Es|sind|heute|viele|Leute|auf|dem|Fest|.","'Fest' is neutral dative here.","There are many people at the festival today."
"Er macht das alles aus Liebe zur Musik.","Er|macht|das|alles|aus|Liebe|zur|Musik|.","'Liebe' means love.","He does all that out of love for music."
"Das ist überhaupt kein Problem für mich.","Das|ist|überhaupt|kein|Problem|für|mich|.","'Problem' is neutral.","That is absolutely no problem for me."
"Wir haben leider ein kleines Problem.","Wir|haben|leider|ein|kleines|Problem|.","Neutral accusative adjective declension.","We unfortunately have a small problem."
"Was steht heute alles auf dem Programm?","Was|steht|heute|alles|auf|dem|Programm|?","'Programm' means schedule/program.","What is all on the schedule today?"
"Das neue TV-Programm ist ziemlich langweilig.","Das|neue|TV-Programm|ist|ziemlich|langweilig|.","'langweilig' means boring.","The new TV program is quite boring."
"Sie ist eine sehr kreative Person.","Sie|ist|eine|sehr|kreative|Person|.","'kreativ' means creative.","She is a very creative person."
"Ich arbeite gerne in einem kreativen Beruf.","Ich|arbeite|gerne|in|einem|kreativen|Beruf|.","Dative masculine adjective ending.","I like working in a creative profession."
"Darf ich Sie kurz um etwas bitten?","Darf|ich|Sie|kurz|um|etwas|bitten|?","'bitten um' means to ask for.","May I briefly ask you for something?"
"Ich habe eine kleine Bitte an dich.","Ich|habe|eine|kleine|Bitte|an|dich|.","'Bitte' is a request.","I have a small request for you."
"Das ist eine sehr wichtige Information.","Das|ist|eine|sehr|wichtige|Information|.","'Information' is feminine.","That is a very important piece of information."
"Ich brauche mehr Informationen über den Kurs.","Ich|brauche|mehr|Informationen|über|den|Kurs|.","Plural of Information.","I need more information about the course."
"Vielleicht komme ich morgen zur Arbeit.","Vielleicht|komme|ich|morgen|zur|Arbeit|.","'Vielleicht' in pos 1 causes inversion.","Maybe I will come to work tomorrow."
"Er schließt sein Studium im Sommer ab.","Er|schließt|sein|Studium|im|Sommer|ab|.","Separable verb 'abschließen' (to complete).","He is completing his degree in the summer."
"Wir haben das Projekt gestern abgeschlossen.","Wir|haben|das|Projekt|gestern|abgeschlossen|.","Perfekt of 'abschließen'.","We completed the project yesterday."
"Das Alter spielt hier gar keine Rolle.","Das|Alter|spielt|hier|gar|keine|Rolle|.","'Alter' means age.","Age does not matter here at all."
"Menschen aus der ganzen Welt lernen Deutsch.","Menschen|aus|der|ganzen|Welt|lernen|Deutsch|.","'Welt' is feminine.","People from all over the world are learning German."
"Die fleißige Köchin kocht eine leckere Suppe.","Die|fleißige|Köchin|kocht|eine|leckere|Suppe|.","'Köchin' is the female cook.","The hardworking cook is making a delicious soup."
"Wir organisieren ein großes Fest für sie.","Wir|organisieren|ein|großes|Fest|für|sie|.","'organisieren' means to organize.","We are organizing a big festival for her."
"Wer zahlt heute das leckere Mittagessen?","Wer|zahlt|heute|das|leckere|Mittagessen|?","'zahlen' means to pay.","Who is paying for the delicious lunch today?"
"Das war eine sehr gute Erfahrung für uns.","Das|war|eine|sehr|gute|Erfahrung|für|uns|.","'Erfahrung' is feminine.","That was a very good experience for us."
"Der schnelle Pilot fliegt das große Flugzeug.","Der|schnelle|Pilot|fliegt|das|große|Flugzeug|.","'Pilot' is a weak masculine noun.","The fast pilot flies the big airplane."
