test_text,answer,test_verb,tip,meaning,grammar_tip
"Was fehlt null, Herr Müller?","Ihnen","(Dative Pronoun)","you (formal)","What is the matter with you, Mr. Müller?","The verb 'fehlen' in a medical context ('What is missing for you?') takes the Dative case."
"Was fehlt null, Anna?","dir","(Dative Pronoun)","you (informal)","What is the matter with you, Anna?","'fehlen' requires the Dative case (du -> dir)."
"Die Suppe hilft null sehr.","mir","(Dative Pronoun)","me","The soup helps me a lot.","The verb 'helfen' ALWAYS requires the Dative case (ich -> mir)."
"Der Arzt hilft null Patienten.","dem","(Dative Article)","the (masc)","The doctor helps the patient.","'helfen' + Dative ('der Patient' -> 'dem Patienten')."
"Wie oft null Tag nimmst du das?","pro","(Preposition)","per","How often per day do you take that?","'pro' (per) is often followed directly by a noun without an article."
"Ich nehme das zweimal null Woche.","pro","(Preposition)","per","I take that twice a week.","Fixed expression of frequency."
"Ich lerne null einem Jahr Deutsch.","seit","seit","since / for","I have been learning German for one year.","The preposition 'seit' ALWAYS takes the Dative case ('ein Jahr' -> 'einem Jahr')."
"Wir wohnen null einem Monat hier.","seit","seit","since / for","We have lived here for a month.","'seit' + Dative ('ein Monat' -> 'einem Monat')."
"Der Hals null weh.","tut","wehtun","to hurt","The throat hurts.","'Hals' is singular -> 'tut'."
"Meine Füße null weh.","tun","wehtun","to hurt","My feet hurt.","'Füße' is plural -> 'tun'."
"null du Medikamente nehmen?","Sollst","sollen","should (you)","Should you take medication?","Modal verb conjugation."
"Hier null man nicht rauchen.","darf","dürfen","may / allowed","One is not allowed to smoke here.","'man' is 3rd person singular -> 'darf'."
"Im Flugzeug null man nicht telefonieren.","darf","dürfen","may / allowed","One is not allowed to use the phone on the airplane.","'man' takes the 3rd person singular."
"Was null ich gegen Fieber tun?","soll","sollen","should (I)","What should I do for a fever?","Modal verb."
"null Sie mir helfen?","Können","können","can (formal)","Can you help me?","Modal verb in position 1 for a question."
"Dürfen wir heute null?","relaxen","relaxen","to relax","Are we allowed to relax today?","Modal verb pushes infinitive to the end."
"Ihr null mehr Sport machen.","sollt","sollen","should (you pl.)","You guys should do more sports.","Modal verb conjugation."
"Der Arzt sagt, ich null im Bett bleiben.","soll","sollen","should (I)","The doctor says I should stay in bed.","Using 'sollen' to repeat an instruction."
"Ich bin null heute krankgeschrieben.","ab","ab","from / starting","I am signed off sick starting today.","'ab' indicates a starting point."
"null du heute Zeit?","Hast","haben","to have","Do you have time today?","Verb in position 1."
"Wir null viel spazieren gehen.","sollen","sollen","should (we)","We should go for walks a lot.","Modal verb."
"Die Oma null die Tabletten nehmen.","soll","sollen","should (she)","Grandma should take the pills.","Modal verb."
"Das Baby null viel schlafen.","soll","sollen","should (it)","The baby should sleep a lot.","Modal verb."
"null ich das Fenster zumachen?","Soll","sollen","should (I)","Should I close the window?","Modal verb question."
"Sie null nicht aufstehen.","dürfen","dürfen","may (formal)","You may not get up.","Formal prohibition."
"Wir null nicht fernsehen.","dürfen","dürfen","may (we)","We are not allowed to watch TV.","Modal verb."
"Die Mannschaft null das Spiel gewinnen.","will","wollen","want","The team wants to win the game.","'Mannschaft' is singular -> 'will'."
"Er null heute nicht trainieren.","darf","dürfen","may (he)","He is not allowed to train today.","Modal verb."
"Wir haben zweimal null Woche Training.","pro","pro","per","We have practice twice a week.","Frequency expression."
"Ich nehme Aspirin null die Schmerzen.","gegen","gegen","against","I take aspirin for the pain.","'gegen' + Accusative."
"Wir spielen Fußball null Regen.","im","in dem","in the","We play soccer in the rain.","'im' (in dem)."
"Der Trainer hilft null Team.","dem","(Dative Article)","the (neut)","The coach helps the team.","'helfen' + Dative ('das Team' -> 'dem Team')."
"Mein Rücken tut null.","weh","wehtun","to hurt","My back hurts.","Prefix at the end."
"Tun deine Schultern null?","weh","wehtun","to hurt","Do your shoulders hurt?","Prefix at the end."
"null Sie den Mund zu!","Machen","zumachen","to close","Close your mouth!","Formal imperative."
"null tief aus!","Atme","ausatmen","to breathe out","Breathe out deeply! (informal)","Informal imperative (du form drops the -st and pronoun)."
"null tief ein!","Atme","einatmen","to breathe in","Breathe in deeply! (informal)","Informal imperative."
"Sie null im Bett bleiben.","müssen","müssen","must (formal)","You must stay in bed.","Modal verb."
"Er hat null Kopfschmerzen.","starke","(Adjective)","strong (pl)","He has a bad (strong) headache.","Adjective declension, plural accusative."
"Trinken Sie null Wasser!","viel","(Quantifier)","a lot of","Drink a lot of water!","Uncountable nouns use 'viel' without an ending."
"Haben Sie null Husten?","einen","(Article)","a (masc)","Do you have a cough?","'Husten' is masculine accusative."
"Ich habe null Schnupfen.","einen","(Article)","a (masc)","I have a cold.","'Schnupfen' is masculine accusative."
"null Sie gesund!","Bleiben","bleiben","to stay","Stay healthy!","Formal imperative."
