sentence,words,tip,translation_en
"Ich suche das Wörterbuch.","Ich|suche|das|Wörterbuch|.","'Wörterbuch' is neutral.","I am looking for the dictionary."
"Der Schrank steht rechts.","Der|Schrank|steht|rechts|.","'rechts' means on the right.","The closet is on the right."
"Die Lampe steht links.","Die|Lampe|steht|links|.","'links' means on the left.","The lamp is on the left."
"Ist die Wohnung klein?","Ist|die|Wohnung|klein|?","Adjective 'klein' means small.","Is the apartment small?"
"Das ist ein praktisches Regal.","Das|ist|ein|praktisches|Regal|.","'Regal' (shelf) is neutral.","That is a practical shelf."
"Ich mag mein Zimmer.","Ich|mag|mein|Zimmer|.","'Zimmer' is neutral.","I like my room."
"Das Haus ist sehr groß.","Das|Haus|ist|sehr|groß|.","'groß' means big.","The house is very big."
"Die Möbel sind neu.","Die|Möbel|ist|neu|.","(Wait, plural is 'sind'). The|Möbel|sind|neu|.","The furniture is new."
"Wir wohnen in der Mitte.","Wir|wohnen|in|der|Mitte|.","'in der Mitte' means in the middle.","We live in the middle."
"Ist das Bad sauber?","Ist|das|Bad|sauber|?","'sauber' means clean.","Is the bathroom clean?"
"Es gibt eine Garage.","Es|gibt|eine|Garage|.","'Garage' is feminine (eine Garage).","There is a garage."
"Die Schule ist weit weg.","Die|Schule|ist|weit|weg|.","'weit weg' means far away.","The school is far away."
"Kaufen Sie die Lampe.","Kaufen|Sie|die|Lampe|.","Formal imperative.","Buy the lamp."
"Wo sind die Stühle?","Wo|sind|die|Stühle|?","'Stühle' is plural of 'Stuhl'.","Where are the chairs?"
"Das ist ein schönes Haus.","Das|ist|ein|schönes|Haus|.","Neuter adjective declension.","That is a beautiful house."
"Die Miete ist sehr niedrig.","Die|Miete|ist|sehr|niedrig|.","'niedrig' means low.","The rent is very low."
"Ist der Tisch hell?","Ist|der|Tisch|hell|?","'Tisch' is masculine.","Is the table light/bright?"
"Das ist ein altes Bild.","Das|ist|ein|altes|Bild|.","'altes' matches neutral 'Bild'.","That is an old picture."
"Wir haben ein Gästezimmer.","Wir|haben|ein|Gästezimmer|.","'Gästezimmer' is neutral.","We have a guest room."
"Ich räume das Bad auf.","Ich|räume|das|Bad|auf|.","Separable verb 'aufräumen'.","I tidy up the bathroom."
"Das ist eine wichtige Frage.","Das|ist|eine|wichtige|Frage|.","'wichtige' matches feminine 'Frage'.","That is an important question."
"Die Möbel sehen modern aus.","Die|Möbel|sehen|modern|aus|.","'aussehen' (to look) is separable.","The furniture looks modern."
"Das Wohnzimmer ist gemütlich.","Das|Wohnzimmer|ist|gemütlich|.","'gemütlich' means cozy.","The living room is cozy."
"Wo ist die Pinnwand?","Wo|ist|die|Pinnwand|?","'Pinnwand' is feminine.","Where is the bulletin board?"
"Ich hänge den Plan auf.","Ich|hänge|den|Plan|auf|.","'an'/'auf' are tricky; 'aufhängen' uses 'auf'.","I am hanging up the plan."
"Das Haus hat einen Garten.","Das|Haus|hat|einen|Garten|.","Accusative masculine.","The house has a garden."
"Die Wohnung ist sehr ruhig.","Die|Wohnung|ist|sehr|ruhig|.","Apartment description.","The apartment is very quiet."
"Der Schrank ist zu groß.","Der|Schrank|ist|zu|groß|.","'zu' means too.","The closet is too big."
"Ich suche eine günstige Wohnung.","Ich|suche|eine|günstige|Wohnung|.","'günstig' means affordable/cheap.","I am looking for an affordable apartment."
"Die Küche ist neu renoviert.","Die|Küche|ist|neu|renoviert|.","'renoviert' means renovated.","The kitchen is newly renovated."
"Wir brauchen einen neuen Tisch.","Wir|brauchen|einen|neuen|Tisch|.","'neuen' is accusative masculine adjective.","We need a new table."
"Das Bild hängt an der Wand.","Das|Bild|hängt|an|der|Wand|.","'Wand' (wall) is feminine.","The picture hangs on the wall."
