pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,S-Bahn,die,f,Compound noun takes the gender of the last word (die Bahn).,S-Bahnen,suburban train,"Ich fahre mit der S-Bahn.","I travel by suburban train.","Die S-Bahn kommt.","The train is coming.","Wo ist die S-Bahn?","Where is the suburban train?"
verb,schicken,,,,,to send,"Ich schicke dir eine E-Mail.","I am sending you an email.","Schicken Sie das Dokument.","Send the document.","Er schickt ein Paket.","He is sending a package."
noun,Schlafzimmer,das,n,Compound noun takes the gender of the last word (das Zimmer).,Schlafzimmer,bedroom,"Das Schlafzimmer ist groß.","The bedroom is big.","Ich gehe ins Schlafzimmer.","I am going into the bedroom.","Wo ist das Schlafzimmer?","Where is the bedroom?"
noun,Schloss,das,n,Neutral by convention.,Schlösser,castle,"Das Schloss ist alt.","The castle is old.","Wir besuchen das Schloss.","We visit the castle.","Ein Märchenschloss.","A fairytale castle."
adj,schön,,,,,beautiful,"Das ist ein schönes Bild.","That is a beautiful picture.","Die Wohnung ist sehr schön.","The apartment is very beautiful.","Schön dich zu sehen!","Nice to see you!"
noun,Schrank,der,m,Masculine by convention.,Schränke,cupboard / closet,"Der Schrank ist im Schlafzimmer.","The closet is in the bedroom.","Ich räume den Schrank auf.","I tidy up the closet.","Wo ist mein Schrank?","Where is my closet?"
noun,Schule,die,f,Ends in -e -> mostly feminine.,Schulen,school,"Das Kind geht in die Schule.","The child goes to school.","Die Schule ist groß.","The school is big.","Ich arbeite in der Schule.","I work in the school."
verb,senden,,,,,to send / to broadcast,"Der Sender sendet Musik.","The station broadcasts music.","Ich sende dir eine Nachricht.","I send you a message.","Bitte senden Sie das Formular.","Please send the form."
noun,Single,der,m,English loanword (person).,Singles,single (person),"Er ist Single.","He is single.","Ein Single lebt allein.","A single person lives alone.","Sind Sie Single?","Are you single?"
verb,skaten,,,,,to skate,"Ich skate gerne.","I like to skate.","Sie skatet im Park.","She skates in the park.","Wir gehen skaten.","We go skating."
noun,Stadtpark,der,m,Compound noun takes the gender of the last word (der Park).,Stadtparks,city park,"Wir treffen uns im Stadtpark.","We are meeting in the city park.","Der Stadtpark ist groß.","The city park is big.","Spazieren im Stadtpark.","Walking in the city park."
noun,Straße,die,f,Ends in -e -> mostly feminine.,Straßen,street,"Die Straße ist lang.","The street is long.","Ich wohne in der Schillerstraße.","I live on Schiller Street.","Die Straße ist gesperrt.","The street is closed."
noun,Stuhl,der,m,Masculine by convention.,Stühle,chair,"Der Stuhl ist bequem.","The chair is comfortable.","Ich sitze auf einem Stuhl.","I am sitting on a chair.","Wo ist mein Stuhl?","Where is my chair?"
verb,suchen,,,,,to search / look for,"Ich suche meine Schlüssel.","I am looking for my keys.","Was suchen Sie?","What are you looking for?","Wir suchen einen Partner.","We are looking for a partner."
noun,Surfer,der,m,Professions/people ending in -er are masculine.,Surfer,surfer,"Er ist Surfer.","He is a surfer.","Der Surfer ist im Meer.","The surfer is in the sea.","Ein professioneller Surfer.","A professional surfer."
noun,Tisch,der,m,Masculine by convention.,Tische,table,"Der Tisch steht in der Küche.","The table stands in the kitchen.","Decken Sie den Tisch.","Set the table.","Ein großer Tisch.","A big table."
adj,toll,,,,,great / fantastic,"Das ist eine tolle Idee!","That is a great idea!","Der Film war toll.","The movie was great.","Toll, wir sehen uns!","Great, see you!"
noun,Traumort,der,m,Compound noun takes the gender of the last word (der Ort).,Traumorte,dream location,"Das ist mein Traumort.","That is my dream location.","Ich suche meinen Traumort.","I am looking for my dream location.","Ein schöner Traumort.","A beautiful dream location."
adv,unten,,,,,down / downstairs,"Er wohnt unten.","He lives downstairs.","Unten ist die Küche.","Downstairs is the kitchen.","Gehen wir nach unten.","Let's go downstairs."
adj,unterstrichen,,,,,underlined,"Das Wort ist unterstrichen.","The word is underlined.","Die unterstrichenen Sätze.","The underlined sentences.","Ist das unterstrichen?","Is that underlined?"
verb,vergleichen,,,,,to compare,"Vergleichen Sie die Bilder.","Compare the pictures.","Ich vergleiche die Preise.","I compare the prices.","Wir vergleichen die Texte.","We compare the texts."
noun,Vietnamesisch,das,n,Languages are neutral.,-,Vietnamese,"Er spricht Vietnamesisch.","He speaks Vietnamese.","Ich lerne Vietnamesisch.","I am learning Vietnamese.","Vietnamesisch ist schwer.","Vietnamese is hard."
adv,vormittags,,,,,in the morning (pre-noon),"Vormittags arbeite ich.","In the mornings I work.","Ich habe vormittags keine Zeit.","I have no time in the mornings.","Vormittags ist es ruhig.","In the mornings it is quiet."
noun,WC,das,n,Foreign abbreviation.,WCs,toilet / restroom,"Wo ist das WC?","Where is the toilet?","Das WC ist hier.","The toilet is here.","Ein sauberes WC.","A clean toilet."
adj,weit,,,,,far,"Ist es weit von hier?","Is it far from here?","Der Weg ist nicht weit.","The path is not far.","Es ist sehr weit.","It is very far."
noun,Wichtigkeit,die,f,Ends in -keit -> always feminine.,Wichtigkeiten,importance,"Die Wichtigkeit dieser Aufgabe.","The importance of this task.","Ich kenne die Wichtigkeit.","I know the importance.","Die Wichtigkeit betonen.","Emphasize the importance."
noun,Wohngemeinschaft,die,f,Compound noun takes the gender of the last word (die Gemeinschaft).,Wohngemeinschaften,shared apartment,"Ich wohne in einer Wohngemeinschaft.","I live in a shared apartment.","Die Wohngemeinschaft ist groß.","The shared apartment is big.","Wir suchen eine Wohngemeinschaft.","We are looking for a shared apartment."
noun,Wohnzimmer,das,n,Compound noun takes the gender of the last word (das Zimmer).,Wohnzimmer,living room,"Das Wohnzimmer ist hell.","The living room is bright.","Wir sitzen im Wohnzimmer.","We are sitting in the living room.","Wo ist das Wohnzimmer?","Where is the living room?"
noun,Zentrum,das,n,Foreign words ending in -um are neutral.,Zentren,center,"Das Hotel liegt im Zentrum.","The hotel is in the center.","Das Stadtzentrum.","The city center.","Wir gehen in das Zentrum.","We are going into the center."
noun,Zimmer,das,n,Neutral by convention.,Zimmer,room,"Mein Zimmer ist klein.","My room is small.","Das Hotel hat 100 Zimmer.","The hotel has 100 rooms.","Wo ist das Zimmer?","Where is the room?"
noun,Post-it,das,n,English brand/loanword.,Post-its,sticky note,"Ein Post-it an der Pinnwand.","A sticky note on the bulletin board.","Ich schreibe eine Notiz auf ein Post-it.","I write a note on a sticky note.","Hast du ein Post-it für mich?","Do you have a sticky note for me?"
