text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wer ist das? Das ist Herr Kim. Er kommt aus Südkorea.","Aus welchem Land kommt Herr Kim?","Aus Südkorea","Aus Nordkorea","Aus China","Aus Japan","Who is that? That is Mr. Kim. He comes from South Korea.","Listen for the specific country."
"Guten Tag, mein Vorname ist Jan und mein Familienname ist Kowalski.","Wie ist der Vorname?","Jan","Kowalski","Herr Kowalski","Johann","Good afternoon, my first name is Jan and my last name is Kowalski.","'Vorname' asks for the first name only."
"Ich buchstabiere: S - P - A - N - I - E - N.","Welches Land ist das?","Spanien","Italien","Syrien","Polen","I spell: S - P - A - N - I - E - N.","Put the letters together to form the country."
"Hallo! Ich bin neu im Deutschkurs. Ich heiße Emma.","Wo ist Emma?","Im Deutschkurs","Im Englischkurs","In der Stadt","Zu Hause","Hello! I am new in the German course. My name is Emma.","Listen for the location mentioned."
"Meine Nummer ist drei, vier, acht, neun, eins.","Wie lauten die ersten drei Zahlen?","348","489","891","384","My number is three, four, eight, nine, one.","'Ersten drei' means the first three."
"Ich bin Lisa. Ich spreche Deutsch, Englisch und Französisch.","Wie viele Sprachen spricht Lisa?","Drei","Zwei","Eine","Vier","I am Lisa. I speak German, English, and French.","Count the number of languages listed."
"Kommst du aus Österreich? - Nein, ich komme aus der Schweiz.","Woher kommt die Person wirklich?","Aus der Schweiz","Aus Österreich","Aus Deutschland","Aus Italien","Do you come from Austria? - No, I come from Switzerland.","'Wirklich' means really/actually."
"E-Mail: kontakt at deutschkurs punkt com.","Wie schreibt man die Adresse?","kontakt@deutschkurs.com","kontakt@deutschkurs.de","contact@deutschkurs.com","kontakt-deutschkurs.com","Email: kontakt at deutschkurs dot com.","'at' is '@' and 'punkt' is '.'"
"Gute Nacht, Maria! - Gute Nacht, Leon!","Wann findet der Dialog statt?","In der Nacht","Am Morgen","Am Nachmittag","Am Tag","Good night, Maria! - Good night, Leon!","'Gute Nacht' implies it is nighttime."
"Mein Name ist Frau Rossi. Ich komme aus Italien, aus Rom.","Wie heißt die Frau?","Frau Rossi","Frau Rom","Frau Italien","Frau Maria","My name is Ms. Rossi. I come from Italy, from Rome.","Listen to the surname."
"Das ist mein Kollege. Er heißt Ahmed und kommt aus Ägypten.","Woher kommt der Kollege?","Aus Ägypten","Aus der Türkei","Aus Syrien","Aus dem Iran","This is my colleague. His name is Ahmed and he comes from Egypt.","Listen to the country name."
