sentence,words,tip,translation_en
"Ich komme aus der Schweiz.","Ich|komme|aus|der|Schweiz|.","'Schweiz' is an exception and always requires the article 'der' after 'aus'.","I come from Switzerland."
"Kommst du aus Brasilien?","Kommst|du|aus|Brasilien|?","'du' takes the -st ending. Verb is in position 1 for questions.","Do you come from Brazil?"
"Kommen Sie aus England?","Kommen|Sie|aus|England|?","Formal Yes/No question structure.","Do you come from England?"
"Kommt er aus Griechenland?","Kommt|er|aus|Griechenland|?","'er' takes the -t ending.","Does he come from Greece?"
"Woher kommst du?","Woher|kommst|du|?","'Woher' means 'Where from'.","Where do you come from? (informal)"
"Woher kommen Sie?","Woher|kommen|Sie|?","'Woher' pairs with the verb 'kommen'.","Where do you come from? (formal)"
"Nein, ich komme aus Österreich.","Nein|,|ich|komme|aus|Österreich|.","Verb stays in position 2 in the main clause after 'Nein,'.","No, I come from Austria."
"Ja, ich komme aus Kenia.","Ja|,|ich|komme|aus|Kenia|.","Verb stays in position 2 in the main clause after 'Ja,'.","Yes, I come from Kenya."
"Wir kommen aus Europa.","Wir|kommen|aus|Europa|.","'Europa' means Europe.","We come from Europe."
"Er ist aus Kenia.","Er|ist|aus|Kenia|.","You can use 'sein' (ist) instead of 'kommen' (kommt) with 'aus'.","He is from Kenya."
"Sie ist aus Österreich.","Sie|ist|aus|Österreich|.","'sie' (she) uses 'ist'.","She is from Austria."
"Ich bin aus Spanien.","Ich|bin|aus|Spanien|.","'Ich bin aus...' is an alternative to 'Ich komme aus...'.","I am from Spain."
"Sind Sie aus Italien?","Sind|Sie|aus|Italien|?","Formal question using 'sein' instead of 'kommen'.","Are you from Italy?"
"Bist du aus Polen?","Bist|du|aus|Polen|?","Informal question using 'sein'.","Are you from Poland?"
"Wir sind aus der Schweiz.","Wir|sind|aus|der|Schweiz|.","Remember the article 'der' for 'Schweiz'.","We are from Switzerland."
"Das Auto ist aus Deutschland.","Das|Auto|ist|aus|Deutschland|.","You can use 'aus' for the origin of objects too.","The car is from Germany."
"Ich wohne in Berlin.","Ich|wohne|in|Berlin|.","Use the preposition 'in' for current cities of residence.","I live in Berlin."
"Er wohnt in München.","Er|wohnt|in|München|.","'er' takes the -t verb ending.","He lives in Munich."
"Sie wohnt in Wien.","Sie|wohnt|in|Wien|.","'sie' (she) takes the -t verb ending.","She lives in Vienna."
"Wir wohnen in Rom.","Wir|wohnen|in|Rom|.","'Wir' takes the infinitive -en ending.","We live in Rome."
"Wo wohnst du?","Wo|wohnst|du|?","'Wo' asks for a static location (Where).","Where do you live? (informal)"
"Wo wohnen Sie?","Wo|wohnen|Sie|?","'Wo' pairs with the verb 'wohnen'.","Where do you live? (formal)"
"Wohnst du in London?","Wohnst|du|in|London|?","Yes/No question: verb 'wohnst' moves to position 1.","Do you live in London?"
"Wohnen Sie in Madrid?","Wohnen|Sie|in|Madrid|?","Formal Yes/No question.","Do you live in Madrid?"
"Ja, ich wohne in der City.","Ja|,|ich|wohne|in|der|City|.","'City' here means the downtown area.","Yes, I live in the city."
"Mein Wohnort ist Berlin.","Mein|Wohnort|ist|Berlin|.","'Wohnort' is a masculine noun.","My place of residence is Berlin."
"Ich spreche Deutsch.","Ich|spreche|Deutsch|.","Languages are capitalized in German.","I speak German."
"Er spricht Englisch.","Er|spricht|Englisch|.","Irregular verb: 'sprechen' changes vowel (e to i) for 'er'.","He speaks English."
"Sie spricht Französisch.","Sie|spricht|Französisch|.","Irregular verb: 'sprechen' changes vowel (e to i) for 'sie'.","She speaks French."
"Wir sprechen Italienisch.","Wir|sprechen|Italienisch|.","'Wir' form is regular (no vowel change).","We speak Italian."
"Ich spreche ein bisschen Spanisch.","Ich|spreche|ein|bisschen|Spanisch|.","'ein bisschen' is a fixed phrase for 'a little bit'.","I speak a little bit of Spanish."
"Sprichst du Griechisch?","Sprichst|du|Griechisch|?","Irregular verb: 'sprechen' changes vowel (e to i) for 'du'.","Do you speak Greek?"
"Sprechen Sie Polnisch?","Sprechen|Sie|Polnisch|?","Formal 'Sie' form is regular (no vowel change).","Do you speak Polish?"
"Welche Sprachen sprichst du?","Welche|Sprachen|sprichst|du|?","'Welche' means 'which'.","Which languages do you speak? (informal)"
"Welche Sprachen sprechen Sie?","Welche|Sprachen|sprechen|Sie|?","W-Question structure for formal address.","Which languages do you speak? (formal)"
"Ich lerne Deutsch.","Ich|lerne|Deutsch|.","'lernen' is a regular verb.","I am learning German."
"Deutsch ist eine Sprache.","Deutsch|ist|eine|Sprache|.","'Sprache' is a feminine noun.","German is a language."
"Mein Englisch ist perfekt.","Mein|Englisch|ist|perfekt|.","Languages acting as nouns take 'mein' (neutral).","My English is perfect."
"Er spricht sehr gut Deutsch.","Er|spricht|sehr|gut|Deutsch|.","Adverbs 'sehr gut' come before the language.","He speaks German very well."
"Ich spreche auch Italienisch.","Ich|spreche|auch|Italienisch|.","'auch' means 'also' or 'too'.","I also speak Italian."
"Sprechen Sie auch Russisch?","Sprechen|Sie|auch|Russisch|?","Yes/No question with 'auch'.","Do you speak Russian too?"
"Wie ist die Telefonnummer?","Wie|ist|die|Telefonnummer|?","In German, ask 'How is the number' not 'What is the number'.","What is the telephone number?"
"Wie ist deine Handynummer?","Wie|ist|deine|Handynummer|?","'deine' is the informal possessive for feminine nouns.","What is your mobile number?"
"Wie ist Ihre E-Mail-Adresse?","Wie|ist|Ihre|E-Mail-Adresse|?","'Ihre' (capitalized) is formal possessive for feminine nouns.","What is your email address?"
"Meine Handynummer ist null vier.","Meine|Handynummer|ist|null|vier|.","'Meine' is the possessive for feminine nouns.","My mobile number is zero four."
"Meine Nummer ist eins zwei drei.","Meine|Nummer|ist|eins|zwei|drei|.","Standard sentence structure for stating numbers.","My number is one two three."
"Die E-Mail-Adresse ist neu.","Die|E-Mail-Adresse|ist|neu|.","'E-Mail-Adresse' is feminine.","The email address is new."
"Ich habe deine Nummer.","Ich|habe|deine|Nummer|.","'habe' is the 'ich' form of the verb 'haben' (to have).","I have your number."
"Ich brauche die Handynummer.","Ich|brauche|die|Handynummer|.","'brauchen' is a regular verb meaning 'to need'.","I need the mobile number."
"Es ist null, eins, zwei, drei.","Es|ist|null|,|eins|,|zwei|,|drei|.","List structure with numbers.","It is zero, one, two, three."
"Vier, fünf, sechs, sieben.","Vier|,|fünf|,|sechs|,|sieben|.","Numbers 4-7.","Four, five, six, seven."
"Acht, neun, zehn.","Acht|,|neun|,|zehn|.","Numbers 8-10.","Eight, nine, ten."
"Ordnen Sie die Wörter.","Ordnen|Sie|die|Wörter|.","Imperative (Command): Verb in position 1.","Sort the words."
"Lesen Sie den Satz.","Lesen|Sie|den|Satz|.","'den' is the accusative masculine article.","Read the sentence."
"Arbeiten Sie zu zweit.","Arbeiten|Sie|zu|zweit|.","Formal command to work in pairs.","Work in pairs."
"Unterstreichen Sie das Verb.","Unterstreichen|Sie|das|Verb|.","Command for 'underline'.","Underline the verb."
"Buchstabieren Sie bitte.","Buchstabieren|Sie|bitte|.","'bitte' makes the command polite.","Please spell."
"Ich buchstabiere meinen Namen.","Ich|buchstabiere|meinen|Namen|.","'meinen' is the accusative masculine possessive.","I am spelling my name."
"Können Sie das buchstabieren?","Können|Sie|das|buchstabieren|?","Modal verb 'können' pushes the main verb to the end!","Can you spell that?"
"Gehen Sie umher und grüßen Sie.","Gehen|Sie|umher|und|grüßen|Sie|.","Two formal commands connected by 'und'.","Walk around and greet."
"Mischen Sie die Karten.","Mischen|Sie|die|Karten|.","'die' is plural here.","Shuffle the cards."
"Ich mache gerne Sport.","Ich|mache|gerne|Sport|.","'gerne' expresses that you enjoy the action.","I like doing sports."
"Ich jogge gerne.","Ich|jogge|gerne|.","'jogge' is regular.","I like to jog."
"Was machst du gerne?","Was|machst|du|gerne|?","W-Question structure.","What do you like to do?"
"Ich trinke gerne Kaffee.","Ich|trinke|gerne|Kaffee|.","'trinke' is regular.","I like to drink coffee."
"Das ist super!","Das|ist|super|!","Common exclamation.","That is great!"
