test_text,answer,test_verb,tip,meaning,grammar_tip
"Sie hat null Ziele erreicht.","ihre","(Possessive)","her","She has reached her goals.","'Ziele' is plural, so it takes 'ihre'."
"Er macht eine Ausbildung null Pilot.","zum","(Preposition)","to a","He is doing an apprenticeship to become a pilot.","Fixed structure: Ausbildung zum (masculine/neutral) or zur (feminine)."
"Sie macht eine Ausbildung null Köchin.","zur","(Preposition)","to a","She is doing an apprenticeship to become a cook.","'Köchin' is feminine -> 'zur' (zu der)."
"Ich arbeite null fünf Uhr.","bis","(Preposition)","until","I work until five o'clock.","'bis' indicates the end time."
"null der Zukunft möchte ich reisen.","In","(Preposition)","In","In the future I would like to travel.","'Zukunft' is feminine, dative -> 'In der'."
"Wir sprechen null das Projekt.","über","(Preposition)","about","We are talking about the project.","'sprechen über' requires the Accusative case (das Projekt)."
"Ich bitte dich null Hilfe.","um","(Preposition)","for","I am asking you for help.","'bitten um' (to ask for) requires the Accusative case."
"Er bittet den Chef null Urlaub.","um","(Preposition)","for","He asks the boss for vacation.","'bitten um' + Accusative."
"Das Studium dauert drei null.","Jahre","das Jahr","years","The degree program takes three years.","Plural of Jahr is Jahre."
"Der Chef hat das Meeting null.","geplant","planen","to plan","The boss planned the meeting.","Perfekt tense: Regular verb (ge-plan-t)."
"Was steht heute auf dem null?","Programm","das Programm","schedule","What is on the schedule today?","Dative neutral (dem Programm)."
"Die Arbeit macht mir null.","Spaß","der Spaß","fun","The work brings me fun (is fun).","Fixed phrase: 'Spaß machen'."
"Ich finde den Job nicht null.","stressig","(Adjective)","stressful","I do not find the job stressful.","Predicate adjective."
"Sie hat heute null Zeit.","keine","(Negation)","no","She has no time today.","Negation of feminine noun 'Zeit'."
"Ich verstehe das Wort null.","nicht","(Negation)","not","I do not understand the word.","Negating the verb/sentence."
"Wir haben unser Zertifikat null.","bekommen","bekommen","to receive","We received our certificate.","Perfekt tense: Inseparable irregular verb 'bekommen'."
"Hast du den Chef null?","gefragt","fragen","to ask","Did you ask the boss?","Perfekt tense: Regular verb 'gefragt'."
"Der Kollege null mir sehr.","hilft","helfen","to help","The colleague helps me a lot.","'helfen' takes the Dative (mir) and changes vowel e->i for 3rd person singular."
"Die Kollegin hat mir null.","geholfen","helfen","to help","The colleague helped me.","Perfekt of 'helfen' is 'geholfen'."
"Wir lernen für die null.","Prüfung","die Prüfung","exam","We are studying for the exam.","'für' takes Accusative (die Prüfung)."
"Das ist mein null Arbeitsplatz.","neuer","(Adjective)","new (masc)","That is my new workplace.","Nominative masculine adjective declension (neuer Arbeitsplatz)."
"Wir feiern ein null Fest.","großes","(Adjective)","big (neut)","We are celebrating a big festival.","Accusative neutral adjective declension (ein großes Fest)."
"Das ist eine null Information.","wichtige","(Adjective)","important (fem)","That is an important piece of information.","Nominative feminine adjective declension (eine wichtige Information)."
