sentence,words,tip,translation_en
"Ich bin ein großer Fußballfan.","Ich|bin|ein|großer|Fußballfan|.","Masculine noun.","I am a big soccer fan."
"Wir sehen das Spiel live.","Wir|sehen|das|Spiel|live|.","'live' is an English loanword.","We are watching the game live."
"Das Fußballspiel beginnt sofort.","Das|Fußballspiel|beginnt|sofort|.","'sofort' means immediately.","The soccer game begins immediately."
"Sie trainiert im Fitnessstudio.","Sie|trainiert|im|Fitnessstudio|.","'trainieren' means to train/exercise.","She trains in the gym."
"Skifahren ist ein beliebter Wintersport.","Skifahren|ist|ein|beliebter|Wintersport|.","'beliebt' means popular.","Skiing is a popular winter sport."
"Ich schaue gerne die Bundesliga.","Ich|schaue|gerne|die|Bundesliga|.","German national soccer league.","I like to watch the Bundesliga."
"Der Trainer motiviert die Spieler.","Der|Trainer|motiviert|die|Spieler|.","'Trainer' is masculine.","The coach motivates the players."
"Er trägt das rote Trikot.","Er|trägt|das|rote|Trikot|.","'Trikot' means sports jersey (neutral).","He is wearing the red jersey."
"Wir kämpfen für unser Team.","Wir|kämpfen|für|unser|Team|.","'kämpfen' means to fight/struggle.","We fight for our team."
"Sport ist gut für den Körper.","Sport|ist|gut|für|den|Körper|.","'Körper' means body.","Sport is good for the body."
"Bitte kreuzen Sie die Antwort an.","Bitte|kreuzen|Sie|die|Antwort|an|.","Separable verb 'ankreuzen' (to tick/cross).","Please check/tick the answer."
"Das ist absolut richtig.","Das|ist|absolut|richtig|.","Confirmation phrase.","That is absolutely correct."
"Ich glaube dir nicht.","Ich|glaube|dir|nicht|.","'glauben' takes the dative case for the person.","I do not believe you."
"Wir danken Ihnen sehr.","Wir|danken|Ihnen|sehr|.","'danken' takes the dative case.","We thank you very much."
"Das ist das genaue Gegenteil.","Das|ist|das|genaue|Gegenteil|.","'Gegenteil' is neutral.","That is the exact opposite."
"Ich schenke dir ein Buch.","Ich|schenke|dir|ein|Buch|.","'schenken' takes dative (person) and accusative (object).","I am giving you a book as a gift."
"Zuerst lernen wir die Vokabeln.","Zuerst|lernen|wir|die|Vokabeln|.","'Vokabeln' means vocabulary words.","First we learn the vocabulary."
"Dann machen wir eine Pause.","Dann|machen|wir|eine|Pause|.","'Dann' (then) in pos 1 causes inversion.","Then we take a break."
"Sie lacht immer sehr laut.","Sie|lacht|immer|sehr|laut|.","'lachen' means to laugh.","She always laughs very loudly."
"Das ist natürlich kein Problem.","Das|ist|natürlich|kein|Problem|.","'natürlich' means of course/naturally.","That is of course no problem."
"Er sieht heute wirklich krank aus.","Er|sieht|heute|wirklich|krank|aus|.","Separable verb 'aussehen'.","He really looks sick today."
"Wir informieren Sie sofort.","Wir|informieren|Sie|sofort|.","'informieren' means to inform.","We will inform you immediately."
"Was meinen Sie dazu?","Was|meinen|Sie|dazu|?","'meinen' means to think/have an opinion.","What do you think about that?"
"Ich meine, das ist falsch.","Ich|meine|,|das|ist|falsch|.","Stating an opinion.","I think that is wrong."
"Er ist noch sehr jung.","Er|ist|noch|sehr|jung|.","'jung' means young.","He is still very young."
"Die Medien berichten über das Spiel.","Die|Medien|berichten|über|das|Spiel|.","'Medien' is plural.","The media reports on the game."
"Ich lese eine interessante Biografie.","Ich|lese|eine|interessante|Biografie|.","'Biografie' is feminine.","I am reading an interesting biography."
"Wir sprechen den Satz nach.","Wir|sprechen|den|Satz|nach|.","Separable verb 'nachsprechen' (to repeat after).","We repeat the sentence."
"Der Raum ist sehr hell.","Der|Raum|ist|sehr|hell|.","'Raum' is masculine.","The room is very bright."
"Das Solarium ist warm.","Das|Solarium|ist|warm|.","'Solarium' is neutral.","The solarium is warm."
"Vitamine sind gesund für den Körper.","Vitamine|sind|gesund|für|den|Körper|.","Plural subject.","Vitamins are healthy for the body."
"Die Nummer ist leider falsch.","Die|Nummer|ist|leider|falsch|.","'Nummer' is feminine.","The number is unfortunately wrong."
"Ich besuche meine Oma heute.","Ich|besuche|meine|Oma|heute|.","'Oma' means grandma.","I am visiting my grandma today."
"Wir reden über den Sport.","Wir|reden|über|den|Sport|.","'reden' means to talk.","We are talking about sports."
"Haben Sie viel Spaß beim Spiel!","Haben|Sie|viel|Spaß|beim|Spiel|!","Standard phrase.","Have a lot of fun at the game!"
"Ich träume oft von Urlaub.","Ich|träume|oft|von|Urlaub|.","'träumen von' means to dream of.","I often dream of vacation."
"Der Leser liebt dieses Buch.","Der|Leser|liebt|dieses|Buch|.","'Leser' means reader.","The reader loves this book."
"Wir laufen durch den Wald.","Wir|laufen|durch|den|Wald|.","'laufen' means to run/walk.","We run through the forest."
"Der Virus ist sehr gefährlich.","Der|Virus|ist|sehr|gefährlich|.","'Virus' can be neuter or masculine.","The virus is very dangerous."
