text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Meine Großeltern wohnen in der Schweiz.","Wo wohnen die Großeltern?","In der Schweiz","In Deutschland","In Österreich","In Spanien","My grandparents live in Switzerland.","'Großeltern' means grandparents."
"Ist das deine Cousine? - Nein, das ist meine Schwester.","Wer ist die Person?","Die Schwester","Die Cousine","Die Mutter","Die Tante","Is that your cousin? - No, that is my sister.","Listen for the correction after 'Nein'."
"Er hat keine Geschwister. Er ist ein Einzelkind.","Hat er Geschwister?","Nein, er ist Einzelkind.","Ja, eine Schwester.","Ja, einen Bruder.","Ja, zwei Geschwister.","He has no siblings. He is an only child.","'Einzelkind' means only child."
"Die Frau auf dem Foto ist schön und sehr sympathisch.","Wie ist die Frau?","Schön und sympathisch","Hässlich und unsympathisch","Alt und müde","Krank und traurig","The woman in the photo is beautiful and very sympathetic.","Listen for the two positive adjectives."
"Sind Sie verheiratet? - Nein, ich bin noch ledig.","Wie ist der Familienstand?","Ledig","Verheiratet","Geschieden","Verwitwet","Are you married? - No, I am still single.","Listen to the answer after 'Nein'."
"Mein Cousin heißt Lukas. Er ist fünfzehn.","Wie alt ist Lukas?","15","50","5","25","My cousin's name is Lukas. He is fifteen.","'fünfzehn' means fifteen."
"Das Baby ist erst zwei Monate alt.","Wie alt ist das Baby?","Zwei Monate","Zwei Jahre","Zwei Wochen","Zwei Tage","The baby is only two months old.","Listen carefully to the time unit (Monate)."
"Ich habe einen Hund und eine Katze.","Welche Haustiere hat die Person?","Hund und Katze","Nur einen Hund","Nur eine Katze","Keine Haustiere","I have a dog and a cat.","Listen for the animals mentioned."
"Der Mann ist groß und hat kurze Haare.","Wie sieht der Mann aus?","Groß mit kurzen Haaren","Klein mit langen Haaren","Groß mit langen Haaren","Klein mit kurzen Haaren","The man is tall and has short hair.","'groß' = tall/big, 'kurze Haare' = short hair."
"Sie ist sehr sportlich und spielt Tennis.","Wie ist die Person?","Sportlich","Faul","Müde","Krank","She is very athletic and plays tennis.","Listen for the adjective describing her."
"Er arbeitet als Kellner in einem Restaurant.","Wo arbeitet er?","In einem Restaurant","In einem Büro","In einer Schule","Im Krankenhaus","He works as a waiter in a restaurant.","Listen for the location of his job."
"Meine Mutter ist fünfzig Jahre alt.","Wie alt ist die Mutter?","50","15","55","40","My mother is fifty years old.","'fünfzig' is 50."
"Haben Sie Kinder? - Ja, wir haben drei Söhne.","Wie viele Söhne haben sie?","Drei","Zwei","Eins","Vier","Do you have children? - Yes, we have three sons.","Listen to the number before 'Söhne'."
"Das ist meine Freundin Sarah. Sie ist Studentin.","Was ist Sarah von Beruf?","Studentin","Lehrerin","Ärztin","Sekretärin","This is my friend Sarah. She is a student.","Listen for the profession."
"Ich bin dreiunddreißig Jahre alt.","Wie alt ist die Person?","33","30","23","43","I am thirty-three years old.","Translate 'dreiunddreißig'."
"Der Kollege heißt Herr Schmidt. Er ist sehr fleißig.","Wie ist Herr Schmidt?","Fleißig","Faul","Dumm","Traurig","The colleague's name is Mr. Schmidt. He is very hardworking.","'fleißig' means hardworking."
"Meine Oma heißt Maria. Sie kommt aus Polen.","Woher kommt die Oma?","Aus Polen","Aus Deutschland","Aus Spanien","Aus Italien","My grandma's name is Maria. She comes from Poland.","Listen for the country after 'aus'."
"Ist er dein Onkel? - Ja, er ist der Bruder von meinem Vater.","Wer ist der Onkel?","Der Bruder vom Vater","Der Bruder von der Mutter","Der Vater","Der Großvater","Is he your uncle? - Yes, he is my father's brother.","Listen to the relationship explained."
"Wir sind verheiratet und wir wohnen in Köln.","Wo wohnen sie?","In Köln","In Berlin","In München","In Hamburg","We are married and we live in Cologne.","Listen for the city."
"Sie hat lange, blonde Haare.","Wie sind ihre Haare?","Lang und blond","Kurz und braun","Kurz und blond","Lang und schwarz","She has long, blonde hair.","Listen for the adjectives describing the hair."
"Mein Bruder ist Arzt. Er arbeitet im Krankenhaus.","Was ist der Bruder von Beruf?","Arzt","Ingenieur","Lehrer","Polizist","My brother is a doctor. He works in the hospital.","'Arzt' means doctor."
"Das ist mein Baby. Es heißt Leon.","Wie heißt das Baby?","Leon","Lukas","Leo","Louis","This is my baby. His name is Leon.","Listen for the name."
"Er ist zweiundvierzig Jahre alt und ledig.","Wie ist sein Familienstand?","Ledig","Verheiratet","Geschieden","Verwitwet","He is forty-two years old and single.","Listen for the marital status."
"Sind das deine Eltern? - Nein, das sind meine Großeltern.","Wer sind die Personen?","Die Großeltern","Die Eltern","Die Geschwister","Die Tanten","Are those your parents? - No, those are my grandparents.","Listen for the correction."
"Ich arbeite als Sekretärin in einem Büro.","Als was arbeitet sie?","Sekretärin","Ärztin","Lehrerin","Köchin","I work as a secretary in an office.","Listen for the profession."
"Meine Familie ist klein. Ich habe nur eine Schwester.","Wie viele Geschwister hat die Person?","Eine Schwester","Einen Bruder","Zwei Schwestern","Keine Geschwister","My family is small. I only have one sister.","'nur eine Schwester' means only one sister."
"Er hat blaue Augen und trägt eine Brille.","Welche Augenfarbe hat er?","Blau","Grün","Braun","Schwarz","He has blue eyes and wears glasses.","'blaue Augen' means blue eyes."
"Sie ist Hausfrau und hat viel Arbeit.","Was macht die Frau?","Sie ist Hausfrau.","Sie ist Sekretärin.","Sie ist Studentin.","Sie ist Lehrerin.","She is a housewife and has a lot of work.","'Hausfrau' means housewife."
"Ich habe einen Bruder, aber keine Schwester.","Hat die Person eine Schwester?","Nein","Ja","Vielleicht","Ja, zwei","I have a brother, but no sister.","'keine Schwester' means no sister."
"Mein Opa ist siebenundsechzig Jahre alt.","Wie alt ist der Opa?","67","76","60","70","My grandpa is sixty-seven years old.","Translate 'siebenundsechzig'."
"Das Mädchen ist klein und sehr lustig.","Wie ist das Mädchen?","Klein und lustig","Groß und ernst","Groß und traurig","Klein und faul","The girl is small and very funny.","'lustig' means funny/amusing."
"Sind Sie Herr Huber? - Ja, genau.","Wer ist der Mann?","Herr Huber","Herr Schmidt","Herr Müller","Herr Weber","Are you Mr. Huber? - Yes, exactly.","Listen for the confirmation 'Ja, genau'."
"Meine Tochter geht noch in den Kindergarten.","Wo geht die Tochter hin?","In den Kindergarten","In die Schule","An die Universität","Zur Arbeit","My daughter still goes to kindergarten.","Listen for the location."
"Er ist geschieden, aber er hat eine neue Freundin.","Wie ist sein Familienstand?","Geschieden","Verheiratet","Ledig","Verwitwet","He is divorced, but he has a new girlfriend.","Listen for the first adjective describing marital status."
"Ich komme aus einer großen Familie. Ich habe vier Brüder!","Wie viele Brüder hat die Person?","Vier","Drei","Zwei","Fünf","I come from a big family. I have four brothers!","Listen for the number of brothers."
"Sie spricht sehr gut Deutsch und ein bisschen Französisch.","Was spricht sie sehr gut?","Deutsch","Französisch","Englisch","Spanisch","She speaks German very well and a little French.","Pay attention to which language is spoken 'sehr gut'."
"Wir suchen eine Wohnung in Frankfurt.","Was suchen sie?","Eine Wohnung","Ein Haus","Ein Auto","Einen Job","We are looking for an apartment in Frankfurt.","'Wohnung' means apartment."
"Er arbeitet viel. Er ist fast nie zu Hause.","Wo ist er fast nie?","Zu Hause","Auf der Arbeit","Im Büro","Im Park","He works a lot. He is almost never at home.","'fast nie zu Hause' means almost never at home."
=======
"Hallo! Ich heiße Anna. Ich komme aus Berlin und ich bin Studentin. Ich lerne Deutsch und ein bisschen Englisch.","Woher kommt Anna?","Aus Berlin","Aus Hamburg","Aus München","Aus Köln","Hello! My name is Anna. I come from Berlin and I am a student. I learn German and a little English.","Listen for the name of the city."
>>>>>>> 6a33bad3b46e0c28eae8413e4bcfc99f7d0edd1e
