pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,Brot,das,n,Neutral by convention.,Brote,bread,"Ich kaufe ein Brot.","I am buying a bread.","Das Brot ist frisch.","The bread is fresh.","Möchten Sie Weißbrot oder Schwarzbrot?","Would you like white bread or black bread?"
noun,Brötchen,das,n,Diminutive -chen is always neutral.,Brötchen,bread roll,"Drei Brötchen, bitte.","Three bread rolls, please.","Ich esse ein Brötchen.","I am eating a bread roll.","Die Brötchen sind lecker.","The bread rolls are delicious."
noun,Butter,die,f,Feminine by convention.,-,butter,"Ich brauche Butter für das Brot.","I need butter for the bread.","Die Butter ist im Kühlschrank.","The butter is in the fridge.","Ein Stück Butter, bitte.","A piece of butter, please."
noun,Cent,der,m,Currency terms are mostly masculine.,Cents,cent,"Das kostet 50 Cent.","That costs 50 cents.","Nur ein Cent.","Only one cent.","Haben Sie 20 Cent?","Do you have 20 cents?"
noun,Chili,der/die,m/f,Foreign loanwords can have varying genders.,Chilis,chili,"Die Chili ist scharf.","The chili is spicy.","Ich koche mit Chili.","I cook with chili.","Chili con Carne.","Chili con Carne."
noun,Chile,das,n,Country names without endings are neutral.,-,Chile (country),"Er kommt aus Chile.","He comes from Chile.","Wir reisen nach Chile.","We travel to Chile.","Chile ist schön.","Chile is beautiful."
noun,Cola,die,f,Foreign drink names are often feminine.,Colas,cola,"Ich trinke eine Cola.","I drink a cola.","Die Cola ist kalt.","The cola is cold.","Eine Cola, bitte.","A cola, please."
noun,Croissant,das,n,French loanwords ending in consonants are often neutral.,Croissants,croissant,"Ich esse ein Croissant.","I eat a croissant.","Zwei Croissants, bitte.","Two croissants, please.","Das Croissant ist lecker.","The croissant is delicious."
noun,Deutschlehrer,der,m,Professions ending in -er are masculine.,Deutschlehrer,German teacher,"Er ist mein Deutschlehrer.","He is my German teacher.","Der Deutschlehrer ist nett.","The German teacher is nice.","Wir fragen den Deutschlehrer.","We ask the German teacher."
noun,Dialog-Teil,der,m,Compound noun takes the gender of the last word (der Teil).,Dialog-Teile,dialogue part,"Lesen Sie den Dialog-Teil.","Read the dialogue part.","Der Dialog-Teil ist interessant.","The dialogue part is interesting.","Welcher Dialog-Teil ist das?","Which dialogue part is that?"
noun,Ei,das,n,Neutral by convention.,Eier,egg,"Ich esse ein Ei zum Frühstück.","I eat an egg for breakfast.","Drei Eier, bitte.","Three eggs, please.","Das Ei ist gekocht.","The egg is boiled."
verb,einkaufen,,,,,to shop,"Ich kaufe heute ein.","I am shopping today.","Wann kaufst du ein?","When do you shop?","Wir müssen einkaufen.","We must shop."
phrase,einkaufen gehen,,,,,to go shopping,"Wir gehen heute einkaufen.","We are going shopping today.","Gehst du einkaufen?","Are you going shopping?","Ich gehe gerne einkaufen.","I like to go shopping."
noun,Einkaufs-App,die,f,Compound noun takes the gender of the last word (die App).,Einkaufs-Apps,shopping app,"Ich nutze eine Einkaufs-App.","I use a shopping app.","Die Einkaufs-App ist praktisch.","The shopping app is practical.","Laden Sie die Einkaufs-App.","Download the shopping app."
noun,Einkaufsliste,die,f,Compound noun takes the gender of the last word (die Liste).,Einkaufslisten,shopping list,"Schreiben Sie eine Einkaufsliste.","Write a shopping list.","Die Einkaufsliste ist lang.","The shopping list is long.","Ich brauche meine Einkaufsliste.","I need my shopping list."
noun,Eis,das,n,Neutral by convention.,-,ice cream / ice,"Ich esse gerne Eis.","I like eating ice cream.","Ein Eis, bitte.","An ice cream, please.","Wasser mit Eis.","Water with ice."
noun,Engländer,der,m,Nationalities ending in -er are masculine.,Engländer,Englishman,"Er ist Engländer.","He is an Englishman.","Der Engländer trinkt Tee.","The Englishman drinks tea.","Sind Sie Engländer?","Are you an Englishman?"
verb,essen,,,,,to eat,"Ich esse einen Apfel.","I am eating an apple.","Was isst du gerne?","What do you like to eat?","Wir essen Pizza.","We are eating pizza."
noun,Essen,das,n,Verbs used as nouns are always neutral.,-,food / meal,"Das Essen ist lecker.","The food is delicious.","Das Essen ist fertig.","The food is ready.","Danke für das Essen.","Thank you for the meal."
noun,Euro,der,m,Currency terms are mostly masculine.,Euros,euro,"Das kostet fünf Euro.","That costs five euros.","Ein Euro und zwanzig Cent.","One euro and twenty cents.","Ich habe zehn Euro.","I have ten euros."
noun,Familienvater,der,m,Compound noun takes the gender of the last word (der Vater).,Familienväter,family father / breadwinner,"Er ist Familienvater.","He is a family father.","Der Familienvater kocht heute.","The family father is cooking today.","Ein Interview mit einem Familienvater.","An interview with a family father."
verb,fangen,,,,,to catch,"Fangen Sie den Ball!","Catch the ball!","Ich fange das Spiel an.","I catch the game (start).","Er fängt den Fisch.","He catches the fish."
noun,Farbe,die,f,Ends in -e -> mostly feminine.,Farben,color,"Was ist deine Lieblingsfarbe?","What is your favorite color?","Die Farbe ist schön.","The color is beautiful.","Rot ist eine Farbe.","Red is a color."
verb,finden,,,,,to find,"Wie finden Sie das?","How do you find that?","Ich finde meine Liste nicht.","I cannot find my list.","Wir finden das gut.","We find that good."
noun,Fisch,der,m,Masculine by convention.,Fische,fish,"Ich esse gerne Fisch.","I like eating fish.","Der Fisch ist frisch.","The fish is fresh.","Fisch mit Reis.","Fish with rice."
noun,Flasche,die,f,Ends in -e -> mostly feminine.,Flaschen,bottle,"Eine Flasche Wasser, bitte.","A bottle of water, please.","Die Flasche ist leer.","The bottle is empty.","Zwei Flaschen Wein.","Two bottles of wine."
noun,Fleisch,das,n,Neutral by convention.,-,meat,"Ich esse kein Fleisch.","I do not eat meat.","Ein Kilo Fleisch, bitte.","One kilo of meat, please.","Das Fleisch ist teuer.","The meat is expensive."
noun,Forum,das,n,Latin loanwords ending in -um are neutral.,Foren,forum,"Schreiben Sie im Forum.","Write in the forum.","Das Forum ist online.","The forum is online.","Lesen Sie das Forum.","Read the forum."
noun,Frucht,die,f,Feminine by convention.,Früchte,fruit,"Die Mango ist eine Frucht.","The mango is a fruit.","Ich esse exotische Früchte.","I eat exotic fruits.","Die Frucht ist süß.","The fruit is sweet."
noun,Frühstück,das,n,Compound noun takes the gender of the last word (das Stück).,Frühstücke,breakfast,"Was essen Sie zum Frühstück?","What do you eat for breakfast?","Das Frühstück ist fertig.","Breakfast is ready.","Mein Lieblings-Frühstück.","My favorite breakfast."
verb,frühstücken,,,,,to eat breakfast,"Wir frühstücken um acht.","We eat breakfast at eight.","Ich frühstücke nicht.","I do not eat breakfast.","Was frühstücken Sie?","What are you eating for breakfast?"
prep,für,,,,,for,"Das ist für dich.","That is for you.","Wir brauchen Brot für das Frühstück.","We need bread for breakfast.","Eine Pizza für mich, bitte.","A pizza for me, please."
noun,Gast,der,m,Masculine by convention.,Gäste,guest,"Der Gast ist König.","The guest is king.","Wir haben Gäste.","We have guests.","Was möchte der Gast?","What does the guest want?"
adj,gelb,,,,,yellow,"Die Banane ist gelb.","The banana is yellow.","Die Farbe gelb.","The color yellow.","Ein gelbes Auto.","A yellow car."
adj,gesund,,,,,healthy,"Obst und Gemüse sind gesund.","Fruit and vegetables are healthy.","Bleiben Sie gesund.","Stay healthy.","Ein gesundes Frühstück.","A healthy breakfast."
noun,Getränk,das,n,Nouns starting with Ge- are often neutral.,Getränke,drink / beverage,"Möchten Sie ein Getränk?","Would you like a drink?","Welche Getränke haben Sie?","Which drinks do you have?","Das Getränk ist kalt.","The drink is cold."
verb,googeln,,,,,to google,"Ich google das Wort.","I google the word.","Können Sie das googeln?","Can you google that?","Er googelt das Restaurant.","He googles the restaurant."
noun,Grafik,die,f,Ends in -ik -> always feminine.,Grafiken,graphic / chart,"Sehen Sie die Grafik an.","Look at the graphic.","Die Grafik zeigt den Preis.","The chart shows the price.","Ergänzen Sie die Grafik.","Complete the chart."
noun,Gramm,das,n,Measurement units are usually neutral.,Gramm,gram,"Hundert Gramm Käse, bitte.","One hundred grams of cheese, please.","Wie viele Gramm?","How many grams?","200 Gramm Schinken.","200 grams of ham."
noun,Grill,der,m,Masculine by convention.,Grills,grill,"Der Fisch ist auf dem Grill.","The fish is on the grill.","Wir machen den Grill an.","We turn on the grill.","Ein neuer Grill.","A new grill."
adj,grün,,,,,green,"Die Gurke ist grün.","The cucumber is green.","Die Farbe grün.","The color green.","Grüner Tee.","Green tea."
noun,Guave,die,f,Ends in -e -> mostly feminine.,Guaven,guava,"Die Guave ist süß.","The guava is sweet.","Ich esse Guave.","I eat guava.","Guavensaft ist lecker.","Guava juice is delicious."
noun,Guerilla-Koch,der,m,Compound noun takes the gender of the last word (der Koch).,Guerilla-Köche,guerilla chef,"Er ist ein Guerilla-Koch.","He is a guerilla chef.","Der Guerilla-Koch kocht auf der Straße.","The guerilla chef cooks on the street.","Das ist Guerilla-Kochen.","That is guerilla cooking."
noun,Gurke,die,f,Ends in -e -> mostly feminine.,Gurken,cucumber,"Ich kaufe eine Gurke.","I buy a cucumber.","Die Gurke ist grün.","The cucumber is green.","Salat mit Gurken.","Salat with cucumbers."
verb,haben,,,,,to have,"Ich habe Hunger.","I have hunger (I am hungry).","Wir haben keine Tomaten.","We have no tomatoes.","Haben Sie Wasser?","Do you have water?"
noun,Hähnchen,das,n,Diminutive -chen is always neutral.,Hähnchen,chicken,"Ich esse Hähnchen mit Reis.","I eat chicken with rice.","Ein halbes Hähnchen, bitte.","Half a chicken, please.","Das Hähnchen schmeckt gut.","The chicken tastes good."
noun,Hamburger,der,m,Foods ending in -er are often masculine.,Hamburger,hamburger,"Ich esse einen Hamburger.","I am eating a hamburger.","Der Hamburger ist teuer.","The hamburger is expensive.","Zwei Hamburger, bitte.","Two hamburgers, please."
noun,Hawaii,das,n,Geographical regions without articles are usually neutral.,-,Hawaii,"Toast Hawaii.","Toast Hawaii.","Wir fliegen nach Hawaii.","We are flying to Hawaii.","Hawaii ist schön.","Hawaii is beautiful."
noun,Honig,der,m,Ends in -ig -> always masculine.,Honige,honey,"Tee mit Honig.","Tea with honey.","Ich esse Brot mit Honig.","I eat bread with honey.","Der Honig ist süß.","The honey is sweet."
verb,hören,,,,,to hear / to listen,"Hören Sie den Dialog.","Listen to the dialogue.","Ich höre Musik.","I listen to music.","Können Sie mich hören?","Can you hear me?"
pron,ihr,,,,,her (possessive) / you (plural),"Das ist ihr Buch.","That is her book.","Wo seid ihr?","Where are you (plural)?","Habt ihr Zeit?","Do you (plural) have time?"
adv,immer,,,,,always,"Ich trinke immer Kaffee.","I always drink coffee.","Er ist immer da.","He is always there.","Nicht immer.","Not always."
noun,Imperativ,der,m,Grammar terms are often masculine or neutral.,Imperative,imperative,"Bilden Sie den Imperativ.","Form the imperative.","Das ist ein Imperativ.","That is an imperative.","Der Imperativ von 'gehen' ist 'geh'.","The imperative of 'gehen' is 'geh'."
verb,interessieren,,,,,to interest,"Das interessiert mich.","That interests me.","Was interessiert Sie?","What interests you?","Ich interessiere mich für Essen.","I am interested in food."
adj,international,,,,,international,"Das Restaurant ist international.","The restaurant is international.","Internationale Küche.","International cuisine.","Die Gruppe ist international.","The group is international."
noun,Interviewer,der,m,Professions ending in -er are masculine.,Interviewer,interviewer,"Der Interviewer fragt.","The interviewer asks.","Der Interviewer ist nett.","The interviewer is nice.","Ich bin der Interviewer.","I am the interviewer."
noun,Jazz,der,m,Musical genres are usually masculine.,-,jazz,"Ich höre gerne Jazz.","I like listening to jazz.","Jazz-Musik.","Jazz music.","Das ist Jazz.","That is jazz."
noun,Joghurt,der,m,Foreign loanwords often take masculine gender.,Joghurts,yogurt,"Ein Joghurt zum Frühstück.","A yogurt for breakfast.","Der Joghurt ist gesund.","The yogurt is healthy.","Möchten Sie Joghurt?","Would you like yogurt?"
noun,Käse,der,m,Ends in -e but is masculine (exception).,Käse,cheese,"Ich esse Brot mit Käse.","I eat bread with cheese.","Ein Kilo Käse, bitte.","One kilo of cheese, please.","Der Käse kommt aus der Schweiz.","The cheese comes from Switzerland."
verb,kaufen,,,,,to buy,"Ich kaufe Obst.","I buy fruit.","Was kaufen wir?","What are we buying?","Kaufen Sie das?","Are you buying that?"
noun,Kettenspiel,das,n,Compound noun takes the gender of the last word (das Spiel).,Kettenspiele,chain game,"Wir spielen ein Kettenspiel.","We are playing a chain game.","Das Kettenspiel ist lustig.","The chain game is fun.","Machen wir das Kettenspiel.","Let's do the chain game."
noun,Kilo,das,n,Measurement units are usually neutral.,Kilos,kilo,"Ein Kilo Äpfel.","One kilo of apples.","Zwei Kilo Tomaten, bitte.","Two kilos of tomatoes, please.","Wie viel kostet ein Kilo?","How much does a kilo cost?"
noun,Klick,der,m,Nouns derived directly from verbs are often masculine.,Klicks,click,"Ein Klick auf die Maus.","One click on the mouse.","Nur ein Klick.","Only one click.","Klick für Klick.","Click by click."
noun,Knoblauch,der,m,Masculine by convention.,-,garlic,"Ich koche mit Knoblauch.","I cook with garlic.","Der Knoblauch ist scharf.","The garlic is sharp/spicy.","Ich mag Knoblauch.","I like garlic."
noun,Koch,der,m,Male profession.,Köche,cook / chef,"Er arbeitet als Koch.","He works as a cook.","Der Koch ist sehr gut.","The chef is very good.","Fragen Sie den Koch.","Ask the chef."
verb,kochen,,,,,to cook,"Ich koche Pasta.","I am cooking pasta.","Wir kochen zusammen.","We cook together.","Er kocht gerne.","He likes to cook."
verb,kosten,,,,,to cost,"Was kostet das?","How much does that cost?","Das kostet zwei Euro.","That costs two euros.","Die Äpfel kosten wenig.","The apples cost little."
noun,Kreuzworträtsel,das,n,Compound noun takes the gender of the last word (das Rätsel).,Kreuzworträtsel,crossword puzzle,"Ich mache ein Kreuzworträtsel.","I am doing a crossword puzzle.","Lösen Sie das Kreuzworträtsel.","Solve the crossword puzzle.","Das Kreuzworträtsel ist schwer.","The crossword puzzle is hard."
verb,kriegen,,,,,to get (colloquial),"Was kriegen Sie?","What will you get? (How can I help you?)","Ich kriege ein Kilo Fleisch.","I'll get a kilo of meat.","Kriegen wir die Rechnung?","Do we get the bill?"
noun,Kursraum,der,m,Compound noun takes the gender of the last word (der Raum).,Kursräume,classroom,"Wir sind im Kursraum.","We are in the classroom.","Der Kursraum ist groß.","The classroom is big.","Wo ist der Kursraum?","Where is the classroom?"
noun,Lasagne,die,f,Italian foods ending in -e are feminine.,Lasagnen,lasagna,"Ich esse Lasagne.","I am eating lasagna.","Die Lasagne schmeckt gut.","The lasagna tastes good.","Lasagne mit Fleisch.","Lasagna with meat."
noun,Leben,das,n,Verbs acting as nouns are neutral.,Leben,life,"Das Leben ist schön.","Life is beautiful.","Leben in Deutschland.","Life in Germany.","Ein gutes Leben.","A good life."
noun,Lebensmittel,das,n,Compound noun takes the gender of the last word (das Mittel).,Lebensmittel,groceries / food,"Wir kaufen Lebensmittel ein.","We are shopping for groceries.","Die Lebensmittel sind frisch.","The groceries are fresh.","Lebensmittel online kaufen.","Buy groceries online."
noun,Lektion,die,f,Ends in -ion -> always feminine.,Lektionen,lesson,"Wir sind in Lektion drei.","We are in lesson three.","Die Lektion ist interessant.","The lesson is interesting.","Starten wir Lektion 3!","Let's start lesson 3!"
noun,Lieblingsessen,das,n,Compound noun takes the gender of the last word (das Essen).,Lieblingsessen,favorite food,"Pizza ist mein Lieblingsessen.","Pizza is my favorite food.","Was ist dein Lieblingsessen?","What is your favorite food?","Mein Lieblingsessen ist gesund.","My favorite food is healthy."
noun,Lieblingsfarbe,die,f,Compound noun takes the gender of the last word (die Farbe).,Lieblingsfarben,favorite color,"Blau ist meine Lieblingsfarbe.","Blue is my favorite color.","Was ist Ihre Lieblingsfarbe?","What is your favorite color?","Meine Lieblingsfarbe ist Rot.","My favorite color is red."
noun,Lieblings-Frühstück,das,n,Compound noun takes the gender of the last word (das Frühstück).,Lieblings-Frühstücke,favorite breakfast,"Was ist dein Lieblings-Frühstück?","What is your favorite breakfast?","Mein Lieblings-Frühstück ist Brot mit Honig.","My favorite breakfast is bread with honey.","Ein gesundes Lieblings-Frühstück.","A healthy favorite breakfast."
noun,Lieblingsland,das,n,Compound noun takes the gender of the last word (das Land).,Lieblingsländer,favorite country,"Italien ist mein Lieblingsland.","Italy is my favorite country.","Was ist dein Lieblingsland?","What is your favorite country?","Mein Lieblingsland ist Deutschland.","My favorite country is Germany."
adj,lila,,,,,purple,"Die Blume ist lila.","The flower is purple.","Ich trage lila.","I am wearing purple.","Die Farbe lila.","The color purple."
noun,Liter,der,m,Measurement units are often masculine or neutral.,Liter,liter,"Ein Liter Milch, bitte.","One liter of milk, please.","Zwei Liter Wasser.","Two liters of water.","Wie viele Liter trinken Sie?","How many liters do you drink?"
noun,Lösungswort,das,n,Compound noun takes the gender of the last word (das Wort).,Lösungswörter,solution word / password,"Was ist das Lösungswort?","What is the solution word?","Finden Sie das Lösungswort.","Find the solution word.","Das Lösungswort hat fünf Buchstaben.","The solution word has five letters."
adv,mal,,,,,just / times (flavor particle),"Schauen Sie mal.","Just take a look.","Raten Sie mal.","Just guess.","Drei mal drei.","Three times three."
adv,manchmal,,,,,sometimes,"Ich koche manchmal.","I cook sometimes.","Manchmal esse ich Fleisch.","Sometimes I eat meat.","Wir gehen manchmal ins Restaurant.","We sometimes go to the restaurant."
noun,Mango,die,f,Foreign fruits often end in -o but are feminine.,Mangos,mango,"Die Mango ist süß.","The mango is sweet.","Ich esse eine Mango.","I eat a mango.","Zwei Mangos, bitte.","Two mangos, please."
noun,Maple-Sirup,der,m,Compound noun takes the gender of the last word (der Sirup).,Maple-Sirups,maple syrup,"Ich mag Maple-Sirup auf Pancakes.","I like maple syrup on pancakes.","Der Maple-Sirup ist süß.","The maple syrup is sweet.","Wo ist der Maple-Sirup?","Where is the maple syrup?"
adj,markiert,,,,,marked / highlighted,"Das Wort ist markiert.","The word is highlighted.","Die markierten Wörter.","The marked words.","Ist das markiert?","Is that marked?"
noun,Marmelade,die,f,Ends in -e -> mostly feminine.,Marmeladen,jam,"Brot mit Marmelade.","Bread with jam.","Ich kaufe Marmelade.","I am buying jam.","Die Marmelade ist süß.","The jam is sweet."
adj,mediterran,,,,,Mediterranean,"Die mediterrane Küche.","The Mediterranean cuisine.","Das Essen ist mediterran.","The food is Mediterranean.","Wir kochen mediterran.","We cook Mediterranean."
noun,Menge,die,f,Ends in -e -> mostly feminine.,Mengen,amount / crowd,"Eine große Menge.","A large amount.","Die Menge an Wasser.","The amount of water.","Ich habe eine Menge Arbeit.","I have a lot of work (a crowd of work)."
noun,Milch,die,f,Feminine by convention.,-,milk,"Ich trinke Kaffee mit Milch.","I drink coffee with milk.","Ein Glas Milch, bitte.","A glass of milk, please.","Haben Sie Milch?","Do you have milk?"
noun,Milchkaffee,der,m,Compound noun takes the gender of the last word (der Kaffee).,Milchkaffees,milk coffee / latte,"Ein Milchkaffee, bitte.","A latte, please.","Ich trinke gerne Milchkaffee.","I like drinking milk coffee.","Der Milchkaffee ist heiß.","The latte is hot."
noun,Milchprodukt,das,n,Compound noun takes the gender of the last word (das Produkt).,Milchprodukte,dairy product,"Käse ist ein Milchprodukt.","Cheese is a dairy product.","Ich esse viele Milchprodukte.","I eat many dairy products.","Milchprodukte sind im Angebot.","Dairy products are on sale."
prep,mit,,,,,with,"Kaffee mit Milch.","Coffee with milk.","Pizza mit Käse.","Pizza with cheese.","Ich spiele mit dir.","I play with you."
noun,Möhre,die,f,Ends in -e -> mostly feminine.,Möhren,carrot,"Die Möhre ist orange.","The carrot is orange.","Ich esse eine Möhre.","I am eating a carrot.","Salat mit Möhren.","Salad with carrots."
noun,Mokka,der,m,Coffee types are typically masculine.,Mokkas,mocha,"Ich trinke einen Mokka.","I am drinking a mocha.","Ein Mokka, bitte.","A mocha, please.","Der Mokka schmeckt gut.","The mocha tastes good."
noun,Muffin,der,m,English loanwords ending in consonants are often masculine.,Muffins,muffin,"Ich esse einen Muffin.","I am eating a muffin.","Der Muffin hat Schokolade.","The muffin has chocolate.","Zwei Muffins, bitte.","Two muffins, please."
verb,nennen,,,,,to name / to call,"Nennen Sie drei Wörter.","Name three words.","Wir nennen ihn Chef.","We call him boss.","Bitte nennen Sie die Farben.","Please name the colors."
adv,nie,,,,,never,"Ich trinke nie Cola.","I never drink cola.","Er ist nie da.","He is never there.","Nie oder selten?","Never or rarely?"
adv,noch,,,,,still / yet,"Brauchen Sie noch etwas?","Do you still need something?","Noch ein Wasser, bitte.","One more water, please.","Ich habe noch Zeit.","I still have time."
noun,Nudel,die,f,Ends in -el -> often feminine.,Nudeln,noodle / pasta,"Ich koche Nudeln.","I am cooking noodles.","Essen Sie gerne Nudeln?","Do you like eating pasta?","Nudeln mit Tomaten.","Pasta with tomatoes."
noun,Nullartikel,der,m,Compound noun takes the gender of the last word (der Artikel).,Nullartikel,zero article,"Hier ist ein Nullartikel.","Here is a zero article.","Fleisch hat oft einen Nullartikel.","Meat often has a zero article.","Beispiel für den Nullartikel.","Example for the zero article."
adv,nur,,,,,only,"Ich esse nur Gemüse.","I only eat vegetables.","Wir haben nur noch ein Brot.","We only have one bread left.","Nur 50 Cent.","Only 50 cents."
noun,Obst,das,n,Neutral by convention.,-,fruit,"Obst ist gesund.","Fruit is healthy.","Ich esse jeden Tag Obst.","I eat fruit every day.","Wir brauchen Obst.","We need fruit."
adv,oft,,,,,often,"Ich koche sehr oft.","I cook very often.","Wir gehen oft einkaufen.","We often go shopping.","Trinkst du oft Tee?","Do you often drink tea?"
noun,Öl,das,n,Liquids (non-drinks) are often neutral.,Öle,oil,"Ich koche mit Öl.","I cook with oil.","Olivenöl ist gut.","Olive oil is good.","Wir brauchen Öl.","We need oil."
noun,Olive,die,f,Ends in -e -> mostly feminine.,Oliven,olive,"Ich mag Oliven.","I like olives.","Die Olive ist grün.","The olive is green.","Salat mit Oliven.","Salad with olives."
noun,Orange,die,f,Ends in -e -> mostly feminine.,Orangen,orange (fruit),"Ich esse eine Orange.","I am eating an orange.","Orangen sind gesund.","Oranges are healthy.","Die Orange ist süß.","The orange is sweet."
noun,Orangenmarmelade,die,f,Compound noun takes the gender of the last word (die Marmelade).,Orangenmarmeladen,orange marmalade,"Ich mag Orangenmarmelade.","I like orange marmalade.","Brot mit Orangenmarmelade.","Bread with orange marmalade.","Wir haben keine Orangenmarmelade.","We have no orange marmalade."
noun,Papaya,die,f,Foreign fruits often end in -a and are feminine.,Papayas,papaya,"Die Papaya ist exotisch.","The papaya is exotic.","Ich esse Papaya.","I eat papaya.","Ein Papaya-Salat.","A papaya salad."
noun,Paprika,der/die,m/f,"Gender can vary based on region (der in Germany, die in Austria/Switzerland).",Paprikas,bell pepper / paprika,Ich kaufe eine Paprika.,I buy a bell pepper.,Die Paprika ist rot.,The bell pepper is red.,Hähnchen mit Paprika.,Chicken with bell pepper.
noun,Party,die,f,English loanword ending in -y.,Partys,party,"Wir machen eine Party.","We are throwing a party.","Die Party ist am Samstag.","The party is on Saturday.","Kommst du zur Party?","Are you coming to the party?"
noun,Preis,der,m,Masculine by convention.,Preise,price,"Der Preis ist hoch.","The price is high.","Was ist der Preis?","What is the price?","Gute Preise.","Good prices."
noun,Regenbogen,der,m,Compound noun takes the gender of the last word (der Bogen).,Regenbogen,rainbow,"Der Regenbogen ist bunt.","The rainbow is colorful.","Ich sehe einen Regenbogen.","I see a rainbow.","Ein Regenbogen am Himmel.","A rainbow in the sky."
noun,Reis,der,m,Masculine by convention.,-,rice,"Ich esse Reis mit Fisch.","I eat rice with fish.","Der Reis ist fertig.","The rice is ready.","Wir kochen Reis.","We are cooking rice."
noun,Restaurant,das,n,French loanwords ending in -ant are neutral.,Restaurants,restaurant,"Wir gehen ins Restaurant.","We are going to the restaurant.","Das Restaurant ist teuer.","The restaurant is expensive.","Ein gutes Restaurant.","A good restaurant."
adj,richtig,,,,,right / correct,"Das ist richtig.","That is right.","Hören Sie richtig?","Are you hearing correctly?","Kreuzen Sie das richtige Wort an.","Cross the correct word."
