text	question	answer	distractor1	distractor2	distractor3	translation	tip
Wie alt bist du? - Ich bin dreißig Jahre alt.	Wonach wird gefragt?	Nach dem Alter	Nach dem Beruf	Nach dem Namen	Nach der Adresse	How old are you? - I am thirty years old.	'Alter' means age.
Ich brauche wichtige Informationen für mein Projekt.	Was braucht die Person?	Wichtige Informationen	Einen neuen Computer	Mehr Zeit	Einen Kollegen	I need important information for my project.	'Informationen' means information.
Wir müssen den Tagesablauf genau planen.	Was müssen sie planen?	Den Tagesablauf	Das Wochenende	Den Urlaub	Die Party	We have to plan the daily routine exactly.	'planen' means to plan.
Ist das ein Problem für dich? - Nein, gar kein Problem.	Ist das ein Problem?	Nein, gar kein Problem.	Ja, ein großes Problem.	Vielleicht ein bisschen.	Ja, leider.	Is that a problem for you? - No, no problem at all.	'Problem' means problem.
Was steht heute auf dem Programm? - Ein Meeting mit dem Chef.	Was steht auf dem Programm?	Ein Meeting mit dem Chef	Eine Mittagspause	Ein Fest	Ein Sprachtest	What is on the schedule today? - A meeting with the boss.	'Programm' can mean schedule or agenda.
Ich verstehe diese Aufgabe leider nicht. Kannst du helfen?	Was ist das Problem?	Die Person versteht die Aufgabe nicht.	Die Person hat keine Zeit.	Die Aufgabe ist zu leicht.	Die Person findet das Buch nicht.	I unfortunately do not understand this task. Can you help?	'verstehen' means to understand.
Die Welt ist groß und es gibt viel zu entdecken.	Wie ist die Welt?	Groß	Klein	Dunkel	Gefährlich	The world is big and there is much to discover.	'Welt' means world.
Was bedeutet dieses Wort? - Schau im Wörterbuch nach.	Wonach fragt die Person?	Nach der Bedeutung von einem Wort	Nach der Uhrzeit	Nach dem Weg	Nach dem Preis	What does this word mean? - Look it up in the dictionary.	'Wort' means word.
Das Abendessen ist fertig! Wir können jetzt essen.	Was ist fertig?	Das Abendessen	Das Mittagessen	Das Frühstück	Die Arbeit	Dinner is ready! We can eat now.	'Abendessen' means dinner.
Nach dem Mittagessen trinke ich immer einen Espresso.	Wann trinkt die Person einen Espresso?	Nach dem Mittagessen	Vor dem Frühstück	Am Abend	In der Nacht	After lunch I always drink an espresso.	'Mittagessen' means lunch.
Ich bin sehr glücklich mit meinem neuen Job.	Wie fühlt sich die Person?	Sehr glücklich	Sehr traurig	Gestresst	Krank	I am very happy with my new job.	'glücklich' means happy.
Dieser Beruf ist sehr kreativ und macht viel Spaß.	Wie ist der Beruf?	Kreativ	Langweilig	Schlecht bezahlt	Gefährlich	This profession is very creative and is a lot of fun.	'kreativ' means creative.
Wir arbeiten in einem internationalen Team von Leuten.	Mit wem arbeitet die Person?	Mit einem internationalen Team	Ganz alleine	Nur mit dem Chef	Mit Studenten	We work in an international team of people.	'Leute' means people.
Sie arbeitet bei Siemens als Ingenieurin.	Bei welcher Firma arbeitet sie?	Bei Siemens	Bei BMW	Bei VW	Bei Bosch	She works at Siemens as an engineer.	Use 'bei' for the company name.
Herzlichen Glückwunsch zum bestandenen A1-Zertifikat!	Wozu wird gratuliert?	Zum A1-Zertifikat	Zum Geburtstag	Zum neuen Haus	Zum Baby	Heartfelt congratulations on passing the A1 certificate!	'Zertifikat' means certificate.
Dieses Sprachniveau ist wichtig für meine Arbeit.	Wofür ist das Sprachniveau wichtig?	Für die Arbeit	Für den Urlaub	Für das Studium	Für das Hobby	This language level is important for my work.	'Niveau' means level.
Er hat viel Erfahrung im Bereich Marketing gesammelt.	Was hat er gesammelt?	Viel Erfahrung	Viel Geld	Viele Zertifikate	Viele Kollegen	He has gathered a lot of experience in the field of marketing.	'Erfahrung' means experience.
Wir wünschen Ihnen viel Erfolg für die Zukunft!	Was wünschen sie der Person?	Viel Erfolg	Viel Spaß	Gute Reise	Gute Besserung	We wish you much success for the future!	'Erfolg' means success.
Bist du zufrieden mit dem Ergebnis? - Ja, absolut.	Ist die Person zufrieden?	Ja, absolut.	Nein, gar nicht.	Ein bisschen.	Sie weiß es nicht.	Are you satisfied with the result? - Yes, absolutely.	'zufrieden' means satisfied.
Es ist wichtig, jeden Tag neue Vokabeln zu wiederholen.	Was ist wichtig?	Vokabeln zu wiederholen	Viel zu schlafen	Kaffee zu trinken	Fernsehen zu schauen	It is important to review new vocabulary every day.	'wiederholen' means to repeat/review.
Ich bitte dich um Hilfe bei dieser schweren Aufgabe.	Worum bittet die Person?	Um Hilfe	Um Geld	Um Zeit	Um ein Buch	I am asking you for help with this difficult task.	'bitten um' means to ask for.
Ich habe eine große Bitte an Sie, Herr Müller.	Was hat die Person an Herr Müller?	Eine Bitte	Ein Geschenk	Eine Einladung	Eine Frage	I have a big favor to ask of you, Mr. Müller.	'Bitte' means request/favor.
Schreiben Sie bitte einen Satz mit diesem neuen Wort.	Was soll die Person schreiben?	Einen Satz	Einen Text	Ein Buch	Einen Brief	Please write a sentence with this new word.	'Satz' means sentence.
Was ist dein größtes Ziel für nächstes Jahr?	Wonach wird gefragt?	Nach dem größten Ziel	Nach dem Urlaub	Nach dem Alter	Nach dem Gehalt	What is your biggest goal for next year?	'Ziel' means goal.
Wir haben unser Ziel erreicht und das Projekt beendet.	Was haben sie erreicht?	Ihr Ziel	Den Bahnhof	Das Hotel	Den Chef	We have reached our goal and finished the project.	'erreichen' means to reach/achieve.
Vielleicht gehe ich nächstes Jahr an die Universität.	Was macht die Person vielleicht nächstes Jahr?	An die Universität gehen	Eine Firma gründen	Ins Ausland ziehen	Ein Auto kaufen	Maybe I will go to the university next year.	'Vielleicht' means maybe.
Die Bedeutung von diesem Symbol ist mir nicht klar.	Was ist der Person nicht klar?	Die Bedeutung vom Symbol	Die Uhrzeit	Der Weg	Der Preis	The meaning of this symbol is not clear to me.	'Bedeutung' means meaning.
Wir haben sehr fleißige Praktikanten in unserer Abteilung.	Wen haben sie in der Abteilung?	Fleißige Praktikanten	Neue Chefs	Viele Kunden	Strenge Lehrer	We have very hardworking interns in our department.	'Praktikant' means intern.
Er schließt sein Studium im nächsten Sommer ab.	Wann schließt er sein Studium ab?	Im nächsten Sommer	Im Winter	Sofort	Nächstes Jahr im Frühling	He is completing his studies next summer.	'abschließen' means to complete/finish.
Das war eine wunderbare Zeit. Wir feiern den Abschluss!	Was feiern sie?	Den Abschluss	Den Geburtstag	Weihnachten	Das neue Jahr	That was a wonderful time. We are celebrating the graduation/conclusion!	'Abschluss' means graduation/conclusion.
