text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wir stehen im Stau auf der Autobahn.","Warum kommen sie zu spät?","Sie stehen im Stau.","Der Zug hat Verspätung.","Sie finden den Weg nicht.","Das Auto ist kaputt.","We are stuck in a traffic jam on the highway.","'Stau' means traffic jam."
"Der Bus Linie 10 hält direkt vor dem Kino.","Wo hält der Bus?","Vor dem Kino","Neben dem Bahnhof","Hinter dem Theater","Vor dem Hotel","Bus line 10 stops directly in front of the cinema.","'vor' means in front of."
"Wir mieten ein Auto für das Wochenende.","Was machen sie für das Wochenende?","Ein Auto mieten","Ein Fahrrad kaufen","Ein Hotel buchen","Zugtickets kaufen","We are renting a car for the weekend.","'mieten' means to rent."
"Entschuldigen Sie, hält dieser Bus an der Universität?","Was fragt der Fahrgast?","Ob der Bus an der Uni hält.","Wie viel das Ticket kostet.","Wo der Bahnhof ist.","Wann der Bus abfährt.","Excuse me, does this bus stop at the university?","'halten' means to stop."
"Eine Fahrkarte nach Leipzig, bitte. Einfach oder hin und zurück? - Einfach.","Welche Fahrkarte kauft die Person?","Einfach","Hin und zurück","Ein Wochenticket","Eine Monatskarte","One ticket to Leipzig, please. One-way or round trip? - One-way.","'Einfach' means one-way ticket."
"Der Flug nach London hat leider zwei Stunden Verspätung.","Was ist das Problem?","Der Flug hat Verspätung.","Der Flug fällt aus.","Das Ticket ist zu teuer.","Sie haben den Flug verpasst.","The flight to London unfortunately has a two-hour delay.","'Verspätung' means delay."
"Gehen Sie durch das Tor und dann nach rechts.","Wie ist der Weg?","Durch das Tor und nach rechts","Durch das Tor und nach links","Vor dem Tor rechts","Hinter dem Tor links","Walk through the gate and then to the right.","'durch' means through (Accusative)."
"Die Fahrt mit der Fähre dauert ungefähr 30 Minuten.","Wie lange dauert die Fahrt?","30 Minuten","13 Minuten","3 Stunden","45 Minuten","The trip with the ferry takes about 30 minutes.","'Fähre' means ferry."
"Wo kann ich hier ein Ticket kaufen? - Da drüben am Automaten.","Wo kann man ein Ticket kaufen?","Am Automaten","Beim Busfahrer","Im Reisezentrum","In der App","Where can I buy a ticket here? - Over there at the machine.","'Automat' is ticket machine."
"Nehmen Sie den Zug um 9:15 Uhr. Der ist schneller.","Welchen Zug soll die Person nehmen?","Den Zug um 9:15 Uhr","Den Zug um 9:50 Uhr","Den Zug um 8:15 Uhr","Den Zug um 10:15 Uhr","Take the train at 9:15. It is faster.","Pay attention to the exact time."
"Das Moped ist kaputt. Ich muss mit dem Bus fahren.","Warum fährt die Person mit dem Bus?","Das Moped ist kaputt.","Es regnet.","Der Bus ist billiger.","Sie hat keinen Führerschein.","The moped is broken. I have to take the bus.","'kaputt' means broken."
"Ich brauche eine Auskunft. Fährt heute noch ein Zug nach Bremen?","Was braucht die Person?","Eine Auskunft","Ein Ticket","Einen Kaffee","Ein Taxi","I need some information. Is there another train to Bremen today?","'Auskunft' means information."
"Sie müssen an der nächsten Haltestelle aussteigen.","Wann muss die Person aussteigen?","An der nächsten Haltestelle","An der Endstation","In zehn Minuten","Sofort","You have to get off at the next stop.","'Haltestelle' means stop."
"Der Weg zum Stadion ist gut beschildert.","Wohin geht der Weg?","Zum Stadion","Zur Schule","Zum Schwimmbad","Zur Post","The path to the stadium is well signposted.","'Stadion' means stadium."
"Entschuldigung, wo ist die Toilette? - Hinten rechts.","Wo ist die Toilette?","Hinten rechts","Hinten links","Vorne rechts","Vorne links","Excuse me, where is the toilet? - Back right.","'hinten' means in the back."
"Biegen Sie an der Ecke links ab.","Was soll die Person an der Ecke machen?","Links abbiegen","Rechts abbiegen","Geradeaus gehen","Anhalten","Turn left at the corner.","'abbiegen' is a separable verb meaning to turn."
"Der LKW steht mitten auf der Kreuzung.","Wo steht der LKW?","Auf der Kreuzung","Im Parkverbot","Auf dem Gehweg","Neben der Brücke","The truck is parked in the middle of the intersection.","'Kreuzung' means intersection."
"Fahren Sie am Kreisel die erste Ausfahrt rechts.","Welche Ausfahrt sollen sie nehmen?","Die erste Ausfahrt","Die zweite Ausfahrt","Die dritte Ausfahrt","Die vierte Ausfahrt","Take the first exit right at the roundabout.","'Kreisel' means roundabout."
"Gehen Sie am Fluss entlang. Es ist ein schöner Spaziergang.","Wo soll die Person entlanggehen?","Am Fluss entlang","Durch den Wald","Über den Berg","Durch die Stadt","Walk along the river. It is a beautiful walk.","'Fluss' means river."
"Entschuldigung, ich suche das Krankenhaus. Ist das hier richtig? - Nein, ganz falsch.","Ist die Person auf dem richtigen Weg?","Nein, ganz falsch.","Ja, das ist richtig.","Ja, noch fünf Minuten.","Er weiß es nicht.","Excuse me, I am looking for the hospital. Is this right? - No, completely wrong.","'falsch' means wrong."
"Das Museum ist am Ende der Straße.","Wo ist das Museum?","Am Ende der Straße","Am Anfang der Straße","In der Mitte der Straße","Auf der anderen Seite","The museum is at the end of the street.","'am Ende' means at the end."
"Ich hole dich um acht Uhr vom Bahnhof ab.","Wann wird die Person abgeholt?","Um acht Uhr","Um neun Uhr","Um halb acht","Um zehn Uhr","I will pick you up from the train station at eight o'clock.","'abholen' is a separable verb meaning to pick up."
"Wir machen eine Bootstour auf dem See.","Was machen sie auf dem See?","Eine Bootstour","Ein Picknick","Sie schwimmen","Sie angeln","We are taking a boat tour on the lake.","'Bootstour' means boat tour."
"In der Innenstadt darf man nicht mit dem Auto fahren.","Was ist in der Innenstadt verboten?","Mit dem Auto fahren","Fahrrad fahren","Zu Fuß gehen","Einkaufen","You are not allowed to drive a car in the city center.","'Innenstadt' means city center."
"Nehmen Sie den Koffer mit in den Zug.","Was soll die Person mit in den Zug nehmen?","Den Koffer","Den Rucksack","Die Tasche","Die Fahrkarte","Take the suitcase with you into the train.","'Koffer' means suitcase."
"An der nächsten Ampel müssen wir anhalten.","Was müssen sie an der nächsten Ampel machen?","Anhalten","Abbiegen","Umkehren","Beschleunigen","We have to stop at the next traffic light.","'anhalten' means to stop."
"Wie weit ist es bis zum Zentrum? - Etwa zwei Kilometer.","Wie weit ist es bis zum Zentrum?","Zwei Kilometer","Zehn Kilometer","Drei Kilometer","Ein Kilometer","How far is it to the center? - About two kilometers.","Listen to the distance."
"Der Radweg beginnt gleich hinter der Brücke.","Wo beginnt der Radweg?","Hinter der Brücke","Vor der Brücke","An der Ampel","Neben dem Fluss","The bike path begins right behind the bridge.","'Radweg' means bike path."
"Mein Zug hat leider zehn Minuten Verspätung.","Wie viel Verspätung hat der Zug?","10 Minuten","20 Minuten","15 Minuten","5 Minuten","My train unfortunately has a ten-minute delay.","'zehn' means ten."
"Ich bringe dich zum Flughafen. Mein Auto steht vor der Tür.","Wohin bringt die Person ihren Freund?","Zum Flughafen","Zum Bahnhof","Zur Bushaltestelle","Zum Hotel","I am taking you to the airport. My car is in front of the door.","'Flughafen' means airport."
"Gehen Sie nicht über die Straße! Die Ampel ist rot.","Warum soll die Person nicht über die Straße gehen?","Die Ampel ist rot.","Es kommt ein Auto.","Es ist verboten.","Die Straße ist gesperrt.","Do not cross the street! The traffic light is red.","'rot' means red."
"Fahren Sie mit der Linie 5 bis zur Endstation.","Bis wohin soll die Person fahren?","Bis zur Endstation","Bis zum Bahnhof","Bis zur Universität","Bis zum Rathaus","Take line 5 to the final stop.","'Endstation' means final stop."
