pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,Bluse,die,f,Most nouns ending in -e are feminine.,Blusen,blouse,"Die Bluse ist schön.","The blouse is beautiful.","Ich kaufe eine Bluse.","I am buying a blouse.","Die Bluse ist blau.","The blouse is blue."
noun,Brasilien,das,n,Country names without special endings are mostly neutral (no article used).,,Brazil,"Er kommt aus Brasilien.","He comes from Brazil.","Brasilien ist groß.","Brazil is big.","Sie wohnt in Brasilien.","She lives in Brazil."
verb,buchstabieren,,,,,to spell,"Können Sie das buchstabieren?","Can you spell that?","Ich buchstabiere meinen Namen.","I am spelling my name.","Bitte buchstabieren Sie.","Please spell it."
noun,Bus,der,m,Masculine by convention.,Busse,bus,"Der Bus kommt.","The bus is coming.","Ich fahre mit dem Bus.","I travel by bus.","Wo ist der Bus?","Where is the bus?"
noun,City,die,f,English loanwords ending in -y are often feminine.,Citys,city / downtown,"Wir gehen in die City.","We are going downtown.","Die City ist groß.","The city is big.","Das Hotel ist in der City.","The hotel is in the city."
noun,Computer,der,m,English/Latin loanwords ending in -er are often masculine.,Computer,computer,"Der Computer ist neu.","The computer is new.","Ich arbeite am Computer.","I work on the computer.","Wo ist der Computer?","Where is the computer?"
adv,da,,,,,there / here,"Ist Emma da?","Is Emma here?","Da ist das Buch.","There is the book.","Ich bin da.","I am here."
phrase,danke,,,,,thank you,"Danke, gut.","Thanks, good.","Nein, danke.","No, thank you.","Danke sehr.","Thank you very much."
pron,das,,,,,the (neutral) / that,"Das ist mein Buch.","That is my book.","Das Auto ist rot.","The car is red.","Was ist das?","What is that?"
pron,der,,,,,the (masculine),"Der Mann ist groß.","The man is tall.","Der Computer ist neu.","The computer is new.","Wo ist der Bus?","Where is the bus?"
noun,Deutsch,das,n,Languages are neutral.,,German (language),"Ich lerne Deutsch.","I am learning German.","Sprechen Sie Deutsch?","Do you speak German?","Deutsch ist interessant.","German is interesting."
noun,Deutschkurs,der,m,Compound noun takes the gender of the last word (der Kurs).,Deutschkurse,German course,"Der Deutschkurs ist super.","The German course is great.","Ich besuche einen Deutschkurs.","I am attending a German course.","Wann ist der Deutschkurs?","When is the German course?"
noun,Deutschland,das,n,Country names ending in -land are neutral.,,Germany,"Ich lebe in Deutschland.","I live in Germany.","Deutschland ist schön.","Germany is beautiful.","Kommst du aus Deutschland?","Do you come from Germany?"
pron,die,,,,,the (feminine/plural),"Die Frau heißt Nina.","The woman is named Nina.","Die Tomaten sind rot.","The tomatoes are red.","Wo ist die Jacke?","Where is the jacket?"
num,drei,,,,,three,"Ich habe drei Fragen.","I have three questions.","Wir sind drei Personen.","We are three people.","Nummer drei.","Number three."
pron,du,,,,,you (informal),"Wie heißt du?","What is your name?","Woher kommst du?","Where do you come from?","Bist du da?","Are you there?"
phrase,ein bisschen,,,,,a little bit,"Ich spreche ein bisschen Deutsch.","I speak a little bit of German.","Nur ein bisschen, bitte.","Just a little bit, please.","Ich bin ein bisschen müde.","I am a little bit tired."
num,eins,,,,,one,"Nummer eins.","Number one.","Ich habe eins.","I have one.","Lektion eins.","Lesson one."
noun,E-Mail,die,f,English loanword (feminine by convention in Germany).,E-Mails,email,"Ich schreibe eine E-Mail.","I am writing an email.","Hast du meine E-Mail?","Do you have my email?","Die E-Mail ist da.","The email is there."
noun,E-Mail-Adresse,die,f,Compound noun takes the gender of the last word (die Adresse).,E-Mail-Adressen,email address,"Wie ist deine E-Mail-Adresse?","What is your email address?","Ich habe deine E-Mail-Adresse.","I have your email address.","Geben Sie mir Ihre E-Mail-Adresse.","Give me your email address."
noun,England,das,n,Country names ending in -land are neutral.,,England,"Er kommt aus England.","He comes from England.","London ist in England.","London is in England.","Ich fahre nach England.","I am traveling to England."
adj,englisch,,,,,English,"Er spricht gut Englisch.","He speaks good English.","Das ist ein englisches Buch.","That is an English book.","Englisch ist international.","English is international."
noun,Entschuldigung,die,f,Nouns ending in -ung are always feminine.,Entschuldigungen,excuse me / apology,"Entschuldigung, wie heißen Sie?","Excuse me, what is your name?","Oh, Entschuldigung!","Oh, excuse me!","Das ist eine Entschuldigung.","That is an apology."
pron,er,,,,,he,"Er heißt Paul.","He is named Paul.","Er kommt aus Berlin.","He comes from Berlin.","Wo wohnt er?","Where does he live?"
noun,EU,die,f,Abbreviation for Europäische Union (Union is feminine).,,European Union,"Deutschland ist in der EU.","Germany is in the EU.","Die EU ist groß.","The EU is big.","Er arbeitet für die EU.","He works for the EU."
adj,extra,,,,,extra / additional,"Das ist extra.","That is extra.","Wir brauchen eine extra Seite.","We need an extra page.","Hier ist eine extra Übung.","Here is an extra exercise."
adj,feminin,,,,,feminine,"Das Nomen ist feminin.","The noun is feminine.","Die Tomate ist feminin.","'Tomate' is feminine.","Feminin ist 'die'.","Feminine is 'die'."
adj,formell,,,,,formal,"Das ist formell.","That is formal.","'Sie' ist formell.","'Sie' is formal.","Ein formeller Brief.","A formal letter."
noun,Frage,die,f,Most nouns ending in -e are feminine.,Fragen,question,"Ich habe eine Frage.","I have a question.","Gute Frage!","Good question!","Beantworten Sie die Frage.","Answer the question."
verb,fragen,,,,,to ask,"Ich frage den Lehrer.","I am asking the teacher.","Darf ich etwas fragen?","May I ask something?","Er fragt immer.","He always asks."
adj,französisch,,,,,French,"Sie spricht Französisch.","She speaks French.","Ein französischer Wein.","A French wine.","Wir lernen Französisch.","We are learning French."
noun,Frau,die,f,Biological gender (female).,Frauen,woman / Mrs.,"Guten Tag, Frau Evans.","Good day, Mrs. Evans.","Das ist eine Frau.","That is a woman.","Die Frau ist nett.","The woman is nice."
num,fünf,,,,,five,"Fünf Personen sind hier.","Five people are here.","Es kostet fünf Euro.","It costs five euros.","Nummer fünf.","Number five."
adv,gern(e),,,,,gladly / to like doing,"Ich trinke gerne Kaffee.","I like drinking coffee.","Ich mache das gern.","I gladly do that.","Spielst du gern Fußball?","Do you like playing soccer?"
adj,global,,,,,global,"Deutsch global.","German globally.","Die Welt ist global.","The world is global.","Ein globales Problem.","A global problem."
noun,Grammatik,die,f,Nouns ending in -ik are always feminine.,Grammatiken,grammar,"Die Grammatik ist schwer.","The grammar is hard.","Lernen Sie Grammatik.","Learn grammar.","Ein Buch für Grammatik.","A book for grammar."
noun,Griechenland,das,n,Country names ending in -land are neutral.,,Greece,"Er kommt aus Griechenland.","He comes from Greece.","Athen ist in Griechenland.","Athens is in Greece.","Wir reisen nach Griechenland.","We travel to Greece."
adj,griechisch,,,,,Greek,"Er spricht Griechisch.","He speaks Greek.","Griechischer Salat ist lecker.","Greek salad is delicious.","Ich lerne Griechisch.","I am learning Greek."
noun,Gruppe,die,f,Most nouns ending in -e are feminine.,Gruppen,group,"Wir arbeiten in der Gruppe.","We work in the group.","Das ist Gruppe A.","That is group A.","Die Gruppe ist groß.","The group is big."
verb,grüßen,,,,,to greet,"Gehen Sie umher und grüßen Sie.","Walk around and greet.","Ich grüße Sie.","I greet you.","Er grüßt den Lehrer.","He greets the teacher."
adj,gut,,,,,good,"Das ist gut.","That is good.","Mir geht es gut.","I am doing well.","Eine gute Idee.","A good idea."
phrase,Guten Abend,,,,,Good evening,"Guten Abend zusammen.","Good evening everyone.","Guten Abend, Herr Meier.","Good evening, Mr. Meier.","Er sagt Guten Abend.","He says good evening."
phrase,Guten Tag,,,,,Good day / Hello,"Guten Tag, wie geht's?","Good day, how are you?","Guten Tag, Frau Schmidt.","Hello, Mrs. Schmidt.","Wir sagen Guten Tag.","We say good day."
phrase,Hallo,,,,,Hello,"Hallo, ich heiße Emma.","Hello, I am Emma.","Hallo zusammen!","Hello everyone!","Hallo, wie heißt du?","Hello, what is your name?"
noun,Handynummer,die,f,Compound noun takes the gender of the last word (die Nummer).,Handynummern,mobile phone number,"Wie ist deine Handynummer?","What is your mobile number?","Ich habe ihre Handynummer.","I have her mobile number.","Möchtest du die Handynummer?","Do you want the mobile number?"
verb,heißen,,,,,to be called / named,"Ich heiße Fabio.","My name is Fabio.","Wie heißt du?","What is your name?","Wie heißt das auf Deutsch?","What is that called in German?"
noun,Herr,der,m,Biological gender (male).,Herren,man / Mr.,"Guten Tag, Herr Kopp.","Good day, Mr. Kopp.","Der Herr ist nett.","The man is nice.","Das ist ein Herr.","That is a gentleman."
adv,hier,,,,,here,"Hier ist das Buch.","Here is the book.","Ich bin hier.","I am here.","Wer ist hier?","Who is here?"
adv,hinten,,,,,behind / in the back,"Lesen Sie hinten.","Read in the back.","Er sitzt hinten.","He sits in the back.","Hinten ist der Garten.","The garden is in the back."
verb,hochhalten,,,,,to hold up,"Partner A hält sein Blatt hoch.","Partner A holds up his sheet.","Halten Sie das Schild hoch.","Hold up the sign.","Er hält das Foto hoch.","He holds up the photo."
prep,in,,,,,in,"Ich wohne in Berlin.","I live in Berlin.","Er ist in der Stadt.","He is in the city.","Wir sind im (in dem) Kurs.","We are in the course."
adj,informell,,,,,informal,"Das ist informell.","That is informal.","'Du' ist informell.","'Du' is informal.","Eine informelle E-Mail.","An informal email."
noun,Internetseite,die,f,Compound noun takes the gender of the last word (die Seite).,Internetseiten,website / webpage,"Das ist eine Internetseite.","That is a website.","Gehen Sie auf die Internetseite.","Go to the website.","Die Internetseite ist neu.","The website is new."
noun,Italien,das,n,Country names without special endings are neutral.,,Italy,"Ich komme aus Italien.","I come from Italy.","Rom ist in Italien.","Rome is in Italy.","Wir reisen nach Italien.","We are traveling to Italy."
adj,italienisch,,,,,Italian,"Sprichst du Italienisch?","Do you speak Italian?","Das ist ein italienisches Auto.","That is an Italian car.","Ich liebe italienisch essen.","I love eating Italian."
noun,IT-Engineering,das,n,English gerunds are neutral.,,IT Engineering,"Ich studiere IT-Engineering.","I study IT engineering.","IT-Engineering ist schwer.","IT engineering is hard.","Er mag IT-Engineering.","He likes IT engineering."
adv,ja,,,,,yes,"Ja, ich spreche Deutsch.","Yes, I speak German.","Ja, das stimmt.","Yes, that is correct.","Ja, bitte.","Yes, please."
noun,Jacke,die,f,Most nouns ending in -e are feminine.,Jacken,jacket,"Die Jacke ist schön.","The jacket is nice.","Das ist meine Jacke.","That is my jacket.","Ich brauche eine Jacke.","I need a jacket."
noun,Jeans,die,f,"English loanword (feminine, usually plural in English but singular/plural in German).",Jeans,jeans,Die Jeans ist blau.,The jeans are blue.,Das ist eine Jeans.,That is a pair of jeans.,Ich kaufe neue Jeans.,I am buying new jeans.
verb,joggen,,,,,to jog,"Ich jogge gerne.","I like to jog.","Er joggt im Park.","He jogs in the park.","Wir joggen am Morgen.","We jog in the morning."
noun,Kaffee,der,m,Names of drinks and coffees are usually masculine.,Kaffees,coffee,"Der Kaffee ist heiß.","The coffee is hot.","Ich trinke einen Kaffee.","I am drinking a coffee.","Möchtest du Kaffee?","Do you want coffee?"
noun,Karte,die,f,Most nouns ending in -e are feminine.,Karten,card,"Schreiben Sie auf eine Karte.","Write on a card.","Das ist meine Karte.","That is my card.","Ziehen Sie eine Karte.","Draw a card."
noun,Kenia,das,n,Country names without special endings are neutral.,,Kenya,"Ich komme aus Kenia.","I come from Kenya.","Kenia ist in Afrika.","Kenya is in Africa.","Er wohnt in Kenia.","He lives in Kenya."
verb,kennen,,,,,to know (a person/place/thing),"Kennen Sie die Namen?","Do you know the names?","Ich kenne Berlin.","I know Berlin.","Kennst du ihn?","Do you know him?"
verb,kommen,,,,,to come,"Ich komme aus Spanien.","I come from Spain.","Woher kommst du?","Where do you come from?","Er kommt heute.","He is coming today."
noun,Kursliste,die,f,Compound noun takes the gender of the last word (die Liste).,Kurslisten,course list,"Schreiben Sie die Kursliste.","Write the course list.","Die Kursliste ist hier.","The course list is here.","Lesen Sie die Kursliste.","Read the course list."
noun,Lieblingsstadt,die,f,Compound noun takes the gender of the last word (die Stadt).,Lieblingsstädte,favorite city,"Berlin ist meine Lieblingsstadt.","Berlin is my favorite city.","Was ist deine Lieblingsstadt?","What is your favorite city?","Wien ist seine Lieblingsstadt.","Vienna is his favorite city."
noun,Lieblingszeit,die,f,Compound noun takes the gender of the last word (die Zeit).,Lieblingszeiten,favorite time,"Was ist Ihre Lieblingszeit?","What is your favorite time?","Der Morgen ist meine Lieblingszeit.","Morning is my favorite time.","Meine Lieblingszeit ist jetzt.","My favorite time is now."
noun,Liste,die,f,Most nouns ending in -e are feminine.,Listen,list,"Das ist eine Liste.","That is a list.","Lesen Sie die Liste.","Read the list.","Die Liste ist lang.","The list is long."
verb,machen,,,,,to do / to make,"Was machst du?","What are you doing?","Ich mache gerne Sport.","I like doing sports.","Wir machen Übungen.","We are doing exercises."
verb,malen,,,,,to paint / to draw,"Malen Sie ein Bild.","Paint a picture.","Ich male gerne.","I like to paint.","Die Kinder malen.","The children are painting."
adj,maskulin,,,,,masculine,"Der Bus ist maskulin.","The bus is masculine.","Maskulin ist 'der'.","Masculine is 'der'.","Das Wort ist maskulin.","The word is masculine."
noun,Medizin,die,f,Nouns ending in -in are feminine.,Medizinen,medicine,"Er studiert Medizin.","He studies medicine.","Medizin ist interessant.","Medicine is interesting.","Ich brauche Medizin.","I need medicine."
noun,Meeting,das,n,English gerunds are typically neutral.,Meetings,meeting,"Wir haben ein Meeting.","We have a meeting.","Das Meeting ist um zehn.","The meeting is at ten.","Ist das Dialog 1: Meeting?","Is that dialogue 1: Meeting?"
pron,mein,,,,,my,"Mein Name ist Arnold.","My name is Arnold.","Das ist mein Buch.","That is my book.","Mein Freund heißt Paul.","My friend is named Paul."
verb,mischen,,,,,to mix / to shuffle,"Mischen Sie die Karten.","Shuffle the cards.","Wir mischen die Wörter.","We mix the words.","Bitte mischen.","Please shuffle."
verb,möchten,,,,,would like,"Ich möchte Kaffee.","I would like coffee.","Möchtest du die Nummer?","Would you like the number?","Wir möchten zahlen.","We would like to pay."
noun,Modedesigner,der,m,Nouns ending in -er (professions) are masculine.,Modedesigner,fashion designer (male),"Er ist Modedesigner.","He is a fashion designer.","Der Modedesigner kommt aus Paris.","The fashion designer is from Paris.","Ich bin Modedesigner.","I am a fashion designer."
noun,Musik,die,f,Nouns ending in -ik are feminine.,Musiken,music,"Ich liebe Musik.","I love music.","Die Musik ist laut.","The music is loud.","Hörst du Musik?","Are you listening to music?"
noun,Müsli,das,n,Words with Swiss diminutive -li are always neutral.,Müslis,muesli / cereal,"Ich esse Müsli.","I am eating cereal.","Das Müsli ist lecker.","The muesli is delicious.","Müsli zum Frühstück.","Cereal for breakfast."
noun,Nachname,der,m,Compound noun takes the gender of the last word (der Name).,Nachnamen,last name / surname,"Wie ist Ihr Nachname?","What is your last name?","Mein Nachname ist Müller.","My surname is Müller.","Schreiben Sie den Nachnamen.","Write the last name."
noun,Name,der,m,Masculine by convention (exception to the -e rule).,Namen,name,"Mein Name ist Fabio.","My name is Fabio.","Wie ist dein Name?","What is your name?","Das ist ein schöner Name.","That is a beautiful name."
noun,Namensschild,das,n,Compound noun takes the gender of the last word (das Schild).,Namensschilder,name tag,"Machen Sie Namensschilder.","Make name tags.","Das Namensschild ist neu.","The name tag is new.","Wo ist mein Namensschild?","Where is my name tag?"
adv,nein,,,,,no,"Nein, ich bin aus Italien.","No, I am from Italy.","Nein, danke.","No, thank you.","Sagen Sie ja oder nein.","Say yes or no."
adj,neutral,,,,,neutral,"Das Auto ist neutral.","'Auto' is neutral.","Neutral ist 'das'.","Neutral is 'das'.","Die Farbe ist neutral.","The color is neutral."
noun,Nomen,das,n,Grammar terms are often neutral.,Nomen,noun,"Das Nomen schreibt man groß.","The noun is capitalized.","Ist das ein Nomen?","Is that a noun?","Suchen Sie das Nomen.","Find the noun."
verb,notieren,,,,,to note / to write down,"Notieren Sie die Nummer.","Note the number.","Ich notiere das.","I am writing that down.","Bitte notieren.","Please take note."
num,null,,,,,zero,"Null, eins, zwei.","Zero, one, two.","Die Nummer ist null.","The number is zero.","Es ist null Grad.","It is zero degrees."
adj,online,,,,,online,"Wir sind online.","We are online.","Das Wörterbuch ist online.","The dictionary is online.","Ich spiele online.","I play online."
verb,ordnen,,,,,to sort / to arrange,"Ordnen Sie zu.","Match / Arrange.","Bitte ordnen Sie die Wörter.","Please sort the words.","Wir ordnen die Liste.","We are arranging the list."
noun,Österreich,das,n,Country names without special endings are neutral.,,Austria,"Er wohnt in Österreich.","He lives in Austria.","Wien ist in Österreich.","Vienna is in Austria.","Ich fahre nach Österreich.","I am traveling to Austria."
adj,perfekt,,,,,perfect,"Das ist perfekt!","That is perfect!","Dein Deutsch ist perfekt.","Your German is perfect.","Ein perfekter Tag.","A perfect day."
noun,Pizza,die,f,Foreign words ending in -a are often feminine.,Pizzen,pizza,"Die Pizza ist lecker.","The pizza is delicious.","Ich esse gerne Pizza.","I like to eat pizza.","Wir bestellen eine Pizza.","We are ordering a pizza."
noun,Polen,das,n,Country names without special endings are neutral.,,Poland,"Sie kommt aus Polen.","She comes from Poland.","Warschau ist in Polen.","Warsaw is in Poland.","Wir reisen nach Polen.","We travel to Poland."
adj,polnisch,,,,,Polish,"Er spricht Polnisch.","He speaks Polish.","Ich lerne Polnisch.","I am learning Polish.","Das ist polnisches Essen.","That is Polish food."
noun,Position,die,f,Nouns ending in -ion are always feminine.,Positionen,position,"Das Verb ist auf Position 2.","The verb is in position 2.","Welche Position ist das?","Which position is that?","Suchen Sie Ihre Position.","Find your position."
noun,Profil,das,n,Foreign words ending in -il are often neutral.,Profile,profile,"Schreiben Sie ein Profil.","Write a profile.","Das ist mein Profil.","That is my profile.","Lesen Sie Andis Profil.","Read Andi's profile."
noun,Promi-Quiz,das,n,Compound noun takes the gender of the last word (das Quiz).,Promi-Quizze,celebrity quiz,"Wir spielen ein Promi-Quiz.","We are playing a celebrity quiz.","Das Promi-Quiz ist lustig.","The celebrity quiz is funny.","Wer gewinnt das Promi-Quiz?","Who wins the celebrity quiz?"
verb,prüfen,,,,,to check / to verify,"Hören und prüfen Sie.","Listen and check.","Ich prüfe die Antworten.","I am checking the answers.","Bitte prüfen.","Please verify."
noun,Psychologie,die,f,Nouns ending in -ie are always feminine.,Psychologien,psychology,"Sie studiert Psychologie.","She studies psychology.","Psychologie ist interessant.","Psychology is interesting.","Ich mag Psychologie.","I like psychology."
noun,Punkt,der,m,Masculine by convention.,Punkte,point / dot / period,"Punkt de (.de).","Dot de (.de).","Das ist ein Punkt.","That is a point/period.","Drei Punkte für dich.","Three points for you."
verb,raten,,,,,to guess,"Raten Sie mal!","Take a guess!","Alle im Kurs raten.","Everyone in the course guesses.","Ich kann nur raten.","I can only guess."
noun,Rückseite,die,f,Compound noun takes the gender of the last word (die Seite).,Rückseiten,back side / reverse,"Schreiben Sie auf die Rückseite.","Write on the back side.","Auf der Rückseite ist ein Foto.","There is a photo on the back.","Bitte die Rückseite lesen.","Please read the back."
adj,russisch,,,,,Russian,"Er spricht Russisch.","He speaks Russian.","Das ist russische Musik.","That is Russian music.","Ich lerne Russisch.","I am learning Russian."
verb,sammeln,,,,,to collect / to gather,"Sammeln Sie Wörter.","Collect words.","Wir sammeln an der Tafel.","We gather (ideas) on the board.","Ich sammle Briefmarken.","I collect stamps."
noun,Satz,der,m,Masculine by convention.,Sätze,sentence,"Lesen Sie den Satz.","Read the sentence.","Das ist ein Satz.","That is a sentence.","Schreiben Sie drei Sätze.","Write three sentences."
noun,Satzanfang,der,m,Compound noun takes the gender of the last word (der Anfang).,Satzanfänge,beginning of a sentence,"Am Satzanfang schreibt man groß.","At the beginning of a sentence, you capitalize.","Der Satzanfang ist hier.","The start of the sentence is here.","Wie ist der Satzanfang?","What is the start of the sentence?"
noun,Schweiz,die,f,Exception: some country names are feminine.,,Switzerland,"Ich komme aus der Schweiz.","I come from Switzerland.","Bern ist in der Schweiz.","Bern is in Switzerland.","Wir wohnen in der Schweiz.","We live in Switzerland."
num,sechs,,,,,six,"Ich habe sechs Tomaten.","I have six tomatoes.","Nummer sechs.","Number six.","Es ist sechs Uhr.","It is six o'clock."
verb,sein,,,,,to be,"Ich bin Fabio.","I am Fabio.","Wer ist das?","Who is that?","Wir sind hier.","We are here."
noun,Seite,die,f,Most nouns ending in -e are feminine.,Seiten,page,"Öffnen Sie Seite neun.","Open page nine.","Die Seite ist neu.","The page is new.","Lesen Sie die nächste Seite.","Read the next page."
pron,sich,,,,,oneself,"Stellen Sie sich vor.","Introduce yourself.","Sie treffen sich.","They meet each other.","Er freut sich.","He is happy."
pron,sie,,,,,she / they,"Sie heißt Laura.","Her name is Laura.","Sie kommen aus Polen.","They come from Poland.","Wo wohnt sie?","Where does she live?"
pron,Sie,,,,,you (formal),"Wie heißen Sie?","What is your name?","Kommen Sie aus Rom?","Do you come from Rome?","Sprechen Sie Deutsch?","Do you speak German?"
num,sieben,,,,,seven,"Sieben Tage.","Seven days.","Nummer sieben.","Number seven.","Ich bin sieben Jahre alt.","I am seven years old."
verb,singen,,,,,to sing,"Hören Sie und singen Sie.","Listen and sing.","Ich singe gerne.","I like to sing.","Wir singen ein Lied.","We are singing a song."
verb,sortieren,,,,,to sort,"Sortieren Sie die Wörter.","Sort the words.","Ich sortiere die Liste.","I am sorting the list.","Bitte sortieren.","Please sort."
noun,Spanien,das,n,Country names without special endings are neutral.,,Spain,"Er kommt aus Spanien.","He comes from Spain.","Madrid ist in Spanien.","Madrid is in Spain.","Wir reisen nach Spanien.","We are traveling to Spain."
adj,spanisch,,,,,Spanish,"Sprichst du Spanisch?","Do you speak Spanish?","Das ist spanischer Wein.","That is Spanish wine.","Ich lerne Spanisch.","I am learning Spanish."
noun,Sport,der,m,Masculine by convention.,Sportarten,sport / sports,"Ich mache gerne Sport.","I like doing sports.","Sport ist gesund.","Sport is healthy.","Fußball ist ein Sport.","Soccer is a sport."
noun,Sprache,die,f,Most nouns ending in -e are feminine.,Sprachen,language,"Welche Sprachen sprichst du?","Which languages do you speak?","Deutsch ist eine Sprache.","German is a language.","Ich liebe Sprachen.","I love languages."
verb,sprechen,,,,,to speak,"Sprechen Sie Deutsch?","Do you speak German?","Ich spreche Englisch.","I speak English.","Wir sprechen zusammen.","We are speaking together."
noun,Star,der,m,English loanword (masculine by convention in German).,Stars,star (celebrity),"Zeigen Sie Ihren Star.","Show your star.","Er ist ein Star.","He is a star.","Der Star ist berühmt.","The star is famous."
verb,starten,,,,,to start,"Starten wir!","Let's start!","Wir starten jetzt.","We are starting now.","Das Spiel startet.","The game starts."
verb,stehen,,,,,to stand / to be written,"Was steht auf der Karte?","What is written on the card?","Er steht hier.","He stands here.","Der Bus steht da.","The bus is standing there."
verb,studieren,,,,,to study (at a university),"Ich studiere Psychologie.","I study psychology.","Wo studierst du?","Where do you study?","Er studiert Medizin.","He studies medicine."
noun,Tabelle,die,f,Most nouns ending in -e are feminine.,Tabellen,table / chart,"Ergänzen Sie die Tabelle.","Complete the table.","Die Tabelle ist hier.","The table is here.","Lesen Sie die Tabelle.","Read the chart."
noun,Tafel,die,f,Feminine by convention.,Tafeln,board / blackboard,"Schreiben Sie an die Tafel.","Write on the board.","Die Tafel ist grün.","The board is green.","Sehen Sie an die Tafel.","Look at the board."
noun,Taxi,das,n,Foreign words ending in -i are often neutral.,Taxis,taxi,"Das ist ein Taxi.","That is a taxi.","Ich fahre mit dem Taxi.","I travel by taxi.","Wo ist das Taxi?","Where is the taxi?"
noun,Taxi-App,die,f,"Compound noun takes the gender of the last word (die App, feminine as it's short for die Applikation).",Taxi-Apps,taxi app,Willkommen bei der Taxi-App!,Welcome to the taxi app!,Ich lade die Taxi-App.,I am downloading the taxi app.,Die Taxi-App ist super.,The taxi app is great.
noun,Tee,der,m,Names of drinks and teas are usually masculine.,Tees,tea,"Der Tee ist heiß.","The tea is hot.","Ich trinke gerne Tee.","I like to drink tea.","Ein Tee, bitte.","A tea, please."
noun,Telefonnummer,die,f,Compound noun takes the gender of the last word (die Nummer).,Telefonnummern,telephone number,"Möchtest du die Telefonnummer?","Do you want the telephone number?","Wie ist Ihre Telefonnummer?","What is your telephone number?","Ich brauche die Telefonnummer.","I need the phone number."
verb,testen,,,,,to test,"Testen Sie Ihre Augen.","Test your eyes.","Wir testen das Mikrofon.","We test the microphone.","Der Lehrer testet uns.","The teacher is testing us."
noun,Tomate,die,f,Most nouns ending in -e are feminine.,Tomaten,tomato,"Die Tomate ist rot.","The tomato is red.","Ich esse Tomaten.","I eat tomatoes.","Das ist eine Tomate.","That is a tomato."
phrase,tschüs(s),,,,,bye / goodbye,"Tschüss, Emma!","Bye, Emma!","Wir sagen tschüss.","We say goodbye.","Tschüss, bis morgen!","Bye, see you tomorrow!"
noun,Übung,die,f,Nouns ending in -ung are always feminine.,Übungen,exercise / practice,"Lesen Sie die Übungen.","Read the exercises.","Das ist eine gute Übung.","That is a good exercise.","Machen wir die Übung.","Let's do the exercise."
verb,umhergehen,,,,,to walk around,"Gehen Sie im Kurs umher.","Walk around in the class.","Er geht umher.","He is walking around.","Wir gehen umher und fragen.","We walk around and ask."
