pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,Fan,der,m,English loanword.,Fans,fan / supporter,"Er ist ein großer Fan.","He is a big fan.","Die Fans jubeln.","The fans cheer.","Bist du ein Fan?","Are you a fan?"
noun,Fehler,der,m,Nouns ending in -er are often masculine.,Fehler,mistake / error,"Das ist ein Fehler.","That is a mistake.","Ich habe einen Fehler gemacht.","I made a mistake.","Korrigieren Sie die Fehler.","Correct the mistakes."
noun,Fenster,das,n,Neutral by convention.,Fenster,window,"Machen Sie das Fenster auf.","Open the window.","Das Fenster ist zu.","The window is closed.","Ich schaue aus dem Fenster.","I look out of the window."
verb,fernsehen,,,,,to watch TV,"Wir sehen heute Abend fern.","We are watching TV tonight.","Er sieht gerne fern.","He likes to watch TV.","Wie oft siehst du fern?","How often do you watch TV?"
noun,Fieber,das,n,Neutral by convention.,-,fever,"Ich habe hohes Fieber.","I have a high fever.","Messen Sie das Fieber.","Measure the fever.","Das Fieber sinkt.","The fever is going down."
noun,Fußballfan,der,m,Compound: der Fan (masculine).,Fußballfans,soccer fan,"Er ist ein echter Fußballfan.","He is a real soccer fan.","Die Fußballfans im Stadion.","The soccer fans in the stadium.","Viele Fußballfans sind hier.","Many soccer fans are here."
verb,geben,,,,,to give,"Bitte geben Sie mir das Buch.","Please give me the book.","Ich gebe dir das Geld.","I give you the money.","Er gibt keine Antwort.","He gives no answer."
prep,gegen,,,,,against / for (a remedy),"Nehmen Sie das gegen Kopfschmerzen.","Take this for (against) headaches.","Wir spielen gegen Bayern.","We play against Bayern.","Ich bin dagegen.","I am against it."
noun,Gegenteil,das,n,Compound: das Teil (neutral).,Gegenteile,opposite,"Was ist das Gegenteil von 'groß'?","What is the opposite of 'big'?","Genau das Gegenteil.","Exactly the opposite.","Im Gegenteil.","On the contrary."
verb,gehören,,,,,to belong to,"Das Buch gehört mir.","The book belongs to me.","Wem gehört das Auto?","Who does the car belong to?","Sie gehört zum Team.","She belongs to the team."
adj,geschlossen,,,,,closed,"Das Fenster ist geschlossen.","The window is closed.","Die Tür bleibt geschlossen.","The door remains closed.","Heute ist das Geschäft geschlossen.","Today the shop is closed."
verb,glauben,,,,,to believe / to think,"Ich glaube dir.","I believe you.","Er glaubt das nicht.","He does not believe that.","Glauben Sie an Wunder?","Do you believe in miracles?"
noun,Haar,das,n,Neutral by convention.,Haare,hair,"Sie hat lange Haare.","She has long hair.","Mein Haar ist kurz.","My hair is short.","Er wäscht sich die Haare.","He washes his hair."
verb,heben,,,,,to lift / to raise,"Heben Sie den Arm.","Lift your arm.","Er kann das nicht heben.","He cannot lift that.","Den Kopf heben.","To raise the head."
adj,höflich,,,,,polite,"Er ist sehr höflich.","He is very polite.","Eine höfliche Frage.","A polite question.","Bitte seien Sie höflich.","Please be polite."
noun,Hühnersuppe,die,f,Compound: die Suppe (feminine).,Hühnersuppen,chicken soup,"Hühnersuppe hilft bei Erkältung.","Chicken soup helps with a cold.","Ich koche Hühnersuppe.","I cook chicken soup.","Eine warme Hühnersuppe.","A warm chicken soup."
noun,Husten,der,m,Masculine by convention.,-,cough,"Er hat starken Husten.","He has a bad cough.","Sirup gegen den Husten.","Syrup for the cough.","Der Husten ist schlimm.","The cough is bad."
verb,informieren,,,,,to inform,"Bitte informieren Sie mich.","Please inform me.","Ich informiere dich morgen.","I will inform you tomorrow.","Wir müssen die Gäste informieren.","We must inform the guests."
adj,jung,,,,,young,"Er ist noch sehr jung.","He is still very young.","Ein junger Mann.","A young man.","Jung und gesund.","Young and healthy."
verb,kämpfen,,,,,to fight / to struggle,"Der Athlet kämpft für den Sieg.","The athlete fights for the victory.","Wir kämpfen gegen die Krankheit.","We fight against the disease.","Er kämpft gut.","He fights well."
adj,klasse,,,,,great / super (colloquial),"Das ist klasse!","That is great!","Eine klasse Idee.","A super idea.","Echt klasse!","Really great!"
noun,Kopf,der,m,Masculine by convention.,Köpfe,head,"Mein Kopf tut weh.","My head hurts.","Ich habe Kopfschmerzen.","I have a headache.","Drehen Sie den Kopf.","Turn your head."
noun,Korea,das,n,Country names without special endings are neutral.,-,Korea,"Er reist nach Korea.","He travels to Korea.","Korea ist ein schönes Land.","Korea is a beautiful country.","Seoul liegt in Korea.","Seoul is in Korea."
noun,Körper,der,m,Masculine by convention.,Körper,body,"Sport ist gut für den Körper.","Sport is good for the body.","Der menschliche Körper.","The human body.","Ein gesunder Körper.","A healthy body."
noun,Körperteil,der,m,Compound: der Teil (masculine).,Körperteile,body part,"Der Arm ist ein Körperteil.","The arm is a body part.","Lernen Sie die Körperteile.","Learn the body parts.","Welcher Körperteil tut weh?","Which body part hurts?"
adj,krank,,,,,sick / ill,"Ich bin krank.","I am sick.","Sie ist schon lange krank.","She has been sick for a long time.","Fühlst du dich krank?","Do you feel sick?"
verb,krankschreiben,,,,,to write a sick note (excusing from work),"Der Arzt muss mich krankschreiben.","The doctor must write me a sick note.","Er ist für eine Woche krankgeschrieben.","He is signed off sick for a week.","Kannst du mich krankschreiben?","Can you write me a sick note?"
noun,Kursteilnehmer,der,m,Compound: der Teilnehmer (masculine).,Kursteilnehmer,course participant,"Die Kursteilnehmer lernen Deutsch.","The course participants are learning German.","Ein neuer Kursteilnehmer.","A new course participant.","Wie viele Kursteilnehmer sind da?","How many course participants are there?"
verb,lachen,,,,,to laugh,"Sie lacht viel.","She laughs a lot.","Wir lachen über den Witz.","We laugh about the joke.","Warum lachst du?","Why are you laughing?"
verb,laufen,,,,,to run / to walk,"Ich laufe jeden Tag.","I run every day.","Wir laufen in den Park.","We walk to the park.","Er läuft sehr schnell.","He runs very fast."
verb,legen,,,,,to lay / to put,"Legen Sie das Buch auf den Tisch.","Put the book on the table.","Ich lege mich ins Bett.","I lie down in bed.","Er legt den Stift ab.","He puts the pen down."
adj,leicht,,,,,light / easy,"Die Tasche ist leicht.","The bag is light.","Die Übung ist leicht.","The exercise is easy.","Nehmen Sie es leicht.","Take it easy."
noun,Lerner,der,m,Persons ending in -er are masculine.,Lerner,learner,"Er ist ein guter Lerner.","He is a good learner.","Tipps für Deutschlerner.","Tips for German learners.","Die Lerner sind motiviert.","The learners are motivated."
noun,Leser,der,m,Persons ending in -er are masculine.,Leser,reader,"Die Zeitschrift hat viele Leser.","The magazine has many readers.","Liebe Leser, ...","Dear readers, ...","Er ist ein schneller Leser.","He is a fast reader."
noun,Liga,die,f,Ends in -a -> mostly feminine.,Ligen,league,"Sie spielen in der ersten Liga.","They play in the first league.","Die Liga beginnt bald.","The league starts soon.","Ein Spiel in der Liga.","A game in the league."
adj,live,,,,,live,"Das Konzert ist live.","The concert is live.","Wir sehen das Spiel live.","We are watching the game live.","Live im Fernsehen.","Live on television."
noun,Medien,die,f (pl),Only used in plural.,Medien,media,"Die Medien berichten darüber.","The media reports on it.","Soziale Medien.","Social media.","Arbeiten in den Medien.","Working in the media."
verb,meinen,,,,,to mean / to think (an opinion),"Was meinen Sie?","What do you think?","Ich meine, das ist falsch.","I mean/think that is wrong.","Er meint es gut.","He means well."
noun,Mund,der,m,Masculine by convention.,Münder,mouth,"Machen Sie den Mund auf.","Open your mouth.","Er hat einen großen Mund.","He has a big mouth.","Mit vollem Mund spricht man nicht.","Don't speak with a full mouth."
verb,nachsprechen,,,,,to repeat (saying after someone),"Bitte sprechen Sie nach.","Please repeat after me.","Ich spreche das Wort nach.","I repeat the word.","Die Kinder sprechen den Satz nach.","The children repeat the sentence."
adv,natürlich,,,,,naturally / of course,"Natürlich helfe ich dir.","Of course I will help you.","Das ist ganz natürlich.","That is completely natural.","Ja, natürlich!","Yes, of course!"
adj,nett,,,,,nice / kind,"Das ist sehr nett von dir.","That is very nice of you.","Ein netter Arzt.","A nice doctor.","Sie sind nett.","They are nice."
noun,Nummer,die,f,Ends in -er but is feminine.,Nummern,number,"Was ist Ihre Nummer?","What is your number?","Die falsche Nummer.","The wrong number.","Nummer eins.","Number one."
noun,Oma,die,f,Feminine by convention.,Omas,grandma,"Meine Oma ist 80 Jahre alt.","My grandma is 80 years old.","Wir besuchen die Oma.","We visit grandma.","Ein Geschenk für Oma.","A gift for grandma."
noun,Österreicher,der,m,Persons ending in -er are masculine.,Österreicher,Austrian (person),"Er ist Österreicher.","He is Austrian.","Die Österreicher mögen Ski fahren.","Austrians like to ski.","Ein bekannter Österreicher.","A famous Austrian."
adj,österreichisch,,,,,Austrian (adjective),"Die österreichische Küche.","Austrian cuisine.","Ein österreichischer Pass.","An Austrian passport.","Das ist österreichisch.","That is Austrian."
noun,Patient,der,m,Persons ending in -ent are masculine (weak noun).,Patienten,patient,"Der Patient wartet.","The patient is waiting.","Der Arzt untersucht den Patienten.","The doctor examines the patient.","Viele Patienten heute.","Many patients today."
prep,pro,,,,,per,"Zweimal pro Woche.","Twice per week.","Pro Person 10 Euro.","10 Euros per person.","Einmal pro Tag.","Once per day."
noun,Prozent,das,n,Neutral by convention.,Prozente,percent,"Zwanzig Prozent Rabatt.","Twenty percent discount.","Hundert Prozent sicher.","A hundred percent sure.","Wie viel Prozent?","How many percent?"
verb,rauchen,,,,,to smoke,"Ich rauche nicht.","I do not smoke.","Hier dürfen Sie nicht rauchen.","You are not allowed to smoke here.","Rauchen ist ungesund.","Smoking is unhealthy."
noun,Raum,der,m,Masculine by convention.,Räume,room / space,"Der Raum ist groß.","The room is big.","Wir warten im Raum.","We wait in the room.","Ein heller Raum.","A bright room."
verb,reden,,,,,to talk / to speak,"Wir müssen reden.","We need to talk.","Er redet viel.","He talks a lot.","Worüber redet ihr?","What are you guys talking about?"
verb,relaxen,,,,,to relax (colloquial),"Am Wochenende möchte ich relaxen.","On the weekend I want to relax.","Wir relaxen am Strand.","We relax on the beach.","Einfach mal relaxen.","Just relax."
noun,Sauerkraut,das,n,Compound: das Kraut (neutral).,-,sauerkraut,"Ich esse gerne Sauerkraut.","I like to eat sauerkraut.","Sauerkraut mit Wurst.","Sauerkraut with sausage.","Das Sauerkraut ist sauer.","The sauerkraut is sour."
verb,schenken,,,,,to give (a gift),"Ich schenke dir ein Buch.","I give you a book (as a gift).","Was schenken wir ihr?","What are we giving her?","Er schenkt Blumen.","He gifts flowers."
noun,Schnupfen,der,m,Masculine by convention.,-,sniffles / cold / runny nose,"Ich habe Schnupfen.","I have the sniffles.","Was hilft gegen Schnupfen?","What helps against a runny nose?","Ein starker Schnupfen.","A bad cold."
noun,Schweizer,der,m,Persons ending in -er are masculine.,Schweizer,Swiss (person),"Er ist Schweizer.","He is Swiss.","Die Schweizer Schokolade.","The Swiss chocolate.","Ein berühmter Schweizer.","A famous Swiss person."
adj,schwer,,,,,heavy / hard / difficult,"Der Koffer ist schwer.","The suitcase is heavy.","Die Prüfung ist schwer.","The exam is difficult.","Es fällt mir schwer.","It is hard for me."
verb,schwimmen,,,,,to swim,"Wir gehen schwimmen.","We are going swimming.","Er schwimmt sehr schnell.","He swims very fast.","Kannst du schwimmen?","Can you swim?"
prep,seit,,,,,since / for (time),"Ich lerne seit einem Jahr Deutsch.","I have been learning German for a year.","Seit wann bist du hier?","Since when are you here?","Seit gestern.","Since yesterday."
noun,Ski,der,m,Masculine by convention.,Skier,ski,"Er fährt gerne Ski.","He likes to ski.","Ich kaufe neue Skier.","I buy new skis.","Ein Urlaub im Schnee mit Ski.","A vacation in the snow with skis."
adv,sofort,,,,,immediately / right away,"Ich komme sofort.","I am coming right away.","Machen Sie das sofort!","Do that immediately!","Der Arzt kommt sofort.","The doctor is coming immediately."
noun,Solarium,das,n,Foreign word ending in -um.,Solarien,solarium / tanning bed,"Sie geht ins Solarium.","She goes to the solarium.","Das Solarium ist warm.","The solarium is warm.","Ich mag das Solarium nicht.","I don't like the solarium."
verb,sollen,,,,,should / supposed to,"Ich soll Tabletten nehmen.","I am supposed to take pills.","Was soll ich tun?","What should I do?","Du sollst im Bett bleiben.","You should stay in bed."
adj,sonnig,,,,,sunny,"Das Wetter ist sonnig.","The weather is sunny.","Ein sonniger Tag.","A sunny day.","Heute ist es sonnig.","Today it is sunny."
noun,Spiel,das,n,Neutral by convention.,Spiele,game / match,"Das Spiel beginnt um 15 Uhr.","The game starts at 3 PM.","Wir spielen ein Spiel.","We are playing a game.","Das Fußballspiel.","The soccer match."
noun,Sportart,die,f,Compound: die Art (feminine).,Sportarten,type of sport,"Was ist deine Lieblings-Sportart?","What is your favorite type of sport?","Es gibt viele Sportarten.","There are many types of sport.","Tennis ist eine Sportart.","Tennis is a type of sport."
noun,Tablette,die,f,Ends in -e -> mostly feminine.,Tabletten,pill / tablet,"Nehmen Sie diese Tablette.","Take this pill.","Eine Tablette gegen Fieber.","A pill for fever.","Ich muss Tabletten nehmen.","I have to take pills."
noun,Team,das,n,English loanword.,Teams,team,"Wir sind ein gutes Team.","We are a good team.","Das Team hat gewonnen.","The team won.","Arbeiten im Team.","Working in the team."
noun,Tennis,das,n,Sports are mostly neutral.,-,tennis,"Wir spielen Tennis.","We play tennis.","Er ist gut in Tennis.","He is good at tennis.","Ein Match im Tennis.","A match in tennis."
noun,Trainer,der,m,English loanword ending in -er.,Trainer,coach / trainer,"Der Trainer ist streng.","The coach is strict.","Wir haben einen neuen Trainer.","We have a new coach.","Fragen Sie den Trainer.","Ask the coach."
verb,trainieren,,,,,to train,"Die Athleten trainieren jeden Tag.","The athletes train every day.","Ich muss mehr trainieren.","I have to train more.","Wir trainieren für das Spiel.","We train for the game."
noun,Training,das,n,English gerunds are typically neutral.,Trainings,training / practice,"Das Training ist anstrengend.","The training is exhausting.","Wann beginnt das Training?","When does the practice start?","Ich gehe zum Training.","I am going to practice."
verb,träumen,,,,,to dream,"Ich träume oft.","I often dream.","Er träumt von einem Auto.","He dreams of a car.","Wovon träumst du?","What do you dream of?"
noun,Trikot,das,n,French loanword.,Trikots,jersey / sports shirt,"Er trägt das Trikot der Nationalmannschaft.","He wears the jersey of the national team.","Das Trikot ist rot.","The jersey is red.","Ein neues Trikot.","A new jersey."
verb,tun,,,,,to do,"Was tun Sie?","What are you doing?","Ich habe viel zu tun.","I have a lot to do.","Das tut weh.","That hurts."
noun,Turnier,das,n,Neutral by convention.,Turniere,tournament,"Wir spielen im Turnier.","We play in the tournament.","Das Turnier ist im Sommer.","The tournament is in summer.","Er hat das Turnier gewonnen.","He won the tournament."
noun,Verbot,das,n,Nouns starting with Ver- are often neutral.,Verbote,ban / prohibition,"Es gibt ein Rauchverbot.","There is a smoking ban.","Das Verbot ist streng.","The ban is strict.","Ein neues Verbot.","A new prohibition."
adj,verboten,,,,,forbidden / prohibited,"Rauchen ist hier verboten.","Smoking is forbidden here.","Das ist streng verboten.","That is strictly forbidden.","Parken verboten.","No parking (Parking prohibited)."
phrase,viel Spaß,,,,,have fun / enjoy,"Viel Spaß beim Spiel!","Have fun at the game!","Ich wünsche dir viel Spaß.","I wish you much fun.","Danke, viel Spaß!","Thanks, have fun!"
noun,Virus,das/der,n/m,Foreign word.,Viren,virus,"Ein Virus macht krank.","A virus makes you sick.","Das ist ein gefährlicher Virus.","That is a dangerous virus.","Schutz gegen das Virus.","Protection against the virus."
noun,Vitamin,das,n,Ends in -in -> mostly neutral.,Vitamine,vitamin,"Obst hat viele Vitamine.","Fruit has many vitamins.","Ich brauche Vitamin C.","I need vitamin C.","Vitamine sind gesund.","Vitamins are healthy."
noun,Vokabel,die,f,Feminine by convention.,Vokabeln,vocabulary word,"Ich lerne die Vokabeln.","I am learning the vocabulary words.","Diese Vokabel ist neu.","This word is new.","Die Vokabeln aufschreiben.","To write down the vocabulary."
verb,wehtun,,,,,to hurt,"Mein Arm tut weh.","My arm hurts.","Wo tut es weh?","Where does it hurt?","Das tut nicht weh.","That does not hurt."
conj,wenn,,,,,if / when,"Wenn ich Zeit habe, komme ich.","If I have time, I'll come.","Ruf mich an, wenn du fertig bist.","Call me when you are finished.","Wenn es regnet...","If it rains..."
phrase,wie oft,,,,,how often,"Wie oft gehst du joggen?","How often do you go jogging?","Wie oft muss ich die Tabletten nehmen?","How often must I take the pills?","Wie oft in der Woche?","How often in the week?"
noun,Wintersport,der,m,Compound: der Sport (masculine).,-,winter sport,"Skifahren ist ein Wintersport.","Skiing is a winter sport.","Er liebt Wintersport.","He loves winter sport.","Ein Urlaub für Wintersport.","A vacation for winter sport."
noun,Zeichnung,die,f,Ends in -ung -> always feminine.,Zeichnungen,drawing,"Das ist eine schöne Zeichnung.","That is a beautiful drawing.","Die Zeichnung ist von mir.","The drawing is by me.","Eine Zeichnung machen.","To make a drawing."
adv,zuerst,,,,,first,"Zuerst essen wir, dann gehen wir.","First we eat, then we go.","Zuerst die Arbeit.","First the work.","Wer kommt zuerst?","Who comes first?"
verb,zumachen,,,,,to close,"Machen Sie die Augen zu.","Close your eyes.","Ich mache das Fenster zu.","I am closing the window.","Kannst du die Tür zumachen?","Can you close the door?"
adv,zweimal,,,,,twice,"Nehmen Sie die Tabletten zweimal täglich.","Take the pills twice daily.","Ich war zweimal dort.","I was there twice.","Zweimal pro Woche.","Twice a week."
verb,brillieren,,,,,to shine / to excel,"Er brilliert im Spiel.","He excels in the game.","Sie brilliert mit ihrem Wissen.","She shines with her knowledge.","Der Athlet brilliert.","The athlete shines."
noun,Bundesliga,die,f,Compound: die Liga (feminine).,Bundesligen,German football league,"Bayern spielt in der Bundesliga.","Bayern plays in the Bundesliga.","Ein Spiel der Bundesliga.","A game of the Bundesliga.","Die Bundesliga beginnt.","The Bundesliga begins."
noun,Deutsche,der/die,m/f,Adjectival noun.,Deutschen,German (person),"Er ist Deutscher.","He is German.","Die Deutsche spricht schnell.","The German woman speaks fast.","Viele Deutsche leben hier.","Many Germans live here."
noun,Fan-Gruppe,die,f,Compound: die Gruppe (feminine).,Fan-Gruppen,fan group,"Die Fan-Gruppe singt.","The fan group sings.","Wir sind in einer Fan-Gruppe.","We are in a fan group.","Eine große Fan-Gruppe.","A large fan group."
noun,Fernsehmoderator,der,m,Compound: der Moderator (masculine).,Fernsehmoderatoren,TV host / presenter,"Der Fernsehmoderator ist bekannt.","The TV host is well-known.","Er arbeitet als Fernsehmoderator.","He works as a TV presenter.","Ein lustiger Fernsehmoderator.","A funny TV host."
noun,Fußballspiel,das,n,Compound: das Spiel (neutral).,Fußballspiele,soccer match,"Das Fußballspiel war spannend.","The soccer match was exciting.","Wir schauen ein Fußballspiel.","We are watching a soccer match.","Ein Ticket für das Fußballspiel.","A ticket for the soccer match."
noun,Kimchi,das/der,n/m,Foreign loanword.,-,kimchi,"Ich esse gerne Kimchi.","I like eating kimchi.","Kimchi ist scharf.","Kimchi is spicy.","Ein Rezept für Kimchi.","A recipe for kimchi."
noun,Lieblingssport,der,m,Compound: der Sport (masculine).,-,favorite sport,"Mein Lieblingssport ist Tennis.","My favorite sport is tennis.","Was ist dein Lieblingssport?","What is your favorite sport?","Fußball ist ein beliebter Lieblingssport.","Soccer is a popular favorite sport."
noun,Pilates,das,n,Sports are generally neutral.,-,Pilates,"Sie macht Pilates.","She does Pilates.","Ein Kurs für Pilates.","A course for Pilates.","Pilates ist gut für den Rücken.","Pilates is good for the back."
noun,Ski alpin,der,m,Compound: der Ski (masculine).,-,alpine skiing,"Er mag Ski alpin.","He likes alpine skiing.","Ein Wettbewerb in Ski alpin.","A competition in alpine skiing.","Ski alpin im Fernsehen.","Alpine skiing on TV."
verb,skispringen,,,,,to ski jump,"Er geht skispringen.","He goes ski jumping.","Skispringen ist gefährlich.","Ski jumping is dangerous.","Wir schauen Skispringen.","We watch ski jumping."
noun,Sonnenterrasse,die,f,Compound: die Terrasse (feminine).,Sonnenterrassen,sun terrace,"Wir sitzen auf der Sonnenterrasse.","We are sitting on the sun terrace.","Die Sonnenterrasse ist schön.","The sun terrace is beautiful.","Ein Kaffee auf der Sonnenterrasse.","A coffee on the sun terrace."
noun,Südafrika,das,n,Country names without special endings are neutral.,-,South Africa,"Er reist nach Südafrika.","He travels to South Africa.","Südafrika ist faszinierend.","South Africa is fascinating.","Ein Flug nach Südafrika.","A flight to South Africa."
noun,Thaiboxen,das,n,Sports are generally neutral.,-,Thai boxing,"Er trainiert Thaiboxen.","He trains Thai boxing.","Thaiboxen ist anstrengend.","Thai boxing is exhausting.","Ein Kurs für Thaiboxen.","A course for Thai boxing."
