text	question	answer	distractor1	distractor2	distractor3	translation	tip
Das Hähnchen ist heute im Angebot. Nur 3 Euro!	Was ist heute im Angebot?	Das Hähnchen	Das Rindfleisch	Der Fisch	Das Gemüse	The chicken is on sale today. Only 3 euros!	'im Angebot' means on sale.
Was essen wir heute Abend? - Machen wir einen Salat!	Was wollen sie heute Abend essen?	Einen Salat	Eine Suppe	Eine Pizza	Ein Brötchen	What are we eating tonight? - Let's make a salad!	'Salat' means salad.
Bringst du mir bitte einen Becher Joghurt aus dem Supermarkt mit?	In welcher Verpackung ist der Joghurt?	Ein Becher	Eine Dose	Eine Flasche	Eine Packung	Can you please bring me a cup of yogurt from the supermarket?	'Becher' is used for yogurt cups.
Die Erdbeeren sehen sehr gut aus. Ich nehme ein Kilo.	Was kauft die Person?	Ein Kilo Erdbeeren	Ein Pfund Erdbeeren	Ein Kilo Äpfel	Ein Pfund Äpfel	The strawberries look very good. I'll take a kilo.	'Erdbeeren' means strawberries.
Ich brauche noch Eier für den Kuchen.	Wofür braucht die Person Eier?	Für den Kuchen	Für das Frühstück	Für den Salat	Für die Suppe	I still need eggs for the cake.	'Eier' means eggs.
Wo ist das Gemüse? - In Abteilung 3.	Wo findet man das Gemüse?	In Abteilung 3	In Abteilung 2	An der Kasse	Im Kühlregal	Where are the vegetables? - In department 3.	'Gemüse' means vegetables.
Wie viel kostet die Schokolade? - 1 Euro 50.	Wie teuer ist die Schokolade?	1,50 Euro	1,15 Euro	5,10 Euro	0,50 Euro	How much does the chocolate cost? - 1 Euro 50.	Listen to the specific price.
Trinken wir einen Wein zum Abendessen? - Ja, einen Rotwein.	Welchen Wein trinken sie?	Rotwein	Weißwein	Keinen Wein	Apfelwein	Are we drinking wine with dinner? - Yes, a red wine.	'Rotwein' means red wine.
Das Brot vom Bäcker ist sehr frisch.	Wie ist das Brot?	Sehr frisch	Sehr hart	Sehr alt	Sehr teuer	The bread from the baker is very fresh.	'frisch' means fresh.
Ich esse jeden Morgen ein Brötchen mit Butter.	Was isst die Person jeden Morgen?	Brötchen mit Butter	Müsli mit Milch	Brot mit Käse	Eier mit Speck	I eat a bread roll with butter every morning.	'Butter' means butter.
Brauchen wir noch Obst? - Ja, kauf bitte Äpfel und Orangen.	Welches Obst soll die Person kaufen?	Äpfel und Orangen	Bananen und Äpfel	Trauben und Orangen	Nur Äpfel	Do we still need fruit? - Yes, please buy apples and oranges.	'Obst' means fruit.
Entschuldigung, haben Sie frischen Fisch? - Ja, hier an der Fleischtheke.	Was sucht der Kunde?	Frischen Fisch	Frisches Fleisch	Käse	Gemüse	Excuse me, do you have fresh fish? - Yes, here at the meat counter.	'Fisch' means fish.
Eine Flasche Olivenöl kostet 4 Euro 99.	Was kostet 4 Euro 99?	Eine Flasche Olivenöl	Ein Kilo Tomaten	Eine Packung Nudeln	Ein Liter Milch	A bottle of olive oil costs 4 euros 99.	'Flasche' means bottle.
Der Joghurt ist leider schon abgelaufen.	Was ist das Problem mit dem Joghurt?	Er ist abgelaufen.	Er ist zu teuer.	Er schmeckt schlecht.	Er ist warm.	The yogurt is unfortunately already expired.	'abgelaufen' means expired.
Zum Frühstück trinke ich immer ein Glas Orangensaft.	Was trinkt die Person zum Frühstück?	Ein Glas Orangensaft	Eine Tasse Kaffee	Eine Tasse Tee	Ein Glas Milch	For breakfast I always drink a glass of orange juice.	'Glas' means glass.
Wir haben keinen Reis mehr. Wir müssen einkaufen.	Was müssen sie einkaufen?	Reis	Nudeln	Kartoffeln	Brot	We have no more rice. We have to go shopping.	'Reis' means rice.
Ich hätte gern ein Stück Pizza.	Was hätte die Person gern?	Ein Stück Pizza	Einen ganzen Kuchen	Einen Salat	Ein Brötchen	I would like a piece of pizza.	'Stück' means piece.
Die Trauben sind heute sehr süß.	Wie sind die Trauben?	Sehr süß	Sehr sauer	Sehr teuer	Sehr klein	The grapes are very sweet today.	'süß' means sweet.
Zahlen Sie bar oder mit Karte? - Mit Karte, bitte.	Wie zahlt der Kunde?	Mit Karte	Bar	Gar nicht	Mit dem Handy	Are you paying cash or with card? - With card, please.	'Mit Karte' means by card.
Brauchen Sie den Kassenbon? - Nein, danke.	Möchte der Kunde den Kassenbon?	Nein	Ja, bitte.	Vielleicht.	Er fragt später.	Do you need the receipt? - No, thank you.	'Kassenbon' means receipt.
Bitte wiegen Sie das Gemüse.	Was soll die Person machen?	Das Gemüse wiegen	Das Obst waschen	Das Gemüse schneiden	Das Gemüse essen	Please weigh the vegetables.	'wiegen' means to weigh.
Ich kaufe mein Gemüse immer auf dem Markt.	Wo kauft die Person das Gemüse?	Auf dem Markt	Im Supermarkt	Beim Bäcker	Beim Metzger	I always buy my vegetables at the market.	'Markt' is an open-air market.
Vergiss nicht, einen Liter Milch zu kaufen!	Was soll die Person nicht vergessen?	Einen Liter Milch	Eine Packung Butter	Ein Pfund Käse	Eine Flasche Wasser	Do not forget to buy a liter of milk!	'Liter' is the measurement for liquids.
Die Tomaten sind heute sehr günstig.	Wie sind die Tomaten heute?	Sehr günstig	Sehr teuer	Sehr rot	Sehr klein	The tomatoes are very cheap today.	'günstig' means cheap or good value.
Schmeckt dir die Suppe? - Ja, sie ist sehr lecker.	Wie findet die Person die Suppe?	Sehr lecker	Versalzen	Zu heiß	Zu kalt	Does the soup taste good to you? - Yes, it is very delicious.	'lecker' means delicious.
Was ist dein Lieblingsessen? - Pizza mit viel Käse!	Was ist das Lieblingsessen der Person?	Pizza mit viel Käse	Pasta mit Tomatensauce	Salat mit Hähnchen	Hamburger mit Pommes	What is your favorite food? - Pizza with a lot of cheese!	'Lieblingsessen' means favorite food.
Ich esse lieber Fisch als Fleisch.	Was isst die Person lieber?	Fisch	Fleisch	Geflügel	Gemüse	I prefer eating fish over meat.	'lieber ... als' means prefer ... over.
Hast du die Zwiebeln gekauft? - Oh nein, die habe ich vergessen.	Was hat die Person vergessen?	Die Zwiebeln	Die Kartoffeln	Den Knoblauch	Die Tomaten	Did you buy the onions? - Oh no, I forgot them.	'Zwiebeln' means onions.
Ich brauche eine Tafel Schokolade für meine Schwester.	In welcher Verpackung ist die Schokolade?	Eine Tafel	Eine Dose	Ein Becher	Eine Packung	I need a bar of chocolate for my sister.	'Tafel' is used for bars of chocolate.
Die Äpfel aus Deutschland sind sehr knackig.	Woher kommen die Äpfel?	Aus Deutschland	Aus Spanien	Aus Italien	Aus der Schweiz	The apples from Germany are very crisp.	Listen for the country of origin.
Das Mehl steht im Regal ganz unten.	Wo steht das Mehl?	Ganz unten im Regal	Ganz oben im Regal	In der Mitte	Neben der Kasse	The flour is on the shelf at the very bottom.	'unten' means at the bottom.
Im Kühlschrank ist keine Butter mehr.	Was fehlt im Kühlschrank?	Butter	Milch	Käse	Wurst	There is no more butter in the fridge.	'Kühlschrank' means refrigerator.
Kaufst du bitte noch eine Tüte Chips für heute Abend?	Was soll die Person kaufen?	Eine Tüte Chips	Eine Dose Cola	Ein Glas Oliven	Eine Tafel Schokolade	Can you please buy a bag of chips for tonight?	'Tüte' means bag.
Sonntags frühstücken wir immer Brötchen mit Honig.	Was essen sie sonntags zum Frühstück?	Brötchen mit Honig	Müsli mit Obst	Eier mit Speck	Nur einen Kaffee	On Sundays we always have bread rolls with honey for breakfast.	'Honig' means honey.
Ein Pfund Rindfleisch, bitte. - Gerne, sonst noch etwas?	Wie viel Rindfleisch möchte der Kunde?	Ein Pfund	Ein Kilo	Ein Gramm	Zwei Kilo	Half a kilo of beef, please. - Gladly, anything else?	'Ein Pfund' equals 500 grams (half a kilo).
Das Mineralwasser ist im Angebot: sechs Flaschen für 3 Euro.	Wie viele Flaschen Wasser bekommt man für 3 Euro?	Sechs	Drei	Fünf	Zwei	The mineral water is on sale: six bottles for 3 euros.	Listen to the quantity mentioned.
Ich backe heute einen Kuchen. Ich brauche Zucker.	Was braucht die Person zum Backen?	Zucker	Salz	Pfeffer	Essig	I am baking a cake today. I need sugar.	'Zucker' means sugar.
Magst du Knoblauch? - Nein, gar nicht.	Mag die Person Knoblauch?	Nein, gar nicht.	Ja, sehr gern.	Ein bisschen.	Nur in der Suppe.	Do you like garlic? - No, not at all.	'Knoblauch' means garlic.
Wir machen eine Party. Wir brauchen viel Cola und Limonade.	Warum brauchen sie Getränke?	Für eine Party	Für das Frühstück	Für einen Ausflug	Für die Schule	We are having a party. We need a lot of cola and lemonade.	'Party' is the reason for buying drinks.
Bringst du bitte auch Kaffeebohnen mit? Unser Kaffee ist fast leer.	Was ist fast leer?	Der Kaffee	Die Milch	Der Zucker	Der Tee	Can you please bring coffee beans too? Our coffee is almost empty.	'fast leer' means almost empty.
