text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Brauchen wir ein Regal? - Ja, für die vielen Bücher!","Wofür brauchen sie das Regal?","Für Bücher","Für Kleidung","Für Schuhe","Für den Fernseher","Do we need a shelf? - Yes, for the many books!","'Bücher' means books."
"Die Wohnung ist schön, aber die Miete ist 850 Euro im Monat.","Wie hoch ist die Miete?","850 Euro","580 Euro","815 Euro","800 Euro","The apartment is beautiful, but the rent is 850 euros a month.","'Miete' means rent."
"Ist das Sofa teuer? - Nein, das Sofa ist sehr billig!","Ist das Sofa teuer?","Nein, es ist billig.","Ja, es ist teuer.","Es ist gratis.","Es ist nicht zu verkaufen.","Is the sofa expensive? - No, the sofa is very cheap!","'billig' is the opposite of 'teuer'."
"Das ist kein Bett. Das ist ein Sofa!","Was ist das Möbelstück?","Ein Sofa","Ein Bett","Ein Sessel","Ein Stuhl","That is not a bed. That is a sofa!","Pay attention to the negation 'kein'."
"Ich suche eine kleine Lampe für das Schlafzimmer.","Für welchen Raum sucht sie eine Lampe?","Für das Schlafzimmer","Für das Bad","Für die Küche","Für das Wohnzimmer","I am looking for a small lamp for the bedroom.","'Schlafzimmer' is the bedroom."
"Der Flur ist leider sehr dunkel. Wir brauchen mehr Licht.","Wie ist der Flur?","Dunkel","Hell","Groß","Klein","The hallway is unfortunately very dark. We need more light.","'dunkel' means dark."
"Hast du einen Balkon? - Nein, ich habe keinen Balkon, aber einen Garten.","Hat die Person einen Balkon?","Nein, aber einen Garten.","Ja, einen großen Balkon.","Nein, und auch keinen Garten.","Ja, aber keinen Garten.","Do you have a balcony? - No, I don't have a balcony, but a garden.","Listen for 'keinen' (none)."
"Der Teppich ist grau und sehr weich.","Welche Farbe hat der Teppich?","Grau","Weiß","Braun","Schwarz","The carpet is gray and very soft.","'grau' means gray."
"Das Zimmer ist sehr schön. Es hat ein großes Fenster.","Was hat das Zimmer?","Ein großes Fenster","Einen großen Teppich","Einen großen Schrank","Eine große Lampe","The room is very beautiful. It has a big window.","'Fenster' means window."
"Gefällt dir die Küche? - Ja, die Küche ist super!","Gefällt der Person die Küche?","Ja","Nein","Es geht so","Sie hat die Küche nicht gesehen","Do you like the kitchen? - Yes, the kitchen is great!","'Gefällt dir' asks for an opinion/liking."
"Der Tisch ist aus Holz und kostet 150 Euro.","Aus welchem Material ist der Tisch?","Aus Holz","Aus Glas","Aus Plastik","Aus Metall","The table is made of wood and costs 150 euros.","'Holz' means wood."
"Wir haben ein Sofa, aber wir brauchen noch zwei Sessel.","Was brauchen sie noch?","Zwei Sessel","Zwei Sofas","Zwei Tische","Zwei Stühle","We have a sofa, but we still need two armchairs.","Listen to the number and the furniture type."
"Das Sofa kommt aus Italien. Das Design ist toll.","Woher kommt das Sofa?","Aus Italien","Aus Deutschland","Aus Spanien","Aus Frankreich","The sofa comes from Italy. The design is great.","Listen for the country name."
"Das Bild ist sehr schön, aber es ist leider zu teuer.","Wie ist das Bild?","Schön, aber teuer","Hässlich und billig","Hässlich, aber teuer","Schön und billig","The picture is very beautiful, but it is unfortunately too expensive.","'Bild' means picture or painting."
"Wir haben drei Zimmer: ein Wohnzimmer, ein Schlafzimmer und ein Kinderzimmer.","Wie viele Zimmer hat die Wohnung?","Drei","Zwei","Vier","Fünf","We have three rooms: a living room, a bedroom, and a children's room.","Count the rooms listed."
"Ist die Waschmaschine neu? - Nein, die ist alt, aber sie funktioniert gut.","Ist die Waschmaschine neu?","Nein, sie ist alt.","Ja, sie ist ganz neu.","Nein, sie ist kaputt.","Ja, aber sie ist schlecht.","Is the washing machine new? - No, it is old, but it works well.","'alt' is the opposite of 'neu'."
"Die Stühle für das Esszimmer sind grün und gelb.","Welche Farben haben die Stühle?","Grün und gelb","Rot und blau","Schwarz und weiß","Grau und braun","The chairs for the dining room are green and yellow.","Focus on the colors mentioned."
"Gibt es hier auch einen Garten? - Ja, hinter dem Haus.","Gibt es einen Garten?","Ja, hinter dem Haus.","Ja, vor dem Haus.","Nein, es gibt keinen Garten.","Ja, auf dem Dach.","Is there also a garden here? - Yes, behind the house.","'Garten' means garden or yard."
"Das Wandregal ist billig. Es kostet nur 49 Euro.","Wie viel kostet das Regal?","49 Euro","94 Euro","39 Euro","40 Euro","The wall shelf is cheap. It only costs 49 euros.","Translate 'neunundvierzig'."
"Ist das Bett breit? - Ja, es ist ein Doppelbett, 1 Meter 80 breit.","Wie ist das Bett?","Es ist ein Doppelbett.","Es ist ein Einzelbett.","Es ist sehr schmal.","Es ist ein Kinderbett.","Is the bed wide? - Yes, it is a double bed, 1 meter 80 wide.","'Doppelbett' means double bed."
"Die Wohnung ist sehr schön, aber die Miete ist extrem hoch.","Was ist das Problem mit der Wohnung?","Die Miete ist sehr hoch.","Sie ist hässlich.","Sie ist zu klein.","Sie hat keinen Balkon.","The apartment is very beautiful, but the rent is extremely high.","'hoch' means high."
"Ich finde das Bild an der Wand hässlich.","Wie findet die Person das Bild?","Hässlich","Schön","Modern","Interessant","I find the picture on the wall ugly.","'hässlich' means ugly."
"Haben Sie auch Schreibtische? - Ja, dort drüben in der Ecke.","Welches Möbelstück sucht die Person?","Einen Schreibtisch","Einen Esstisch","Einen Couchtisch","Einen Stuhl","Do you also have desks? - Yes, over there in the corner.","'Schreibtisch' means desk."
"Der Schrank ist sehr praktisch. Er hat vier Türen.","Wie viele Türen hat der Schrank?","Vier","Zwei","Drei","Fünf","The cabinet is very practical. It has four doors.","'Türen' means doors."
"Die Lampe über dem Tisch ist aus Glas.","Aus welchem Material ist die Lampe?","Aus Glas","Aus Holz","Aus Papier","Aus Metall","The lamp over the table is made of glass.","'Glas' means glass."
"Mein Schlafzimmer ist komplett weiß gestrichen.","Welche Farbe hat das Schlafzimmer?","Weiß","Blau","Grau","Gelb","My bedroom is painted completely white.","'weiß' means white."
"Der Teppich im Flur ist zwei Meter lang.","Wie lang ist der Teppich?","Zwei Meter","Drei Meter","Ein Meter","Vier Meter","The carpet in the hallway is two meters long.","Listen to the measurement."
"Wir kaufen das Sofa. Es ist einfach so bequem!","Warum kaufen sie das Sofa?","Weil es bequem ist.","Weil es billig ist.","Weil es rot ist.","Weil es klein ist.","We are buying the sofa. It is simply so comfortable!","'bequem' is the key adjective here."
"Wo steht der Fernseher? - Er steht im Wohnzimmer.","Wo ist der Fernseher?","Im Wohnzimmer","Im Schlafzimmer","In der Küche","Im Flur","Where is the TV located? - It is in the living room.","'Wohnzimmer' is the living room."
"Ist die Küche groß? - Nein, sie ist leider ziemlich klein.","Ist die Küche groß?","Nein, sie ist klein.","Ja, sie ist sehr groß.","Ja, sie ist riesig.","Sie ist normal groß.","Is the kitchen big? - No, it is unfortunately quite small.","'klein' means small."
"Das Regal ist perfekt für das Arbeitszimmer.","Für welchen Raum ist das Regal perfekt?","Für das Arbeitszimmer","Für das Bad","Für die Küche","Für den Balkon","The shelf is perfect for the study/office.","'Arbeitszimmer' means study or home office."
"Die Miete ist 600 Euro kalt. Das ist günstig.","Wie hoch ist die Kaltmiete?","600 Euro","650 Euro","700 Euro","500 Euro","The rent is 600 euros cold (excluding utilities). That is cheap.","'kalt' in real estate means rent without utilities."
"Hast du Möbel für das Kinderzimmer? - Ja, ein Bett und einen Schrank.","Welche Möbel hat die Person für das Kinderzimmer?","Bett und Schrank","Tisch und Stuhl","Sofa und Regal","Fernseher und Lampe","Do you have furniture for the children's room? - Yes, a bed and a cabinet.","Listen to the specific items listed."
"Der Spiegel im Badezimmer ist rund und sehr groß.","Wie ist der Spiegel?","Rund und groß","Eckig und klein","Rund und klein","Eckig und groß","The mirror in the bathroom is round and very big.","'Spiegel' means mirror."
"Das Zimmer ist leider nicht sehr hell. Es hat nur ein kleines Fenster.","Warum ist das Zimmer nicht hell?","Es hat nur ein kleines Fenster.","Es gibt keine Lampe.","Die Wand ist schwarz.","Es ist im Keller.","The room is unfortunately not very bright. It only has one small window.","Listen for the reason given."
"Wo wohnt ihr? - Wir wohnen im zweiten Stock.","In welchem Stock wohnen sie?","Im zweiten Stock","Im ersten Stock","Im dritten Stock","Im Erdgeschoss","Where do you live? - We live on the second floor.","'zweiten Stock' means second floor."
=======
"Hallo! Ich heiße Anna. Ich komme aus Berlin und ich bin Studentin. Ich lerne Deutsch und ein bisschen Englisch.","Woher kommt Anna?","Aus Berlin","Aus Hamburg","Aus München","Aus Köln","Hello! My name is Anna. I come from Berlin and I am a student. I learn German and a little English.","Listen for the name of the city."
>>>>>>> 6a33bad3b46e0c28eae8413e4bcfc99f7d0edd1e
