test_text,answer,test_verb,tip,meaning,grammar_tip
"null du gestern gejoggt?","Bist","sein","to be","Did you jog yesterday?","Perfekt auxiliary: Motion verbs (joggen) use 'sein'. du → bist"
"Sie null nach Berlin gefahren.","ist","sein","to be","She drove to Berlin.","Perfekt auxiliary: Motion verbs (fahren) use 'sein'. er/sie/es → ist"
"Wir null in den Urlaub geflogen.","sind","sein","to be","We flew on vacation.","Perfekt auxiliary: Motion verbs (fliegen) use 'sein'. wir → sind"
"Wann null ihr angekommen?","seid","sein","to be","When did you arrive?","Perfekt auxiliary: Motion verbs (ankommen) use 'sein'. ihr → seid"
"Ich bin heute früh null.","aufgestanden","aufstehen","to get up","I got up early today.","Perfekt: Separable motion verb. 'sein' auxiliary + auf-ge-standen."
"Er ist am Bahnhof null.","ausgestiegen","aussteigen","to get off (vehicle)","He got off at the train station.","Perfekt: Separable motion verb. 'sein' auxiliary + aus-ge-stiegen."
"Wir sind in den Bus null.","eingestiegen","einsteigen","to board (vehicle)","We boarded the bus.","Perfekt: Separable motion verb. 'sein' auxiliary + ein-ge-stiegen."
"Bist du schnell null?","gelaufen","laufen","to run / walk","Did you run fast?","Perfekt: Irregular motion verb. 'sein' auxiliary + gelaufen."
"Heute ist der null Tag.","erste","eins (1)","first","Today is the first day.","Ordinal Numbers: 1 is irregular → erste."
"Das ist die null Lektion.","zweite","zwei (2)","second","That is the second lesson.","Ordinal Numbers: Add '-te' for numbers 1 to 19."
"Der null Mai ist ein Feiertag.","dritte","drei (3)","third","The third of May is a holiday.","Ordinal Numbers: 3 is irregular → dritte."
"Das ist der null April.","vierte","vier (4)","fourth","That is the fourth of April.","Ordinal Numbers: Add '-te' for numbers 1 to 19."
"Heute ist der null Juli.","siebte","sieben (7)","seventh","Today is the seventh of July.","Ordinal Numbers: 7 drops the 'en' → siebte."
"Das ist das null Mal.","achte","acht (8)","eighth","That is the eighth time.","Ordinal Numbers: 8 only adds '-e' because it ends in 't' → achte."
"Der Kongress beginnt am null Januar.","ersten","eins (1)","first","The congress begins on the first of January.","Ordinal Numbers (Dates): After 'am', ordinal numbers ALWAYS take an '-n' (ersten)."
"Ich bin am null Mai geboren.","dritten","drei (3)","third","I was born on the third of May.","Ordinal Numbers (Dates): After 'am', add '-n' to the ordinal (dritten)."
"Wir treffen uns am null August.","siebten","sieben (7)","seventh","We are meeting on the seventh of August.","Ordinal Numbers (Dates): After 'am', add '-n'."
"Das ist der null Oktober.","zwanzigste","zwanzig (20)","twentieth","That is the twentieth of October.","Ordinal Numbers: Numbers 20 and above add '-ste'."
"Heute ist der null Dezember.","einundzwanzigste","einundzwanzig (21)","twenty-first","Today is the twenty-first of December.","Ordinal Numbers: Numbers 20 and above add '-ste'."
"Die Prüfung ist am null Juni.","zwanzigsten","zwanzig (20)","twentieth","The exam is on the twentieth of June.","Ordinal Numbers (Dates): Numbers 20+ take '-sten' after the word 'am'."
"Ich fahre am null April in den Urlaub.","dreißigsten","dreißig (30)","thirtieth","I go on vacation on the thirtieth of April.","Ordinal Numbers (Dates): Numbers 20+ take '-sten' after the word 'am'."
"Gestern null ich im Kino.","war","sein (Präteritum)","to be (was)","Yesterday I was at the cinema.","Präteritum (Simple Past) of sein: ich → war"
"Wo null du am Wochenende?","warst","sein (Präteritum)","to be (were)","Where were you on the weekend?","Präteritum of sein: du → warst"
"Das Wetter null gestern sehr schön.","war","sein (Präteritum)","to be (was)","The weather was very nice yesterday.","Präteritum of sein: er/sie/es → war"
"Wir null in Berlin.","waren","sein (Präteritum)","to be (were)","We were in Berlin.","Präteritum of sein: wir → waren"
"Wo null ihr gestern?","wart","sein (Präteritum)","to be (were)","Where were you guys yesterday?","Präteritum of sein: ihr → wart"
"null Sie schon einmal in Frankfurt?","Waren","sein (Präteritum)","to be (were)","Have you ever been to Frankfurt?","Präteritum of sein: Sie (formal) → Waren"
"Ich null gestern keine Zeit.","hatte","haben (Präteritum)","to have (had)","I had no time yesterday.","Präteritum (Simple Past) of haben: ich → hatte"
"null du einen Hund?","Hattest","haben (Präteritum)","to have (had)","Did you have a dog?","Präteritum of haben: du → hattest"
"Er null einen Termin.","hatte","haben (Präteritum)","to have (had)","He had an appointment.","Präteritum of haben: er/sie/es → hatte"
"Wir null viel Spaß.","hatten","haben (Präteritum)","to have (had)","We had a lot of fun.","Präteritum of haben: wir → hatten"
"null ihr ein gutes Wochenende?","Hattet","haben (Präteritum)","to have (had)","Did you guys have a good weekend?","Präteritum of haben: ihr → hattet"
"Sie null früher ein Auto.","hatten","haben (Präteritum)","to have (had)","They had a car earlier.","Präteritum of haben: sie (plural) → hatten"
"null was hast du gestern gelernt?","Für","für (Prep)","For","What did you study for yesterday?","Question words with prepositions: Für was (or Wofür)."
"Ich habe null den Test gelernt.","für","für (Prep)","for","I studied for the test.","'lernen für' takes the accusative case (den Test)."
