test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null das Wort.","buchstabiere","buchstabieren","to spell","I spell the word.","Present tense: ich → -e ending"
"Können Sie das null?","buchstabieren","buchstabieren","to spell","Can you spell that?","Modal verb 'können' pushes the main verb to the end in its infinitive form"
"Ich null gerne.","jogge","joggen","to jog","I like to jog.","Present tense: ich → -e ending"
"Er null im Park.","joggt","joggen","to jog","He jogs in the park.","Present tense: er/sie/es → -t ending"
"null Sie die Wörter.","Ordnen","ordnen","to sort / to arrange","Sort the words.","Imperative (Formal command): Infinitive verb comes first, followed by 'Sie'"
"null Sie bitte.","Antworten","antworten","to answer","Please answer.","Imperative (Formal command): Infinitive verb + Sie"
"null wohnen Sie?","Wo","(Question Word)","Where","Where do you live?","'Wo' asks for a static location. It is usually paired with the preposition 'in'."
"null kommst du?","Woher","(Question Word)","Where from","Where do you come from?","'Woher' asks for an origin. It is usually paired with the preposition 'aus'."
"null heißt du?","Wie","(Question Word)","How / What","What is your name?","In German, we use 'Wie' (How) with 'heißen', literally 'How are you called?'"
"null ist das?","Wer","(Question Word)","Who","Who is that?","'Wer' asks for the identity of a person (Who). Verb is in position 2."
"null Sie aus der Türkei?","Kommen","kommen","to come","Do you come from Turkey?","Yes/No Question: The conjugated verb moves to Position 1."
"null du in Wien?","Wohnst","wohnen","to live","Do you live in Vienna?","Yes/No Question: Verb in Position 1. 'du' takes the -st ending."
"null Sie Herr Müller?","Sind","sein","to be","Are you Mr. Müller?","Formal Yes/No question using the irregular verb 'sein'."
"Ich komme null Frankreich.","aus","(Preposition)","from","I come from France.","'aus' is the preposition used for origins and countries."
"Kommst du null der Schweiz?","aus","(Preposition)","from","Do you come from Switzerland?","'Schweiz' is an exception and always takes the feminine article 'der' in the dative case (aus der)."
"Er wohnt null Frankfurt.","in","(Preposition)","in","He lives in Frankfurt.","'in' is the preposition used for cities, towns, and current locations."
"Das ist Herr Müller. null wohnt in Hamburg.","Er","(Pronoun)","He","That is Mr. Müller. He lives in Hamburg.","'Er' (he) replaces a masculine singular noun/person."
"Das ist Anna. null lernt Deutsch.","Sie","(Pronoun)","She","That is Anna. She is learning German.","'Sie' (she) replaces a feminine singular noun/person."
"null heiße Peter.","Ich","(Pronoun)","I","My name is Peter.","'Ich' is the 1st person singular. The verb ends in -e."
"Wie heißt null?","du","(Pronoun)","you (informal)","What is your name?","Verb ends in -t (from -st dropping the s after ß), signaling the informal 'du'."
"Was machen null?","Sie","(Pronoun)","You (formal)","What are you doing?","Verb ends in -en, signaling the formal 'Sie' (always capitalized)."
"null sind im Deutschkurs.","Wir","(Pronoun)","We","We are in the German course.","'Wir' (we) is 1st person plural and uses the irregular 'sind'."
"Was null Sie gerne?","machen","machen","to do / make","What do you like to do?","Formal 'Sie' takes the infinitive -en ending."
"Er null Yoga.","macht","machen","to do / make","He does yoga.","3rd person singular (er/sie/es) takes the -t ending."
"Wir null Deutsch und Englisch.","sprechen","sprechen","to speak","We speak German and English.","1st person plural (wir) takes the infinitive -en ending."
"Die Frau null Spanisch.","spricht","sprechen","to speak","The woman speaks Spanish.","Irregular verb: 'sprechen' has a vowel change (e -> i) for du/er/sie/es."
"Ich null das Alphabet.","lerne","lernen","to learn","I learn the alphabet.","Regular verb: drop the -en, add -e for 'ich'."
"Er null Vokabeln.","lernt","lernen","to learn","He learns vocabulary.","Regular verb: drop the -en, add -t for 'er'."
"null Sie die Wörter.","Sortieren","sortieren","to sort","Sort the words.","Imperative (Formal Command): Verb in infinitive form + Sie."
"null Sie das Verb.","Unterstreichen","unterstreichen","to underline","Underline the verb.","Imperative (Formal Command): Verb in infinitive form + Sie."
"null Sie bitte das Bild.","Malen","malen","to draw/paint","Please draw the picture.","Imperative (Formal Command): Verb in infinitive form + Sie."
"Ich null aus Brasilien.","bin","sein","to be","I am from Brazil.","'sein' can be used instead of 'kommen' to state origin."
"Wo null Sie?","sind","sein","to be","Where are you?","'sind' is the formal 'Sie' conjugation for the irregular verb 'sein'."
"Er null in der City.","ist","sein","to be","He is in the city.","'ist' is the 3rd person singular (er/sie/es) for 'sein'."
"Ich null einen Kaffee.","möchte","möchten","would like","I would like a coffee.","'möchten' is a polite request. 'ich' form ends in -e."
"Was null du?","möchtest","möchten","would like","What would you like?","'du' form adds -st. Because the stem ends in -t, we add an 'e' before -st for pronunciation."
"null Name ist Thomas.","Der","(Definite Article)","The (masc)","The name is Thomas.","'Name' is a masculine noun. In the nominative case (subject), it takes 'der'."
"null Frau ist aus Polen.","Die","(Definite Article)","The (fem)","The woman is from Poland.","'Frau' is a feminine noun. In the nominative case, it takes 'die'."
"null Auto ist rot.","Das","(Definite Article)","The (neut)","The car is red.","'Auto' is a neutral noun. In the nominative case, it takes 'das'."
"null E-Mail-Adresse ist neu.","Die","(Definite Article)","The (fem)","The email address is new.","Compound noun. The gender is determined by the last word ('die Adresse')."
"null Deutschkurs ist super!","Der","(Definite Article)","The (masc)","The German course is great!","Compound noun. The gender is determined by the last word ('der Kurs')."
"null Tomaten sind rot.","Die","(Definite Article)","The (plural)","The tomatoes are red.","Plural nouns always take the definite article 'die' in the nominative case."
"Er fragt, und ich null.","antworte","antworten","to answer","He asks, and I answer.","Verb stem ends in 't'. The 'ich' form just takes standard -e."
"Du null auf die Frage.","antwortest","antworten","to answer","You answer the question.","Verb stem ends in 't'. Add an 'e' before the -st ending for pronunciation (du antwort-e-st)."
"Sie null auf die E-Mail.","antwortet","antworten","to answer","She answers the email.","Verb stem ends in 't'. Add an 'e' before the -t ending for pronunciation (sie antwort-e-t)."
