sentence,words,tip,translation_en
"Wann holst du mich ab?","Wann|holst|du|mich|ab|?","W-Question with 'abholen'.","When are you picking me up?"
"Ich kaufe im Supermarkt ein.","Ich|kaufe|im|Supermarkt|ein|.","'einkaufen' (to shop) is a separable verb.","I shop in the supermarket."
"Am Samstag kaufe ich ein.","Am|Samstag|kaufe|ich|ein|.","Time in position 1, Verb in position 2, Subject in 3, Prefix at the end.","On Saturday I shop."
"Ziehst du eine Jacke an?","Ziehst|du|eine|Jacke|an|?","'anziehen' means to put on clothing.","Are you putting on a jacket?"
"Ich ziehe ein T-Shirt an.","Ich|ziehe|ein|T-Shirt|an|.","Separable verb 'anziehen'.","I put on a T-shirt."
"Haben Sie einen Termin?","Haben|Sie|einen|Termin|?","'Termin' is masculine accusative here.","Do you have an appointment?"
"Ich brauche einen Termin.","Ich|brauche|einen|Termin|.","'brauchen' takes the accusative case.","I need an appointment."
"Passt es am Dienstag?","Passt|es|am|Dienstag|?","'Passt es' is used to ask if a time is convenient.","Does Tuesday work? (Is Tuesday okay?)"
"Ja, das passt super.","Ja|,|das|passt|super|.","Agreeing to an appointment time.","Yes, that works great."
"Nein, am Montag habe ich keine Zeit.","Nein|,|am|Montag|habe|ich|keine|Zeit|.","'Zeit' is feminine, so the negative is 'keine'.","No, on Monday I have no time."
"Wann hast du Zeit?","Wann|hast|du|Zeit|?","Standard phrase to arrange a meeting.","When do you have time?"
"Ich habe am Wochenende frei.","Ich|habe|am|Wochenende|frei|.","'frei haben' means to have time off.","I have time off on the weekend."
"Wir machen eine Pause.","Wir|machen|eine|Pause|.","'Pause' is feminine.","We are taking a break."
"Die Pause ist um zwölf.","Die|Pause|ist|um|zwölf|.","Use 'um' for exact clock times.","The break is at twelve."
"Ich dusche am Morgen.","Ich|dusche|am|Morgen|.","'duschen' is a regular verb.","I take a shower in the morning."
"Was bist du von Beruf?","Was|bist|du|von|Beruf|?","Standard phrase to ask someone's profession.","What is your profession?"
"Was machen Sie beruflich?","Was|machen|Sie|beruflich|?","Formal way to ask what someone does for a living.","What do you do for a living?"
"Ich arbeite als Ingenieur.","Ich|arbeite|als|Ingenieur|.","Use 'als' (as) when stating your profession.","I work as an engineer."
"Er ist Taxifahrer von Beruf.","Er|ist|Taxifahrer|von|Beruf|.","Do not use 'ein' with professions.","He is a taxi driver by profession."
"Ich arbeite bei BMW.","Ich|arbeite|bei|BMW|.","Use 'bei' to say which company you work for.","I work at BMW."
"Sie ist selbstständig.","Sie|ist|selbstständig|.","'selbstständig' means self-employed or independent.","She is self-employed."
"Er ist leider arbeitslos.","Er|ist|leider|arbeitslos|.","'arbeitslos' means unemployed.","He is unfortunately unemployed."
"Mein Großvater ist Rentner.","Mein|Großvater|ist|Rentner|.","'Rentner' means retiree.","My grandfather is a retiree."
"Ich habe viel Arbeit.","Ich|habe|viel|Arbeit|.","'Arbeit' is feminine.","I have a lot of work."
"Der Manager hat heute ein Meeting.","Der|Manager|hat|heute|ein|Meeting|.","'Meeting' is neutral (das).","The manager has a meeting today."
"Ich checke meine E-Mails.","Ich|checke|meine|E-Mails|.","'checken' is widely used in modern German.","I check my emails."
"Wir arbeiten zusammen.","Wir|arbeiten|zusammen|.","'zusammen' means together.","We work together."
"Das Telefon klingelt.","Das|Telefon|klingelt|.","'klingeln' means to ring.","The telephone is ringing."
"Ich telefoniere mit meiner Mutter.","Ich|telefoniere|mit|meiner|Mutter|.","Use 'mit' (with) plus dative case when talking on the phone with someone.","I am talking on the phone with my mother."
"Ich schreibe eine SMS.","Ich|schreibe|eine|SMS|.","'SMS' is feminine in German.","I am writing a text message."
"Hast du WhatsApp?","Hast|du|WhatsApp|?","Common way to ask for someone's contact info.","Do you have WhatsApp?"
"Hier ist meine Visitenkarte.","Hier|ist|meine|Visitenkarte|.","'Visitenkarte' is feminine.","Here is my business card."
"Wie ist Ihre Kontaktinformation?","Wie|ist|Ihre|Kontaktinformation|?","Formal possessive 'Ihre'.","What is your contact information?"
"Ich fahre mit der U-Bahn.","Ich|fahre|mit|der|U-Bahn|.","'mit' requires the dative case (die -> der).","I travel by subway."
"Wir produzieren Software.","Wir|produzieren|Software|.","'produzieren' is a regular verb.","We produce software."
"Ich habe eine Flatrate.","Ich|habe|eine|Flatrate|.","'Flatrate' is feminine.","I have a flat rate."
"Der Tarif ist sehr billig.","Der|Tarif|ist|sehr|billig|.","'Tarif' is masculine.","The rate is very cheap."
"Wir essen in der Kantine.","Wir|essen|in|der|Kantine|.","'in der' is dative indicating location.","We are eating in the cafeteria."
"Ich koche in der Küche.","Ich|koche|in|der|Küche|.","'Küche' means kitchen.","I cook in the kitchen."
"Der Herd ist aus.","Der|Herd|ist|aus|.","'aus' here means turned off.","The stove is off."
"Wir hören Radio.","Wir|hören|Radio|.","'Radio' is neutral.","We listen to the radio."
"Das ist komplett falsch.","Das|ist|komplett|falsch|.","'komplett' means completely.","That is completely wrong."
"Das ist total super!","Das|ist|total|super|!","'total' is used for emphasis.","That is totally great!"
"Was bedeutet das Wort?","Was|bedeutet|das|Wort|?","'bedeuten' means to mean or signify.","What does the word mean?"
"Ich weiß nicht.","Ich|weiß|nicht|.","Standard phrase for 'I don't know'.","I do not know."
"Geben Sie mir den Schraubenzieher.","Geben|Sie|mir|den|Schraubenzieher|.","'Schraubenzieher' is masculine accusative here.","Give me the screwdriver."
"Wo ist die Zange?","Wo|ist|die|Zange|?","'Zange' means pliers.","Where are the pliers?"
"Ich brauche die Schere.","Ich|brauche|die|Schere|.","'Schere' means scissors.","I need the scissors."
"Das Kind geht in den Kindergarten.","Das|Kind|geht|in|den|Kindergarten|.","'Kindergarten' is masculine.","The child goes to kindergarten."
"Ich arbeite in einem Start-up.","Ich|arbeite|in|einem|Start-up|.","'Start-up' is neutral.","I work in a startup."
"Frauen können angeblich besser Multitasking.","Frauen|können|angeblich|besser|Multitasking|.","'angeblich' means supposedly.","Women are supposedly better at multitasking."
"Ich bin schlecht im Multitasking.","Ich|bin|schlecht|im|Multitasking|.","'im' is short for 'in dem'.","I am bad at multitasking."
"Was ist Ihr Status?","Was|ist|Ihr|Status|?","Asking about someone's current state/status.","What is your status?"
"Das ist inoffiziell.","Das|ist|inoffiziell|.","'inoffiziell' means unofficial (used for casual time telling).","That is unofficial."
"Die Uhrzeit ist offiziell.","Die|Uhrzeit|ist|offiziell|.","'offiziell' means official (like 14:30).","The time is official."
"Ein Tag hat vierundzwanzig Stunden.","Ein|Tag|hat|vierundzwanzig|Stunden|.","'Stunden' means hours.","A day has twenty-four hours."
"Der Monat hat dreißig Tage.","Der|Monat|hat|dreißig|Tage|.","'Tage' is the plural of 'Tag'.","The month has thirty days."
"Wir arbeiten mobil.","Wir|arbeiten|mobil|.","'mobil' implies working remotely or flexibly.","We work remotely."
"Ich bearbeite den Text.","Ich|bearbeite|den|Text|.","'bearbeiten' means to edit. It is NOT separable.","I edit the text."
"Bitte entschuldigen Sie mich.","Bitte|entschuldigen|Sie|mich|.","Formal apology.","Please excuse me."
"Das Verb ist trennbar.","Das|Verb|ist|trennbar|.","Grammar vocabulary for 'separable'.","The verb is separable."
"Der Nominativ ist das Subjekt.","Der|Nominativ|ist|das|Subjekt|.","Grammar fact about cases.","The nominative is the subject."
"Das Fragewort steht auf Position eins.","Das|Fragewort|steht|auf|Position|eins|.","Grammar rule for W-questions.","The question word is in position one."
