pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,Zukunft,die,f,Ends in -kunft -> feminine.,Zukünfte,future,"In der Zukunft möchte ich reisen.","In the future I want to travel.","Pläne für die Zukunft.","Plans for the future.","Die Zukunft ist wichtig.","The future is important."
verb,werden,,,,,to become / will (future auxiliary),"Ich möchte Arzt werden.","I want to become a doctor.","Das Wetter wird besser.","The weather is getting better.","Was wirst du machen?","What will you do?"
noun,Traum,der,m,Masculine by convention.,Träume,dream,"Das ist mein großer Traum.","That is my big dream.","Ich hatte einen schönen Traum.","I had a beautiful dream.","Träume werden wahr.","Dreams come true."
noun,Zertifikat,das,n,Foreign word ending in -at.,Zertifikate,certificate,"Ich brauche das A1-Zertifikat.","I need the A1 certificate.","Das Zertifikat ist wichtig für den Job.","The certificate is important for the job.","Er hat sein Zertifikat bekommen.","He received his certificate."
noun,Niveau,das,n,Foreign word ending in -eau.,Niveaus,level,"Ich lerne Deutsch auf A1-Niveau.","I am learning German at the A1 level.","Das Niveau ist hoch.","The level is high.","Ein Sprachkurs auf diesem Niveau.","A language course at this level."
noun,Erfahrung,die,f,Ends in -ung -> always feminine.,Erfahrungen,experience,"Ich habe viel Erfahrung in diesem Beruf.","I have a lot of experience in this profession.","Wir sammeln neue Erfahrungen.","We are gathering new experiences.","Eine gute Erfahrung.","A good experience."
verb,sammeln,,,,,to collect / to gather,"Ich sammle Briefmarken.","I collect stamps.","Wir müssen Informationen sammeln.","We have to gather information.","Erfahrung sammeln.","To gather experience."
noun,Erfolg,der,m,Masculine by convention.,Erfolge,success,"Viel Erfolg bei der Prüfung!","Much success on the exam!","Das Projekt war ein großer Erfolg.","The project was a big success.","Er hat Erfolg im Beruf.","He has success in his job."
noun,Praktikant,der,m,Persons ending in -ant are masculine (weak noun).,Praktikanten,intern (male),"Der Praktikant hilft im Büro.","The intern helps in the office.","Wir suchen einen Praktikanten.","We are looking for an intern.","Ein Bericht des Praktikanten.","A report from the intern."
adj,zufrieden,,,,,satisfied / happy (with),"Ich bin sehr zufrieden mit dem Kurs.","I am very satisfied with the course.","Sind Sie zufrieden?","Are you satisfied?","Ein zufriedener Kunde.","A satisfied customer."
noun,Firma,die,f,Feminine by convention.,Firmen,company / firm,"Er arbeitet in einer großen Firma.","He works in a big company.","Die Firma produziert Autos.","The company produces cars.","Ich gründe eine Firma.","I am founding a company."
noun,Gehalt,das,n,Neutral by convention.,Gehälter,salary / pay,"Das Gehalt ist gut.","The salary is good.","Ich bekomme mein Gehalt am Monatsende.","I get my salary at the end of the month.","Wir sprechen über das Gehalt.","We talk about the salary."
adj,stressig,,,,,stressful,"Mein Job ist sehr stressig.","My job is very stressful.","Eine stressige Woche.","A stressful week.","Der Alltag kann stressig sein.","Everyday life can be stressful."
adj,wichtig,,,,,important,"Das ist eine wichtige Information.","That is an important information.","Es ist wichtig zu lernen.","It is important to learn.","Ein wichtiges Meeting.","An important meeting."
noun,Wissen,das,n,Verbs used as nouns are neutral.,-,knowledge,"Sein Wissen ist groß.","His knowledge is great.","Wir testen dein Wissen.","We are testing your knowledge.","Wissen ist Macht.","Knowledge is power."
verb,bitten,,,,,to ask for / to request,"Ich bitte dich um Hilfe.","I am asking you for help.","Darf ich Sie um etwas bitten?","May I ask you for something?","Er bittet um Entschuldigung.","He asks for forgiveness."
noun,Bitte,die,f,Ends in -e -> mostly feminine.,Bitten,request / please,"Ich habe eine große Bitte.","I have a big request.","Das ist meine einzige Bitte.","That is my only request.","Auf Bitte des Chefs.","At the request of the boss."
noun,Satz,der,m,Masculine by convention.,Sätze,sentence,"Schreiben Sie einen Satz.","Write a sentence.","Der Satz ist lang.","The sentence is long.","Bilden Sie Sätze.","Form sentences."
noun,Bedeutung,die,f,Ends in -ung -> always feminine.,Bedeutungen,meaning,"Was ist die Bedeutung von diesem Wort?","What is the meaning of this word?","Das hat keine Bedeutung.","That has no meaning.","Eine tiefe Bedeutung.","A deep meaning."
verb,bedeuten,,,,,to mean,"Was bedeutet das?","What does that mean?","Das Wort bedeutet 'Haus'.","The word means 'house'.","Es bedeutet mir sehr viel.","It means a lot to me."
adv,vielleicht,,,,,maybe / perhaps,"Vielleicht können wir uns morgen treffen.","Maybe we can meet tomorrow.","Ist das vielleicht dein Stift?","Is that perhaps your pen?","Vielleicht ja, vielleicht nein.","Maybe yes, maybe no."
noun,Ziel,das,n,Neutral by convention.,Ziele,goal / destination,"Was ist dein Ziel?","What is your goal?","Wir haben unser Ziel erreicht.","We have reached our goal.","Das nächste Ziel auf der Reise.","The next destination on the journey."
verb,erreichen,,,,,to reach / to achieve,"Wir erreichen den Bahnhof um zehn.","We reach the station at ten.","Ich möchte meine Ziele erreichen.","I want to achieve my goals.","Sie können mich per E-Mail erreichen.","You can reach me by email."
