test_text,answer,test_verb,tip,meaning,grammar_tip
"Er ist null groß.","nicht","(Negation)","not","He is not tall.","Use 'nicht' with adjectives."
"Das ist null mein Stuhl.","nicht","(Negation)","not","That is not my chair.","Use 'nicht' to negate possessive pronouns."
"null ist der Tisch groß?","Wie","(Question)","How","How big is the table?","W-Question."
"null ist die Wohnung?","Wie","(Question)","How","How is the apartment?","W-Question."
"null ist das Licht?","Wie","(Question)","How","How is the light?","W-Question."
"Das Haus ist null hässlich.","nicht","(Negation)","not","The house is not ugly.","Adjective negation."
"Er hat null Zimmer.","kein","(Negation)","no (neut)","He has no room.","'Zimmer' is neutral (ein Zimmer -> kein Zimmer)."
"Sie haben null S-Bahn hier.","keine","(Negation)","no (pl)","They have no subway here.","'S-Bahn' is plural."
"Wir haben null Garage.","keine","(Negation)","no (fem)","We have no garage.","'Garage' is feminine."
"Er kauft null Stuhl.","einen","(Article)","a (masc)","He buys a chair.","'Stuhl' is masculine accusative."
"Sie kauft null Lampe.","eine","(Article)","a (fem)","She buys a lamp.","'Lampe' is feminine."
"Wir kaufen null Bett.","ein","(Article)","a (neut)","We buy a bed.","'Bett' is neutral."
"Er ist null Architekt.","-","(Article)","(zero)","He is an architect.","No article for professions."
"Sie ist null Studentin.","-","(Article)","(zero)","She is a student.","No article for professions."
"Das ist null interessantes Bild.","ein","(Article)","an","That is an interesting picture.","'Bild' is neutral."
"Wir suchen null schönes Haus.","ein","(Article)","a","We are looking for a beautiful house.","'Haus' is neutral accusative."
"Er hat null modernen Schrank.","einen","(Article)","a","He has a modern closet.","'Schrank' is masculine accusative."
"Ich wohne in null Stadt.","der","(Dative)","the","I live in the city.","'Stadt' is feminine, Dative 'in der'."
"Das Kind ist in null Schule.","der","(Dative)","the","The child is in school.","'Schule' is feminine, Dative 'in der'."
"Das Auto steht in null Garage.","der","(Dative)","the","The car is in the garage.","'Garage' is feminine, Dative 'in der'."
"Der Stuhl steht in null Zimmer.","dem","(Dative)","the","The chair is in the room.","'Zimmer' is neutral, Dative 'in dem' (im)."
"Das Kind schläft in null Bett.","dem","(Dative)","the","The child sleeps in the bed.","'Bett' is neutral, Dative 'in dem' (im)."
"Ich sitze auf null Balkon.","dem","(Dative)","the","I am sitting on the balcony.","'Balkon' is masculine, Dative 'auf dem'."
"Er liegt auf null Sofa.","dem","(Dative)","the","He is lying on the sofa.","'Sofa' is neutral, Dative 'auf dem'."
"Die Lampe hängt an null Decke.","der","(Dative)","the","The lamp hangs on the ceiling.","'Decke' is feminine, Dative 'an der'."
"Der Teppich liegt auf null Boden.","dem","(Dative)","the","The carpet is on the floor.","'Boden' is masculine, Dative 'auf dem'."
"Das Regal ist an null Wand.","der","(Dative)","the","The shelf is on the wall.","'Wand' is feminine, Dative 'an der'."
"Ich gehe in null Haus.","das","(Accusative)","the","I am going into the house.","Movement (Akkusativ) uses neutral article 'das'."
"Er geht in null Büro.","das","(Accusative)","the","He goes into the office.","Movement (Akkusativ)."
"Sie gehen in null Supermarkt.","den","(Accusative)","the","They are going into the supermarket.","Movement (Akkusativ) masculine 'den'."
"Wir gehen in null Bäckerei.","die","(Accusative)","the","We are going into the bakery.","Movement (Akkusativ) feminine 'die'."
"Kommst du in null Garten?","den","(Accusative)","the","Are you coming into the garden?","Movement (Akkusativ) masculine 'den'."
"Ich lege das Buch auf null Tisch.","den","(Accusative)","the","I put the book on the table.","Movement (Akkusativ) masculine 'den'."
"Er legt die Tasche auf null Stuhl.","den","(Accusative)","the","He puts the bag on the chair.","Movement (Akkusativ) masculine 'den'."
"Sie stellt die Lampe auf null Tisch.","den","(Accusative)","the","She puts the lamp on the table.","Movement (Akkusativ) masculine 'den'."
"Ich hänge das Bild an null Wand.","die","(Accusative)","the","I hang the picture on the wall.","Movement (Akkusativ) feminine 'die'."
"Er stellt das Bett in null Zimmer.","das","(Accusative)","the","He puts the bed into the room.","Movement (Akkusativ) neutral 'das'."
"Das ist null klein.","nicht","(Negation)","not","That is not small.","Adjective negation."
"Der Schrank ist null teuer.","nicht","(Negation)","not","The closet is not expensive.","Adjective negation."
"Ich finde das null gut.","nicht","(Negation)","not","I don't find that good.","Verb phrase negation."
"Wir sind null zu Hause.","nicht","(Negation)","not","We are not at home.","Prepositional phrase negation."
"Ich habe null Laptop.","keinen","(Negation)","no","I have no laptop.","'Laptop' is masculine, accusative negation."
"Wir haben null Küche.","keine","(Negation)","no","We have no kitchen.","'Küche' is feminine negation."
"Er hat null Haus.","kein","(Negation)","no","He has no house.","'Haus' is neutral negation."
"Das sind null Freunde.","keine","(Negation)","no","Those are no friends.","'Freunde' is plural negation."
"Wir haben null Platz.","keinen","(Negation)","no","We have no space.","'Platz' is masculine."
"Ich habe null Zeit.","keine","(Negation)","no","I have no time.","'Zeit' is feminine."
"Das ist null Problem.","kein","(Negation)","no","That is no problem.","'Problem' is neutral."
"Er schreibt null Texte.","keine","(Negation)","no","He writes no texts.","'Texte' is plural."
"Wir haben null Möbel.","keine","(Negation)","no","We have no furniture.","'Möbel' is plural."
"Ich brauche null Stuhl mehr.","keinen","(Negation)","no","I need no more chair.","'Stuhl' is masculine accusative."
"Hast du null Angst?","keine","(Negation)","no","Do you have no fear?","'Angst' is feminine."
"Das ist null modernes Design.","kein","(Negation)","no","That is no modern design.","'Design' is neutral."
"Sie hat null Freunde hier.","keine","(Negation)","no","She has no friends here.","'Freunde' is plural."
"Das ist null schönes Auto.","kein","(Negation)","no","That is not a beautiful car.","'Auto' is neutral."
