pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,Musical,das,n,English loanword.,Musicals,musical,"Wir gehen in ein Musical.","We are going to a musical.","Das Musical war toll.","The musical was great.","Ich mag Musicals.","I like musicals."
verb,müssen,,,,,to have to / must,"Ich muss heute arbeiten.","I have to work today.","Musst du schon gehen?","Do you have to go already?","Wir müssen lernen.","We must study."
adv,nachts,,,,,at night,"Nachts schlafe ich.","At night I sleep.","Er arbeitet nachts.","He works at night.","Nachts ist es ruhig.","At night it is quiet."
noun,Notfall,der,m,Compound noun takes the gender of the last word (der Fall).,Notfälle,emergency,"Rufen Sie im Notfall die 112 an.","In an emergency, call 112.","Das ist ein Notfall!","This is an emergency!","Für den Notfall haben wir Medizin.","For an emergency we have medicine."
noun,Notwendigkeit,die,f,Ends in -keit -> always feminine.,Notwendigkeiten,necessity / need,"Das ist eine absolute Notwendigkeit.","That is an absolute necessity.","Ich sehe keine Notwendigkeit.","I see no necessity.","Die Notwendigkeit zu lernen.","The necessity to learn."
noun,November,der,m,All months are masculine.,-,November,"Im November regnet es oft.","It often rains in November.","Der November ist ein Herbstmonat.","November is an autumn month.","Wir fliegen im November nach Spanien.","We fly to Spain in November."
adv,nun,,,,,now / well,"Was machen wir nun?","What are we doing now?","Nun ist es zu spät.","Now it is too late.","Nun, das ist interessant.","Well, that is interesting."
verb,öffnen,,,,,to open,"Bitte öffnen Sie das Buch.","Please open the book.","Wann öffnet das Geschäft?","When does the store open?","Ich öffne das Fenster.","I open the window."
noun,Oktober,der,m,All months are masculine.,-,October,"Das Oktoberfest ist im Oktober.","Oktoberfest is in October.","Im Oktober fallen die Blätter.","The leaves fall in October.","Mein Urlaub ist im Oktober.","My vacation is in October."
verb,organisieren,,,,,to organize,"Wir organisieren eine Party.","We are organizing a party.","Können Sie das organisieren?","Can you organize that?","Er organisiert sein Leben.","He organizes his life."
noun,Pantomime,die,f,Ends in -e -> mostly feminine.,Pantomimen,pantomime,"Wir spielen Pantomime.","We play pantomime.","Die Pantomime ist lustig.","The pantomime is funny.","Raten Sie die Pantomime.","Guess the pantomime."
noun,Park,der,m,Masculine by convention.,Parks,park,"Wir gehen im Park spazieren.","We go for a walk in the park.","Der Park ist schön.","The park is beautiful.","Die Kinder spielen im Park.","The children are playing in the park."
noun,Personal,das,n,Neutral by convention.,-,staff / personnel,"Das Personal ist freundlich.","The staff is friendly.","Wir suchen neues Personal.","We are looking for new staff.","Nur für Personal.","Staff only."
adv,plus,,,,,plus,"Drei plus vier ist sieben.","Three plus four is seven.","Ein Plus für uns.","A plus for us.","Das kostet zehn Euro plus Versand.","That costs ten euros plus shipping."
noun,Polizei,die,f,Ends in -ei -> always feminine.,Polizeien,police,"Rufen Sie die Polizei!","Call the police!","Die Polizei ist hier.","The police are here.","Die Polizei sucht den Dieb.","The police are searching for the thief."
noun,Pool,der,m,English loanword.,Pools,pool,"Der Pool ist kalt.","The pool is cold.","Wir schwimmen im Pool.","We swim in the pool.","Das Hotel hat einen Pool.","The hotel has a pool."
noun,Pop,der,m,Musical genres are usually masculine.,-,pop music,"Ich höre gerne Pop.","I like listening to pop music.","Pop ist sehr beliebt.","Pop is very popular.","Konzert mit Pop-Musik.","Concert with pop music."
verb,posten,,,,,to post (online),"Ich poste ein Foto.","I post a photo.","Sie postet oft auf Instagram.","She posts often on Instagram.","Posten Sie den Text ins Forum.","Post the text to the forum."
noun,Poster,das,n,English loanword ending in -er.,Poster,poster,"Das Poster hängt an der Wand.","The poster hangs on the wall.","Ich kaufe ein Poster.","I buy a poster.","Ein Poster von meinem Lieblingsclub.","A poster of my favorite club."
noun,Präposition,die,f,Ends in -ion -> always feminine.,Präpositionen,preposition,"'In' ist eine Präposition.","'In' is a preposition.","Lernen Sie die Präpositionen.","Learn the prepositions.","Die Präposition steht vor dem Nomen.","The preposition is before the noun."
noun,Quiz,das,n,English loanword.,Quizze,quiz,"Wir spielen ein Quiz.","We play a quiz.","Das Quiz ist schwer.","The quiz is hard.","Wer gewinnt das Quiz?","Who wins the quiz?"
phrase,Rad fahren,,,,,to ride a bike,"Ich fahre gerne Rad.","I like riding a bike.","Fährst du oft Rad?","Do you ride a bike often?","Wir fahren am Wochenende Rad.","We ride bikes on the weekend."
noun,Rad,das,n,Neutral by convention.,Räder,wheel / bike,"Das Rad ist kaputt.","The wheel is broken.","Ich kaufe ein neues Rad.","I buy a new bike.","Das Rad dreht sich.","The wheel is turning."
noun,Rock,der,m,Masculine by convention (or musical genre).,Röcke,skirt / rock music,"Ich trage einen Rock.","I wear a skirt.","Der Rock ist lang.","The skirt is long.","Ich höre gerne Rock.","I like listening to rock music."
noun,Rückfahrt,die,f,Compound noun takes the gender of the last word (die Fahrt).,Rückfahrten,return journey,"Die Rückfahrt ist am Montag.","The return journey is on Monday.","Wann ist die Rückfahrt?","When is the return journey?","Ein Ticket für die Rückfahrt.","A ticket for the return journey."
adj,rund,,,,,round,"Der Ball ist rund.","The ball is round.","Ein runder Tisch.","A round table.","Die Zahl ist rund.","The number is round."
noun,Samstag,der,m,All days of the week are masculine.,Samstage,Saturday,"Am Samstag gehe ich tanzen.","On Saturday I go dancing.","Wir sehen uns am Samstag.","We will see each other on Saturday.","Samstag ist das Wochenende.","Saturday is the weekend."
noun,Sauna,die,f,Foreign loanwords ending in -a are often feminine.,Saunen,sauna,"Ich gehe in die Sauna.","I go to the sauna.","Die Sauna ist heiß.","The sauna is hot.","Nach dem Sport in die Sauna.","After sports into the sauna."
verb,schließen,,,,,to close,"Wir schließen um 20 Uhr.","We close at 8 PM.","Bitte schließen Sie die Tür.","Please close the door.","Das Geschäft ist geschlossen.","The shop is closed."
verb,schwimmen,,,,,to swim,"Ich schwimme gerne.","I like swimming.","Können Sie schwimmen?","Can you swim?","Wir schwimmen im Pool.","We swim in the pool."
noun,Sekunde,die,f,Ends in -e -> mostly feminine.,Sekunden,second,"Warten Sie eine Sekunde.","Wait a second.","Eine Minute hat 60 Sekunden.","A minute has 60 seconds.","Nur ein paar Sekunden.","Just a few seconds."
noun,September,der,m,All months are masculine.,-,September,"Im September beginnt die Schule.","School begins in September.","Der September ist ein Herbstmonat.","September is an autumn month.","Wir fliegen im September nach Rom.","We fly to Rome in September."
noun,Service,der,m,English loanword.,Services,service,"Der Service ist super.","The service is great.","Wir bieten guten Service.","We offer good service.","Das ist ein kostenloser Service.","That is a free service."
verb,snowboarden,,,,,to snowboard,"Im Winter gehe ich snowboarden.","In winter I go snowboarding.","Kannst du snowboarden?","Can you snowboard?","Wir snowboarden in den Bergen.","We snowboard in the mountains."
noun,Sonntag,der,m,All days of the week are masculine.,Sonntage,Sunday,"Am Sonntag habe ich frei.","On Sunday I have time off.","Sonntags schlafe ich lange.","On Sundays I sleep long.","Was machst du am Sonntag?","What are you doing on Sunday?"
noun,Spaß,der,m,Masculine by convention.,Späße,fun,"Das macht Spaß.","That is fun.","Viel Spaß!","Have fun!","Deutsch lernen macht Spaß.","Learning German is fun."
verb,spielen,,,,,to play,"Wir spielen ein Spiel.","We play a game.","Spielen Sie Fußball?","Do you play soccer?","Die Kinder spielen im Park.","The children play in the park."
verb,stimmen,,,,,to be correct / to be right,"Das stimmt!","That is correct!","Stimmt das?","Is that right?","Die Antwort stimmt nicht.","The answer is not correct."
noun,Stress,der,m,English loanword.,-,stress,"Ich habe viel Stress.","I have a lot of stress.","Stress auf der Arbeit.","Stress at work.","Kein Stress!","No stress!"
noun,Stress-Management,das,n,Compound noun takes the gender of the last word (das Management).,-,stress management,"Wir lernen Stress-Management.","We learn stress management.","Ein Kurs für Stress-Management.","A course for stress management.","Stress-Management ist wichtig.","Stress management is important."
noun,Studio,das,n,Foreign loanwords ending in -o are often neutral.,Studios,studio,"Ich gehe ins Fitness-Studio.","I go to the fitness studio (gym).","Das Studio ist neu.","The studio is new.","Wir arbeiten im Studio.","We work in the studio."
noun,Stunde,die,f,Ends in -e -> mostly feminine.,Stunden,hour,"Ich arbeite acht Stunden.","I work eight hours.","Der Kurs dauert eine Stunde.","The course lasts one hour.","Wir sehen uns in einer Stunde.","We will see each other in an hour."
verb,surfen,,,,,to surf (internet / waves),"Ich surfe im Internet.","I surf the internet.","Wir gehen surfen.","We go surfing.","Surfen Sie oft im Netz?","Do you surf the net often?"
noun,Sushi,das,n,Foreign foods are often neutral.,-,sushi,"Ich esse gerne Sushi.","I like eating sushi.","Sushi ist typisch für Japan.","Sushi is typical for Japan.","Wir bestellen Sushi.","We order sushi."
verb,tanken,,,,,to refuel / to get gas,"Ich muss mein Auto tanken.","I have to refuel my car.","Wo können wir tanken?","Where can we get gas?","Wir tanken für 50 Euro.","We get gas for 50 euros."
noun,Teil,der,m,Masculine by convention (das Teil means spare part).,Teile,part / section,"Das ist Teil eins.","That is part one.","Lesen Sie den zweiten Teil.","Read the second part.","Welcher Teil ist das?","Which part is that?"
noun,Theater,das,n,Neutral by convention.,Theater,theater,"Wir gehen heute ins Theater.","We are going to the theater today.","Das Theater ist am Bahnhof.","The theater is at the train station.","Ein Stück im Theater.","A play in the theater."
verb,treffen,,,,,to meet,"Ich treffe meine Freunde.","I meet my friends.","Wir treffen uns um acht.","We meet at eight.","Wo treffen wir uns?","Where do we meet?"
verb,vorlesen,,,,,to read aloud,"Ich lese den Text vor.","I read the text aloud.","Können Sie bitte vorlesen?","Can you please read aloud?","Der Lehrer liest die Aufgabe vor.","The teacher reads the task aloud."
verb,walken,,,,,to power-walk (Nordic walking),"Wir gehen walken.","We go power-walking.","Ich walke jeden Morgen.","I power-walk every morning.","Walken ist gesund.","Power-walking is healthy."
verb,wandern,,,,,to hike,"Wir wandern in den Bergen.","We hike in the mountains.","Wanderst du gerne?","Do you like to hike?","Am Wochenende gehen wir wandern.","On the weekend we go hiking."
verb,waschen,,,,,to wash,"Ich wasche das Auto.","I wash the car.","Sie wäscht die Kleidung.","She washes the clothes.","Wäschst du dir die Hände?","Do you wash your hands?"
verb,wissen,,,,,to know (a fact),"Ich weiß es nicht.","I don't know it.","Weißt du die Antwort?","Do you know the answer?","Wir wissen alles.","We know everything."
noun,Woche,die,f,Ends in -e -> mostly feminine.,Wochen,week,"Eine Woche hat sieben Tage.","A week has seven days.","Nächste Woche fahre ich in den Urlaub.","Next week I go on vacation.","Wir sehen uns nächste Woche.","We'll see each other next week."
noun,Wochenende,das,n,Compound noun takes the gender of the last word (das Ende).,Wochenenden,weekend,"Am Wochenende habe ich frei.","On the weekend I have free time.","Schönes Wochenende!","Have a nice weekend!","Was machst du am Wochenende?","What are you doing on the weekend?"
pron,wohin,,,,,where to,"Wohin gehst du?","Where are you going (to)?","Wohin fahren wir?","Where are we driving to?","Wohin fliegt das Flugzeug?","Where does the plane fly to?"
phrase,zum Beispiel,,,,,for example,"Ich liebe Sport, zum Beispiel Tennis.","I love sports, for example tennis.","Nennen Sie ein Wort, zum Beispiel 'Haus'.","Name a word, for example 'Haus'.","Wir essen viel Obst, zum Beispiel Äpfel.","We eat a lot of fruit, for example apples."
