sentence,words,tip,translation_en
"Die Einkaufsliste ist sehr lang.","Die|Einkaufsliste|ist|sehr|lang|.","'sehr' means 'very'.","The shopping list is very long."
"Wie viel kostet das?","Wie|viel|kostet|das|?","'Wie viel' is the standard way to ask for a price or uncountable quantity.","How much does that cost?"
"Was kostet ein Kilo Äpfel?","Was|kostet|ein|Kilo|Äpfel|?","'Was kostet' is an alternative to 'Wie viel kostet'.","What does a kilo of apples cost?"
"Das kostet zwei Euro und fünfzig Cent.","Das|kostet|zwei|Euro|und|fünfzig|Cent|.","Currency units (Euro, Cent) are usually not pluralized when giving a price.","That costs two euros and fifty cents."
"Ein Kilo Tomaten kostet drei Euro.","Ein|Kilo|Tomaten|kostet|drei|Euro|.","The verb 'kostet' is singular because the subject 'Ein Kilo' is singular.","One kilo of tomatoes costs three euros."
"Zwei Kilo Äpfel kosten vier Euro.","Zwei|Kilo|Äpfel|kosten|vier|Euro|.","The verb 'kosten' is plural because the subject 'Zwei Kilo' is plural.","Two kilos of apples cost four euros."
"Ich möchte hundert Gramm Schinken.","Ich|möchte|hundert|Gramm|Schinken|.","'möchte' expresses a polite wish ('would like').","I would like a hundred grams of ham."
"Ich nehme zweihundert Gramm Käse.","Ich|nehme|zweihundert|Gramm|Käse|.","'nehmen' (to take) is commonly used when ordering at a deli or bakery.","I will take two hundred grams of cheese."
"Ein Liter Milch kostet einen Euro.","Ein|Liter|Milch|kostet|einen|Euro|.","'Euro' is masculine. Here it is the accusative object, so 'ein' becomes 'einen'.","A liter of milk costs one euro."
"Das Fleisch ist sehr teuer.","Das|Fleisch|ist|sehr|teuer|.","'teuer' means expensive.","The meat is very expensive."
"Die Tomaten sind heute billig.","Die|Tomaten|sind|heute|billig|.","'billig' means cheap.","The tomatoes are cheap today."
"Sie sind im Angebot.","Sie|sind|im|Angebot|.","'im Angebot' means on sale or on special offer.","They are on sale."
"Möchten Sie noch etwas?","Möchten|Sie|noch|etwas|?","Standard question a cashier or waiter will ask you.","Would you like anything else?"
"Das ist alles, danke.","Das|ist|alles|,|danke|.","Standard response when you have finished ordering.","That is all, thank you."
"Das macht zusammen zehn Euro.","Das|macht|zusammen|zehn|Euro|.","'Das macht...' is how cashiers tell you your total.","That makes ten euros altogether."
"Ich mache einen Salat.","Ich|mache|einen|Salat|.","'Salat' is masculine, so 'ein' becomes 'einen' in the accusative.","I am making a salad."
"Wir brauchen Gurken und Paprika.","Wir|brauchen|Gurken|und|Paprika|.","Plural nouns do not take an indefinite article.","We need cucumbers and bell peppers."
"Ich schneide die Zwiebel in Stücke.","Ich|schneide|die|Zwiebel|in|Stücke|.","'Stücke' is the plural of 'Stück' (piece).","I cut the onion into pieces."
"Kochen Sie gerne mediterran?","Kochen|Sie|gerne|mediterran|?","'gerne' expresses that you enjoy the action of the verb.","Do you like cooking Mediterranean food?"
"Das Essen schmeckt sehr gut.","Das|Essen|schmeckt|sehr|gut|.","'schmecken' is used to describe how food tastes.","The food tastes very good."
"Schmeckt die Suppe?","Schmeckt|die|Suppe|?","Verb first: Yes/No question asking about the taste.","Does the soup taste good?"
"Die Suppe ist ein bisschen scharf.","Die|Suppe|ist|ein|bisschen|scharf|.","'ein bisschen' means a little bit. 'scharf' means spicy or hot.","The soup is a little bit spicy."
"Der Fisch ist sehr frisch.","Der|Fisch|ist|sehr|frisch|.","'frisch' means fresh.","The fish is very fresh."
"Obst und Gemüse sind gesund.","Obst|und|Gemüse|sind|gesund|.","'sind' is the plural form of 'sein' (to be).","Fruit and vegetables are healthy."
"Ich trinke lieber Apfelsaft.","Ich|trinke|lieber|Apfelsaft|.","'lieber' is the comparative of 'gerne' (prefer to / rather).","I prefer to drink apple juice."
"Wir trinken eine Flasche Wein.","Wir|trinken|eine|Flasche|Wein|.","'Flasche' (bottle) acts as a unit of measurement here.","We are drinking a bottle of wine."
"Haben wir noch Brot?","Haben|wir|noch|Brot|?","Using 'noch' asks if there is any bread left.","Do we still have bread?"
"Ja, wir haben ein Toastbrot.","Ja|,|wir|haben|ein|Toastbrot|.","'Toastbrot' is neutral (das Brot).","Yes, we have a loaf of toast."
"Ich esse zwei Stück Pizza.","Ich|esse|zwei|Stück|Pizza|.","When 'Stück' is used with a number as a measurement, it usually doesn't take the plural 'e' in spoken German.","I am eating two pieces of pizza."
"Gehen wir heute ins Restaurant?","Gehen|wir|heute|ins|Restaurant|?","'ins' is a contraction of 'in das'.","Are we going to the restaurant today?"
"Die Portionen sind sehr groß.","Die|Portionen|sind|sehr|groß|.","'Portionen' is plural.","The portions are very large."
"Was ist deine Lieblingsfarbe?","Was|ist|deine|Lieblingsfarbe|?","'Farbe' is feminine, so we use 'deine'.","What is your favorite color?"
"Meine Lieblingsfarbe ist Blau.","Meine|Lieblingsfarbe|ist|Blau|.","Colors acting as nouns are capitalized.","My favorite color is blue."
"Das Auto ist rot.","Das|Auto|ist|rot|.","Colors acting as adjectives are not capitalized.","The car is red."
"Der Regenbogen ist sehr bunt.","Der|Regenbogen|ist|sehr|bunt|.","'bunt' means colorful.","The rainbow is very colorful."
"Wir machen eine Party!","Wir|machen|eine|Party|!","'Party' is feminine.","We are throwing a party!"
"Kommst du zur Party?","Kommst|du|zur|Party|?","'zur' is a contraction of 'zu der'.","Are you coming to the party?"
"Ich bringe Getränke mit.","Ich|bringe|Getränke|mit|.","'mitbringen' is a separable verb. 'mit' goes to the end.","I will bring drinks."
"Bringen Sie den Anhang mit.","Bringen|Sie|den|Anhang|mit|.","'Anhang' is masculine accusative here (den). Separable prefix at the end.","Bring the attachment along."
"Die Aussage ist richtig.","Die|Aussage|ist|richtig|.","'richtig' means true or correct.","The statement is correct."
"Die Aussage ist falsch.","Die|Aussage|ist|falsch|.","'falsch' means false or wrong.","The statement is false."
"Kreuzen Sie das richtige Wort an.","Kreuzen|Sie|das|richtige|Wort|an|.","'ankreuzen' is a separable verb.","Check/cross the correct word."
"Ordnen Sie die Wörter zu.","Ordnen|Sie|die|Wörter|zu|.","'zuordnen' is a separable verb used frequently in textbook instructions.","Match the words."
"Decken Sie das Bild ab.","Decken|Sie|das|Bild|ab|.","'abdecken' (to cover) is a separable verb.","Cover the picture."
"Hören Sie den Dialog noch einmal.","Hören|Sie|den|Dialog|noch|einmal|.","'noch einmal' means 'once again'. 'Dialog' is accusative masculine (den).","Listen to the dialogue once again."
"Spielen wir ein Kettenspiel.","Spielen|wir|ein|Kettenspiel|.","'Spielen wir' translates as 'Let's play'.","Let's play a chain game."
"Was ist das Lösungswort?","Was|ist|das|Lösungswort|?","'Lösungswort' is neutral.","What is the solution word?"
"Das Wort hat fünf Buchstaben.","Das|Wort|hat|fünf|Buchstaben|.","'Buchstaben' means letters (of the alphabet).","The word has five letters."
"Der Unterricht beginnt jetzt.","Der|Unterricht|beginnt|jetzt|.","'Unterricht' means lesson or class.","The class begins now."
"Werfen Sie den Ball!","Werfen|Sie|den|Ball|!","'Ball' is masculine accusative (den).","Throw the ball!"
"Der Interviewer stellt Fragen.","Der|Interviewer|stellt|Fragen|.","'Fragen stellen' means 'to ask questions'.","The interviewer asks questions."
"Die Umfrage ist interessant.","Die|Umfrage|ist|interessant|.","'Umfrage' means survey.","The survey is interesting."
"Finden Sie das Wort senkrecht.","Finden|Sie|das|Wort|senkrecht|.","'senkrecht' means vertical.","Find the word vertically."
"Oder steht es waagerecht?","Oder|steht|es|waagerecht|?","'waagerecht' means horizontal.","Or is it written horizontally?"
"Ich vergesse das Wort oft.","Ich|vergesse|das|Wort|oft|.","'oft' means often.","I often forget the word."
"Ich lerne Deutsch als Fremdsprache.","Ich|lerne|Deutsch|als|Fremdsprache|.","'als' translates to 'as' in this context.","I learn German as a foreign language."
"Gibt es ein anderes Wort?","Gibt|es|ein|anderes|Wort|?","'Gibt es' means 'Is there' or 'Are there'.","Is there another word?"
"Das steht auf der Webseite.","Das|steht|auf|der|Webseite|.","'Webseite' is feminine. 'auf der' is dative indicating location.","That is on the website."
"Ich suche das Forum.","Ich|suche|das|Forum|.","'suchen' requires the accusative object.","I am looking for the forum."
"Er liest die Zeitung.","Er|liest|die|Zeitung|.","'lesen' is irregular: e -> ie for 'er/sie/es'.","He is reading the newspaper."
"Wir bilden Sätze.","Wir|bilden|Sätze|.","'Sätze' is the plural of 'Satz' (sentence).","We form sentences."
"Können Sie den Plural bilden?","Können|Sie|den|Plural|bilden|?","Modal verb 'können' sends the main verb 'bilden' to the end.","Can you form the plural?"
"Das ist ein Nullartikel.","Das|ist|ein|Nullartikel|.","Grammar term for when a noun is used without der/die/das or ein/eine.","That is a zero article."
"Fleisch hat oft einen Nullartikel.","Fleisch|hat|oft|einen|Nullartikel|.","'Nullartikel' is masculine. After 'haben' it becomes accusative (einen).","Meat often has a zero article."
"Ich trinke oft Milchkaffee.","Ich|trinke|oft|Milchkaffee|.","Adverb of frequency 'oft' goes right after the verb.","I often drink milk coffee."
"Manchmal trinke ich Mokka.","Manchmal|trinke|ich|Mokka|.","If you start with an adverb like 'Manchmal', the verb stays in position 2, so the subject 'ich' moves to position 3.","Sometimes I drink mocha."
"Ich trinke nie Cola.","Ich|trinke|nie|Cola|.","'nie' means never.","I never drink cola."
"Wir haben nur noch ein Ei.","Wir|haben|nur|noch|ein|Ei|.","'nur noch' translates roughly to 'only [quantity] left'.","We only have one egg left."
"Ich brauche viel Zucker.","Ich|brauche|viel|Zucker|.","'viel' means 'a lot' or 'much'.","I need a lot of sugar."
"Ich esse wenig Brot.","Ich|esse|wenig|Brot|.","'wenig' means 'a little' or 'few'.","I eat little bread."
"Das Angebot ist fantastisch.","Das|Angebot|ist|fantastisch|.","'Angebot' means offer or sale.","The special offer is fantastic."
"Ich esse gerne Kuchen.","Ich|esse|gerne|Kuchen|.","'Kuchen' (cake) is masculine, but used here with the zero article.","I like to eat cake."
"Möchten Sie Joghurt mit Honig?","Möchten|Sie|Joghurt|mit|Honig|?","'mit' translates to 'with'.","Would you like yogurt with honey?"
"Geben Sie mir das Rezept.","Geben|Sie|mir|das|Rezept|.","'Rezept' means recipe.","Give me the recipe."
"Das ist typisch für Deutschland.","Das|ist|typisch|für|Deutschland|.","'für' means 'for' and always takes the accusative case.","That is typical for Germany."
"Das Essen ist traditionell.","Das|Essen|ist|traditionell|.","'traditionell' means traditional.","The food is traditional."
"Das Restaurant ist international.","Das|Restaurant|ist|international|.","'international' is the same in both languages but capitalized differently.","The restaurant is international."
"Hast du einen USB-Stick?","Hast|du|einen|USB-Stick|?","'USB-Stick' is masculine, so it takes 'einen' in the accusative.","Do you have a USB stick?"
"Ich speichere das Dokument.","Ich|speichere|das|Dokument|.","'speichern' means to save (data).","I am saving the document."
"Wir hören Webradio.","Wir|hören|Webradio|.","'Webradio' is neutral.","We are listening to web radio."
"Das ist umgekehrt.","Das|ist|umgekehrt|.","'umgekehrt' means vice versa or reversed.","That is reversed."
