test_text,answer,test_verb,tip,meaning,grammar_tip
"Kaufst du heute null?","ein","einkaufen","to shop","Are you shopping today?","Separable Verb: 'ein' goes to the end."
"Der Termin ist null 10 Uhr.","um","(Preposition)","at (time)","The appointment is at 10 o'clock.","Preposition of Time: Always use 'um' for exact clock times."
"Die Pause ist null 12 Uhr.","um","(Preposition)","at (time)","The break is at 12 o'clock.","Preposition of Time: Always use 'um' for exact clock times."
"null Nachmittag trinke ich Tee.","Am","(Preposition)","In the (afternoon)","In the afternoon I drink tea.","Preposition of Time: Use 'am' (an dem) for parts of the day."
"Ich arbeite null Vormittag.","am","(Preposition)","in the (morning)","I work in the morning (pre-noon).","Preposition of Time: Use 'am' for parts of the day."
"Wir gehen null Abend ins Kino.","am","(Preposition)","in the (evening)","We go to the cinema in the evening.","Preposition of Time: Use 'am' for parts of the day."
"Ich lese null der Nacht.","in","(Preposition)","in the (night)","I read in the night.","Exception! 'Nacht' is feminine, so we say 'in der Nacht', NOT 'am Nacht'."
"Er schläft null der Nacht.","in","(Preposition)","in the (night)","He sleeps in the night.","Exception! Use 'in der Nacht'."
"Ich arbeite null 8 bis 17 Uhr.","von","(Preposition)","from","I work from 8 to 17 o'clock.","Use 'von' to indicate the starting point of a duration."
"Der Kurs ist von Montag null Freitag.","bis","(Preposition)","to / until","The course is from Monday to Friday.","Use 'bis' to indicate the end point of a duration."
"Am Abend null ich.","koche","kochen","to cook","In the evening I cook.","Word Order (Inversion): Because the time phrase is in Position 1, the verb MUST stay in Position 2."
"Um acht Uhr null der Unterricht.","beginnt","beginnen","to begin","At eight o'clock the class begins.","Word Order: Time is in Position 1, verb is in Position 2, subject (der Unterricht) is in Position 3."
"Es ist fünf null acht (8:05).","nach","(Time)","past","It is five past eight.","Telling Time: Use 'nach' (after/past) for minutes in the first half of the hour."
"Es ist zehn null neun (8:50).","vor","(Time)","to / before","It is ten to nine.","Telling Time: Use 'vor' (before/to) for minutes leading up to the next hour."
"Es ist null zwölf (11:30).","halb","(Time)","half","It is half past eleven.","Telling Time: In German, 'halb' refers to halfway to the NEXT hour. (11:30 is halfway to 12)."
"Es ist null vier (3:30).","halb","(Time)","half","It is half past three.","Telling Time: 3:30 is halfway to 4 (halb vier)."
"Ich arbeite null Manager.","als","(Preposition)","as","I work as a manager.","When stating the job title you work as, use the preposition 'als'."
"Sie arbeitet null Siemens.","bei","(Preposition)","at","She works at Siemens.","When stating the name of the company you work for, use the preposition 'bei'."
"Das Fragewort steht auf Position null.","eins","(Grammar)","one","The question word is in position one.","In a W-Question (Wer, Wie, Was), the question word is always the very first element."
"Das Verb steht auf Position null.","zwei","(Grammar)","two","The verb is in position two.","In a standard sentence or W-question, the conjugated verb is always the second element."
