sentence,words,tip,translation_en
"Ich gehe zur Post.","Ich|gehe|zur|Post|.","'Post' is feminine.","I am going to the post office."
"Die Stadt ist groß.","Die|Stadt|ist|groß|.","'Stadt' (city) is feminine.","The city is big."
"Ich wohne in der Stadt.","Ich|wohne|in|der|Stadt|.","'in der' is dative case for feminine nouns indicating location.","I live in the city."
"Er kommt aus China.","Er|kommt|aus|China|.","Country names without articles take 'aus'.","He comes from China."
"Wir reisen nach Russland.","Wir|reisen|nach|Russland|.","Use 'nach' for traveling to countries without articles.","We are traveling to Russia."
"Paris ist in Frankreich.","Paris|ist|in|Frankreich|.","'Frankreich' means France.","Paris is in France."
"Europa ist ein Kontinent.","Europa|ist|ein|Kontinent|.","Continents are generally neutral.","Europe is a continent."
"Die Studie ist neu.","Die|Studie|ist|neu|.","Nouns ending in -ie are usually feminine.","The study is new."
"Englisch spricht man weltweit.","Englisch|spricht|man|weltweit|.","'weltweit' means worldwide.","English is spoken worldwide."
"Tee oder Kaffee?","Tee|oder|Kaffee|?","'oder' is the conjunction 'or'.","Tea or coffee?"
"Ja oder nein?","Ja|oder|nein|?","Simple alternative question.","Yes or no?"
"Ich komme, aber er nicht.","Ich|komme|,|aber|er|nicht|.","'aber' (but) connects two clauses. Note the comma.","I am coming, but he is not."
"Das Auto ist alt, aber gut.","Das|Auto|ist|alt|,|aber|gut|.","'aber' shows contrast.","The car is old, but good."
"Was ist das denn?","Was|ist|das|denn|?","'denn' is often used as a flavor particle to show interest/surprise.","What is that then?"
"Ich bleibe, denn ich bin müde.","Ich|bleibe|,|denn|ich|bin|müde|.","'denn' (because) introduces a main clause (verb stays in position 2).","I stay because I am tired."
"Bist du nicht aus Polen?","Bist|du|nicht|aus|Polen|?","Negative yes/no question.","Are you not from Poland?"
"Doch, ich bin aus Polen!","Doch|,|ich|bin|aus|Polen|!","'Doch' is used to answer 'yes' to a negative question.","Yes I am, I am from Poland!"
"Das ist doch super!","Das|ist|doch|super|!","'doch' can be a flavor particle to add emphasis.","That is great indeed!"
"Ergänzen Sie die Form.","Ergänzen|Sie|die|Form|.","Formal instruction word.","Complete the form."
"Lesen Sie die Überschrift.","Lesen|Sie|die|Überschrift|.","'Überschrift' is feminine.","Read the heading."
"Ordnen Sie die Bilder zu.","Ordnen|Sie|die|Bilder|zu|.","Separable verb 'zuordnen' splits in commands.","Match the pictures."
"Markieren Sie die Verben.","Markieren|Sie|die|Verben|.","Instruction verb.","Highlight the verbs."
"Machen Sie eine Notiz.","Machen|Sie|eine|Notiz|.","'Notiz' is feminine.","Make a note."
"Schreiben Sie den Plural.","Schreiben|Sie|den|Plural|.","'Plural' is a masculine noun here.","Write the plural."
"Sehen Sie die Tabelle an.","Sehen|Sie|die|Tabelle|an|.","Separable verb 'ansehen' (to look at).","Look at the table."
"Begrüßen Sie den Lehrer.","Begrüßen|Sie|den|Lehrer|.","'Lehrer' is masculine, taking 'den' in the accusative.","Greet the teacher."
"Berichten Sie im Kurs.","Berichten|Sie|im|Kurs|.","'im' is short for 'in dem'.","Report in the class."
"Bitte diktieren Sie langsam.","Bitte|diktieren|Sie|langsam|.","'langsam' means slowly.","Please dictate slowly."
"Ich erkenne dich nicht.","Ich|erkenne|dich|nicht|.","'dich' is the accusative 'you'.","I do not recognize you."
"Was passt hier?","Was|passt|hier|?","'passen' means to fit or to match.","What fits here?"
"Das passt gut.","Das|passt|gut|.","Useful phrase when something is correct or fits.","That fits well."
"Es ist kalt.","Es|ist|kalt|.","'Es' (it) is used for weather and abstract concepts.","It is cold."
"Es regnet.","Es|regnet|.","Weather expressions use 'es'.","It is raining."
"Ein Jahr hat zwölf Monate.","Ein|Jahr|hat|zwölf|Monate|.","'zwölf' is the number 12.","A year has twelve months."
"Ich bin hundert Prozent sicher.","Ich|bin|hundert|Prozent|sicher|.","'hundert' is 100.","I am a hundred percent sure."
"Wir sind zwanzig Leute.","Wir|sind|zwanzig|Leute|.","'zwanzig' is 20.","We are twenty people."
"Vierzig Personen sind hier.","Vierzig|Personen|sind|hier|.","'vierzig' is 40.","Forty people are here."
"Das kostet neunzig Euro.","Das|kostet|neunzig|Euro|.","'neunzig' is 90.","That costs ninety euros."
"Meine Schwester ist siebzehn.","Meine|Schwester|ist|siebzehn|.","'siebzehn' is 17.","My sister is seventeen."
"Wir sind neunzehn Studenten.","Wir|sind|neunzehn|Studenten|.","'neunzehn' is 19.","We are nineteen students."
"Der Mann ist groß.","Der|Mann|ist|groß|.","'Mann' can mean man or husband.","The man is tall."
"Das Mädchen ist klein.","Das|Mädchen|ist|klein|.","'klein' means small or short.","The girl is small."
"Tschüss, bis bald!","Tschüss|,|bis|bald|!","Common farewell phrase.","Bye, see you soon!"
"Okay, bis bald.","Okay|,|bis|bald|.","Casual agreement and farewell.","Okay, see you soon."
"Wir sagen auf Wiedersehen.","Wir|sagen|auf|Wiedersehen|.","Formal goodbye.","We say goodbye."
"Auf Wiedersehen zusammen!","Auf|Wiedersehen|zusammen|!","Saying goodbye to a group.","Goodbye everyone!"
