pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
noun,Champion,der,m,English loanword.,Champions,champion,"Er ist der Champion.","He is the champion.","Wir sind die Champions.","We are the champions.","Wer ist Champion?","Who is champion?"
noun,Chef,der,m,Male profession/status.,Chefs,boss,"Der Chef ist im Meeting.","The boss is in the meeting.","Mein Chef ist nett.","My boss is nice.","Ist er der Chef?","Is he the boss?"
noun,China,das,n,Most country names without special endings are neutral.,,China,"Er kommt aus China.","He comes from China.","China ist sehr groß.","China is very big.","Wir reisen nach China.","We travel to China."
noun,Datei,die,f,Nouns ending in -ei are always feminine.,Dateien,file (computer),"Speichern Sie die Datei.","Save the file.","Wo ist die Datei?","Where is the file?","Ich schicke die Datei.","I am sending the file."
pron,dein,,,,,your (informal),"Ist das dein Auto?","Is that your car?","Dein Hund ist süß.","Your dog is cute.","Wo ist dein Bruder?","Where is your brother?"
conj,denn,,,,,because / then,"Woher weißt du das denn?","How do you know that then?","Was ist das denn?","What is that then?","Ich bleibe, denn ich bin müde.","I stay because I am tired."
verb,diktieren,,,,,to dictate,"Der Lehrer diktiert den Satz.","The teacher dictates the sentence.","Bitte diktieren Sie langsam.","Please dictate slowly.","Ich diktiere die Nummer.","I dictate the number."
adv,doch,,,,,yes (to a negative question) / indeed,"Bist du nicht aus Polen? Doch!","Are you not from Poland? Yes I am!","Das ist doch super!","That is great indeed!","Kommst du nicht? Doch!","Are you not coming? Yes I am!"
noun,Dossier,das,n,French loanwords ending in -ier are often neutral.,Dossiers,dossier / file,"Das ist das Dossier.","That is the dossier.","Lesen Sie das Dossier.","Read the dossier.","Ich habe ein Dossier.","I have a dossier."
pron,ein,,,,,a / an / one,"Das ist ein Hund.","That is a dog.","Ich habe ein Auto.","I have a car.","Hier ist ein Computer.","Here is a computer."
num,elf,,,,,eleven,"Er ist elf Jahre alt.","He is eleven years old.","Es ist elf Uhr.","It is eleven o'clock.","Wir sind elf Spieler.","We are eleven players."
noun,Eltern,die,f,Only exists in plural form.,Eltern,parents,"Meine Eltern leben in Rom.","My parents live in Rome.","Das sind seine Eltern.","Those are his parents.","Wo sind deine Eltern?","Where are your parents?"
verb,erkennen,,,,,to recognize,"Ich erkenne dich nicht.","I do not recognize you.","Erkennen Sie das Foto?","Do you recognize the photo?","Er erkennt das Auto.","He recognizes the car."
pron,es,,,,,it,"Es ist kalt.","It is cold.","Wo ist das Buch? Es ist hier.","Where is the book? It is here.","Es regnet.","It is raining."
phrase,es geht,,,,,so-so / it's going,"Wie geht's? Es geht.","How are you? So-so.","Das geht nicht.","That doesn't work.","Ja, es geht.","Yes, it's okay."
noun,Europa,das,n,Continents are usually neutral.,,Europe,"Deutschland liegt in Europa.","Germany is located in Europe.","Europa ist ein Kontinent.","Europe is a continent.","Ich lebe in Europa.","I live in Europe."
noun,Familie,die,f,Most nouns ending in -ie are feminine.,Familien,family,"Meine Familie ist groß.","My family is big.","Das ist die Familie.","That is the family.","Ich liebe meine Familie.","I love my family."
noun,Form,die,f,Feminine by convention.,Formen,shape / form,"Ergänzen Sie die Form.","Complete the form.","Die Form ist rund.","The shape is round.","Das ist die Pluralform.","That is the plural form."
verb,fotografieren,,,,,to take photos,"Ich fotografiere gerne.","I like taking photos.","Er fotografiert die Stadt.","He photographs the city.","Wir fotografieren den Hund.","We photograph the dog."
noun,Frankreich,das,n,Country names ending in -reich are neutral.,,France,"Paris ist in Frankreich.","Paris is in France.","Er kommt aus Frankreich.","He comes from France.","Wir fahren nach Frankreich.","We are driving to France."
noun,Freund,der,m,Biological gender (male).,Freunde,friend (male) / boyfriend,"Er ist mein Freund.","He is my friend.","Wir sind Freunde.","We are friends.","Mein Freund heißt Ali.","My friend is named Ali."
noun,Freundin,die,f,Nouns ending in -in indicate a female person.,Freundinnen,friend (female) / girlfriend,"Sie ist meine Freundin.","She is my friend/girlfriend.","Das ist eine Freundin.","That is a friend.","Meine Freundin ist da.","My friend is here."
noun,Friseur,der,m,Male profession ending in -eur.,Friseure,hairdresser,"Der Friseur ist gut.","The hairdresser is good.","Ich gehe zum Friseur.","I am going to the hairdresser.","Er ist Friseur von Beruf.","He is a hairdresser by profession."
num,fünfzehn,,,,,fifteen,"Ich bin fünfzehn.","I am fifteen.","Nummer fünfzehn.","Number fifteen.","Es kostet fünfzehn Euro.","It costs fifteen euros."
num,fünfzig,,,,,fifty,"Sie ist fünfzig Jahre alt.","She is fifty years old.","Fünfzig Prozent.","Fifty percent.","Die Nummer fünfzig.","Number fifty."
noun,Gedicht,das,n,Many nouns starting with Ge- are neutral.,Gedichte,poem,"Das Gedicht ist schön.","The poem is beautiful.","Ich schreibe ein Gedicht.","I am writing a poem.","Lesen Sie das Gedicht.","Read the poem."
noun,Geschwister,die,f,Only used in plural.,Geschwister,siblings,"Ich habe keine Geschwister.","I have no siblings.","Hast du Geschwister?","Do you have siblings?","Wir sind drei Geschwister.","We are three siblings."
adj,groß,,,,,big / tall,"Die Stadt ist groß.","The city is big.","Mein Bruder ist groß.","My brother is tall.","Das Haus ist sehr groß.","The house is very big."
noun,Großeltern,die,f,Only exists in plural.,Großeltern,grandparents,"Das sind meine Großeltern.","Those are my grandparents.","Meine Großeltern sind alt.","My grandparents are old.","Ich liebe meine Großeltern.","I love my grandparents."
noun,Großmutter,die,f,Biological gender (female).,Großmütter,grandmother,"Meine Großmutter heißt Maria.","My grandmother is named Maria.","Das ist meine Großmutter.","That is my grandmother.","Die Großmutter kocht.","The grandmother is cooking."
noun,Großvater,der,m,Biological gender (male).,Großväter,grandfather,"Mein Großvater ist achtzig.","My grandfather is eighty.","Das ist mein Großvater.","That is my grandfather.","Der Großvater schläft.","The grandfather is sleeping."
noun,Handy,das,n,English loanword ending in -y.,Handys,mobile phone,"Mein Handy ist neu.","My mobile phone is new.","Wo ist mein Handy?","Where is my phone?","Ich brauche ein Handy.","I need a phone."
noun,Hobby,das,n,English loanword ending in -y.,Hobbys,hobby,"Mein Hobby ist Lesen.","My hobby is reading.","Was ist dein Hobby?","What is your hobby?","Ich habe viele Hobbys.","I have many hobbies."
noun,Hund,der,m,Masculine by convention.,Hunde,dog,"Der Hund ist groß.","The dog is big.","Ich habe einen Hund.","I have a dog.","Mein Hund heißt Rex.","My dog is named Rex."
num,hundert,,,,,hundred,"Das kostet hundert Euro.","That costs a hundred euros.","Ich bin hundert Prozent sicher.","I am a hundred percent sure.","Hundert Jahre.","A hundred years."
pron,ich,,,,,I,"Ich bin Student.","I am a student.","Ich komme aus dem Iran.","I come from Iran.","Ich lerne Deutsch.","I am learning German."
pron,ihr,,,,,you (plural) / her,"Woher kommt ihr?","Where do you guys come from?","Das ist ihr Auto.","That is her car.","Wie heißt ihr?","What are your names?"
adj,indefinit,,,,,indefinite,"Ein indefiniter Artikel.","An indefinite article.","Das ist indefinit.","That is indefinite.","Die Form ist indefinit.","The form is indefinite."
noun,Jahr,das,n,Neutral by convention.,Jahre,year,"Ein Jahr hat zwölf Monate.","A year has twelve months.","Ich bin zwanzig Jahre alt.","I am twenty years old.","Nächstes Jahr.","Next year."
noun,Job,der,m,English loanword ending in consonant.,Jobs,job,"Der Job ist gut.","The job is good.","Ich habe einen neuen Job.","I have a new job.","Was ist dein Job?","What is your job?"
noun,Junge,der,m,Biological gender (male).,Jungen,boy,"Der Junge spielt.","The boy is playing.","Das ist ein Junge.","That is a boy.","Die Jungen sind hier.","The boys are here."
noun,Katze,die,f,Most nouns ending in -e are feminine.,Katzen,cat,"Die Katze ist klein.","The cat is small.","Ich habe eine Katze.","I have a cat.","Meine Katze schläft.","My cat is sleeping."
pron,kein,,,,,no / not a,"Ich habe kein Auto.","I have no car.","Das ist kein Hund.","That is not a dog.","Ich habe keine Zeit.","I have no time."
adj,klein,,,,,small,"Das Mädchen ist klein.","The girl is small.","Das Haus ist klein.","The house is small.","Mein Hund ist sehr klein.","My dog is very small."
noun,Kollege,der,m,Biological gender (male).,Kollegen,colleague,"Er ist mein Kollege.","He is my colleague.","Wir sind Kollegen.","We are colleagues.","Der Kollege arbeitet.","The colleague is working."
noun,Kultur,die,f,Nouns ending in -ur are always feminine.,Kulturen,culture,"Die Kultur ist interessant.","The culture is interesting.","Kultur und Sprache.","Culture and language.","Ich lerne eine neue Kultur.","I am learning a new culture."
noun,Laptop,der,m,English loanword ending in consonant.,Laptops,laptop,"Der Laptop ist neu.","The laptop is new.","Ich brauche den Laptop.","I need the laptop.","Wo ist mein Laptop?","Where is my laptop?"
verb,lieben,,,,,to love,"Ich liebe meine Familie.","I love my family.","Er liebt Musik.","He loves music.","Sie lieben Sport.","They love sports."
noun,Lieblingsauto,das,n,Compound noun takes the gender of the last word (das Auto).,Lieblingsautos,favorite car,"Das ist mein Lieblingsauto.","That is my favorite car.","Was ist dein Lieblingsauto?","What is your favorite car?","Mein Lieblingsauto ist rot.","My favorite car is red."
noun,Mädchen,das,n,All nouns ending in diminutive -chen are neutral.,Mädchen,girl,"Das Mädchen ist zwölf.","The girl is twelve.","Das ist ein Mädchen.","That is a girl.","Die Mädchen spielen.","The girls are playing."
noun,Mann,der,m,Biological gender (male).,Männer,man / husband,"Der Mann ist groß.","The man is tall.","Das ist mein Mann.","That is my husband.","Die Männer arbeiten.","The men are working."
verb,markieren,,,,,to highlight / to mark,"Markieren Sie die Verben.","Highlight the verbs.","Ich markiere das Wort.","I am marking the word.","Bitte markieren.","Please highlight."
noun,Mensch,der,m,Masculine by convention (n-declension).,Menschen,human / person,"Der Mensch braucht Wasser.","The human needs water.","Wir sind Menschen.","We are humans.","Ein guter Mensch.","A good person."
noun,Mutter,die,f,Biological gender (female).,Mütter,mother,"Meine Mutter ist Lehrerin.","My mother is a teacher.","Das ist ihre Mutter.","That is her mother.","Die Mutter kocht.","The mother is cooking."
noun,Negativartikel,der,m,Compound noun takes the gender of the last word (der Artikel).,Negativartikel,negative article,"Kein ist ein Negativartikel.","'Kein' is a negative article.","Markieren Sie den Negativartikel.","Highlight the negative article.","Der Negativartikel steht vor dem Nomen.","The negative article stands before the noun."
num,neunzehn,,,,,nineteen,"Er ist neunzehn Jahre alt.","He is nineteen years old.","Nummer neunzehn.","Number nineteen.","Neunzehn Studenten.","Nineteen students."
num,neunzig,,,,,ninety,"Mein Großvater ist neunzig.","My grandfather is ninety.","Das kostet neunzig Euro.","That costs ninety euros.","Wir sind neunzig.","We are ninety."
noun,Notiz,die,f,Most nouns ending in -iz are feminine.,Notizen,note,"Machen Sie eine Notiz.","Make a note.","Lesen Sie die Notiz.","Read the note.","Das ist meine Notiz.","That is my note."
conj,oder,,,,,or,"Tee oder Kaffee?","Tea or coffee?","Ja oder nein?","Yes or no?","Heute oder morgen.","Today or tomorrow."
adv,okay,,,,,okay,"Alles okay.","Everything is okay.","Ist das okay?","Is that okay?","Okay, bis bald.","Okay, see you soon."
noun,Papa,der,m,Biological gender (male).,Papas,dad,"Mein Papa ist da.","My dad is here.","Das ist mein Papa.","That is my dad.","Wo ist dein Papa?","Where is your dad?"
verb,passen,,,,,to fit / to match,"Was passt?","What fits/matches?","Das passt gut.","That fits well.","Die Schuhe passen.","The shoes fit."
noun,Personalpronomen,das,n,Grammar terms are often neutral.,Personalpronomen,personal pronoun,"Ergänzen Sie das Personalpronomen.","Complete the personal pronoun.","'Ich' ist ein Personalpronomen.","'Ich' is a personal pronoun.","Das Personalpronomen ist wichtig.","The personal pronoun is important."
noun,Platz,der,m,Masculine by convention.,Plätze,place / square / seat,"Nehmen Sie Platz.","Take a seat.","Der Platz ist groß.","The square is big.","Das ist mein Platz.","That is my place/seat."
noun,Plural,der,m,Grammar terms are sometimes masculine (exception).,Plurale,plural,"Die Form im Plural.","The form in the plural.","Schreiben Sie den Plural.","Write the plural.","Das Wort ist Plural.","The word is plural."
noun,Pony,das,n,Words ending in -y are often neutral.,Ponys,pony,"Das Pony ist süß.","The pony is cute.","Ich reite ein Pony.","I am riding a pony.","Ein Pony ist ein kleines Pferd.","A pony is a small horse."
noun,Possessivartikel,der,m,Compound noun takes the gender of the last word (der Artikel).,Possessivartikel,possessive article,"Mein ist ein Possessivartikel.","'Mein' is a possessive article.","Ergänzen Sie den Possessivartikel.","Complete the possessive article.","Der Possessivartikel zeigt den Besitz.","The possessive article shows ownership."
noun,Post,die,f,Feminine by convention.,Postämter,post / mail,"Die Post ist da.","The mail is here.","Ich gehe zur Post.","I am going to the post office.","Ist Post für mich da?","Is there mail for me?"
noun,Puerto Rico,das,n,Country names without special endings are usually neutral.,,Puerto Rico,"Er kommt aus Puerto Rico.","He comes from Puerto Rico.","Puerto Rico ist schön.","Puerto Rico is beautiful.","Wir reisen nach Puerto Rico.","We travel to Puerto Rico."
noun,Russland,das,n,Country names ending in -land are neutral.,,Russia,"Moskau ist in Russland.","Moscow is in Russia.","Sie kommt aus Russland.","She comes from Russia.","Russland ist sehr groß.","Russia is very big."
noun,Schwester,die,f,Biological gender (female).,Schwestern,sister,"Das ist meine Schwester.","That is my sister.","Ich habe eine Schwester.","I have one sister.","Meine Schwester heißt Anna.","My sister is named Anna."
num,sechzehn,,,,,sixteen,"Ich bin sechzehn.","I am sixteen.","Es kostet sechzehn Euro.","It costs sixteen euros.","Nummer sechzehn.","Number sixteen."
num,sechzig,,,,,sixty,"Sie ist sechzig.","She is sixty.","Sechzig Minuten.","Sixty minutes.","Die Nummer sechzig.","Number sixty."
pron,sein,,,,,his / its,"Sein Auto ist neu.","His car is new.","Das ist sein Hund.","That is his dog.","Wo ist sein Buch?","Where is his book?"
num,siebzehn,,,,,seventeen,"Er ist siebzehn Jahre alt.","He is seventeen years old.","Nummer siebzehn.","Number seventeen.","Ich habe siebzehn Bücher.","I have seventeen books."
num,siebzig,,,,,seventy,"Siebzig Prozent.","Seventy percent.","Mein Vater ist siebzig.","My father is seventy.","Nummer siebzig.","Number seventy."
noun,Smartphone,das,n,English loanword ending in -phone.,Smartphones,smartphone,"Das Smartphone ist neu.","The smartphone is new.","Ich brauche ein Smartphone.","I need a smartphone.","Wo ist das Smartphone?","Where is the smartphone?"
phrase,so lala,,,,,so-so,"Wie geht's? So lala.","How are you? So-so.","Das Essen ist so lala.","The food is so-so.","Das Wetter ist so lala.","The weather is so-so."
noun,Squash,das,n,Sports names are typically neutral.,,squash,"Ich spiele Squash.","I play squash.","Squash macht Spaß.","Squash is fun.","Kommst du zum Squash?","Are you coming to play squash?"
noun,Stadt,die,f,Feminine by convention.,Städte,city,"Berlin ist eine große Stadt.","Berlin is a big city.","Ich wohne in der Stadt.","I live in the city.","Die Stadt ist alt.","The city is old."
noun,Studie,die,f,Most nouns ending in -ie are feminine.,Studien,study / research,"Die Studie ist neu.","The study is new.","Lesen Sie die Studie.","Read the study.","Eine Studie aus Europa.","A study from Europe."
noun,Überschrift,die,f,Nouns ending in -schrift are feminine.,Überschriften,heading / headline,"Lesen Sie die Überschrift.","Read the heading.","Die Überschrift ist groß.","The headline is big.","Schreiben Sie eine Überschrift.","Write a heading."
noun,Vater,der,m,Biological gender (male).,Väter,father,"Das ist mein Vater.","That is my father.","Mein Vater arbeitet.","My father is working.","Wo ist dein Vater?","Where is your father?"
num,vierzehn,,,,,fourteen,"Ich bin vierzehn.","I am fourteen.","Nummer vierzehn.","Number fourteen.","Vierzehn Tage.","Fourteen days."
num,vierzig,,,,,forty,"Er ist vierzig.","He is forty.","Das kostet vierzig Euro.","That costs forty euros.","Vierzig Personen.","Forty people."
adj,weltweit,,,,,worldwide,"Englisch spricht man weltweit.","English is spoken worldwide.","Die Firma arbeitet weltweit.","The company operates worldwide.","Eine weltweite Studie.","A worldwide study."
noun,Yoga,das,n,Sports and activities are typically neutral.,,yoga,"Ich mache Yoga.","I do yoga.","Yoga ist gesund.","Yoga is healthy.","Kommst du zum Yoga?","Are you coming to yoga?"
verb,zeichnen,,,,,to draw,"Ich zeichne ein Haus.","I draw a house.","Er zeichnet gut.","He draws well.","Wir zeichnen zusammen.","We draw together."
verb,zuordnen,,,,,to match / to assign,"Ordnen Sie die Bilder zu.","Match the pictures.","Können Sie das Wort zuordnen?","Can you match the word?","Bitte zuordnen.","Please match."
num,zwanzig,,,,,twenty,"Er ist zwanzig.","He is twenty.","Zwanzig Euro.","Twenty euros.","Wir sind zwanzig Leute.","We are twenty people."
num,zwölf,,,,,twelve,"Es ist zwölf Uhr.","It is twelve o'clock.","Zwölf Monate.","Twelve months.","Ich habe zwölf Fragen.","I have twelve questions."
phrase,auf Wiedersehen,,,,,goodbye,"Auf Wiedersehen, Frau Müller!","Goodbye, Mrs. Müller!","Wir sagen auf Wiedersehen.","We say goodbye.","Auf Wiedersehen zusammen!","Goodbye everyone!"
