pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
adj,erste,-,-,-,-,first,"Das ist der erste Tag.","This is the first day.","Die erste Etage.","The first floor.","Das ist mein erstes Auto.","This is my first car."
noun,Fahrrad,das,n,Compound: das Rad (neutral).,Fahrräder,bicycle,"Ich fahre gerne Fahrrad.","I like riding a bike.","Wo ist mein Fahrrad?","Where is my bike?","Das Fahrrad ist rot.","The bike is red."
noun,Fahrradkurier,der,m,Compound: der Kurier (masculine).,Fahrradkuriere,bicycle courier,"Er arbeitet als Fahrradkurier.","He works as a bicycle courier.","Der Fahrradkurier ist schnell.","The bicycle courier is fast.","Ein Paket vom Fahrradkurier.","A package from the bicycle courier."
noun,Familienstand,der,m,Compound: der Stand (masculine).,Familienstände,marital status,"Wie ist Ihr Familienstand?","What is your marital status?","Der Familienstand ist ledig.","The marital status is single.","Tragen Sie den Familienstand ein.","Enter the marital status."
noun,Farm,die,f,Ends in -e -> mostly feminine.,Farms,farm,"Sie lebt auf einer Farm.","She lives on a farm.","Die Farm ist groß.","The farm is big.","Tiere auf der Farm.","Animals on the farm."
noun,Finnland,das,n,Country names ending in -land are neutral.,-,Finland,"Helsinki ist in Finnland.","Helsinki is in Finland.","Ich reise nach Finnland.","I travel to Finland.","Er kommt aus Finnland.","He comes from Finland."
noun,Flugzeug,das,n,Neutral by convention.,Flugzeuge,airplane,"Das Flugzeug fliegt nach Berlin.","The airplane flies to Berlin.","Ich sitze im Flugzeug.","I sit in the airplane.","Ein großes Flugzeug.","A big airplane."
noun,Frankfurt,das,n,City names are neutral.,-,Frankfurt,"Ich wohne in Frankfurt.","I live in Frankfurt.","Frankfurt ist eine Großstadt.","Frankfurt is a big city.","Wir fahren nach Frankfurt.","We drive to Frankfurt."
noun,Fremdsprache,die,f,Compound: die Sprache (feminine).,Fremdsprachen,foreign language,"Ich lerne eine Fremdsprache.","I am learning a foreign language.","Deutsch ist eine Fremdsprache für mich.","German is a foreign language for me.","Welche Fremdsprachen sprechen Sie?","Which foreign languages do you speak?"
adj,fünfte,-,-,-,-,fifth,"Das ist der fünfte Tag.","This is the fifth day.","Die fünfte Lektion.","The fifth lesson.","Das fünfte Kind.","The fifth child."
adj,geboren,,,,,born,"Ich bin in Berlin geboren.","I am born in Berlin.","Wo bist du geboren?","Where were you born?","Er ist 1990 geboren.","He was born in 1990."
noun,Geburtsdatum,das,n,Compound: das Datum (neutral).,Geburtsdaten,date of birth,"Wie ist Ihr Geburtsdatum?","What is your date of birth?","Schreiben Sie das Geburtsdatum.","Write the date of birth.","Das Geburtsdatum ist der 10.05.1990.","The date of birth is 10.05.1990."
noun,Geburtsort,der,m,Compound: der Ort (masculine).,Geburtsorte,place of birth,"Wie ist Ihr Geburtsort?","What is your place of birth?","Mein Geburtsort ist Köln.","My place of birth is Cologne.","Tragen Sie den Geburtsort ein.","Enter the place of birth."
noun,Geburtstag,der,m,Compound: der Tag (masculine).,Geburtstage,birthday,"Alles Gute zum Geburtstag!","Happy birthday!","Wann ist dein Geburtstag?","When is your birthday?","Mein Geburtstag ist im Mai.","My birthday is in May."
adv,gestern,,,,,yesterday,"Gestern war es schön.","Yesterday it was nice.","Was hast du gestern gemacht?","What did you do yesterday?","Gestern war ich im Kino.","Yesterday I was at the cinema."
noun,Grad,der,m,Masculine by convention.,Grade / Grad,degree,"Es sind heute 20 Grad.","It is 20 degrees today.","Wie viel Grad sind es?","How many degrees is it?","Ein Grad Celsius.","One degree Celsius."
adj,grau,,,,,gray,"Der Himmel ist grau.","The sky is gray.","Das ist eine graue Katze.","That is a gray cat.","Ich trage heute Grau.","I am wearing gray today."
noun,Gymnasium,das,n,Foreign words ending in -um are neutral.,Gymnasien,high school / grammar school,"Das Kind geht auf das Gymnasium.","The child goes to high school.","Das Gymnasium ist modern.","The high school is modern.","Ein Schüler am Gymnasium.","A student at high school."
adj,hart,,,,,hard,"Das Brot ist hart.","The bread is hard.","Ein hartes Bett.","A hard bed.","Er ist hart zu sich selbst.","He is hard on himself."
noun,Hauptstadt,die,f,Compound: die Stadt (feminine).,Hauptstädte,capital city,"Berlin ist die Hauptstadt von Deutschland.","Berlin is the capital of Germany.","Welche ist die Hauptstadt?","Which is the capital?","Die Hauptstadt ist sehr groß.","The capital is very big."
noun,Hausnummer,die,f,Compound: die Nummer (feminine).,Hausnummern,house number,"Wie ist Ihre Hausnummer?","What is your house number?","Schreiben Sie die Hausnummer auf.","Write down the house number.","Das Haus mit der Nummer fünf.","The house with number five."
adv,heute,,,,,today,"Heute habe ich frei.","Today I have time off.","Was machst du heute?","What are you doing today?","Heute ist es sonnig.","Today it is sunny."
noun,Hotel,das,n,Foreign loanwords often neutral.,Hotels,hotel,"Das Hotel ist sehr teuer.","The hotel is very expensive.","Wir übernachten im Hotel.","We stay in the hotel.","Wo ist das Hotel?","Where is the hotel?"
noun,ICE,der,m,Train category.,ICEs,intercity express train,"Ich fahre mit dem ICE.","I travel by ICE.","Der ICE ist sehr schnell.","The ICE is very fast.","Ein Ticket für den ICE.","A ticket for the ICE."
noun,Interesse,das,n,Neutral by convention.,Interessen,interest,"Ich habe Interesse an Musik.","I have an interest in music.","Haben Sie Interesse?","Are you interested?","Das ist in meinem Interesse.","That is in my interest."
noun,Jahreszahl,die,f,Compound: die Zahl (feminine).,Jahreszahlen,year / year number,"Welche Jahreszahl ist das?","Which year is that?","Ich brauche die Jahreszahl.","I need the year.","Die Jahreszahl ist 1990.","The year is 1990."
adj,kalt,,,,,cold,"Heute ist es kalt.","Today it is cold.","Ein kaltes Getränk.","A cold drink.","Mir ist kalt.","I am cold."
adj,kaputt,,,,,broken,"Das Auto ist kaputt.","The car is broken.","Der Fernseher ist kaputt.","The TV is broken.","Nichts ist kaputt.","Nothing is broken."
noun,Kongress,der,m,Masculine by convention.,Kongresse,congress,"Er ist auf einem Kongress.","He is at a congress.","Der Kongress ist wichtig.","The congress is important.","Wann ist der Kongress?","When is the congress?"
adj,kühl,,,,,cool,"Es ist kühl draußen.","It is cool outside.","Ein kühles Getränk.","A cool drink.","Das Wetter ist kühl.","The weather is cool."
noun,Kurierservice,der,m,Compound: der Service (masculine).,Kurierservices,courier service,"Ich nutze einen Kurierservice.","I use a courier service.","Der Kurierservice ist schnell.","The courier service is fast.","Ein Paket für den Kurierservice.","A package for the courier service."
adv,langsam,,,,,slowly,"Bitte sprechen Sie langsam.","Please speak slowly.","Das Auto fährt langsam.","The car drives slowly.","Nicht so langsam!","Not so slowly!"
verb,leben,,,,,to live,"Ich lebe in Berlin.","I live in Berlin.","Er lebt glücklich.","He lives happily.","Wir leben zusammen.","We live together."
noun,Lebenslauf,der,m,Compound: der Lauf (masculine).,Lebensläufe,CV / resume,"Schreiben Sie einen Lebenslauf.","Write a CV.","Wo ist dein Lebenslauf?","Where is your CV?","Der Lebenslauf ist kurz.","The CV is short."
adj,ledig,,,,,single,"Ich bin ledig.","I am single.","Er ist ledig.","He is single.","Ledig oder verheiratet?","Single or married?"
noun,Lieblingsmonat,der,m,Compound: der Monat (masculine).,Lieblingsmonate,favorite month,"Mein Lieblingsmonat ist Mai.","My favorite month is May.","Was ist dein Lieblingsmonat?","What is your favorite month?","Der Mai ist ein schöner Lieblingsmonat.","May is a nice favorite month."
noun,Mittag,der,m,Masculine by convention.,Mittage,noon,"Am Mittag esse ich.","At noon I eat.","Guten Mittag.","Good noon (rarely used).","Um Mittag ist es heiß.","At noon it is hot."
adv,morgen,,,,,tomorrow,"Morgen komme ich.","Tomorrow I am coming.","Was machst du morgen?","What are you doing tomorrow?","Bis morgen!","See you tomorrow!"
noun,Morgen,der,m,Parts of the day are masculine.,Morgen,morning,"Der Morgen ist schön.","The morning is beautiful.","Guten Morgen!","Good morning!","Am Morgen trinke ich Kaffee.","In the morning I drink coffee."
noun,Nachmittag,der,m,Compound: der Tag (masculine).,Nachmittage,afternoon,"Am Nachmittag habe ich Zeit.","In the afternoon I have time.","Der Nachmittag ist lang.","The afternoon is long.","Was machst du am Nachmittag?","What are you doing in the afternoon?"
noun,Nacht,die,f,Feminine by convention.,Nächte,night,"Gute Nacht!","Good night!","In der Nacht schlafe ich.","In the night I sleep.","Die Nacht ist dunkel.","The night is dark."
adj,neunte,-,-,-,-,ninth,"Das ist der neunte Tag.","That is the ninth day.","Der neunte Mai.","The ninth of May.","Die neunte Stunde.","The ninth hour."
noun,Norden,der,m,Cardinal directions are masculine.,-,north,"Ich wohne im Norden.","I live in the north.","Der Wind kommt aus dem Norden.","The wind comes from the north.","Norden ist oben auf der Karte.","North is at the top of the map."
num,neunzehnhundertachtundneunzig,,,,,,1998 (year),"Ich bin neunzehnhundertachtundneunzig geboren.","I was born in 1998.","Das war neunzehnhundertachtundneunzig.","That was 1998.","Neunzehnhundertachtundneunzig war ein gutes Jahr.","1998 was a good year."
adj,normal,,,,,normal,"Das ist ganz normal.","That is completely normal.","Ist das normal?","Is that normal?","Ein normales Leben.","A normal life."
noun,Osten,der,m,Cardinal directions are masculine.,-,east,"Die Sonne geht im Osten auf.","The sun rises in the east.","Er kommt aus dem Osten.","He comes from the east.","Im Osten ist es warm.","In the east it is warm."
adj,perfekt,,,,,perfect,"Das ist perfekt.","That is perfect.","Alles ist perfekt.","Everything is perfect.","Ein perfektes Ergebnis.","A perfect result."
adj,persönlich,,,,,personal,"Das ist eine persönliche Frage.","That is a personal question.","Ich möchte das persönlich besprechen.","I want to discuss that personally.","Meine persönlichen Daten.","My personal data."
noun,Postkarte,die,f,Compound: die Karte (feminine).,Postkarten,postcard,"Ich schreibe eine Postkarte.","I am writing a postcard.","Die Postkarte kommt aus Italien.","The postcard comes from Italy.","Ich kaufe eine Postkarte.","I buy a postcard."
noun,Postleitzahl,die,f,Compound: die Zahl (feminine).,Postleitzahlen,zip code,"Wie ist Ihre Postleitzahl?","What is your zip code?","Schreiben Sie die Postleitzahl.","Write the zip code.","Die Postleitzahl von Berlin ist 10115.","The zip code of Berlin is 10115."
noun,Praktikant,der,m,Professions ending in -ant are masculine.,Praktikanten,intern (male),"Er ist Praktikant.","He is an intern.","Der Praktikant arbeitet hier.","The intern works here.","Ich suche einen Praktikanten.","I am looking for an intern."
noun,Primarschule,die,f,Compound: die Schule (feminine).,Primarschulen,primary school,"Das Kind geht in die Primarschule.","The child goes to primary school.","Die Primarschule ist in der Nähe.","The primary school is nearby.","Nach der Primarschule.","After primary school."
noun,Regen,der,m,Masculine by convention.,Regen,rain,"Der Regen ist stark.","The rain is strong.","Ich brauche einen Regenschirm wegen dem Regen.","I need an umbrella because of the rain.","Nach dem Regen kommt die Sonne.","After the rain comes the sun."
verb,regnen,,,,,to rain,"Es regnet heute.","It is raining today.","Es regnet viel.","It rains a lot.","Regnet es morgen?","Is it raining tomorrow?"
noun,Reise,die,f,Ends in -e -> mostly feminine.,Reisen,travel / trip,"Ich mache eine Reise.","I am taking a trip.","Die Reise war schön.","The trip was nice.","Eine Reise nach Italien.","A trip to Italy."
verb,rufen,,,,,to call / shout,"Er ruft: Hilfe!","He shouts: Help!","Warum rufst du?","Why are you shouting/calling?","Der Vater ruft den Sohn.","The father calls the son."
verb,scheinen,,,,,to shine (sun),"Die Sonne scheint.","The sun is shining.","Heute scheint die Sonne.","Today the sun is shining.","Morgen scheint die Sonne wieder.","Tomorrow the sun shines again."
adj,schlecht,,,,,bad,"Das Wetter ist schlecht.","The weather is bad.","Die Note ist schlecht.","The grade is bad.","Ich fühle mich schlecht.","I feel bad."
noun,Schnee,der,m,Masculine by convention.,-,snow,"Der Schnee ist weiß.","The snow is white.","Es liegt viel Schnee.","There is a lot of snow.","Ich liebe den Schnee.","I love the snow."
verb,schneien,,,,,to snow,"Es schneit heute.","It is snowing today.","Morgen schneit es wieder.","Tomorrow it snows again.","Schneit es in Berlin?","Is it snowing in Berlin?"
adj,schnell,,,,,fast,"Das Auto ist schnell.","The car is fast.","Bitte nicht so schnell!","Please not so fast!","Er läuft sehr schnell.","He runs very fast."
adj,sechste,-,-,-,-,sixth,"Das ist die sechste Seite.","This is the sixth page.","Der sechste Mai.","The sixth of May.","Die sechste Stunde.","The sixth hour."
adj,siebte,-,-,-,-,seventh,"Das ist der siebte Tag.","This is the seventh day.","Der siebte Juli.","The seventh of July.","Die siebte Lektion.","The seventh lesson."
noun,Sonne,die,f,Feminine by convention.,Sonnen,sun,"Die Sonne scheint.","The sun is shining.","Ich mag die Sonne.","I like the sun.","Die Sonne ist hell.","The sun is bright."
noun,Station,die,f,Ends in -ion -> always feminine.,Stationen,station,"Die nächste Station ist Berlin.","The next station is Berlin.","Wo ist die Station?","Where is the station?","Eine Station weiter.","One station further."
noun,Studium,das,n,Foreign word ending in -um.,Studien,studies,"Mein Studium ist schwer.","My studies are hard.","Das Studium dauert drei Jahre.","The studies take three years.","Er beginnt das Studium.","He begins the studies."
noun,Süden,der,m,Cardinal directions are masculine.,-,south,"Ich wohne im Süden.","I live in the south.","Der Süden ist warm.","The south is warm.","Reisen in den Süden.","Travel to the south."
noun,Suaheli,das,n,Languages are neutral.,-,Swahili,"Er spricht Suaheli.","He speaks Swahili.","Suaheli ist interessant.","Swahili is interesting.","Ich lerne Suaheli.","I am learning Swahili."
verb,tauschen,,,,,to exchange / trade,"Wir tauschen die Plätze.","We exchange seats.","Kannst du das tauschen?","Can you exchange that?","Wir tauschen Nummern.","We exchange numbers."
noun,Telefoninterview,das,n,Compound: das Interview (neutral).,Telefoninterviews,telephone interview,"Ich habe ein Telefoninterview.","I have a telephone interview.","Das Telefoninterview war gut.","The telephone interview was good.","Vorbereitung auf das Telefoninterview.","Preparation for the telephone interview."
noun,Temperatur,die,f,Ends in -ur -> always feminine.,Temperaturen,temperature,"Die Temperatur ist niedrig.","The temperature is low.","Wie ist die Temperatur?","What is the temperature?","Hohe Temperaturen.","High temperatures."
prep,über,,,,,above / about,"Das Bild hängt über dem Tisch.","The picture hangs above the table.","Wir sprechen über das Thema.","We talk about the topic.","Fliegen über den Wolken.","Flying above the clouds."
verb,übersetzen,,,,,to translate,"Ich übersetze den Text.","I translate the text.","Können Sie das übersetzen?","Can you translate that?","Er übersetzt vom Deutschen ins Englische.","He translates from German to English."
noun,Universität,die,f,Ends in -tät -> always feminine.,Universitäten,university,"Die Universität ist groß.","The university is big.","Er studiert an der Universität.","He studies at the university.","Wann öffnet die Universität?","When does the university open?"
verb,unterschreiben,,,,,to sign,"Bitte hier unterschreiben.","Please sign here.","Er unterschreibt den Vertrag.","He signs the contract.","Ich unterschreibe das Dokument.","I sign the document."
noun,Unterschrift,die,f,Compound: die Schrift (feminine).,Unterschriften,signature,"Hier fehlt die Unterschrift.","The signature is missing here.","Bitte mit Unterschrift.","Please with signature.","Das ist meine Unterschrift.","That is my signature."
adj,verheiratet,,,,,married,"Bist du verheiratet?","Are you married?","Wir sind verheiratet.","We are married.","Er ist seit Jahren verheiratet.","He has been married for years."
noun,Version,die,f,Ends in -ion -> always feminine.,Versionen,version,"Das ist die neue Version.","This is the new version.","Welche Version ist das?","Which version is that?","Eine bessere Version.","A better version."
adj,vierte,-,-,-,-,fourth,"Das ist der vierte Tag.","This is the fourth day.","Der vierte April.","The fourth of April.","Die vierte Seite.","The fourth page."
prep,von,,,,,of / from,"Das ist ein Buch von mir.","That is a book of mine.","Von heute an.","From today on.","Eine Freundin von ihr.","A friend of hers."
noun,Vormittag,der,m,Compound: der Tag (masculine).,Vormittage,morning (pre-noon),"Am Vormittag arbeite ich.","In the morning I work.","Vormittags habe ich Zeit.","In the mornings I have time.","Der Vormittag ist produktiv.","The morning is productive."
adj,warm,,,,,warm,"Es ist warm heute.","It is warm today.","Ein warmes Getränk.","A warm drink.","Mir ist warm.","I am warm."
verb,weitergeben,,,,,to pass on,"Bitte weitergeben.","Please pass on.","Ich gebe die Information weiter.","I pass on the information.","Er gibt den Brief weiter.","He passes on the letter."
noun,Westen,der,m,Cardinal directions are masculine.,-,west,"Ich wohne im Westen.","I live in the west.","Der Wind kommt aus dem Westen.","The wind comes from the west.","Im Westen ist es windig.","In the west it is windy."
noun,Wetter,das,n,Neutral by convention.,-,weather,"Das Wetter ist schön.","The weather is nice.","Wie ist das Wetter?","How is the weather?","Wir haben heute schlechtes Wetter.","We have bad weather today."
noun,Wetter-App,die,f,Compound: die App (feminine).,Wetter-Apps,weather app,"Ich schaue in die Wetter-App.","I look into the weather app.","Die Wetter-App ist praktisch.","The weather app is practical.","Welche Wetter-App nutzt du?","Which weather app do you use?"
noun,Wettervorhersage,die,f,Compound: die Vorhersage (feminine).,Wettervorhersagen,weather forecast,"Wie ist die Wettervorhersage?","What is the weather forecast?","Ich habe die Wettervorhersage gesehen.","I saw the weather forecast.","Eine gute Wettervorhersage.","A good weather forecast."
noun,Wind,der,m,Masculine by convention.,Winde,wind,"Der Wind ist stark.","The wind is strong.","Ich mag den Wind.","I like the wind.","Ein kalter Wind.","A cold wind."
noun,Wolke,die,f,Ends in -e -> mostly feminine.,Wolken,cloud,"Am Himmel sind Wolken.","There are clouds in the sky.","Die Wolke ist groß.","The cloud is big.","Die Sonne ist hinter der Wolke.","The sun is behind the cloud."
adj,zehnte,-,-,-,-,tenth,"Das ist der zehnte Tag.","This is the tenth day.","Der zehnte Mai.","The tenth of May.","Die zehnte Lektion.","The tenth lesson."
noun,Zentimeter,der,m,Measurement units are masculine/neutral.,Zentimeter,centimeter,"Das sind zehn Zentimeter.","That is ten centimeters.","Wie viele Zentimeter?","How many centimeters?","Ein kleiner Zentimeter.","A small centimeter."
noun,Ziffer,die,f,Ends in -er but is feminine (exception).,Ziffern,digit / number,"Schreiben Sie die Ziffer.","Write the digit.","Eine Ziffer von null bis neun.","A digit from zero to nine.","Die Ziffer ist groß.","The digit is big."
adv,zu Hause,,,,,at home,"Ich bin zu Hause.","I am at home.","Bist du zu Hause?","Are you at home?","Wir gehen nach Hause.","We go home."
phrase,zum Glück,,,,,fortunately / luckily,"Zum Glück ist das Wetter gut.","Fortunately the weather is good.","Zum Glück habe ich Zeit.","Luckily I have time.","Zum Glück ist nichts passiert.","Fortunately nothing happened."
adj,zweite,-,-,-,-,second,"Das ist die zweite Etage.","This is the second floor.","Der zweite Tag.","The second day.","Die zweite Seite.","The second page."
prep,zwischen,,,,,between,"Heidelberg liegt zwischen Frankfurt und Stuttgart.","Heidelberg is between Frankfurt and Stuttgart.","Zwischen acht und zehn Uhr.","Between eight and ten o'clock.","Zwischen zwei Bäumen.","Between two trees."
