sentence,words,tip,translation_en
"Im Mai haben wir Urlaub.","Im|Mai|haben|wir|Urlaub|.","'Urlaub' means vacation.","In May we have a vacation."
"Im Juni ist es warm.","Im|Juni|ist|es|warm|.","'warm' means warm.","In June it is warm."
"Im Juli fahren wir ans Meer.","Im|Juli|fahren|wir|ans|Meer|.","'ans' is a contraction of 'an das'.","In July we travel to the sea."
"Im August ist es heiß.","Im|August|ist|es|heiß|.","'heiß' means hot.","In August it is hot."
"Im September beginnt die Schule.","Im|September|beginnt|die|Schule|.","September = September.","In September school begins."
"Im Oktober ist das Oktoberfest.","Im|Oktober|ist|das|Oktoberfest|.","A famous German festival.","In October is the Oktoberfest."
"Im November ist es dunkel.","Im|November|ist|es|dunkel|.","'dunkel' means dark.","In November it is dark."
"Im Dezember feiern wir Weihnachten.","Im|Dezember|feiern|wir|Weihnachten|.","'Weihnachten' means Christmas.","In December we celebrate Christmas."
"Ab Montag mache ich Sport.","Ab|Montag|mache|ich|Sport|.","'ab' means 'starting from'. Verb stays in position 2.","Starting Monday, I will do sports."
"Ab acht Uhr bin ich im Büro.","Ab|acht|Uhr|bin|ich|im|Büro|.","'ab' can also be used for clock times.","From eight o'clock I am in the office."
"Ab morgen lerne ich jeden Tag.","Ab|morgen|lerne|ich|jeden|Tag|.","'morgen' means tomorrow.","Starting tomorrow, I will study every day."
"Abends sehe ich fern.","Abends|sehe|ich|fern|.","Adding 's' to parts of the day means 'in the evenings' / 'every evening'.","In the evenings I watch TV."
"Mittags esse ich in der Kantine.","Mittags|esse|ich|in|der|Kantine|.","'Mittags' = at noon / every noon.","At noon I eat in the cafeteria."
"Nachts schlafe ich acht Stunden.","Nachts|schlafe|ich|acht|Stunden|.","'Nachts' = at night / every night.","At night I sleep eight hours."
"Ich fahre gerne Rad.","Ich|fahre|gerne|Rad|.","'Rad fahren' (to ride a bike). 'Rad' goes to the end like a separable prefix.","I like to ride a bike."
"Wir gehen am Wochenende wandern.","Wir|gehen|am|Wochenende|wandern|.","'wandern' means to hike. Goes to the end after 'gehen'.","We go hiking on the weekend."
"Spielst du Computerspiele?","Spielst|du|Computerspiele|?","'Computerspiele' is the plural noun for computer games.","Do you play computer games?"
"Sie spielt sehr gut Klavier.","Sie|spielt|sehr|gut|Klavier|.","Instruments do not take an article with 'spielen'.","She plays the piano very well."
"Ich mache Aerobic im Fitness-Studio.","Ich|mache|Aerobic|im|Fitness-Studio|.","'im' is short for 'in dem' (location).","I do aerobics in the gym."
"Wir schwimmen im Pool.","Wir|schwimmen|im|Pool|.","'Pool' is a masculine English loanword.","We swim in the pool."
"Kommst du in die Disco?","Kommst|du|in|die|Disco|?","'in die' implies movement towards the disco.","Are you coming to the disco?"
"Wir gehen heute in den Club.","Wir|gehen|heute|in|den|Club|.","'in den' implies movement towards the club (masculine accusative).","We are going to the club today."
"Ich habe viel Freizeit.","Ich|habe|viel|Freizeit|.","'Freizeit' means free time.","I have a lot of free time."
"Ich habe keinen Freizeitstress.","Ich|habe|keinen|Freizeitstress|.","'Freizeitstress' is masculine. Accusative negative is 'keinen'.","I have no leisure stress."
"Das ist mein Lieblingstag.","Das|ist|mein|Lieblingstag|.","'Lieblingstag' means favorite day.","That is my favorite day."
"Was machst du in der Freizeit?","Was|machst|du|in|der|Freizeit|?","'in der' is dative indicating a state/time.","What do you do in your free time?"
"Das ist eine gute Möglichkeit.","Das|ist|eine|gute|Möglichkeit|.","'Möglichkeit' means possibility or option.","That is a good possibility."
"Ich surfe oft im Internet.","Ich|surfe|oft|im|Internet|.","'surfen' is used for the internet.","I often surf the internet."
"Er postet ein Foto.","Er|postet|ein|Foto|.","'posten' is an English loanword adapted to German grammar.","He posts a photo."
"Wir spielen ein Quiz.","Wir|spielen|ein|Quiz|.","'Quiz' is neutral.","We are playing a quiz."
"Ist die Antwort falsch?","Ist|die|Antwort|falsch|?","'falsch' means wrong.","Is the answer wrong?"
"Nein, das stimmt!","Nein|,|das|stimmt|!","'stimmen' means to be correct/right.","No, that is correct!"
"Das ist ein gutes Beispiel.","Das|ist|ein|gutes|Beispiel|.","'Beispiel' means example.","That is a good example."
"Zum Beispiel Äpfel und Tomaten.","Zum|Beispiel|Äpfel|und|Tomaten|.","'Zum Beispiel' is a very common phrase meaning 'for example'.","For example apples and tomatoes."
"Wir organisieren eine Party.","Wir|organisieren|eine|Party|.","'organisieren' means to organize.","We are organizing a party."
"Wer kauft die Getränke?","Wer|kauft|die|Getränke|?","'Getränke' is plural.","Who is buying the drinks?"
"Ich schreibe eine WhatsApp-Nachricht.","Ich|schreibe|eine|WhatsApp-Nachricht|.","'Nachricht' is feminine.","I am writing a WhatsApp message."
"Das Konzert war das Highlight.","Das|Konzert|war|das|Highlight|.","'Highlight' is a neutral English loanword.","The concert was the highlight."
"Ich höre gerne Klassik.","Ich|höre|gerne|Klassik|.","'Klassik' refers to classical music.","I like listening to classical music."
"Sie hört Pop und Rock.","Sie|hört|Pop|und|Rock|.","Musical genres usually do not take articles.","She listens to pop and rock."
"Wir gehen in ein Musical.","Wir|gehen|in|ein|Musical|.","'Musical' is neutral.","We are going to a musical."
"Wir gehen heute ins Theater.","Wir|gehen|heute|ins|Theater|.","'ins' is short for 'in das'.","We are going to the theater today."
"Er liegt im Krankenhaus.","Er|liegt|im|Krankenhaus|.","'Krankenhaus' is a neutral compound noun.","He is in the hospital."
"Rufen Sie im Notfall den Arzt.","Rufen|Sie|im|Notfall|den|Arzt|.","'Notfall' means emergency.","In an emergency, call the doctor."
"Die Krankenschwester hilft dem Patienten.","Die|Krankenschwester|hilft|dem|Patienten|.","'Krankenschwester' means female nurse.","The nurse helps the patient."
"Ich fahre zum Flughafen.","Ich|fahre|zum|Flughafen|.","'zum' is short for 'zu dem' (dative masculine).","I am driving to the airport."
"Wann bist du am Airport?","Wann|bist|du|am|Airport|?","'Airport' is used interchangeably with Flughafen.","When are you at the airport?"
"Ich brauche eine Sekunde.","Ich|brauche|eine|Sekunde|.","'Sekunde' means second.","I need a second."
"Warten Sie eine Minute.","Warten|Sie|eine|Minute|.","'Minute' is feminine.","Wait a minute."
"Der Film dauert eine Stunde.","Der|Film|dauert|eine|Stunde|.","'Stunde' means hour (60 minutes).","The movie lasts one hour."
"Der Service ist wirklich super.","Der|Service|ist|wirklich|super|.","'Service' is a masculine English loanword.","The service is really great."
"Wir suchen neues Personal.","Wir|suchen|neues|Personal|.","'Personal' (staff) is neutral.","We are looking for new staff."
"Er arbeitet im Call-Center.","Er|arbeitet|im|Call-Center|.","'Call-Center' is neutral.","He works in the call center."
"Wie ist dein Body-Mass-Index?","Wie|ist|dein|Body-Mass-Index|?","Compound noun from the vocabulary list.","What is your body mass index?"
"Das ist eine absolute Notwendigkeit.","Das|ist|eine|absolute|Notwendigkeit|.","'Notwendigkeit' means necessity.","That is an absolute necessity."
"Stress-Management ist sehr wichtig.","Stress-Management|ist|sehr|wichtig|.","'wichtig' means important.","Stress management is very important."
"Ich habe keinen Stress.","Ich|habe|keinen|Stress|.","'Stress' is masculine. Accusative negative is 'keinen'.","I have no stress."
"Das ist purer Luxus.","Das|ist|purer|Luxus|.","'Luxus' is masculine.","That is pure luxury."
"Ich habe heute ein Interview.","Ich|habe|heute|ein|Interview|.","'Interview' is neutral.","I have an interview today."
"Was ist das für ein Ausdruck?","Was|ist|das|für|ein|Ausdruck|?","'Ausdruck' means expression.","What kind of expression is that?"
"Das ist eine gute Kombination.","Das|ist|eine|gute|Kombination|.","'Kombination' is feminine.","That is a good combination."
"Wir sitzen im Kreis.","Wir|sitzen|im|Kreis|.","'Kreis' is masculine.","We are sitting in a circle."
"Bitte schließen Sie das Buch.","Bitte|schließen|Sie|das|Buch|.","'schließen' means to close.","Please close the book."
"Bitte öffnen Sie das Fenster.","Bitte|öffnen|Sie|das|Fenster|.","'öffnen' means to open.","Please open the window."
"Der Weg ist kurz.","Der|Weg|ist|kurz|.","'kurz' means short.","The path is short."
"Die Nacht war lang.","Die|Nacht|war|lang|.","'lang' means long.","The night was long."
"Die Zeit ist gleich um.","Die|Zeit|ist|gleich|um|.","'gleich' can mean 'shortly' or 'right away'.","The time is almost up."
"Fünf minus zwei ist drei.","Fünf|minus|zwei|ist|drei|.","Mathematical vocabulary.","Five minus two is three."
"Wir essen heute Sushi.","Wir|essen|heute|Sushi|.","'Sushi' is a neutral loanword.","We are eating sushi today."
"Ich muss das Auto waschen.","Ich|muss|das|Auto|waschen|.","Modal verb pushing the infinitive 'waschen' to the end.","I must wash the car."
"Ich muss heute noch tanken.","Ich|muss|heute|noch|tanken|.","'tanken' means to refuel.","I still have to get gas today."
"Lesen Sie den Text vor.","Lesen|Sie|den|Text|vor|.","'vorlesen' (to read aloud) is a separable verb.","Read the text aloud."
"Ich weiß die Antwort nicht.","Ich|weiß|die|Antwort|nicht|.","'wissen' (to know a fact) is an irregular verb.","I do not know the answer."
