pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en
adj,direkt,,,,,direct / directly,"Der Flug geht direkt nach Berlin.","The flight goes directly to Berlin.","Das ist ein direkter Weg.","That is a direct way.","Direkt am Strand.","Directly on the beach."
noun,Doppelzimmer,das,n,Compound: das Zimmer (neutral).,Doppelzimmer,double room,"Wir möchten ein Doppelzimmer buchen.","We would like to book a double room.","Das Doppelzimmer ist groß.","The double room is big.","Haben Sie ein Doppelzimmer frei?","Do you have a double room available?"
adv,eigentlich,,,,,actually / strictly speaking,"Eigentlich habe ich keine Zeit.","Actually, I have no time.","Was willst du eigentlich?","What do you actually want?","Eigentlich ist das falsch.","Strictly speaking, that is wrong."
verb,entspannen,,,,,to relax,"Im Urlaub möchte ich mich entspannen.","On vacation I want to relax.","Wir entspannen am Strand.","We relax on the beach.","Entspannen Sie sich!","Relax!"
adj,entspannt,,,,,relaxed,"Die Atmosphäre ist sehr entspannt.","The atmosphere is very relaxed.","Ich bin jetzt total entspannt.","I am totally relaxed now.","Ein entspannter Urlaub.","A relaxed vacation."
adj,erkältet,,,,,having a cold,"Ich bin leider erkältet.","I unfortunately have a cold.","Er ist schwer erkältet.","He has a severe cold.","Bist du erkältet?","Do you have a cold?"
noun,Erwachsene,der/die,m/f,Adjectival noun.,Erwachsenen,adult,"Das Ticket ist für Erwachsene.","The ticket is for adults.","Zwei Erwachsene und ein Kind.","Two adults and one child.","Erwachsene zahlen mehr.","Adults pay more."
noun,Event,das/der,n/m,English loanword.,Events,event,"Das Event beginnt um 20 Uhr.","The event begins at 8 PM.","Ein großes Event in der Stadt.","A big event in the city.","Kommst du zum Event?","Are you coming to the event?"
adj,exakt,,,,,exact / exactly,"Das ist exakt richtig.","That is exactly right.","Exakt um Mitternacht.","Exactly at midnight.","Die exakte Zeit.","The exact time."
noun,Exklusivität,die,f,Ends in -tät -> always feminine.,-,exclusivity,"Das Hotel bietet viel Exklusivität.","The hotel offers a lot of exclusivity.","Wir schätzen die Exklusivität.","We appreciate the exclusivity.","Ein Gefühl von Exklusivität.","A feeling of exclusivity."
verb,fehlen,,,,,to be missing / to lack,"Mir fehlt die Zeit.","I lack the time.","Was fehlt Ihnen?","What is missing for you? (What is the matter with you?)","Es fehlt ein Stuhl.","A chair is missing."
noun,Film,der,m,Masculine by convention.,Filme,movie / film,"Der Film ist sehr spannend.","The movie is very exciting.","Wir schauen einen Film.","We are watching a movie.","Ein romantischer Film.","A romantic movie."
noun,Fischrestaurant,das,n,Compound: das Restaurant (neutral).,Fischrestaurants,seafood restaurant,"Wir essen im Fischrestaurant.","We are eating in the seafood restaurant.","Das Fischrestaurant ist am Hafen.","The seafood restaurant is at the harbor.","Ein gutes Fischrestaurant.","A good seafood restaurant."
adv,früh,,,,,early,"Ich stehe sehr früh auf.","I get up very early.","Es ist noch früh.","It is still early.","Am frühen Morgen.","In the early morning."
noun,Frühling,der,m,Seasons are masculine.,Frühlinge,spring,"Im Frühling blühen die Blumen.","In spring the flowers bloom.","Der Frühling ist schön.","Spring is beautiful.","Mein Lieblingsmonat ist im Frühling.","My favorite month is in spring."
noun,Frühlingstyp,der,m,Compound: der Typ (masculine).,Frühlingstypen,spring type (fashion/personality),"Sie ist ein Frühlingstyp.","She is a spring type.","Farben für den Frühlingstyp.","Colors for the spring type.","Bist du ein Frühlingstyp?","Are you a spring type?"
noun,Frühstücksbuffet,das,n,Compound: das Buffet (neutral).,Frühstücksbuffets,breakfast buffet,"Das Frühstücksbuffet ist reichhaltig.","The breakfast buffet is rich.","Gibt es ein Frühstücksbuffet?","Is there a breakfast buffet?","Wir essen am Frühstücksbuffet.","We eat at the breakfast buffet."
verb,fühlen,,,,,to feel,"Ich fühle mich gut.","I feel good.","Wie fühlen Sie sich heute?","How do you feel today?","Er fühlt sich krank.","He feels sick."
adv,gerade,,,,,just now / straight,"Ich arbeite gerade.","I am working right now.","Gehen Sie gerade aus.","Go straight ahead.","Er ist gerade angekommen.","He just arrived."
noun,Geschäftsmann,der,m,Compound: der Mann (masculine).,Geschäftsleute,businessman,"Er ist ein erfolgreicher Geschäftsmann.","He is a successful businessman.","Der Geschäftsmann reist viel.","The businessman travels a lot.","Ein Meeting mit dem Geschäftsmann.","A meeting with the businessman."
noun,Herbst,der,m,Seasons are masculine.,Herbste,autumn / fall,"Im Herbst fallen die Blätter.","In autumn the leaves fall.","Der Herbst ist oft windig.","Autumn is often windy.","Wir machen einen Urlaub im Herbst.","We take a vacation in autumn."
noun,Holland,das,n,Country/region names without special endings are neutral.,-,Holland,"Wir fahren nach Holland ans Meer.","We are driving to Holland to the sea.","Holland ist schön.","Holland is beautiful.","Käse aus Holland.","Cheese from Holland."
noun,Hotelgast,der,m,Compound: der Gast (masculine).,Hotelgäste,hotel guest,"Der Hotelgast möchte zahlen.","The hotel guest would like to pay.","Ein Service für unsere Hotelgäste.","A service for our hotel guests.","Sind Sie Hotelgast?","Are you a hotel guest?"
noun,Insel,die,f,Feminine by convention.,Inseln,island,"Wir machen Urlaub auf einer Insel.","We are vacationing on an island.","Die Insel ist klein.","The island is small.","Eine einsame Insel.","A lonely island."
noun,Irland,das,n,Country names ending in -land are neutral.,-,Ireland,"Dublin ist die Hauptstadt von Irland.","Dublin is the capital of Ireland.","Ich reise nach Irland.","I travel to Ireland.","Irland ist sehr grün.","Ireland is very green."
noun,Island,das,n,Country names ending in -land are neutral.,-,Iceland,"Island hat viele Vulkane.","Iceland has many volcanoes.","Ein Urlaub auf Island.","A vacation in Iceland.","Die Natur in Island.","The nature in Iceland."
noun,Jahreszeit,die,f,Compound: die Zeit (feminine).,Jahreszeiten,season,"Welche Jahreszeit magst du?","Which season do you like?","Es gibt vier Jahreszeiten.","There are four seasons.","Der Sommer ist meine liebste Jahreszeit.","Summer is my favorite season."
pron,jede,,,,,every / each,"Jede Woche fahre ich ans Meer.","Every week I drive to the sea.","Jeder Tag ist besonders.","Every day is special.","Wir prüfen jede Möglichkeit.","We check every possibility."
noun,Jugendherberge,die,f,Ends in -e -> mostly feminine.,Jugendherbergen,youth hostel,"Wir übernachten in einer Jugendherberge.","We stay overnight in a youth hostel.","Die Jugendherberge ist günstig.","The youth hostel is cheap.","Ein Zimmer in der Jugendherberge.","A room in the youth hostel."
noun,Kanaren,die,f (pl),Always plural.,-,Canary Islands,"Wir fliegen auf die Kanaren.","We are flying to the Canary Islands.","Die Kanaren sind schön warm.","The Canary Islands are beautifully warm.","Ein Urlaub auf den Kanaren.","A vacation on the Canary Islands."
noun,Kandidat,der,m,Persons ending in -at are masculine.,Kandidaten,candidate,"Er ist der beste Kandidat.","He is the best candidate.","Der Kandidat hat die Fragen beantwortet.","The candidate answered the questions.","Wir suchen einen Kandidaten.","We are looking for a candidate."
noun,Kasten,der,m,Masculine by convention.,Kästen,box / crate,"Ein Kasten Wasser, bitte.","A crate of water, please.","Der Kasten ist schwer.","The box is heavy.","Tragen Sie den Kasten.","Carry the box."
noun,Kilometer,der,m,Measurement units are masculine or neutral.,Kilometer,kilometer,"Das Hotel ist zwei Kilometer entfernt.","The hotel is two kilometers away.","Wie viele Kilometer sind es?","How many kilometers is it?","Ein langer Kilometer.","A long kilometer."
noun,Konjunktiv,der,m,Grammar terms are often masculine or neutral.,Konjunktive,subjunctive,"Wir lernen den Konjunktiv II.","We are learning the subjunctive II.","Der Konjunktiv drückt Wünsche aus.","The subjunctive expresses wishes.","Bilden Sie Sätze im Konjunktiv.","Form sentences in the subjunctive."
adj,legendär,,,,,legendary,"Die Party war legendär.","The party was legendary.","Ein legendärer Film.","A legendary movie.","Ein legendäres Hotel.","A legendary hotel."
noun,Lieblingsinsel,die,f,Compound: die Insel (feminine).,Lieblingsinseln,favorite island,"Mallorca ist seine Lieblingsinsel.","Mallorca is his favorite island.","Was ist deine Lieblingsinsel?","What is your favorite island?","Reise zur Lieblingsinsel.","Trip to the favorite island."
noun,Lieblingsort,der,m,Compound: der Ort (masculine).,Lieblingsorte,favorite place,"Der Park ist mein Lieblingsort.","The park is my favorite place.","Haben Sie einen Lieblingsort?","Do you have a favorite place?","Ein ruhiger Lieblingsort.","A quiet favorite place."
noun,Liechtenstein,das,n,Country names without special endings are neutral.,-,Liechtenstein,"Liechtenstein ist sehr klein.","Liechtenstein is very small.","Wir fahren durch Liechtenstein.","We drive through Liechtenstein.","Vaduz ist die Hauptstadt von Liechtenstein.","Vaduz is the capital of Liechtenstein."
verb,liegen,,,,,to lie (flat) / to be located,"Das Hotel liegt am Strand.","The hotel is located on the beach.","Ich liege im Bett.","I am lying in bed.","Wo liegt München?","Where is Munich located?"
noun,Luxemburg,das,n,Country names without special endings are neutral.,-,Luxembourg,"Luxemburg ist ein Nachbarland.","Luxembourg is a neighboring country.","Er arbeitet in Luxemburg.","He works in Luxembourg.","Reise nach Luxemburg.","Trip to Luxembourg."
pron,manch,,,,,some / many a,"Manche Leute mögen das.","Some people like that.","An manchem Tag bin ich müde.","On many a day I am tired.","Manches ist schwer zu verstehen.","Some things are hard to understand."
noun,Meer,das,n,Neutral by convention.,Meere,sea / ocean,"Wir fahren ans Meer.","We are driving to the sea.","Das Meer ist blau.","The sea is blue.","Ein Urlaub am Meer.","A vacation by the sea."
noun,Museum,das,n,Foreign words ending in -um are neutral.,Museen,museum,"Wir besichtigen das Museum.","We visit the museum.","Das Museum ist heute geschlossen.","The museum is closed today.","Kunst im Museum.","Art in the museum."
noun,Mythos,der,m,Foreign word ending in -os.,Mythen,myth,"Das ist nur ein Mythos.","That is just a myth.","Der Mythos von Atlantis.","The myth of Atlantis.","Glauben Sie an diesen Mythos?","Do you believe in this myth?"
prep,nach,,,,,to / towards,"Ich fahre nach Berlin.","I am driving to Berlin.","Wir fliegen nach Spanien.","We fly to Spain.","Gehen wir nach Hause.","Let's go home."
verb,nachsehen,,,,,to look up / to check,"Ich muss das im Wörterbuch nachsehen.","I have to look that up in the dictionary.","Bitte sehen Sie nach, wann der Zug fährt.","Please check when the train departs.","Seh mal nach!","Just go and check!"
noun,Nordsee,die,f,Compound: die See (feminine meaning sea).,-,North Sea,"Wir machen Urlaub an der Nordsee.","We are taking a vacation at the North Sea.","Die Nordsee ist kalt.","The North Sea is cold.","Eine Insel in der Nordsee.","An island in the North Sea."
verb,nutzen,,,,,to use,"Nutzen Sie das Internet?","Do you use the internet?","Wir nutzen den Garten oft.","We use the garden often.","Nutze deine Zeit gut.","Use your time well."
noun,Ort,der,m,Masculine by convention.,Orte,place / location,"Das ist ein schöner Ort.","That is a beautiful place.","Wo ist dieser Ort?","Where is this place?","Ein magischer Ort.","A magical place."
noun,Pension,die,f,Ends in -ion -> always feminine.,Pensionen,guesthouse / pension,"Wir übernachten in einer kleinen Pension.","We stay in a small guesthouse.","Die Pension ist günstig.","The guesthouse is cheap.","Ein Zimmer in der Pension.","A room in the guesthouse."
noun,Portal,das,n,Neutral by convention.,Portale,portal,"Ein Portal für Reisen.","A portal for travel.","Das Online-Portal.","The online portal.","Informationen auf dem Portal.","Information on the portal."
noun,Portion,die,f,Ends in -ion -> always feminine.,Portionen,portion,"Eine Portion Pommes, bitte.","A portion of fries, please.","Die Portion ist sehr groß.","The portion is very big.","Zwei Portionen Eis.","Two portions of ice cream."
noun,Rap,der,m,Musical genres are usually masculine.,Raps,rap music,"Er hört gerne Rap.","He likes to listen to rap.","Ein Konzert mit Rap.","A concert with rap.","Der Rap ist schnell.","The rap is fast."
noun,Regel,die,f,Ends in -el -> mostly feminine.,Regeln,rule,"Das ist die Regel.","That is the rule.","Sie müssen die Regeln lernen.","You must learn the rules.","Keine Regel ohne Ausnahme.","No rule without exception."
adv,regelmäßig,,,,,regularly,"Ich mache regelmäßig Sport.","I do sports regularly.","Er besucht uns regelmäßig.","He visits us regularly.","Ein regelmäßiger Gast.","A regular guest."
noun,Rolle,die,f,Ends in -e -> mostly feminine.,Rollen,role,"Er spielt eine wichtige Rolle.","He plays an important role.","Das spielt keine Rolle.","That doesn't matter (plays no role).","Ihre Rolle im Projekt.","Her role in the project."
adv,schon,,,,,already,"Sind Sie schon fertig?","Are you already finished?","Es ist schon spät.","It is already late.","Ich war schon mal in Paris.","I have already been to Paris."
noun,See,der,m,Masculine = lake (die See = sea).,Seen,lake,"Wir schwimmen im See.","We swim in the lake.","Ein Haus am See.","A house by the lake.","Der See ist tief.","The lake is deep."
verb,segeln,,,,,to sail,"Wir gehen am Wochenende segeln.","We are going sailing on the weekend.","Er segelt auf dem See.","He sails on the lake.","Kannst du segeln?","Can you sail?"
verb,skifahren,,,,,to ski,"Im Winter gehen wir skifahren.","In winter we go skiing.","Ich lerne skifahren.","I am learning to ski.","Skifahren macht Spaß.","Skiing is fun."
adj,spektakulär,,,,,spectacular,"Die Aussicht ist spektakulär.","The view is spectacular.","Ein spektakuläres Event.","A spectacular event.","Der Urlaub war spektakulär.","The vacation was spectacular."
verb,sterben,,,,,to die,"Die Pflanze stirbt ohne Wasser.","The plant dies without water.","Er ist letztes Jahr gestorben.","He died last year.","Ein Mythos stirbt nie.","A myth never dies."
noun,Strand,der,m,Masculine by convention.,Strände,beach,"Wir liegen am Strand.","We are lying on the beach.","Der Strand ist wunderschön.","The beach is gorgeous.","Urlaub am Strand.","Vacation on the beach."
noun,Suite,die,f,Ends in -e -> mostly feminine.,Suiten,suite,"Wir buchen eine Suite im Hotel.","We book a suite in the hotel.","Die Suite ist sehr groß.","The suite is very big.","Eine Luxus-Suite.","A luxury suite."
adj,täglich,,,,,daily,"Ich trinke täglich Kaffee.","I drink coffee daily.","Eine tägliche Aufgabe.","A daily task.","Das Restaurant ist täglich geöffnet.","The restaurant is open daily."
noun,Tennisspieler,der,m,Persons ending in -er are masculine.,Tennisspieler,tennis player,"Er ist ein guter Tennisspieler.","He is a good tennis player.","Die Tennisspieler trainieren hart.","The tennis players train hard.","Ein Match zwischen zwei Tennisspielern.","A match between two tennis players."
noun,Terrasse,die,f,Ends in -e -> mostly feminine.,Terrassen,terrace,"Wir sitzen auf der Terrasse.","We are sitting on the terrace.","Das Café hat eine schöne Terrasse.","The cafe has a beautiful terrace.","Essen auf der Terrasse.","Eating on the terrace."
verb,tragen,,,,,to carry / to wear,"Er trägt einen schweren Koffer.","He carries a heavy suitcase.","Sie trägt ein rotes Kleid.","She wears a red dress.","Kannst du das tragen?","Can you carry that?"
noun,Typ,der,m,Masculine by convention.,Typen,type / guy,"Was für ein Typ ist er?","What kind of guy is he?","Dieser Typ von Auto.","This type of car.","Sind Sie ein Sommertyp?","Are you a summer type?"
verb,übernachten,,,,,to stay overnight,"Wir übernachten im Hotel.","We are staying overnight in the hotel.","Wo übernachtest du?","Where are you staying overnight?","Kann ich bei dir übernachten?","Can I stay overnight at your place?"
noun,Übernachtung,die,f,Ends in -ung -> always feminine.,Übernachtungen,overnight stay,"Die Übernachtung kostet 50 Euro.","The overnight stay costs 50 euros.","Wir buchen zwei Übernachtungen.","We book two overnight stays.","Eine Übernachtung im Zelt.","An overnight stay in a tent."
noun,Ungarn,das,n,Country names without special endings are neutral.,-,Hungary,"Budapest liegt in Ungarn.","Budapest is in Hungary.","Er fährt nach Ungarn.","He drives to Hungary.","Ein Urlaub in Ungarn.","A vacation in Hungary."
adj,unregelmäßig,,,,,irregular,"Unregelmäßige Verben lernen.","To learn irregular verbs.","Er arbeitet unregelmäßig.","He works irregularly.","Ein unregelmäßiger Rhythmus.","An irregular rhythm."
noun,Urlaub,der,m,Masculine by convention.,Urlaube,vacation / holiday,"Wir machen Urlaub am Meer.","We take a vacation by the sea.","Einen schönen Urlaub!","Have a nice vacation!","Im Urlaub entspanne ich mich.","On vacation I relax."
noun,Urlaubsfoto,das,n,Compound: das Foto (neutral).,Urlaubsfotos,vacation photo,"Ich zeige dir meine Urlaubsfotos.","I show you my vacation photos.","Ein tolles Urlaubsfoto.","A great vacation photo.","Schick mir das Urlaubsfoto.","Send me the vacation photo."
verb,verkaufen,,,,,to sell,"Wir verkaufen unser Auto.","We are selling our car.","Er verkauft Obst auf dem Markt.","He sells fruit at the market.","Was verkaufen Sie?","What do you sell?"
verb,verwenden,,,,,to use,"Welches Wort verwenden Sie?","Which word do you use?","Ich verwende diese App oft.","I use this app often.","Bitte nicht verwenden.","Please do not use."
noun,Wald,der,m,Masculine by convention.,Wälder,forest / woods,"Wir gehen im Wald spazieren.","We go for a walk in the forest.","Der Wald ist grün.","The forest is green.","Tiere im Wald.","Animals in the forest."
noun,Wanderung,die,f,Ends in -ung -> always feminine.,Wanderungen,hike,"Wir machen eine lange Wanderung.","We take a long hike.","Die Wanderung war anstrengend.","The hike was exhausting.","Eine geführte Wanderung.","A guided hike."
pron,welch,,,,,which,"Welches Buch liest du?","Which book are you reading?","Welcher Tag ist heute?","Which day is today?","Welche Farbe magst du?","Which color do you like?"
phrase,wie lange,,,,,how long,"Wie lange bleibst du?","How long are you staying?","Wie lange dauert der Flug?","How long does the flight take?","Weißt du, wie lange das dauert?","Do you know how long that takes?"
noun,Wochentag,der,m,Compound: der Tag (masculine).,Wochentage,day of the week,"Montag ist ein Wochentag.","Monday is a day of the week.","An welchen Wochentagen arbeitest du?","On which weekdays do you work?","Ein ganz normaler Wochentag.","A completely normal weekday."
adv,wohl,,,,,well / probably,"Ich fühle mich hier sehr wohl.","I feel very well here.","Das ist wohl wahr.","That is probably true.","Gute Besserung, erhol dich wohl!","Get well soon, recover well!"
noun,Wunsch,der,m,Masculine by convention.,Wünsche,wish / request,"Haben Sie noch einen Wunsch?","Do you have another wish/request?","Ein Wunsch geht in Erfüllung.","A wish comes true.","Auf eigenen Wunsch.","By one's own request."
verb,wünschen,,,,,to wish,"Ich wünsche dir einen schönen Urlaub.","I wish you a nice vacation.","Wir wünschen Ihnen viel Erfolg.","We wish you much success.","Was wünschst du dir?","What do you wish for?"
noun,Hotelier,der,m,French loanword (masculine).,Hoteliers,hotel manager,"Der Hotelier begrüßt die Gäste.","The hotel manager welcomes the guests.","Er ist ein erfolgreicher Hotelier.","He is a successful hotel manager.","Fragen Sie den Hotelier.","Ask the hotel manager."
noun,Jahreszeiten-Typ,der,m,Compound: der Typ (masculine).,Jahreszeiten-Typen,seasonal type,"Welcher Jahreszeiten-Typ bist du?","Which seasonal type are you?","Tests für den Jahreszeiten-Typ.","Tests for the seasonal type.","Sie ist ein Herbsttyp.","She is an autumn type."
noun,Malediven,die,f (pl),Always plural.,-,Maldives,"Wir fliegen auf die Malediven.","We are flying to the Maldives.","Die Malediven sind ein Traumort.","The Maldives are a dream place.","Ein Urlaub auf den Malediven.","A vacation on the Maldives."
noun,Mallorca,das,n,Island names without special endings are neutral.,-,Mallorca,"Mallorca ist eine Lieblingsinsel der Deutschen.","Mallorca is a favorite island of the Germans.","Wir fliegen nach Mallorca.","We fly to Mallorca.","Ein Sommer auf Mallorca.","A summer on Mallorca."
noun,Meerblick,der,m,Compound: der Blick (masculine).,Meerblicke,sea view,"Ich möchte ein Zimmer mit Meerblick.","I would like a room with a sea view.","Der Meerblick ist traumhaft.","The sea view is dreamy.","Ein Balkon mit Meerblick.","A balcony with a sea view."
noun,Nordseeinsel,die,f,Compound: die Insel (feminine).,Nordseeinseln,North Sea island,"Sylt ist eine Nordseeinsel.","Sylt is a North Sea island.","Wir machen Urlaub auf einer Nordseeinsel.","We take a vacation on a North Sea island.","Die Luft auf der Nordseeinsel ist gesund.","The air on the North Sea island is healthy."
noun,Online-Wörterbuch,das,n,Compound: das Buch (neutral).,Online-Wörterbücher,online dictionary,"Ich benutze ein Online-Wörterbuch.","I use an online dictionary.","Schau im Online-Wörterbuch nach.","Look it up in the online dictionary.","Ein praktisches Online-Wörterbuch.","A practical online dictionary."
noun,Ortswechsel,der,m,Compound: der Wechsel (masculine).,Ortswechsel,change of location,"Ich brauche einen Ortswechsel.","I need a change of location.","Der Ortswechsel tut gut.","The change of location is good for you.","Ein regelmäßiger Ortswechsel.","A regular change of location."
noun,Reiseportal,das,n,Compound: das Portal (neutral).,Reiseportale,travel portal,"Ich buche den Flug über ein Reiseportal.","I book the flight via a travel portal.","Das Reiseportal ist sehr günstig.","The travel portal is cheap.","Ein Vergleich im Reiseportal.","A comparison in the travel portal."
noun,Sommertyp,der,m,Compound: der Typ (masculine).,Sommertypen,summer type,"Sie ist ein Sommertyp.","She is a summer type.","Farben für den Sommertyp.","Colors for the summer type.","Bist du ein Sommertyp?","Are you a summer type?"
noun,Südtirol,das,n,Regions ending in -ol are neutral.,-,South Tyrol,"Wir fahren zum Skifahren nach Südtirol.","We go skiing in South Tyrol.","Südtirol ist in Italien.","South Tyrol is in Italy.","Ein Hotel in Südtirol.","A hotel in South Tyrol."
noun,Urlaubsort,der,m,Compound: der Ort (masculine).,Urlaubsorte,vacation resort / holiday destination,"Was ist Ihr liebster Urlaubsort?","What is your favorite holiday destination?","Ein ruhiger Urlaubsort.","A quiet vacation resort.","Wir sind am Urlaubsort angekommen.","We arrived at the holiday destination."
noun,Weingeschäft,das,n,Compound: das Geschäft (neutral).,Weingeschäfte,wine shop,"Er kauft Wein im Weingeschäft.","He buys wine in the wine shop.","Das Weingeschäft hat eine große Auswahl.","The wine shop has a large selection.","Wir gehen ins Weingeschäft.","We go into the wine shop."
noun,Weltkarte,die,f,Compound: die Karte (feminine).,Weltkarten,world map,"Suchen Sie das Land auf der Weltkarte.","Find the country on the world map.","Er hängt eine Weltkarte an die Wand.","He hangs a world map on the wall.","Wo ist Deutschland auf der Weltkarte?","Where is Germany on the world map?"
verb,windsurfen,,,,,to windsurf,"Er geht im Sommer windsurfen.","He goes windsurfing in summer.","Kannst du windsurfen?","Can you windsurf?","Windsurfen auf dem See.","Windsurfing on the lake."
noun,Wintertyp,der,m,Compound: der Typ (masculine).,Wintertypen,winter type,"Er ist ein Wintertyp.","He is a winter type.","Das passt zum Wintertyp.","That fits the winter type.","Welche Farbe trägt der Wintertyp?","Which color does the winter type wear?"
