sentence,words,tip,translation_en
"Ich brauche einen Stadtplan.","Ich|brauche|einen|Stadtplan|.","'Stadtplan' is masculine accusative.","I need a city map."
"Gehen Sie zur Stadtinfo.","Gehen|Sie|zur|Stadtinfo|.","'zur' = zu der (dative).","Go to the city info."
"Wo ist unser Treffpunkt?","Wo|ist|unser|Treffpunkt|?","'Treffpunkt' means meeting point.","Where is our meeting point?"
"Wir treffen uns am Marktplatz.","Wir|treffen|uns|am|Marktplatz|.","'am' = an dem.","We meet at the market square."
"Darf man hier parken?","Darf|man|hier|parken|?","Modal verb 'dürfen' (darf) + infinitive at the end.","Is one allowed to park here?"
"Ich miete ein Auto.","Ich|miete|ein|Auto|.","'mieten' means to rent.","I rent a car."
"Wir nutzen Carsharing.","Wir|nutzen|Carsharing|.","'nutzen' means to use.","We use carsharing."
"Das Elektroauto ist umweltfreundlich.","Das|Elektroauto|ist|umweltfreundlich|.","'umweltfreundlich' means eco-friendly.","The electric car is eco-friendly."
"Ich fahre lieber Fahrrad.","Ich|fahre|lieber|Fahrrad|.","'lieber' means prefer to.","I prefer riding a bike."
"Was ist dein Lieblings-Verkehrsmittel?","Was|ist|dein|Lieblings-Verkehrsmittel|?","Compound noun.","What is your favorite means of transport?"
"Berlin hat viele Einwohner.","Berlin|hat|viele|Einwohner|.","'Einwohner' means inhabitants.","Berlin has many inhabitants."
"Die Stadt ist wunderschön.","Die|Stadt|ist|wunderschön|.","'wunderschön' means gorgeous.","The city is gorgeous."
"Wir genießen das Nachtleben.","Wir|genießen|das|Nachtleben|.","'genießen' means to enjoy.","We enjoy the nightlife."
"Wir gehen auf einen Rave.","Wir|gehen|auf|einen|Rave|.","'Rave' is masculine accusative here.","We are going to a rave."
"Der DJ spielt gute Musik.","Der|DJ|spielt|gute|Musik|.","'DJ' is masculine.","The DJ plays good music."
"Wir trinken Cocktails in der Strandbar.","Wir|trinken|Cocktails|in|der|Strandbar|.","'in der' indicates location (dative).","We drink cocktails in the beach bar."
"Kommst du mit?","Kommst|du|mit|?","'mitkommen' is separable.","Are you coming along?"
"Ich komme gerne mit.","Ich|komme|gerne|mit|.","'gerne' expresses pleasure in doing it.","I gladly come along."
"Wir gehen shoppen.","Wir|gehen|shoppen|.","'gehen' + infinitive.","We go shopping."
"Ich interessiere mich für Mode.","Ich|interessiere|mich|für|Mode|.","Reflexive verb 'sich interessieren für'.","I am interested in fashion."
"Das Design ist sehr modern.","Das|Design|ist|sehr|modern|.","'Design' is neutral.","The design is very modern."
"Wir machen ein Rollenspiel.","Wir|machen|ein|Rollenspiel|.","'Rollenspiel' is neutral.","We are doing a role-play."
"Wir würfeln um den Sieg.","Wir|würfeln|um|den|Sieg|.","'würfeln' means to roll dice.","We roll the dice for the win."
"Werfen Sie den Würfel.","Werfen|Sie|den|Würfel|.","'Würfel' is masculine accusative.","Throw the dice."
"Das ist ein Geheimnis.","Das|ist|ein|Geheimnis|.","'Geheimnis' means secret.","That is a secret."
"Erzählen Sie mir davon.","Erzählen|Sie|mir|davon|.","'erzählen' means to tell.","Tell me about it."
"Ich bin ein Frühstücksfan.","Ich|bin|ein|Frühstücksfan|.","'Frühstücksfan' is masculine.","I am a breakfast fan."
"Wir essen vegan.","Wir|essen|vegan|.","'vegan' means vegan.","We eat vegan."
"Ich esse einen Crêpe.","Ich|esse|einen|Crêpe|.","'Crêpe' is masculine accusative here.","I eat a crepe."
"Das ist eine tolle Idee.","Das|ist|eine|tolle|Idee|.","'Idee' is feminine.","That is a great idea."
"Das ist ganz einfach.","Das|ist|ganz|einfach|.","'einfach' means simple.","That is quite simple."
"Folgen Sie dem Pfeil.","Folgen|Sie|dem|Pfeil|.","'folgen' takes the dative case (dem Pfeil).","Follow the arrow."
"Schauen Sie auf das Pikto.","Schauen|Sie|auf|das|Pikto|.","'Pikto' means icon/pictogram.","Look at the pictogram."
"Ich reise nach Japan.","Ich|reise|nach|Japan|.","Use 'nach' for countries without articles.","I travel to Japan."
"Ich schicke es per E-Mail.","Ich|schicke|es|per|E-Mail|.","'per' means via/by.","I'll send it via email."
"Vielen Dank für die Info.","Vielen|Dank|für|die|Info|.","'für' takes accusative.","Thank you very much for the info."
"Gern geschehen!","Gern|geschehen|!","Standard reply to thank you.","You're welcome!"
"Warten Sie einen Moment.","Warten|Sie|einen|Moment|.","'Moment' is masculine accusative.","Wait a moment."
"Die Fahrt war sehr bequem.","Die|Fahrt|war|sehr|bequem|.","'war' is simple past of 'sein'.","The trip was very comfortable."
"Das Hotel ist ideal.","Das|Hotel|ist|ideal|.","'ideal' means ideal.","The hotel is ideal."
"Wir bleiben drei Tage.","Wir|bleiben|drei|Tage|.","'bleiben' means to stay.","We stay three days."
"Er fährt ein Motorrad.","Er|fährt|ein|Motorrad|.","'Motorrad' is neutral.","He rides a motorcycle."
"Wir fahren mit dem Tuktuk.","Wir|fahren|mit|dem|Tuktuk|.","Dative 'dem' after 'mit'.","We travel by auto rickshaw."
"Bitte präsentieren Sie das Ergebnis.","Bitte|präsentieren|Sie|das|Ergebnis|.","'präsentieren' means to present.","Please present the result."
"Das ist die Statistik.","Das|ist|die|Statistik|.","'Statistik' is feminine.","That is the statistic."
"Eine Million Einwohner.","Eine|Million|Einwohner|.","'Million' is feminine.","One million inhabitants."
"Die Gasse ist sehr eng.","Die|Gasse|ist|sehr|eng|.","'Gasse' means alley. 'eng' means narrow.","The alley is very narrow."
"Die Hauptstraße ist breit.","Die|Hauptstraße|ist|breit|.","'breit' means wide.","The main street is wide."
"Gehen Sie dort hin.","Gehen|Sie|dort|hin|.","'hin' indicates direction away from speaker.","Go there."
"Kommen Sie bitte her.","Kommen|Sie|bitte|her|.","'her' indicates direction towards speaker.","Please come here."
"Das ist das erste Mal.","Das|ist|das|erste|Mal|.","'Mal' (time/occurrence) is neutral.","That is the first time."
"Ich lerne die Konjunktion.","Ich|lerne|die|Konjunktion|.","Grammar vocabulary.","I learn the conjunction."
