test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir wandern null Berge. (into the - pl)","in die","wandern","into the mountains (Akkusativ, pl)","We hike into the mountains.","Wechselpräposition 'in' + Akkusativ."
"Er fährt null Schweiz. (to the - f)","in die","fahren","to Switzerland (Akkusativ, f)","He is driving to Switzerland.","Wechselpräposition 'in' + Akkusativ (Länder mit Femininartikel)."
"Wir gehen null Strand. (to the - m)","an den","gehen","to the beach (Akkusativ, m)","We are going to the beach.","Wechselpräposition 'an' + Akkusativ."
"Der Bus fährt null die Stadt. (through)","durch","fahren","through + Akkusativ","The bus drives through the city.","Lokale Präposition 'durch' + Akkusativ."
"Gehen Sie null den Park. (through)","durch","gehen","through + Akkusativ (m)","Walk through the park.","Lokale Präposition 'durch' + Akkusativ: der Park -> den Park."
"Gehen Sie an der Post null. (past)","vorbei","vorbeigehen","past","Walk past the post office.","vorbeigehen an + Dativ."
"Kommst du an der Ampel null? (past)","vorbei","vorbeikommen","past","Do you pass by the traffic light?","vorbeikommen an + Dativ."
"Wir fahren von Berlin null München. (to / as far as)","bis nach","fahren","as far as / to (cities)","We drive from Berlin to Munich.","von [Stadt] bis nach [Stadt]."
"Fahren Sie null zur Kreuzung. (up to)","bis","fahren","up to / as far as","Drive up to the intersection.","bis zu + Dativ (zur = zu der)."
"Gehen Sie null zum Bahnhof. (up to)","bis","gehen","up to / as far as","Walk to the train station.","bis zu + Dativ (zum = zu dem)."
"Der Zug kommt null Berlin. (from/out of)","aus","kommen","out of / from","The train comes from Berlin.","Lokale Präposition 'aus' + Dativ."
"Ich fahre null eine Woche nach Italien. (for)","für","fahren","for + Akkusativ (time)","I am going to Italy for a week.","Temporale Präposition 'für' + Akkusativ."
"Wir buchen das Hotel null zwei Nächte. (for)","für","buchen","for + Akkusativ (time)","We book the hotel for two nights.","Temporale Präposition 'für' + Akkusativ."
"Ich reise null einen Monat durch Asien. (for)","für","reisen","for + Akkusativ (m)","I travel through Asia for a month.","Temporale Präposition 'für' + Akkusativ: der Monat -> einen Monat."
"null wen kaufst du das Geschenk? - Für Lisa. (For whom)","Für","kaufen","For whom (Akkusativ)","For whom are you buying the gift? - For Lisa.","Präposition für Personen: Für + wen."
"Ich ärgere mich über das Wetter. Ich ärgere mich null. (about it)","darüber","ärgern","about it","I am angry about the weather. I am angry about it.","Präpositionaladverb: Da + r + über -> darüber."
"Fahren wir null Nordsee? (to the - f)","an die","fahren","to the North Sea (Akkusativ)","Are we driving to the North Sea?","Wechselpräposition 'an' + Akkusativ."
"Im Urlaub liege ich gerne null Strand. (on the - m)","am","liegen","on the beach (Dativ)","On vacation I like to lie on the beach.","Wechselpräposition 'an' + Dativ (Wo?): an dem -> am."
"Wir sind null USA gewesen. (in the - pl)","in den","sein","in the USA (Dativ, pl)","We were in the USA.","Wechselpräposition 'in' + Dativ (Wo?): den (Plural)."
"Er reist oft null Berge. (into the - pl)","in die","reisen","into the mountains (Akkusativ)","He travels often to the mountains.","Wechselpräposition 'in' + Akkusativ (Wohin?)."
"Sie waren auf null Insel. (an - f)","einer","sein","on an island (Dativ, f)","They were on an island.","Wechselpräposition 'auf' + Dativ (Wo?): einer Insel."
"Gehen Sie null die Brücke. (over/across)","über","gehen","over + Akkusativ","Walk over the bridge.","Lokale Präposition 'über' + Akkusativ (Wohin/Welchen Weg?)."
"Wir laufen null den Wald. (through)","durch","laufen","through + Akkusativ (m)","We run through the forest.","Lokale Präposition 'durch' + Akkusativ."
"Von meinem Haus null sind es 10 Minuten. (from ... outwards)","aus","sein","von ... aus","From my house it is 10 minutes.","von [Dativ] aus = starting from [location]."
"Fahren Sie von hier null immer geradeaus. (from here outwards)","aus","fahren","from here outwards","Drive straight ahead from here on.","von [Dativ/Adverb] aus."
"Ich interessiere mich nicht null. (for it)","dafür","interessieren","for it","I am not interested in it.","Präpositionaladverb: Da + für -> dafür."
"null hast du Angst? - Vor Spinnen. (Of what)","Wovor","haben","Of what","What are you afraid of? - Of spiders.","Präpositionaladverb: Wo + vor -> Wovor."
"null wem hast du das gehört? - Von meinem Chef. (From whom)","Von","hören","From whom (Dativ)","Who did you hear that from? - From my boss.","Präposition für Personen: Von + wem."
