text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wer macht bei euch die Hausarbeit? Ich putze und sauge, und mein Mann wäscht und bügelt.","Was macht der Mann im Haushalt?","Er wäscht und bügelt.","Er putzt und saugt.","Er kocht und wäscht ab.","Er macht gar nichts.","Who does the housework at your place? I clean and vacuum, and my husband washes and irons.","Listen to what the husband does: 'wäscht und bügelt'."
"Wow, dein neues Kleid sieht toll aus! Du bist wirklich sehr hübsch heute.","Was macht die Person?","Sie macht ein Kompliment.","Sie beschwert sich über das Kleid.","Sie kauft ein Kleid.","Sie umtauscht das Kleid.","Wow, your new dress looks great! You are really very pretty today.","Identify the speech act as a 'Kompliment'."
"Ich bewundere deinen Humor. Du hast immer einen lustigen Spruch!","Was bewundert die Person?","Den Humor der anderen Person.","Das Aussehen der Person.","Die Kleidung der Person.","Die Arbeit der Person.","I admire your humor. You always have a funny saying!","Listen for the object of admiration 'deinen Humor'."
"Sie sind immer so höflich zu den Kunden. Das ist ein tolles Kompliment, danke!","Worüber freut sich die Person?","Über das Kompliment (dass sie höflich ist).","Über das neue Kleid.","Über die Kunden.","Über die Kasse.","You are always so polite to the customers. That is a great compliment, thank you!","Listen for the reaction to 'höflich' as a 'tolles Kompliment'."
"Das Einkaufszentrum schließt gleich. Wir müssen schnell zum Ausgang im Erdgeschoss.","Wo ist der Ausgang?","Im Erdgeschoss.","Im ersten Stock.","Im Untergeschoss.","Im Obergeschoss.","The shopping mall is closing soon. We have to go quickly to the exit on the ground floor.","Listen for the location 'Ausgang im Erdgeschoss'."
"Ich habe eine Bewertung im Forum geschrieben. Ich bin mit dem Laptop total unzufrieden.","Wie bewertet er den Laptop?","Er ist total unzufrieden.","Er ist sehr zufrieden.","Er gibt fünf Sterne.","Er findet ihn gut.","I wrote a review in the forum. I am totally dissatisfied with the laptop.","Listen for the feeling 'total unzufrieden'."
"Ich bewerte diesen Kundenservice mit fünf Sternen. Der Verkäufer war sehr hilfsbereit.","Wie viele Sterne gibt die Person?","Fünf Sterne.","Keine Sterne.","Drei Sterne.","Vier Sterne.","I rate this customer service with five stars. The salesman was very helpful.","Listen for the rating 'fünf Sternen'."
"Dieser Ring ist aus reinem Gold und deshalb ziemlich schwer und teuer.","Aus welchem Material ist der Ring?","Aus Gold.","Aus Silber.","Aus Plastik.","Aus Leder.","This ring is made of pure gold and therefore quite heavy and expensive.","Listen for the material 'aus reinem Gold'."
"Ich ärgere mich über die Jacke. Sie ist nach einem Tag schon kaputt gegangen.","Worüber ärgert sich der Kunde?","Über die kaputte Jacke.","Über den Verkäufer.","Über die Garantie.","Über die Rolltreppe.","I am annoyed about the jacket. It broke after just one day.","Listen for the reason 'die Jacke ... kaputt gegangen'."
"Bitte gib mir den Kassenbon. Ohne Quittung kann ich die Schuhe nicht zurückgeben.","Was braucht man, um die Schuhe zurückzugeben?","Den Kassenbon / die Quittung.","Geld.","Eine Garantie.","Den Karton.","Please give me the receipt. Without a receipt, I cannot return the shoes.","Listen for the requirement 'Kassenbon / Quittung'."
"Die Couch des Vaters ist aus braunem Leder und sehr gemütlich.","Wem gehört die Couch?","Dem Vater (Couch des Vaters).","Der Mutter.","Dem Kind.","Dem Onkel.","The father's couch is made of brown leather and very cozy.","Listen for the Genitive 'des Vaters'."
"Können Sie den großen Schrank in mein Büro im dritten Stock liefern?","Was soll mit dem Schrank passieren?","Er soll in den dritten Stock geliefert werden.","Er soll umgetauscht werden.","Er soll repariert werden.","Er soll geputzt werden.","Can you deliver the large cabinet to my office on the third floor?","Listen for 'liefern' to the 'dritten Stock'."
"Die neue Waschmaschine ist schon wieder kaputt. Ich muss den Handwerker rufen.","Wen ruft die Person an?","Den Handwerker.","Den Friseur.","Den Verkäufer.","Den Kundenservice.","The new washing machine is broken again. I have to call the repairman.","Listen for the person needed 'Handwerker'."
"Hast du ihm das Geld schon gegeben? Ja, ich habe es ihm gestern gegeben.","Wem hat sie das Geld gegeben?","Ihm (dem Mann).","Ihr (der Frau).","Dem Kind.","Dem Verkäufer.","Did you already give him the money? Yes, I gave it to him yesterday.","Listen for the Dative pronoun 'ihm'."
"Die Kasse ist heute voll. Viele Leute wollen ihre Weihnachtsgeschenke umtauschen.","Was wollen viele Leute heute machen?","Ihre Weihnachtsgeschenke umtauschen.","Neue Sachen kaufen.","Gutscheine kaufen.","Sich beschweren.","The checkout is full today. Many people want to return their Christmas gifts.","Listen for the action 'Weihnachtsgeschenke umtauschen'."
"Ich finde, du bist nicht nur hübsch, sondern auch extrem intelligent.","Was für ein Kompliment macht er ihr?","Dass sie hübsch und intelligent ist.","Dass sie lustig ist.","Dass sie charmant ist.","Dass sie pünktlich ist.","I think you are not only pretty but also extremely intelligent.","Listen for the two adjectives 'hübsch ... intelligent'."
"Die Qualität der Baumwolle bei diesem Hemd ist fantastisch. Es fühlt sich toll an.","Was lobt die Person an dem Hemd?","Die Qualität der Baumwolle.","Die Farbe.","Die Form.","Die Garantie.","The quality of the cotton on this shirt is fantastic. It feels great.","Listen for what is praised 'Qualität der Baumwolle'."
"Meine Mutter lässt sich jede Woche beim Friseur die Haare waschen und schneiden.","Was lässt die Mutter machen?","Sich beim Friseur die Haare waschen und schneiden.","Ihr Auto reparieren.","Die Fenster putzen.","Die Wohnung saugen.","My mother has her hair washed and cut at the hairdresser's every week.","Listen for the actions with lassen 'Haare waschen und schneiden'."
"Der neue Teppich im Wohnzimmer ist sehr weich, aber leider die falsche Farbe.","Was ist das Problem mit dem Teppich?","Er hat die falsche Farbe.","Er ist zu hart.","Er ist zu schwer.","Er ist zu teuer.","The new rug in the living room is very soft, but unfortunately the wrong color.","Listen for the problem 'falsche Farbe'."
"Lass uns doch am Wochenende ins neue Kaufhaus gehen. Es gibt dort viele Angebote!","Was schlägt die Person vor?","Am Wochenende ins neue Kaufhaus zu gehen.","Einen Film zu gucken.","Den Haushalt zu machen.","Sich die Haare schneiden zu lassen.","Let's go to the new department store on the weekend. There are many sales there!","Listen for the suggestion 'ins neue Kaufhaus gehen'."
"Das ist die Jacke der Kundin. Können Sie sie ihr bitte zurückgeben?","Wem gehört die Jacke?","Der Kundin.","Der Verkäuferin.","Dem Chef.","Dem Handwerker.","That is the customer's jacket. Can you please give it back to her?","Listen for the Genitive 'der Kundin'."
"Ich habe den alten Pullover umgetauscht und mir einen neuen aus Wolle gekauft.","Was hat die Person gekauft?","Einen neuen Pullover aus Wolle.","Einen alten Pullover.","Ein Hemd aus Baumwolle.","Eine Jacke aus Leder.","I exchanged the old sweater and bought myself a new one made of wool.","Listen for the new item 'neuen aus Wolle'."
"Wir beurteilen die neuen Geschenkideen im Forum. Viele sind sehr praktisch.","Was machen sie im Forum?","Sie beurteilen Geschenkideen.","Sie beschweren sich.","Sie kaufen Geschenke.","Sie löschen Bewertungen.","We are judging the new gift ideas in the forum. Many are very practical.","Listen for the action 'beurteilen die neuen Geschenkideen'."
"Der Ausgang ist direkt neben dem Aufzug. Sie können ihn nicht verfehlen.","Wo ist der Ausgang?","Direkt neben dem Aufzug.","An der Kasse.","Im Erdgeschoss.","Neben der Rolltreppe.","The exit is right next to the elevator. You cannot miss it.","Listen for the location 'neben dem Aufzug'."
"Ich bedanke mich herzlich für die exzellente Beratung im Geschäft.","Wofür bedankt sich die Person?","Für die exzellente Beratung.","Für das Geschenk.","Für den Gutschein.","Für das Kompliment.","I thank you cordially for the excellent advice in the store.","Listen for 'für die exzellente Beratung'."
"Wir lassen unseren Anzug vor der Hochzeit noch einmal reinigen.","Was lassen sie vor der Hochzeit machen?","Den Anzug reinigen.","Ein Foto machen.","Die Haare schneiden.","Pizza liefern.","We are having our suit dry-cleaned one more time before the wedding.","Listen for 'Anzug ... reinigen'."
"Die Verpackung des Produkts ist aus Pappe, das ist gut für die Umwelt.","Woraus ist die Verpackung?","Aus Pappe.","Aus Plastik.","Aus Glas.","Aus Metall.","The packaging of the product is made of cardboard, that is good for the environment.","Listen for the material 'aus Pappe'."
"Ich schenke ihm zum Geburtstag einen Gutschein für das Einkaufszentrum.","Was bekommt er zum Geburtstag?","Einen Gutschein für das Einkaufszentrum.","Ein neues Handy.","Einen Laptop.","Schokolade.","I am giving him a voucher for the shopping mall for his birthday.","Listen for the gift 'Gutschein für das Einkaufszentrum'."
"Der Kassenbon ist wichtig für die Garantie. Heben Sie ihn gut auf!","Warum soll man den Kassenbon aufheben?","Er ist wichtig für die Garantie.","Er ist aus schönem Papier.","Man braucht ihn für den Aufzug.","Man kann ihn recyceln.","The receipt is important for the warranty. Keep it safe!","Listen for the reason 'wichtig für die Garantie'."
"Er ist ein sehr charmanter Gastgeber. Alle Gäste fühlen sich bei ihm wohl.","Wie wird der Gastgeber beschrieben?","Als sehr charmant.","Als langweilig.","Als unhöflich.","Als gestresst.","He is a very charming host. All guests feel comfortable at his place.","Listen for the adjective 'charmanter'."
"Ich freue mich über dein Kompliment! Das höre ich wirklich gerne.","Worüber freut sich die Person?","Über das Kompliment.","Über das Geschenk.","Über den Umtausch.","Über den Kassenbon.","I am happy about your compliment! I really like hearing that.","Listen for 'über dein Kompliment'."
"Die flache Form des neuen Tablets gefällt mir besonders gut. Es ist so dünn!","Was gefällt der Person am Tablet?","Die flache Form.","Die Farbe.","Das Material.","Der Preis.","The flat shape of the new tablet pleases me particularly well. It is so thin!","Listen for what pleases them: 'Die flache Form'."
"Das Silber des Rings glänzt so schön. Hast du den neu gekauft?","Aus welchem Material ist der Ring?","Aus Silber.","Aus Gold.","Aus Metall.","Aus Plastik.","The silver of the ring shines so beautifully. Did you buy it recently?","Listen for the material 'Silber'."
"Ich habe heute stundenlang gebügelt. Mein ganzer Rücken tut weh von der Hausarbeit.","Welche Hausarbeit hat die Person gemacht?","Gebügelt.","Gesaugt.","Fenster geputzt.","Das Auto gewaschen.","I ironed for hours today. My whole back hurts from the housework.","Listen for the chore 'gebügelt'."
"Der Verkäufer im Obergeschoss konnte mir leider nicht helfen. Ich gehe jetzt zur Information.","Wo war der Verkäufer, der nicht helfen konnte?","Im Obergeschoss.","Im Untergeschoss.","Im Erdgeschoss.","An der Kasse.","The salesman on the upper floor unfortunately couldn't help me. I am going to information now.","Listen for the location 'im Obergeschoss'."
"Ich habe mir ein T-Shirt aus reiner Baumwolle gekauft. Das kratzt nicht auf der Haut.","Woraus ist das T-Shirt?","Aus reiner Baumwolle.","Aus Wolle.","Aus Leder.","Aus Stoff.","I bought a t-shirt made of pure cotton. It doesn't scratch the skin.","Listen for the material 'aus reiner Baumwolle'."
"Meine Mutter lässt sich die Einkäufe immer direkt nach Hause liefern.","Wie bekommt die Mutter ihre Einkäufe?","Sie lässt sie sich nach Hause liefern.","Sie trägt sie selbst.","Sie fährt mit dem Auto.","Sie kauft nicht ein.","My mother always has her groceries delivered directly to her home.","Listen for the action 'Einkäufe ... liefern (lassen)'."
"Das Spielzeug des Kindes ist aus Plastik und ging sofort kaputt.","Wem gehört das Spielzeug?","Dem Kind (Spielzeug des Kindes).","Der Mutter.","Dem Vater.","Dem Verkäufer.","The child's toy is made of plastic and broke immediately.","Listen for the Genitive 'des Kindes'."
"Geben Sie ihr die Quittung bitte direkt an der Kasse.","Wem soll die Quittung gegeben werden?","Ihr (der Frau).","Ihm (dem Mann).","Dem Kind.","Ihnen (Plural).","Please give her the receipt right at the register.","Listen for the Dative pronoun 'ihr'."
