test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir bleiben zu Hause, null es regnet.","weil","bleiben","because","We are staying home because it is raining.","weil sends the conjugated verb to the end"
"Er ist glücklich, null er sie kennengelernt hat.","weil","sein","because","He is happy because he met her.","weil sends the conjugated verb to the end"
"Ich brauche Deutsch, null ich Köchin bin.","weil","brauchen","because","I need German because I am a cook.","weil sends the conjugated verb to the end"
"Ich frage, null das interessant ist.","weil","fragen","because","I am asking because it is interesting.","weil sends the conjugated verb to the end"
"Wir lernen Deutsch, null wir in Österreich leben.","weil","lernen","because","We are learning German because we live in Austria.","weil sends the conjugated verb to the end"
"Ich rufe dich an, null ich eine Frage habe.","weil","anrufen","because","I am calling you because I have a question.","weil sends the conjugated verb to the end"
"Sie druckt die E-Mail aus, null sie wichtig ist.","weil","ausdrucken","because","She prints the email because it is important.","weil sends the conjugated verb to the end"
"Er kommt spät, null er das Auto abgeholt hat.","weil","kommen","because","He arrives late because he picked up the car.","weil sends the conjugated verb to the end"
"Ich gehe einkaufen, null ich Getränke brauche.","weil","einkaufen","because","I am going shopping because I need drinks.","weil sends the conjugated verb to the end"
"Wir lernen, null es Spaß macht.","weil","lernen","because","We learn because it is fun.","weil sends the conjugated verb to the end"
"Sie ist müde, null sie früh aufgestanden ist.","weil","sein","because","She is tired because she got up early.","weil sends the conjugated verb to the end"
"Ich liebe Berlin, null es modern ist.","weil","lieben","because","I love Berlin because it is modern.","weil sends the conjugated verb to the end"
"Ich arbeite als selbstständig, null ich frei sein will.","weil","arbeiten","because","I work as self-employed because I want to be free.","weil sends the conjugated verb to the end"
"Null einem Jahr lerne ich Deutsch.","Seit","lernen","For a year","I have been learning German for a year.","seit + Dativ at the beginning of a sentence"
"Ich habe sie null. (invited)","eingeladen","einladen","invited","I invited her.","Perfekt trennbar: ein + ge + laden"
"Hast du das Licht null? (turned off)","ausgemacht","ausmachen","turned off","Did you turn off the light?","Perfekt trennbar: aus + ge + macht"
"Das ist mein Freund, den ich gestern null habe.","kennengelernt","kennenlernen","met","That is my friend whom I met yesterday.","Perfekt trennbar: kennen + ge + lernt"
