pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
verb,arbeiten,-,-,-,-,"to work","Du arbeitest bei Siemens.","You work at Siemens.","Ich arbeite als Koch.","I work as a cook."
prep,bei,-,-,-,-,"at (a company) / near","Ich arbeite bei BMW.","I work at BMW.","Er ist bei mir.","He is at my place."
noun,Kind,das,n,"das Kind — neuter.",Kinder,"child","Hast du Kinder?","Do you have children?","Ich habe keine Kinder.","I don't have children."
adj,verheiratet,-,-,-,-,"married","Bist du verheiratet?","Are you married?","Nein, ich bin nicht verheiratet.","No, I am not married."
adj,ledig,-,-,-,-,"single","Ich bin ledig.","I am single.","Sie ist noch ledig.","She is still single."
noun,Profil,das,n,"das Profil — neuter.",Profile,"profile","Schreiben Sie Ihr Profil.","Write your profile.","Mein Profil ist online.","My profile is online."
noun,Vorname,der,m,"der Vorname — masculine.",Vornamen,"first name","Mein Vorname ist Mario.","My first name is Mario.","Wie ist dein Vorname?","What is your first name?"
noun,Nachname,der,m,"der Nachname — masculine.",Nachnamen,"last name","Mein Nachname ist Müller.","My last name is Müller.","Wie ist Ihr Nachname?","What is your last name?"
adj,weit,-,-,-,-,"wide/far","In die weite Welt.","Out into the wide world.","Der Weg ist weit.","The way is far."
noun,Welt,die,f,"die Welt — feminine.",Welten,"world","Die weite Welt wartet.","The wide world waits.","Deutsch in der Welt.","German in the world."
verb,abholen,-,-,-,-,"to pick up","Ich habe das Auto abgeholt.","I picked up the car.","Holst du die Kinder ab?","Are you picking up the kids?"
verb,einkaufen,-,-,-,-,"to shop","Ich habe Getränke eingekauft.","I shopped for drinks.","Wir kaufen heute ein.","We are shopping today."
verb,anrufen,-,-,-,-,"to call (by phone)","Ich habe meine Mutter angerufen.","I called my mother.","Ruf mich bitte an!","Please call me!"
verb,ausdrucken,-,-,-,-,"to print out","Ich habe die E-Mail ausgedruckt.","I printed the email.","Druckst du das Dokument aus?","Are you printing the document?"
verb,ausmachen,-,-,-,-,"to turn off","Ich habe das Licht ausgemacht.","I turned off the light.","Mach bitte das Licht aus!","Please turn off the light!"
verb,aufstehen,-,-,-,-,"to get up","Ich bin früh aufgestanden.","I got up early.","Wann stehst du auf?","When do you get up?"
verb,kennenlernen,-,-,-,-,"to get to know / meet","Ich habe sie kennengelernt.","I got to know her.","Wir lernen neue Leute kennen.","We are getting to know new people."
verb,einladen,-,-,-,-,"to invite","Ich habe ihn eingeladen.","I invited him.","Lädst du mich ein?","Are you inviting me?"
noun,Getränk,das,n,"das Getränk — neuter.",Getränke,"drink/beverage","Ich habe die Getränke eingekauft.","I bought the drinks.","Wir brauchen noch Getränke.","We still need drinks."
noun,Auto,das,n,"das Auto — neuter.",Autos,"car","Holst du das Auto ab?","Are you picking up the car?","Das Auto ist neu.","The car is new."
noun,Licht,das,n,"das Licht — neuter.",Lichter,"light","Mach das Licht aus.","Turn off the light.","Das Licht brennt noch.","The light is still on."
noun,E-Mail,die,f,"die E-Mail — feminine.",E-Mails,"email","Ich schreibe eine E-Mail.","I am writing an email.","Hast du die E-Mail gelesen?","Did you read the email?"
noun,Mutter,die,f,"die Mutter — feminine.",Mütter,"mother","Ruf deine Mutter an.","Call your mother.","Meine Mutter heißt Eva.","My mother's name is Eva."
noun,Podcast,der,m,"der Podcast — masculine.",Podcasts,"podcast","Hören Sie den Podcast.","Listen to the podcast.","Ich liebe diesen Podcast.","I love this podcast."
noun,Monat,der,m,"der Monat — masculine.",Monate,"month","Er lernt seit einem Monat Deutsch.","He has been learning German for a month.","Der nächste Monat ist Mai.","Next month is May."
noun,Jahr,das,n,"das Jahr — neuter.",Jahre,"year","Sie lernt seit einem Jahr Deutsch.","She has been learning German for a year.","Ein Jahr hat zwölf Monate.","A year has twelve months."
noun,Woche,die,f,"die Woche — feminine.",Wochen,"week","Ich lerne seit einer Woche.","I've been learning for a week.","Nächste Woche fahre ich weg.","Next week I am going away."
verb,unterrichten,-,-,-,-,"to teach","Er möchte Englisch unterrichten.","He wants to teach English.","Sie unterrichtet Deutsch.","She teaches German."
noun,Master,der,m,"der Master — masculine.",Master,"Master's degree","Jan möchte den Master machen.","Jan wants to do his Master's.","Ich studiere im Master.","I am studying for my Master's."
noun,Universität,die,f,"die Universität — feminine.",Universitäten,"university","Er möchte an einer Universität arbeiten.","He wants to work at a university.","Die Universität ist groß.","The university is big."
noun,Text,der,m,"der Text — masculine.",Texte,"text","Lesen Sie den Text.","Read the text.","Ich schreibe einen Text.","I am writing a text."
noun,Poster,das,n,"das Poster — neuter.",Poster,"poster","Wir machen ein Poster.","We are making a poster.","Sammeln Sie Poster.","Collect posters."
noun,Fortschritt,der,m,"der Fortschritt — masculine.",Fortschritte,"progress","Messen Sie Ihren Fortschritt.","Measure your progress.","Ich mache Fortschritte.","I am making progress."
verb,messen,-,-,-,-,"to measure","Messen Sie Ihren Fortschritt.","Measure your progress.","Er misst das Fenster.","He measures the window."
noun,Lieblingsfarbe,die,f,"die Lieblingsfarbe — feminine.",Lieblingsfarben,"favorite color","Was ist deine Lieblingsfarbe?","What is your favorite color?","Meine Lieblingsfarbe ist Blau.","My favorite color is blue."
noun,Hobby,das,n,"das Hobby — neuter.",Hobbys,"hobby","Welche Hobbys hast du?","What hobbies do you have?","Mein Hobby ist Lesen.","My hobby is reading."
noun,Beruf,der,m,"der Beruf — masculine.",Berufe,"profession","Was bist du von Beruf?","What is your profession?","Mein Beruf ist Koch.","My profession is a cook."
noun,Frage,die,f,"die Frage — feminine.",Fragen,"question","Das ist eine gute Frage.","That is a good question.","Ich habe eine Frage.","I have a question."
adj,selbstständig,-,-,-,-,"self-employed / independent","Sie ist selbstständig.","She is self-employed.","Ich arbeite selbstständig.","I work independently."
adj,kreativ,-,-,-,-,"creative","Heute bin ich kreativ.","Today I am creative.","Das ist ein kreativer Beruf.","That is a creative profession."
adj,modern,-,-,-,-,"modern","Du willst modern sein?","You want to be modern?","Das Auto ist sehr modern.","The car is very modern."
verb,brauchen,-,-,-,-,"to need","Ich habe einen Job gebraucht.","I needed a job.","Brauchst du Hilfe?","Do you need help?"
noun,Job,der,m,"der Job — masculine.",Jobs,"job","Ich brauche einen Job.","I need a job.","Der Job ist interessant.","The job is interesting."
verb,bleiben,-,-,-,-,"to stay","Willst du in Berlin bleiben?","Do you want to stay in Berlin?","Ich bleibe heute zu Hause.","I am staying home today."
noun,Restaurant,das,n,"das Restaurant — neuter.",Restaurants,"restaurant","Ich arbeite im Restaurant.","I work in the restaurant.","Das Restaurant ist neu.","The restaurant is new."
noun,Koch,der,m,"der Koch — masculine.",Köche,"cook/chef (male)","Juan ist Koch.","Juan is a cook.","Der Koch kocht gut.","The cook cooks well."
noun,Köchin,die,f,"die Köchin — feminine.",Köchinnen,"cook/chef (female)","Fabiana ist Köchin.","Fabiana is a cook.","Sie ist eine tolle Köchin.","She is a great cook."
noun,Sprache,die,f,"die Sprache — feminine.",Sprachen,"language","Deutsch ist eine Sprache.","German is a language.","Welche Sprachen sprichst du?","Which languages do you speak?"
adj,wichtig,-,-,-,-,"important","Deutsch ist wichtig für mich.","German is important to me.","Das ist sehr wichtig.","That is very important."
adv,warum,-,-,-,-,"why","Warum lernst du Deutsch?","Why are you learning German?","Warum kommst du nicht?","Why aren't you coming?"
conj,weil,-,-,-,-,"because","Weil das Spaß macht.","Because it's fun.","Ich lerne Deutsch, weil ich hier arbeite.","I learn German because I work here."
prep,seit,-,-,-,-,"since / for","Ich lerne seit einem Jahr.","I have been learning for a year.","Seit wann lernst du Deutsch?","Since when have you been learning German?"
noun,Spaß,der,m,"der Spaß — masculine.",Späße,"fun","Das macht Spaß.","That is fun.","Viel Spaß!","Have fun!"
adj,interessant,-,-,-,-,"interesting","Die Frage ist interessant.","The question is interesting.","Das Buch ist sehr interessant.","The book is very interesting."
adj,langweilig,-,-,-,-,"boring","Die Frage ist langweilig.","The question is boring.","Der Film war langweilig.","The movie was boring."
adj,persönlich,-,-,-,-,"personal","Das ist zu persönlich.","That is too personal.","Meine persönlichen Daten.","My personal data."
pron,mir,-,-,-,-,"me (dative)","Mir geht es gut.","I am doing well. (lit: to me it goes well)","Das gefällt mir.","I like that."
pron,dir,-,-,-,-,"you (dative)","Wie geht es dir?","How are you?","Ich helfe dir.","I help you."
pron,ihm,-,-,-,-,"him/it (dative)","Wie geht es ihm?","How is he?","Das Auto gehört ihm.","The car belongs to him."
pron,ihr,-,-,-,-,"her (dative)","Wie geht es ihr?","How is she?","Ich gebe ihr das Buch.","I give her the book."
pron,uns,-,-,-,-,"us (dative)","Wie geht es uns heute?","How are we today?","Das Haus gehört uns.","The house belongs to us."
pron,euch,-,-,-,-,"you all (dative)","Wie geht's euch?","How are you guys?","Ich danke euch.","I thank you all."
pron,Ihnen,-,-,-,-,"you (formal, dative)","Wie geht es Ihnen?","How are you? (formal)","Kann ich Ihnen helfen?","Can I help you?"
noun,Station,die,f,"die Station — feminine.",Stationen,"station / stage in life","Wichtige Stationen im Leben.","Important stages in life.","Das ist die nächste Station.","That is the next station."
noun,Lebensplan,der,m,"der Lebensplan — masculine.",Lebenspläne,"life plan","Was ist dein Lebensplan?","What is your life plan?","Sie hat keinen Lebensplan.","She has no life plan."
noun,Kursliste,die,f,"die Kursliste — feminine.",Kurslisten,"course list","Schreiben Sie eine Kursliste.","Write a course list.","Wo ist die Kursliste?","Where is the course list?"
noun,Bekannte,der/die,m/f,"weak noun, adjectival declension.",Bekannten,"acquaintance","Ich begrüße alte Bekannte.","I greet old acquaintances.","Er ist ein guter Bekannter.","He is a good acquaintance."
noun,Interesse,das,n,"das Interesse — neuter.",Interessen,"interest","Er zeigt großes Interesse.","He shows great interest.","Wir haben gleiche Interessen.","We have the same interests."
noun,Überraschung,die,f,"die Überraschung — feminine.",Überraschungen,"surprise","Was für eine Überraschung!","What a surprise!","Das ist eine schöne Überraschung.","That is a nice surprise."
verb,bedeuten,-,-,-,-,"to mean","Was bedeutet das?","What does that mean?","Das Wort bedeutet 'creative'.","The word means 'creative'."
noun,Vergangenheit,die,f,"die Vergangenheit — feminine.",-,"past","Wir sprechen über die Vergangenheit.","We are talking about the past.","In der Vergangenheit war alles anders.","In the past, everything was different."
noun,Zukunft,die,f,"die Zukunft — feminine.",-,"future","Was planst du für die Zukunft?","What are you planning for the future?","Die Zukunft ist offen.","The future is open."
adj,sympathisch,-,-,-,-,"sympathetic / likeable","Er ist sehr sympathisch.","He is very likeable.","Das ist ein sympathischer Mann.","That is a likeable man."
noun,Stadt,die,f,"die Stadt — feminine.",Städte,"city","Ich lebe in dieser Stadt.","I live in this city.","Berlin ist eine große Stadt.","Berlin is a big city."
noun,Land,das,n,"das Land — neuter.",Länder,"country / land","Aus welchem Land kommst du?","Which country are you from?","Das ist ein schönes Land.","That is a beautiful country."
noun,Heimat,die,f,"die Heimat — feminine.",-,"home country / homeland","Meine Heimat ist Italien.","My homeland is Italy.","Ich fahre in die Heimat.","I am traveling to my home country."
