text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ein großer Vorteil vom Online-Banking ist, dass es sehr schnell geht.","Was ist ein Vorteil vom Online-Banking?","Es geht sehr schnell.","Man braucht keine PIN.","Es ist unsicher.","Es kostet viele Gebühren.","A big advantage of online banking is that it is very fast.","Listen for 'dass es sehr schnell geht'."
"Ich weiß nicht, ob das Passwort sicher ist. Ich ändere es lieber.","Was macht die Person mit dem Passwort?","Sie ändert es, weil sie unsicher ist.","Sie vergisst es.","Sie schreibt es auf.","Sie gibt es dem Chef.","I don't know if the password is secure. I prefer to change it.","Listen for 'ob das Passwort sicher ist' and 'ändere es'."
"Ich schicke dir eine SMS. E-Mails lese ich auf dem Handy nicht so gern.","Was schickt er ihr?","Eine SMS.","Eine E-Mail.","Einen Brief.","Ein Paket.","I will send you an SMS. I don't like reading emails on my cell phone that much.","Listen for 'schicke dir eine SMS'."
"Ist das Ihr Umschlag, Frau Lehmann? Da steht kein Absender drauf.","Was fehlt auf dem Umschlag?","Der Absender.","Der Empfänger.","Die Briefmarke.","Die Adresse.","Is that your envelope, Ms. Lehmann? There is no sender written on it.","Listen for 'kein Absender drauf'."
"Ich zahle lieber bar. Mit der Kreditkarte gebe ich oft zu viel Geld aus.","Warum zahlt er lieber bar?","Weil er mit der Karte oft zu viel ausgibt.","Weil er keine Karte hat.","Weil es keine Gebühren gibt.","Weil er Münzen mag.","I prefer paying in cash. With the credit card I often spend too much money.","Listen for 'Mit der Kreditkarte gebe ich oft zu viel Geld aus'."
"Ich glaube, das Geld wird erst nächste Woche abgebucht.","Wann wird das Geld abgebucht?","Erst nächste Woche.","Heute.","Morgen.","Letzte Woche.","I believe the money will only be debited next week.","Listen for the passive phrase 'wird erst nächste Woche abgebucht'."
"Wissen Sie, ob man hier am Schalter Münzen in Geldscheine tauschen kann?","Was möchte der Kunde tun?","Münzen in Geldscheine tauschen.","Geld überweisen.","Ein Konto eröffnen.","Die PIN ändern.","Do you know if one can exchange coins for banknotes here at the counter?","Listen for 'Münzen in Geldscheine tauschen'."
"Frau Yilmaz, ich brauche noch Ihre Unterschrift für die Überweisung.","Was braucht der Bankmitarbeiter von Frau Yilmaz?","Ihre Unterschrift.","Ihre EC-Karte.","Ihre PIN.","Ihr Bargeld.","Ms. Yilmaz, I still need your signature for the transfer.","Listen for the formal possessive 'Ihre Unterschrift'."
"Wem gehört der Schirm hier? - Oh, das ist meiner. Ich habe ihn vergessen.","Was hat die Person vergessen?","Ihren Schirm.","Ihre Tasche.","Ihr Geld.","Ihren Laptop.","Who does the umbrella here belong to? - Oh, that is mine. I forgot it.","Listen for the question 'Wem gehört der Schirm' and the answer."
"Reichtum ist mir nicht wichtig. Eine echte Freundschaft ist viel mehr wert.","Was ist der Person mehr wert als Reichtum?","Eine echte Freundschaft.","Ein neues Auto.","Ein großer Fernseher.","Gute Noten.","Wealth is not important to me. A true friendship is worth much more.","Listen for 'Eine echte Freundschaft ist viel mehr wert'."
"Die E-Mail wird automatisch an alle Mitarbeiter geschickt.","An wen wird die E-Mail geschickt?","An alle Mitarbeiter.","An den Chef.","An die Kunden.","An die Familie.","The email is sent automatically to all employees.","Listen for the passive 'wird ... an alle Mitarbeiter geschickt'."
"Ich frage mich, ob die Post heute schon da war. Der Briefkasten ist leer.","War die Post heute schon da?","Die Person weiß es nicht (fragt sich das).","Ja, sie war da.","Nein, sie kommt nicht.","Das Paket ist schon da.","I ask myself if the mail was already here today. The mailbox is empty.","Listen for the indirect question 'ob die Post heute schon da war'."
"Der Wandel in der Kommunikation ist extrem. Früher haben wir nur Briefe geschrieben.","Wie haben sie früher kommuniziert?","Sie haben nur Briefe geschrieben.","Sie haben gechattet.","Sie haben E-Mails geschickt.","Sie haben Messenger benutzt.","The change in communication is extreme. In the past we only wrote letters.","Listen for 'Früher haben wir nur Briefe geschrieben'."
"Guten Tag, Herr Klein. Haben Sie Ihre Kreditkarte schon sperren lassen?","Wen spricht der Mitarbeiter an?","Herrn Klein.","Frau Klein.","Einen Freund.","Den Direktor.","Good day, Mr. Klein. Have you already had your credit card blocked?","Listen for the address 'Herr Klein' and 'Ihre Kreditkarte'."
"Ich möchte wissen, wie hoch die Gebühren für eine Überweisung in die USA sind.","Was fragt der Kunde?","Wie hoch die Gebühren (in die USA) sind.","Wie lange die Post in die USA braucht.","Wann die Bank schließt.","Wer das Geld empfängt.","I would like to know how high the fees for a transfer to the USA are.","Listen for the indirect question 'wie hoch die Gebühren ... sind'."
"Liebe ist das schönste Gefühl, das es gibt. Kein Geld der Welt kann das kaufen.","Was kann man mit Geld nicht kaufen?","Liebe.","Gesundheit.","Freiheit.","Bücher.","Love is the most beautiful feeling there is. No money in the world can buy that.","Listen for 'Liebe' and 'Kein Geld der Welt kann das kaufen'."
"Der Empfänger des Pakets war nicht zu Hause, deshalb wurde es nicht geliefert.","Warum wurde das Paket nicht geliefert?","Der Empfänger war nicht zu Hause.","Es war keine Briefmarke drauf.","Es war zu schwer.","Die Adresse war falsch.","The recipient of the package was not at home, therefore it was not delivered.","Listen for 'Empfänger ... war nicht zu Hause'."
"Ich spare Geld für mein Studium. Ich lege jeden Monat etwas auf mein Konto.","Wofür spart die Person Geld?","Für ihr Studium.","Für ein Auto.","Für einen Urlaub.","Für einen Fernseher.","I am saving money for my studies. I put something into my account every month.","Listen for the purpose 'spart Geld für mein Studium'."
"Wissen Sie, ob der Geldautomat draußen funktioniert? Gestern war er defekt.","Was möchte die Person wissen?","Ob der Geldautomat funktioniert.","Ob die Bank offen ist.","Ob sie Geld einzahlen kann.","Wo der Ausgang ist.","Do you know if the ATM outside works? Yesterday it was broken.","Listen for the indirect question 'ob der Geldautomat draußen funktioniert'."
"Das Gedicht wird im Kurs von einer Schülerin vorgelesen.","Wer liest das Gedicht vor?","Eine Schülerin.","Der Lehrer.","Der Künstler.","Das Publikum.","The poem is being read aloud in the course by a female student.","Listen for the passive voice 'wird ... von einer Schülerin vorgelesen'."
"Geld ausgeben macht Spaß, aber man sollte auch an die Zukunft denken.","Worauf sollte man auch achten?","An die Zukunft denken (sparen).","Nur Geld ausgeben.","Kein Geld verdienen.","Das Konto schließen.","Spending money is fun, but one should also think about the future.","Listen for the advice 'an die Zukunft denken'."
"Wir chatten oft im Messenger, das geht viel schneller als eine E-Mail.","Warum nutzt er den Messenger?","Es geht viel schneller als eine E-Mail.","Es ist sicherer.","Es kostet kein Geld.","Er hat keinen Computer.","We often chat in the messenger, that goes much faster than an email.","Listen for the comparison 'geht viel schneller als eine E-Mail'."
"Dieses alte Sprichwort sagt: Zeit ist Geld. Ich finde, Zeit ist viel mehr als Geld.","Was findet die Person?","Zeit ist viel mehr (wert) als Geld.","Zeit ist genau wie Geld.","Geld ist wichtiger als Zeit.","Das Sprichwort ist falsch.","This old proverb says: Time is money. I think time is much more than money.","Listen for the opinion 'Zeit ist viel mehr als Geld'."
"Können Sie mir sagen, wem dieser schwarze Rucksack gehört?","Was sucht der Sprecher?","Den Besitzer des Rucksacks (Wem er gehört).","Die Kasse.","Die Polizei.","Einen Schlafsack.","Can you tell me who this black backpack belongs to?","Listen for the indirect question 'wem dieser schwarze Rucksack gehört'."
"Die Rechnungen werden am ersten Tag des Monats automatisch bezahlt.","Wann werden die Rechnungen bezahlt?","Am ersten Tag des Monats.","Am Wochenende.","Morgen.","Nie.","The bills are paid automatically on the first day of the month.","Listen for the passive temporal phrase 'werden am ersten Tag ... bezahlt'."
"Ich habe meine PIN dreimal falsch eingegeben. Jetzt ist die EC-Karte gesperrt.","Warum ist die Karte gesperrt?","Die PIN wurde dreimal falsch eingegeben.","Die Karte ist kaputt.","Das Konto ist leer.","Sie wurde gestohlen.","I entered my PIN wrong three times. Now the debit card is blocked.","Listen for 'PIN dreimal falsch eingegeben'."
"Ein Päckchen darf nicht schwerer als zwei Kilo sein, sonst ist es ein Paket.","Wie schwer darf ein Päckchen maximal sein?","Zwei Kilo.","Ein Kilo.","Drei Kilo.","Fünf Kilo.","A small package must not be heavier than two kilos, otherwise it is a parcel.","Listen for the rule 'nicht schwerer als zwei Kilo'."
"Ich bin unsicher, ob ich den Link in der SMS anklicken soll. Er sieht gefährlich aus.","Warum klickt sie den Link nicht an?","Sie ist unsicher und er sieht gefährlich aus.","Das Internet geht nicht.","Sie hat kein Handy.","Sie kennt den Absender gut.","I am unsure if I should click the link in the SMS. It looks dangerous.","Listen for 'unsicher' and 'sieht gefährlich aus'."
"Ich möchte wissen, ob Sie auch Kredite für Studenten anbieten.","Was fragt der Student die Bank?","Ob sie Kredite für Studenten anbieten.","Ob er ein Konto eröffnen kann.","Ob er Geld abheben kann.","Wo der Schalter ist.","I want to know if you also offer loans for students.","Listen for the indirect question 'ob Sie auch Kredite ... anbieten'."
"Die Briefmarke wird einfach oben rechts auf den Umschlag geklebt.","Wohin kommt die Briefmarke?","Oben rechts auf den Umschlag.","Hinten auf das Paket.","Links unten.","In den Umschlag.","The stamp is simply stuck on the top right of the envelope.","Listen for the passive instruction 'wird ... oben rechts auf den Umschlag geklebt'."
"Geld kann Freiheit bedeuten, aber man kann auch ohne viel Geld frei sein.","Was kann Geld bedeuten?","Freiheit.","Stress.","Gesundheit.","Liebe.","Money can mean freedom, but one can also be free without a lot of money.","Listen for the connection 'Geld kann Freiheit bedeuten'."
"Wir haben dem Mitarbeiter am Schalter unser Problem erklärt. Er war sehr hilfsbereit.","Wem haben sie das Problem erklärt?","Dem Mitarbeiter am Schalter.","Dem Chef.","Der Polizei.","Dem Postboten.","We explained our problem to the employee at the counter. He was very helpful.","Listen for 'dem Mitarbeiter am Schalter'."
"Haben Sie Ihre Überweisung schon kontrolliert? Das Geld ist noch nicht da.","Was soll kontrolliert werden?","Die Überweisung (Ihre Überweisung).","Das Paket.","Die Briefmarke.","Die Rechnung.","Have you already checked your transfer? The money is not there yet.","Listen for the formal possessive 'Ihre Überweisung'."
"Darf ich fragen, ob das Ihr Mantel ist, Herr Lehmann?","Was fragt die Person Herrn Lehmann?","Ob das sein Mantel ist (Ihr Mantel).","Wo er arbeitet.","Wie alt er ist.","Ob er friert.","May I ask if that is your coat, Mr. Lehmann?","Listen for the indirect question 'ob das Ihr Mantel ist'."
"Das Gedicht hat tolle Reime. Ich finde, es ist sehr gut geschrieben.","Wie findet die Person das Gedicht?","Sehr gut geschrieben (tolle Reime).","Langweilig.","Traurig.","Zu kurz.","The poem has great rhymes. I think it is written very well.","Listen for 'tolle Reime' and 'sehr gut geschrieben'."
"Wissen Sie, wem das rote Auto vor der Post gehört?","Was fragt die Person auf der Straße?","Wem das rote Auto gehört.","Wo die Post ist.","Wann der Bus kommt.","Ob man hier parken darf.","Do you know who the red car in front of the post office belongs to?","Listen for 'wem das rote Auto ... gehört'."
"Der Wandel durch das Internet hat die Welt kleiner gemacht, wir sind alle verbunden.","Was hat die Welt kleiner gemacht?","Der Wandel durch das Internet.","Das Geld.","Die Briefe.","Die Banken.","The change through the internet has made the world smaller, we are all connected.","Listen for 'Wandel durch das Internet'."
"Bitte überweisen Sie den Betrag ohne Gebühren auf mein privates Konto.","Wohin soll der Betrag überwiesen werden?","Auf das private Konto.","Auf das Geschäftskonto.","An die Post.","An den Schalter.","Please transfer the amount without fees to my private account.","Listen for 'auf mein privates Konto'."
"Ich habe einen neuen Pin-Code bekommen, weil mein alter unsicher wurde.","Warum hat er einen neuen Pin-Code bekommen?","Weil der alte unsicher wurde.","Weil er ihn vergessen hat.","Weil er die Karte verloren hat.","Weil die Bank zu ist.","I received a new PIN code because my old one became insecure.","Listen for the reason 'weil mein alter unsicher wurde'."
