test_text,answer,test_verb,tip,meaning,grammar_tip
"Darf ich fragen, null das ist? (who)","wer","wer","who","May I ask who that is?","Indirekte Frage mit Fragewort (wer): Verb am Ende."
"null gehört dieses Auto? (To whom)","Wem","wem","To whom (Dativ)","To whom does this car belong?","Fragepronomen (Dativ): wem (gehören + Dativ)."
"null gehört das Geld? - Es gehört mir. (To whom)","Wem","wem","To whom (Dativ)","To whom does the money belong? - It belongs to me.","Fragepronomen (Dativ): wem (gehören + Dativ)."
"null hast du den Brief gegeben? (To whom)","Wem","wem","To whom (Dativ)","Who did you give the letter to?","Fragepronomen (Dativ): wem (geben + Dativ)."
"Ist das null Pass, Herr Müller? (your - formal)","Ihr","ihr","your (formal, Nominativ m)","Is that your passport, Mr. Müller?","Possessivartikel formell (Sie): Ihr (Nominativ Maskulin)."
"Ist das null Geld, Frau Klein? (your - formal)","Ihr","ihr","your (formal, Nominativ n)","Is that your money, Ms. Klein?","Possessivartikel formell (Sie): Ihr (Nominativ Neutral)."
"Sind das null Schlüssel, Herr Schneider? (your - formal)","Ihre","ihr","your (formal, Nominativ pl)","Are those your keys, Mr. Schneider?","Possessivartikel formell (Sie): Ihre (Nominativ Plural)."
"Ist das null EC-Karte, Frau Yilmaz? (your - formal)","Ihre","ihr","your (formal, Nominativ f)","Is that your debit card, Ms. Yilmaz?","Possessivartikel formell (Sie): Ihre (Nominativ Feminin)."
"Haben Sie null PIN vergessen? (your - formal)","Ihre","ihr","your (formal, Akkusativ f)","Did you forget your PIN?","Possessivartikel formell (Sie): Ihre (Akkusativ Feminin)."
"Brauchen Sie null Kontoauszug? (your - formal)","Ihren","ihr","your (formal, Akkusativ m)","Do you need your bank statement?","Possessivartikel formell (Sie): Ihren (Akkusativ Maskulin)."
"Wir haben null Brief bekommen, Frau Bach. (your - formal)","Ihren","ihr","your (formal, Akkusativ m)","We received your letter, Ms. Bach.","Possessivartikel formell (Sie): Ihren (Akkusativ Maskulin)."
"Das Auto gehört null. (me)","mir","gehören","me (Dativ)","The car belongs to me.","gehören + Dativ: ich -> mir"
"Gehört die Tasche null? (you)","dir","gehören","you (Dativ, informal)","Does the bag belong to you?","gehören + Dativ: du -> dir"
"Das Geld gehört null. (him)","ihm","gehören","him (Dativ)","The money belongs to him.","gehören + Dativ: er -> ihm"
"Das Handy gehört null. (her)","ihr","gehören","her (Dativ)","The cell phone belongs to her.","gehören + Dativ: sie (Sg) -> ihr"
"Die Pakete gehören null. (us)","uns","gehören","us (Dativ)","The packages belong to us.","gehören + Dativ: wir -> uns"
"Gehört das Haus null? (you all)","euch","gehören","you all (Dativ)","Does the house belong to you guys?","gehören + Dativ: ihr -> euch"
"Der Koffer gehört null, Herr Baum. (you - formal)","Ihnen","gehören","you (formal, Dativ)","The suitcase belongs to you, Mr. Baum.","gehören + Dativ: Sie -> Ihnen"
"Das Fenster null geöffnet. (is being)","wird","werden","is being (Passive Present)","The window is being opened.","Passiv Präsens: werden + Partizip II (Fenster -> wird)"
"Die Türen null geschlossen. (are being)","werden","werden","are being (Passive Present)","The doors are being closed.","Passiv Präsens: werden + Partizip II (Türen -> werden)"
"Ich frage mich, null das wahr ist. (if)","ob","ob","if / whether","I ask myself if that is true.","Indirekte Frage: ob"
"Weißt du, null er heute kommt? (if)","ob","ob","if / whether","Do you know if he is coming today?","Indirekte Frage: ob"
"Können Sie mir sagen, null ich hier parken darf? (if)","ob","ob","if / whether","Can you tell me if I am allowed to park here?","Indirekte Frage: ob"
"Weißt du, null das kostet? (how much)","wie viel","wie viel","how much","Do you know how much that costs?","Indirekte Frage: Fragewort (wie viel)"
"Ich möchte wissen, null das Päckchen ankommt. (when)","wann","wann","when","I want to know when the small package arrives.","Indirekte Frage: Fragewort (wann)"
"null schenkst du den Gutschein? (To whom)","Wem","wem","To whom (Dativ)","To whom are you giving the voucher?","Fragepronomen: wem (schenken + Dativ)"
"Hier ist null Paket, Frau Schmidt. (your - formal)","Ihr","ihr","your (formal, Nominativ n)","Here is your package, Ms. Schmidt.","Possessivartikel formell: Ihr (Nominativ Neutral)"
"Haben Sie null Kreditkarte dabei? (your - formal)","Ihre","ihr","your (formal, Akkusativ f)","Do you have your credit card with you?","Possessivartikel formell: Ihre (Akkusativ Feminin)"
"Geben Sie mir bitte null Ausweis! (your - formal)","Ihren","ihr","your (formal, Akkusativ m)","Please give me your ID!","Possessivartikel formell: Ihren (Akkusativ Maskulin)"
"Die E-Mail null gelesen. (is being)","wird","werden","is being (Passive Present)","The email is being read.","Passiv Präsens: werden + Partizip II (E-Mail -> wird)"
"Briefe null heute selten geschrieben. (are being)","werden","werden","are being (Passive Present)","Letters are rarely written today.","Passiv Präsens: werden + Partizip II (Briefe -> werden)"
"Können Sie mir sagen, null die Post ist? (where)","wo","wo","where","Can you tell me where the post office is?","Indirekte Frage: Fragewort (wo)"
"Ich weiß nicht, null dieses Buch gehört. (to whom)","wem","wem","to whom","I don't know who this book belongs to.","Indirekte Frage mit wem: Verb am Ende."
"Gehört der Hund null? (them)","ihnen","gehören","them (Dativ, Plural)","Does the dog belong to them?","gehören + Dativ: sie (Pl) -> ihnen"
"Das Paket null vom Postboten gebracht. (is being)","wird","werden","is being (Passive Present)","The package is being brought by the postman.","Passiv Präsens: werden + Partizip II (Paket -> wird)"
"Wir wissen nicht, null wir das machen sollen. (how)","wie","wie","how","We don't know how we should do that.","Indirekte Frage: Fragewort (wie)"
