sentence,words,tip,translation_en
"Mein Neffe ist acht und meine Nichte ist zehn.","Mein|Neffe|ist|acht|und|meine|Nichte|ist|zehn|.","Family vocabulary","My nephew is eight and my niece is ten."
"Ich komme sehr gut mit meiner Schwiegermutter aus.","Ich|komme|sehr|gut|mit|meiner|Schwiegermutter|aus|.","Family vocabulary","I get along very well with my mother-in-law."
"Als Kind spielte ich oft im Garten.","Als|Kind|spielte|ich|oft|im|Garten|.","Präteritum von spielen","As a child I often played in the garden."
"Wir sprachen die ganze Nacht.","Wir|sprachen|die|ganze|Nacht|.","Präteritum von sprechen","We spoke the whole night."
"Ich ging gestern Abend ins Kino.","Ich|ging|gestern|Abend|ins|Kino|.","Präteritum von gehen","I went to the cinema yesterday evening."
"Er kam gestern viel zu spät.","Er|kam|gestern|viel|zu|spät|.","Präteritum von kommen","He came much too late yesterday."
"Wir sahen einen sehr romantischen Film.","Wir|sahen|einen|sehr|romantischen|Film|.","Präteritum von sehen","We saw a very romantic film."
"Hattest du früher ein Haustier?","Hattest|du|früher|ein|Haustier|?","Präteritum von haben","Did you have a pet in the past?"
"Nein, ich hatte leider keinen Hund.","Nein|,|ich|hatte|leider|keinen|Hund|.","Präteritum von haben","No, unfortunately I didn't have a dog."
"Wir waren damals sehr glücklich.","Wir|waren|damals|sehr|glücklich|.","Präteritum von sein","We were very happy back then."
"Warst du am Wochenende zu Hause?","Warst|du|am|Wochenende|zu|Hause|?","Präteritum von sein","Were you at home on the weekend?"
"Sie arbeitete drei Jahre in München.","Sie|arbeitete|drei|Jahre|in|München|.","Präteritum von arbeiten","She worked in Munich for three years."
"Ich studierte Medizin in Berlin.","Ich|studierte|Medizin|in|Berlin|.","Präteritum von studieren","I studied medicine in Berlin."
"Wir verstehen uns blind.","Wir|verstehen|uns|blind|.","Reziprok + Idiom","We understand each other blindly (perfectly)."
"Sie streiten sich leider sehr oft.","Sie|streiten|sich|leider|sehr|oft|.","Reziprok (sich streiten)","Unfortunately they argue very often."
"Wir lieben uns seit zehn Jahren.","Wir|lieben|uns|seit|zehn|Jahren|.","Reziprok (sich lieben)","We have loved each other for ten years."
"Wann treffen wir uns?","Wann|treffen|wir|uns|?","Reziprok (sich treffen)","When are we meeting?"
"Du solltest weniger am Handy sein.","Du|solltest|weniger|am|Handy|sein|.","Konjunktiv II (sollen)","You should be on your phone less."
"Ihr solltet nicht so viel streiten.","Ihr|solltet|nicht|so|viel|streiten|.","Konjunktiv II (sollen)","You guys shouldn't argue so much."
"Er sollte pünktlich zur Arbeit kommen.","Er|sollte|pünktlich|zur|Arbeit|kommen|.","Konjunktiv II (sollen)","He should come to work on time."
"Wir sollten mehr Zeit zusammen verbringen.","Wir|sollten|mehr|Zeit|zusammen|verbringen|.","Konjunktiv II (sollen)","We should spend more time together."
"Sie sollten Ihre Passwörter regelmäßig ändern.","Sie|sollten|Ihre|Passwörter|regelmäßig|ändern|.","Konjunktiv II (sollen) formal","You should change your passwords regularly."
"Du solltest ehrlich zu ihr sein.","Du|solltest|ehrlich|zu|ihr|sein|.","Konjunktiv II (sollen)","You should be honest with her."
"Er ist immer zu spät, er ist total unpünktlich.","Er|ist|immer|zu|spät|,|er|ist|total|unpünktlich|.","Prefix un-","He is always too late, he is totally unpunctual."
"Der Kellner war leider sehr unfreundlich.","Der|Kellner|war|leider|sehr|unfreundlich|.","Prefix un-","The waiter was unfortunately very unfriendly."
"Ich bin unsportlich, ich mache keinen Sport.","Ich|bin|unsportlich|,|ich|mache|keinen|Sport|.","Prefix un-","I am unathletic, I do no sports."
"Warum guckst du so unglücklich?","Warum|guckst|du|so|unglücklich|?","Prefix un-","Why do you look so unhappy?"
"Der Kommentar war unhöflich und dumm.","Der|Kommentar|war|unhöflich|und|dumm|.","Prefix un-","The comment was impolite and stupid."
"Sie ist klug, hübsch und hat viel Humor.","Sie|ist|klug|,|hübsch|und|hat|viel|Humor|.","Character adjectives","She is smart, pretty and has a lot of humor."
"Ich finde ihn sehr sympathisch.","Ich|finde|ihn|sehr|sympathisch|.","Character adjective","I find him very likeable."
"Ein guter Charakter ist wichtiger als Aussehen.","Ein|guter|Charakter|ist|wichtiger|als|Aussehen|.","Talking about character","A good character is more important than appearance."
"Meine Cousine ist ehrlich und treu.","Meine|Cousine|ist|ehrlich|und|treu|.","Character adjectives","My cousin is honest and loyal."
"Das Internet verbindet Menschen weltweit.","Das|Internet|verbindet|Menschen|weltweit|.","Social media vocab","The internet connects people worldwide."
"Wir chatteten gestern bis Mitternacht.","Wir|chatteten|gestern|bis|Mitternacht|.","Präteritum (chatten)","We chatted until midnight yesterday."
"Er postete ein lustiges Foto auf seinem Profil.","Er|postete|ein|lustiges|Foto|auf|seinem|Profil|.","Social media vocab + Präteritum","He posted a funny photo on his profile."
"Ich habe deine Nachricht leider nicht gesehen.","Ich|habe|deine|Nachricht|leider|nicht|gesehen|.","Social media vocab","Unfortunately I didn't see your message."
"Viele Leute schreiben böse Kommentare im Netz.","Viele|Leute|schreiben|böse|Kommentare|im|Netz|.","Social media vocab","Many people write mean comments on the net."
"Teilst du das Foto mit uns?","Teilst|du|das|Foto|mit|uns|?","Social media vocab","Are you sharing the photo with us?"
"Soziale Netzwerke können auch gefährlich sein.","Soziale|Netzwerke|können|auch|gefährlich|sein|.","Social media vocab","Social networks can also be dangerous."
"Welche App nutzt du am meisten?","Welche|App|nutzt|du|am|meisten|?","Social media vocab","Which app do you use the most?"
"Ich sollte mein Profil im Netzwerk löschen.","Ich|sollte|mein|Profil|im|Netzwerk|löschen|.","Konjunktiv II + Social media","I should delete my profile on the network."
"Damals hatten wir keine Handys.","Damals|hatten|wir|keine|Handys|.","Präteritum (haben)","Back then we had no cell phones."
"Mein Opa erzählte mir oft Geschichten.","Mein|Opa|erzählte|mir|oft|Geschichten|.","Präteritum (erzählen)","My grandpa often told me stories."
"Wir lachten viel und waren glücklich.","Wir|lachten|viel|und|waren|glücklich|.","Präteritum verbs","We laughed a lot and were happy."
"Die beiden haben sich im Urlaub kennengelernt.","Die|beiden|haben|sich|im|Urlaub|kennengelernt|.","Reziprok + Perfekt","The two met each other on vacation."
"Mein bester Freund ist sehr lustig, aber manchmal ernst.","Mein|bester|Freund|ist|sehr|lustig|,|aber|manchmal|ernst|.","Character adjectives","My best friend is very funny, but sometimes serious."
"Gestern traf ich alte Bekannte aus der Schule.","Gestern|traf|ich|alte|Bekannte|aus|der|Schule|.","Präteritum (treffen)","Yesterday I met old acquaintances from school."
"Er sprach über seine Pläne für die Zukunft.","Er|sprach|über|seine|Pläne|für|die|Zukunft|.","Präteritum (sprechen)","He spoke about his plans for the future."
"Sie sah mich an und lächelte.","Sie|sah|mich|an|und|lächelte|.","Präteritum (sehen, lächeln)","She looked at me and smiled."
"Wir feierten eine große Party im Garten.","Wir|feierten|eine|große|Party|im|Garten|.","Präteritum (feiern)","We celebrated a big party in the garden."
"Du solltest ihm die Wahrheit sagen.","Du|solltest|ihm|die|Wahrheit|sagen|.","Konjunktiv II (sollen)","You should tell him the truth."
