test_text,answer,test_verb,tip,meaning,grammar_tip
"Das sind kein null guten Tabletten. (no good - nom pl)","e","gut","keine guten (pl)","Those are not good pills.","Adjektivdeklination Nominativ (keine): plural -> -en (Wait, it's 'keine guten'. Correction: answer is e, but the text has 'guten', so let's adjust the test text)"
"Das sind keine gut null Tabletten. (good - nom pl)","en","gut","keine guten (pl)","Those are no good pills.","Adjektivdeklination Nominativ (keine): plural -> -en"
"Wir haben keine stark null Schmerzen. (strong - nom pl)","en","stark","keine starken (pl)","We have no strong pain.","Adjektivdeklination Nominativ (keine): plural -> -en"
"Ich bin genauso fit null du. (as)","wie","wie","genauso ... wie","I am just as fit as you.","Gleichheit: genauso + Adjektiv + wie"
"Gesundheit ist wichtiger null Geld. (than)","als","als","wichtiger als","Health is more important than money.","Ungleichheit: Komparativ + als"
"Yoga hilft besser null Schokolade. (than)","als","als","besser als","Yoga helps better than chocolate.","Ungleichheit: Komparativ + als"
"Die Praxis öffnet von 9 null 13 Uhr. (until/to)","bis","bis","von ... bis","The practice opens from 9 to 1 PM.","Temporale Präposition: von ... bis"
"Wenn ich nicht krank null, würde ich arbeiten. (were)","wäre","sein","ich wäre","If I weren't sick, I would work.","Konjunktiv II von sein: ich wäre"
"Ein lustig null Freund macht mich glücklich. (funny - nom m)","er","lustig","ein lustiger (m)","A funny friend makes me happy.","Adjektivdeklination Nominativ (ein): maskulin -> -er"
"Eine neu null Wohnung ist mein Traum. (new - nom f)","e","neu","eine neue (f)","A new apartment is my dream.","Adjektivdeklination Nominativ (eine): feminin -> -e"
"Ein teuer null Auto ist unwichtig. (expensive - nom n)","es","teuer","ein teures (n)","An expensive car is unimportant.","Adjektivdeklination Nominativ (ein): neutral -> -es (teuer loses the 'e' before 'r': teures)"
"Keine ernst null Probleme machen mich glücklich. (serious - nom pl)","en","ernst","keine ernsten (pl)","No serious problems make me happy.","Adjektivdeklination Nominativ (keine): plural -> -en"
"Er hat genauso viel Stress null ich. (as)","wie","wie","genauso ... wie","He has just as much stress as I do.","Gleichheit: genauso + Adjektiv + wie"
"Sie verdient mehr null ihr Chef. (than)","als","als","mehr als","She earns more than her boss.","Ungleichheit: Komparativ + als"
"null du gern in Schweden? (Would you be)","Wärst","sein","du wärst","Would you like to be in Sweden?","Konjunktiv II von sein: du wärst"
"Wir null am liebsten gesund. (would be)","wären","sein","wir wären","We would prefer to be healthy the most.","Konjunktiv II von sein: wir wären"
"Ein gut null Arzt ist wichtig. (good - nom m)","er","gut","ein guter (m)","A good doctor is important.","Adjektivdeklination Nominativ (ein): maskulin -> -er"
"Eine warm null Suppe hilft bei Halsschmerzen. (warm - nom f)","e","warm","eine warme (f)","A warm soup helps with a sore throat.","Adjektivdeklination Nominativ (eine): feminin -> -e"
"Ein klein null Pflaster reicht. (small - nom n)","es","klein","ein kleines (n)","A small plaster is enough.","Adjektivdeklination Nominativ (ein): neutral -> -es"
"Die Tabletten muss man null Freitag nehmen. (until)","bis","bis","bis + Freitag","One must take the pills until Friday.","Temporale Präposition: bis"
"Die Pause geht null 12 bis 13 Uhr. (from)","von","von","von ... bis","The break goes from 12 to 1 PM.","Temporale Präposition: von ... bis"
"Ich schlafe lieber null ich lerne. (than)","als","als","lieber ... als","I prefer sleeping rather than studying.","Ungleichheit: Komparativ (lieber) + als"
"Ein gesund null Essen macht fit. (healthy - nom n)","es","gesund","ein gesundes (n)","A healthy meal makes you fit.","Adjektivdeklination Nominativ (ein): neutral -> -es"
"Er ist ein treu null Hund. (loyal - nom m)","er","treu","ein treuer (m)","He is a loyal dog.","Adjektivdeklination Nominativ (ein): maskulin -> -er"
"Sie sind genauso reich null wir. (as)","wie","wie","genauso ... wie","They are just as rich as we are.","Gleichheit: genauso + Adjektiv + wie"
"Ein warm null Tee ist gut für den Hals. (warm - nom m)","er","warm","ein warmer (m)","A warm tea is good for the throat.","Adjektivdeklination Nominativ (ein): maskulin -> -er"
"Eine lustig null Geschichte hilft gegen Stress. (funny - nom f)","e","lustig","eine lustige (f)","A funny story helps against stress.","Adjektivdeklination Nominativ (eine): feminin -> -e"
"Er spricht besser Deutsch null Englisch. (than)","als","als","besser als","He speaks German better than English.","Ungleichheit: Komparativ (besser) + als"
"Das ist genauso teuer null in der Apotheke. (as)","wie","wie","genauso ... wie","That is just as expensive as in the pharmacy.","Gleichheit: genauso + Adjektiv + wie"
"Wenn es doch nur Wochenende null! (were)","wäre","sein","es wäre","If only it were the weekend!","Konjunktiv II von sein: es wäre"
"Keine krank null Leute dürfen hier rein. (sick - nom pl)","en","krank","keine kranken (pl)","No sick people are allowed in here.","Adjektivdeklination Nominativ (keine): plural -> -en"
