pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Papiermüll,der,m,"der Papiermüll — masculine.",-,"paper waste","Die Zeitung kommt in den Papiermüll.","The newspaper goes into the paper waste.","Wo ist der Papiermüll?","Where is the paper waste?"
noun,Restmüll,der,m,"der Restmüll — masculine.",-,"residual waste","Das kommt in den Restmüll.","That goes into the residual waste.","Die Tonne für Restmüll ist schwarz.","The bin for residual waste is black."
noun,Tonne,die,f,"die Tonne — feminine.",Tonnen,"bin / barrel","Die Papiertonne ist blau.","The paper bin is blue.","Wirf das in die Tonne!","Throw that into the bin!"
verb,wegwerfen,-,-,-,-,"to throw away","Bitte wirf das Glas nicht weg.","Please don't throw the glass away.","Ich habe den Kassenbon weggeworfen.","I threw the receipt away."
noun,Restaurant,das,n,"das Restaurant — neuter.",Restaurants,"restaurant","Wir gehen heute ins Restaurant.","We are going to the restaurant today.","Das Restaurant ist sehr teuer.","The restaurant is very expensive."
noun,Gast,der,m,"der Gast — masculine.",Gäste,"guest","Der Gast bestellt ein Steak.","The guest orders a steak.","Wir haben heute Gäste.","We have guests today."
noun,Kellner,der,m,"der Kellner — masculine.",Kellner,"waiter","Der Kellner bringt die Karte.","The waiter brings the menu.","Wir rufen den Kellner.","We are calling the waiter."
noun,Kellnerin,die,f,"die Kellnerin — feminine.",Kellnerinnen,"waitress","Die Kellnerin ist sehr freundlich.","The waitress is very friendly.","Ich gebe der Kellnerin Trinkgeld.","I give the waitress a tip."
noun,Speisekarte,die,f,"die Speisekarte — feminine.",Speisekarten,"menu","Könnte ich die Speisekarte haben?","Could I have the menu?","Die Speisekarte ist auf Deutsch.","The menu is in German."
noun,Vorspeise,die,f,"die Vorspeise — feminine.",Vorspeisen,"appetizer / starter","Als Vorspeise nehme ich eine Suppe.","For an appetizer, I'll take a soup.","Die Vorspeise war lecker.","The appetizer was delicious."
noun,Hauptspeise,die,f,"die Hauptspeise — feminine.",Hauptspeisen,"main course","Die Hauptspeise kommt sofort.","The main course is coming right away.","Was nimmst du als Hauptspeise?","What are you having for the main course?"
noun,Dessert,das,n,"das Dessert — neuter.",Desserts,"dessert","Als Dessert möchte ich Eis.","For dessert, I would like ice cream.","Das Dessert ist süß.","The dessert is sweet."
noun,Rechnung,die,f,"die Rechnung — feminine.",Rechnungen,"bill / check","Die Rechnung, bitte!","The bill, please!","Ich bezahle die Rechnung.","I am paying the bill."
noun,Trinkgeld,das,n,"das Trinkgeld — neuter.",Trinkgelder,"tip / gratuity","Wir geben zwei Euro Trinkgeld.","We are giving a two euro tip.","Das Trinkgeld ist für dich.","The tip is for you."
verb,bestellen,-,-,-,-,"to order","Wir möchten gerne bestellen.","We would like to order.","Ich habe das Steak bestellt.","I ordered the steak."
verb,bezahlen,-,-,-,-,"to pay","Zahlen wir zusammen oder getrennt?","Are we paying together or separately?","Ich bezahle mit Karte.","I am paying with a card."
verb,schmecken,-,-,-,-,"to taste / taste good","Schmeckt es dir?","Does it taste good to you?","Das Essen schmeckt lecker.","The food tastes delicious."
adj,getrennt,-,-,-,-,"separate / separately","Wir zahlen getrennt, bitte.","We are paying separately, please.","Wir haben getrennte Kassen.","We have separate accounts."
adj,zusammen,-,-,-,-,"together","Das macht zusammen 24 Euro.","That makes 24 euros together.","Wir zahlen zusammen.","We are paying together."
adj,lecker,-,-,-,-,"delicious / tasty","Die Pizza ist sehr lecker.","The pizza is very delicious.","Das sieht lecker aus.","That looks delicious."
adj,süß,-,-,-,-,"sweet","Das Dessert ist sehr süß.","The dessert is very sweet.","Ich mag süße Getränke.","I like sweet drinks."
adj,salzig,-,-,-,-,"salty","Die Suppe ist zu salzig.","The soup is too salty.","Ich esse gerne salziges Popcorn.","I like eating salty popcorn."
adj,scharf,-,-,-,-,"spicy / hot","Das Essen ist extrem scharf.","The food is extremely spicy.","Magst du scharfes Essen?","Do you like spicy food?"
noun,Fleisch,das,n,"das Fleisch — neuter.",-,"meat","Ich esse kein Fleisch.","I don't eat meat.","Das Fleisch ist sehr gut.","The meat is very good."
noun,Rindfleisch,das,n,"das Rindfleisch — neuter.",-,"beef","Wir kochen heute Rindfleisch.","We are cooking beef today.","Das Rindfleisch ist zäh.","The beef is tough."
noun,Schweinefleisch,das,n,"das Schweinefleisch — neuter.",-,"pork","Er isst kein Schweinefleisch.","He eats no pork.","Das ist ein Schnitzel aus Schweinefleisch.","That is a schnitzel made of pork."
noun,Hähnchen,das,n,"das Hähnchen — neuter.",Hähnchen,"chicken","Ich nehme das Hähnchen mit Reis.","I'll take the chicken with rice.","Das Hähnchen ist knusprig.","The chicken is crispy."
noun,Fisch,der,m,"der Fisch — masculine.",Fische,"fish","Freitags essen wir Fisch.","On Fridays we eat fish.","Der Fisch schmeckt frisch.","The fish tastes fresh."
noun,Gemüse,das,n,"das Gemüse — neuter.",Gemüse,"vegetables","Du musst mehr Gemüse essen.","You must eat more vegetables.","Das Gemüse ist gesund.","The vegetables are healthy."
noun,Obst,das,n,"das Obst — neuter.",-,"fruit","Kauf bitte frisches Obst.","Please buy fresh fruit.","Äpfel und Bananen sind Obst.","Apples and bananas are fruit."
noun,Apfel,der,m,"der Apfel — masculine.",Äpfel,"apple","Ich esse jeden Tag einen Apfel.","I eat an apple every day.","Die Äpfel sind rot.","The apples are red."
noun,Banane,die,f,"die Banane — feminine.",Bananen,"banana","Die Banane ist gelb.","The banana is yellow.","Ich brauche zwei Bananen.","I need two bananas."
noun,Tomate,die,f,"die Tomate — feminine.",Tomaten,"tomato","Ich mache einen Salat mit Tomaten.","I am making a salad with tomatoes.","Die Tomate ist rot.","The tomato is red."
noun,Kartoffel,die,f,"die Kartoffel — feminine.",Kartoffeln,"potato","Wir essen Kartoffeln zum Fisch.","We are eating potatoes with the fish.","Die Kartoffeln müssen kochen.","The potatoes need to boil."
noun,Zwiebel,die,f,"die Zwiebel — feminine.",Zwiebeln,"onion","Ich schneide die Zwiebel.","I am cutting the onion.","Die Soße hat viel Zwiebel.","The sauce has a lot of onion."
noun,Brot,das,n,"das Brot — neuter.",Brote,"bread","Zum Frühstück essen wir Brot.","For breakfast we eat bread.","Kauf bitte ein frisches Brot.","Please buy a fresh loaf of bread."
noun,Brötchen,das,n,"das Brötchen — neuter.",Brötchen,"bread roll","Ich esse ein Brötchen mit Käse.","I am eating a roll with cheese.","Holst du frische Brötchen?","Are you getting fresh rolls?"
noun,Käse,der,m,"der Käse — masculine.",Käse,"cheese","Ich liebe französischen Käse.","I love French cheese.","Ein Stück Käse, bitte.","A piece of cheese, please."
noun,Wurst,die,f,"die Wurst — feminine.",Würste,"sausage / cold cuts","Wir essen Brot mit Wurst.","We are eating bread with sausage.","Die Wurst schmeckt gut.","The sausage tastes good."
noun,Ei,das,n,"das Ei — neuter.",Eier,"egg","Zum Frühstück gibt es ein Ei.","For breakfast there is an egg.","Wir brauchen eine Packung Eier.","We need a carton of eggs."
noun,Milch,die,f,"die Milch — feminine.",-,"milk","Trinkst du Kaffee mit Milch?","Do you drink coffee with milk?","Die Milch ist im Kühlschrank.","The milk is in the fridge."
noun,Wasser,das,n,"das Wasser — neuter.",Wasser,"water","Eine Flasche Wasser, bitte.","A bottle of water, please.","Trink viel Wasser!","Drink a lot of water!"
noun,Saft,der,m,"der Saft — masculine.",Säfte,"juice","Ich trinke ein Glas Apfelsaft.","I am drinking a glass of apple juice.","Der Orangensaft ist süß.","The orange juice is sweet."
noun,Wein,der,m,"der Wein — masculine.",Weine,"wine","Ich hätte gern ein Glas Rotwein.","I would like a glass of red wine.","Der Weißwein ist kalt.","The white wine is cold."
noun,Bier,das,n,"das Bier — neuter.",Biere,"beer","Wir bestellen zwei Bier.","We are ordering two beers.","Trinkst du gern Bier?","Do you like drinking beer?"
verb,legen,-,-,-,-,"to put/lay (horizontal)","Ich lege das Brot auf den Tisch.","I lay the bread on the table.","Er legt die Speisekarte hin.","He puts the menu down."
verb,liegen,-,-,-,-,"to lie/be situated (horizontal)","Das Brot liegt auf dem Tisch.","The bread is lying on the table.","Die Speisekarte liegt da.","The menu is lying there."
verb,stellen,-,-,-,-,"to put/stand (vertical)","Stell die Flasche in den Kühlschrank.","Put the bottle in the fridge.","Ich stelle das Glas auf den Tisch.","I put the glass on the table."
verb,stehen,-,-,-,-,"to stand/be situated (vertical)","Die Flasche steht im Kühlschrank.","The bottle is standing in the fridge.","Das Glas steht auf dem Tisch.","The glass is standing on the table."
verb,hängen (transitiv),-,-,-,-,"to hang (put into hanging position)","Ich hänge die Jacke an den Haken.","I hang the jacket on the hook.","Häng das Bild an die Wand!","Hang the picture on the wall!"
verb,hängen (intransitiv),-,-,-,-,"to hang (be in hanging position)","Die Jacke hängt am Haken.","The jacket hangs on the hook.","Das Bild hängt an der Wand.","The picture hangs on the wall."
noun,Kindergeburtstag,der,m,"der Kindergeburtstag — masculine.",Kindergeburtstage,"children's birthday party","Wir feiern einen Kindergeburtstag.","We are celebrating a children's birthday.","Der Kindergeburtstag war laut.","The children's birthday party was loud."
noun,Kursparty,die,f,"die Kursparty — feminine.",Kurspartys,"course party","Wir planen eine Kursparty.","We are planning a course party.","Bringst du etwas zur Kursparty mit?","Are you bringing something to the course party?"
noun,Geschäftsidee,die,f,"die Geschäftsidee — feminine.",Geschäftsideen,"business idea","Das ist eine tolle Geschäftsidee.","That is a great business idea.","Er hat viele Geschäftsideen.","He has many business ideas."
noun,Meinung,die,f,"die Meinung — feminine.",Meinungen,"opinion","Meine Meinung dazu ist positiv.","My opinion on this is positive.","Was ist eure Meinung?","What is your (plural) opinion?"
noun,Höhe,die,f,"die Höhe — feminine.",Höhen,"amount / height","Die Höhe des Trinkgelds ist wichtig.","The amount of the tip is important.","Über die Höhe diskutieren wir nicht.","We do not discuss the amount."
pron,euer,-,-,-,-,"your (plural, informal, nom m/n)","Ist das euer Hund?","Is that your dog?","Wo ist euer Auto?","Where is your car?"
pron,eure,-,-,-,-,"your (plural, informal, nom/akk f/pl)","Ist das eure Katze?","Is that your cat?","Habt ihr eure Bücher?","Do you have your books?"
pron,euren,-,-,-,-,"your (plural, informal, akk m)","Habt ihr euren Schlüssel?","Do you have your key?","Ich kenne euren Vater.","I know your father."
