test_text,answer,test_verb,tip,meaning,grammar_tip
"Brauchst du eine Lampe? - Ja, ich brauche null. (one)","eine","brauchen","one (feminine, accusative)","Do you need a lamp? - Yes, I need one.","Indefinitpronomen: eine (Akk, feminin)"
"Hast du ein Bett? - Ja, ich habe null. (one)","eins","haben","one (neuter, accusative)","Do you have a bed? - Yes, I have one.","Indefinitpronomen: eins (Akk, neutral)"
"Brauchen wir Stühle? - Ja, wir brauchen null. (some)","welche","brauchen","some (plural, accusative)","Do we need chairs? - Yes, we need some.","Indefinitpronomen: welche (Akk, Plural)"
"Ist da ein Tisch? - Ja, da steht null. (one)","einer","stehen","one (masculine, nominative)","Is there a table? - Yes, one is standing there.","Indefinitpronomen: einer (Nom, maskulin)"
"Ist hier eine Tür? - Ja, hier ist null. (one)","eine","sein","one (feminine, nominative)","Is there a door here? - Yes, here is one.","Indefinitpronomen: eine (Nom, feminin)"
"Ist das ein Bett? - Ja, das ist null. (one)","eins","sein","one (neuter, nominative)","Is that a bed? - Yes, that is one.","Indefinitpronomen: eins (Nom, neutral)"
"Sind da Bilder? - Ja, da sind null. (some)","welche","sein","some (plural, nominative)","Are there pictures there? - Yes, there are some.","Indefinitpronomen: welche (Nom, Plural)"
"Hast du keinen Schrank? - Doch, ich habe null. (one)","einen","haben","one (masculine, accusative)","Don't you have a closet? - Yes, I have one.","Indefinitpronomen: einen (Akk, maskulin)"
"Wir haben keinen Balkon, aber wir null gern einen. (would have)","hätten","haben","would have","We have no balcony, but we would like one.","Konjunktiv II: wir hätten"
"null du mir sagen, wo das Bad ist? (could)","Könntest","können","could","Could you tell me where the bathroom is?","Konjunktiv II: du könntest"
"Ich brauche einen Stift. Hast du null? (one)","einen","haben","one (masculine, accusative)","I need a pen. Do you have one?","Indefinitpronomen: einen (Akk, maskulin)"
"Der Kühlschrank steht neben null Tür. (Dativ)","der","stehen","next to the door (feminine)","The fridge stands next to the door.","Wo? -> Dativ. die Tür -> der Tür"
"Stell die Lampe auf null Schrank. (Akkusativ)","den","stellen","onto the closet (masculine)","Put the lamp on top of the closet.","Wohin? -> Akkusativ. der Schrank -> den Schrank"
"Die Schuhe stehen unter null Bett. (Dativ)","dem","stehen","under the bed (neuter)","The shoes are standing under the bed.","Wo? -> Dativ. das Bett -> dem Bett"
"Leg die Kleidung in null Schrank! (Akkusativ)","den","legen","into the closet (masculine)","Put the clothes into the closet!","Wohin? -> Akkusativ. der Schrank -> den Schrank"
"Das Handtuch hängt in null Bad. (Dativ)","dem","hängen","in the bathroom (neuter)","The towel hangs in the bathroom.","Wo? -> Dativ. das Bad -> dem Bad"
"Komm, wir gehen auf null Balkon. (Akkusativ)","den","gehen","onto the balcony (masculine)","Come, let's go onto the balcony.","Wohin? -> Akkusativ. der Balkon -> den Balkon"
"Wir sitzen auf null Sofa. (Dativ)","dem","sitzen","on the sofa (neuter)","We sit on the sofa.","Wo? -> Dativ. das Sofa -> dem Sofa"
"Setz dich neben null Lampe! (Akkusativ)","die","setzen","next to the lamp (feminine)","Sit down next to the lamp!","Wohin? -> Akkusativ. die Lampe -> die Lampe"
"Ich brauche Äpfel. Hast du null? (some)","welche","haben","some (plural, accusative)","I need apples. Do you have some?","Indefinitpronomen: welche (Plural)"
"Wo ist mein Schlüssel? - Da liegt null! (one)","einer","liegen","one (masculine, nominative)","Where is my key? - One is lying there!","Indefinitpronomen: einer (Nom, maskulin)"
"Ich habe kein Auto. - Er hat null. (one)","eins","haben","one (neuter, accusative)","I don't have a car. - He has one.","Indefinitpronomen: eins (Akk, neutral)"
"null Sie mir bitte die Speisekarte geben? (could)","Könnten","können","could","Could you please give me the menu?","Konjunktiv II: Sie könnten"
"Ich null gern ein Zimmer mit Balkon. (would have)","hätte","haben","would have","I would like a room with a balcony.","Konjunktiv II: ich hätte"
