text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wir fliegen in einem Jahr nach Australien. Darauf freuen wir uns schon sehr!","Wann fliegen sie nach Australien?","In einem Jahr.","In einem Monat.","In einer Woche.","Morgen.","We are flying to Australia in a year. We are already looking forward to that very much!","Listen for 'in einem Jahr'."
"Während der Arbeit höre ich gerne ruhige Musik. Das hilft mir.","Was macht die Person während der Arbeit?","Sie hört gerne ruhige Musik.","Sie liest.","Sie schläft.","Sie spricht mit Kollegen.","During work I like to listen to quiet music. That helps me.","Listen for 'hört gerne ruhige Musik'."
"Herr Schmidt, wir müssen den Termin verschieben. Passt es Ihnen am 5. Mai?","Warum ruft die Person Herrn Schmidt an?","Um den Termin zu verschieben.","Um einen Film zu sehen.","Um den Urlaub zu planen.","Um über Kunst zu sprechen.","Mr. Schmidt, we have to postpone the appointment. Does the 5th of May suit you?","Listen for 'Termin verschieben'."
"Die Komödie war nicht lustig, sondern sehr ernst. Ich bin total enttäuscht.","Wie fand die Person die Komödie?","Nicht lustig und ernst (enttäuscht).","Sehr lustig.","Überraschend gut.","Spannend.","The comedy was not funny, but very serious. I am totally disappointed.","Listen for 'nicht lustig' and 'enttäuscht'."
"Es ist mir egal, welchen Film wir sehen. Hauptsache, wir gehen zusammen ins Kino.","Ist ihr der Film wichtig?","Nein, es ist ihr egal.","Ja, sehr wichtig.","Sie will nur Komödien sehen.","Sie mag kein Kino.","It doesn't matter to me which movie we watch. The main thing is we go to the cinema together.","Listen for 'Es ist mir egal'."
"Er interessiert sich sehr für den Umweltschutz und fährt jeden Tag mit dem Fahrrad.","Wofür interessiert sich der Mann?","Für den Umweltschutz.","Für Streetart.","Für Filme.","Für Poetry Slams.","He is very interested in environmental protection and rides his bike every day.","Listen for 'für den Umweltschutz'."
"Ich fühle mich heute total gestresst. Ich brauche unbedingt Urlaub!","Wie fühlt sich die Person heute?","Total gestresst.","Glücklich.","Entspannt.","Traurig.","I feel totally stressed today. I definitely need a vacation!","Listen for 'total gestresst'."
"Klatschen Sie bitte noch einmal laut für unsere großartige Künstlerin heute Abend!","Was soll das Publikum tun?","Laut klatschen.","Leise sein.","Singen.","Nach Hause gehen.","Please clap loudly one more time for our magnificent artist tonight!","Listen for the imperative 'Klatschen Sie'."
"Wir übernachten nicht im Zelt. Das ist mir zu ungemütlich. Wir gehen in ein Hotel.","Wo übernachten sie?","Im Hotel.","Im Zelt.","Im Schlafsack.","Draußen.","We are not staying overnight in a tent. That is too uncomfortable for me. We are going to a hotel.","Listen for 'Wir gehen in ein Hotel'."
"In diesem Monat gibt es drei neue Dokumentarfilme im Kino. Ich möchte alle sehen!","Was gibt es diesen Monat im Kino?","Drei neue Dokumentarfilme.","Eine neue Komödie.","Ein Poetry Slam.","Ein Theaterstück.","In this month there are three new documentaries in the cinema. I want to see them all!","Listen for 'drei neue Dokumentarfilme'."
"Mein Lieblingsfilm ist sehr alt, aber die Schauspieler sind fantastisch.","Wie alt ist der Lieblingsfilm?","Er ist sehr alt.","Er ist ganz neu.","Aus diesem Jahr.","Das wird nicht gesagt.","My favorite movie is very old, but the actors are fantastic.","Listen for 'sehr alt'."
"Ich habe eine halbformelle E-Mail an die Firma geschrieben, um den Termin abzusagen.","Welche Art von E-Mail hat er geschrieben?","Eine halbformelle E-Mail.","Ein Gedicht.","Einen Brief an Freunde.","Einen Kommentar im Internet.","I wrote a semi-formal email to the company to cancel the appointment.","Listen for 'halbformelle E-Mail'."
"Der Regisseur hat gesagt, dass der Film erst an einem zukünftigen Zeitpunkt ins Kino kommt.","Wann kommt der Film ins Kino?","An einem zukünftigen Zeitpunkt.","Gleich morgen.","Er läuft schon.","Er kommt gar nicht.","The director said that the movie will only come to the cinema at a future point in time.","Listen for 'an einem zukünftigen Zeitpunkt'."
"Hast du dich schon für einen Rucksack entschieden? Die Auswahl ist so groß!","Was möchte die Person kaufen?","Einen Rucksack.","Ein Zelt.","Eine Eintrittskarte.","Farbe für Streetart.","Have you already decided on a backpack? The selection is so big!","Listen for 'einen Rucksack'."
"Wir haben uns gestern sehr über eure Nachricht gefreut! Danke!","Worüber haben sie sich gefreut?","Über die Nachricht.","Über das Geschenk.","Über den Besuch.","Über das Wetter.","We were very happy about your message yesterday! Thank you!","Listen for 'über eure Nachricht gefreut'."
