pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Gastgeberin,die,f,"die Gastgeberin — feminine.",Gastgeberinnen,"hostess","Die Gastgeberin bietet Getränke an.","The hostess offers drinks.","Sie ist eine wunderbare Gastgeberin.","She is a wonderful hostess."
noun,Gast,der,m,"der Gast — masculine.",Gäste,"guest","Wir erwarten heute Abend Gäste.","We are expecting guests tonight.","Jeder Gast bringt etwas mit.","Every guest brings something."
noun,Snack,der,m,"der Snack — masculine.",Snacks,"snack","Möchtet ihr ein paar Snacks?","Would you guys like some snacks?","Ich bereite die Snacks vor.","I am preparing the snacks."
noun,Chips,die,pl,"die Chips — plural only.",-,"chips / crisps","Wir essen Chips beim Fernsehen.","We eat chips while watching TV.","Eine Tüte Chips, bitte.","A bag of chips, please."
noun,Nuss,die,f,"die Nuss — feminine.",Nüsse,"nut","Möchtest du ein paar Nüsse?","Would you like some nuts?","Diese Nüsse sind gesalzen.","These nuts are salted."
noun,Schokolade,die,f,"die Schokolade — feminine.",Schokoladen,"chocolate","Ich liebe dunkle Schokolade.","I love dark chocolate.","Wir haben viel Schokolade gekauft.","We bought a lot of chocolate."
noun,Getränk,das,n,"das Getränk — neuter.",Getränke,"beverage / drink","Welche Getränke möchtest du anbieten?","Which drinks would you like to offer?","Wir haben genug Getränke.","We have enough drinks."
noun,Cola,die/das,f/n,"die/das Cola — feminine/neuter.",Colas,"cola","Ein Glas Cola mit Eis, bitte.","A glass of cola with ice, please.","Ich trinke selten Cola.","I rarely drink cola."
verb,anbieten,-,-,-,-,"to offer","Darf ich dir ein Getränk anbieten?","May I offer you a drink?","Der Gastgeber bietet Snacks an.","The host offers snacks."
noun,Fest,das,n,"das Fest — neuter.",Feste,"festival / celebration","Das ist mein Lieblingsfest.","That is my favorite festival.","Wir feiern ein großes Fest.","We are celebrating a big festival."
noun,Feiertag,der,m,"der Feiertag — masculine.",Feiertage,"holiday / public holiday","Morgen ist ein Feiertag, wir müssen nicht arbeiten.","Tomorrow is a public holiday, we don't have to work.","Welche Feiertage gibt es in deinem Land?","Which holidays are there in your country?"
noun,Weihnachten,das,n,"das Weihnachten — neuter.",-,"Christmas","Wir feiern Weihnachten mit der Familie.","We celebrate Christmas with the family.","Frohe Weihnachten!","Merry Christmas!"
noun,Ostern,das,n,"das Ostern — neuter.",-,"Easter","Zu Ostern suchen wir Eier.","At Easter we search for eggs.","Frohe Ostern!","Happy Easter!"
noun,Silvester,das,n,"das Silvester — neuter.",-,"New Year's Eve","Was macht ihr an Silvester?","What are you doing on New Year's Eve?","Wir feiern Silvester bei Freunden.","We are celebrating New Year's Eve at friends'."
noun,Neujahr,das,n,"das Neujahr — neuter.",-,"New Year's Day","Frohes Neujahr!","Happy New Year!","An Neujahr schlafen wir lange.","On New Year's Day we sleep late."
noun,Karneval,der,m,"der Karneval — masculine.",-,"carnival","Im Februar ist Karneval.","In February is carnival.","Feiert ihr Karneval?","Do you celebrate carnival?"
noun,Hochzeit,die,f,"die Hochzeit — feminine.",Hochzeiten,"wedding","Wir sind auf eine Hochzeit eingeladen.","We are invited to a wedding.","Die Hochzeit war wunderschön.","The wedding was beautiful."
noun,Geburtstag,der,m,"der Geburtstag — masculine.",Geburtstage,"birthday","Wann hast du Geburtstag?","When is your birthday?","Alles Gute zum Geburtstag!","Happy birthday!"
noun,Geschenk,das,n,"das Geschenk — neuter.",Geschenke,"gift / present","Das ist ein Geschenk für dich.","That is a gift for you.","Wir packen die Geschenke aus.","We unpack the gifts."
verb,schenken,-,-,-,-,"to give (as a gift)","Was schenkst du deinem Bruder?","What are you giving your brother?","Ich schenke ihr ein Buch.","I am giving her a book."
verb,geben,-,-,-,-,"to give","Kannst du mir das Tablet geben?","Can you give me the tablet?","Ich gebe dem Gast ein Glas Wein.","I give the guest a glass of wine."
verb,zeigen,-,-,-,-,"to show","Ich zeige dir meine neue App.","I show you my new app.","Zeig mir bitte den Laptop.","Please show me the laptop."
verb,mitbringen,-,-,-,-,"to bring along","Was soll ich zur Party mitbringen?","What should I bring to the party?","Er hat leckere Snacks mitgebracht.","He brought delicious snacks."
verb,leihen,-,-,-,-,"to lend / borrow","Kannst du mir deinen Drucker leihen?","Can you lend me your printer?","Ich habe ihr mein Auto geliehen.","I lent her my car."
verb,empfehlen,-,-,-,-,"to recommend","Kannst du mir einen guten Film empfehlen?","Can you recommend me a good movie?","Er empfiehlt uns dieses Restaurant.","He recommends this restaurant to us."
adj,spannend,-,-,-,-,"exciting / thrilling","Der Krimi gestern war sehr spannend.","The crime thriller yesterday was very exciting.","Das ist ein spannendes Spiel.","That is a thrilling game."
adj,langweilig,-,-,-,-,"boring","Die Sendung ist total langweilig.","The show is totally boring.","Mir ist langweilig.","I am bored."
adj,lustig,-,-,-,-,"funny","Die Komödie war echt lustig.","The comedy was really funny.","Er erzählt lustige Geschichten.","He tells funny stories."
adj,praktisch,-,-,-,-,"practical","Ein Tablet ist sehr praktisch.","A tablet is very practical.","Diese App ist total praktisch.","This app is totally practical."
adj,nützlich,-,-,-,-,"useful / helpful","Das Internet ist nützlich für die Arbeit.","The internet is useful for work.","Das war ein nützlicher Tipp.","That was a helpful tip."
adj,richtig,-,-,-,-,"right / correct","Hast du das richtige Produkt gekauft?","Did you buy the right product?","Das ist die richtige Antwort.","That is the correct answer."
adj,falsch,-,-,-,-,"wrong / false","Oh nein, das ist der falsche Laptop!","Oh no, that is the wrong laptop!","Das Passwort ist falsch.","The password is wrong."
adv,zuerst,-,-,-,-,"first / initially","Zuerst essen wir, dann sehen wir fern.","First we eat, then we watch TV.","Wer war zuerst da?","Who was there first?"
adv,dann,-,-,-,-,"then","Ich arbeite bis sechs, dann komme ich.","I work until six, then I'll come.","Und was machen wir dann?","And what do we do then?"
adv,danach,-,-,-,-,"after that / afterwards","Wir gehen ins Kino und danach essen wir.","We go to the cinema and after that we eat.","Was passierte danach?","What happened after that?"
noun,Technik,die,f,"die Technik — feminine.",Techniken,"technology","Ich interessiere mich für Technik.","I am interested in technology.","Die moderne Technik macht vieles leichter.","Modern technology makes many things easier."
noun,Produkt,das,n,"das Produkt — neuter.",Produkte,"product","Ist das ein neues Produkt?","Is that a new product?","Ich habe das Produkt online bestellt.","I ordered the product online."
verb,kaufen,-,-,-,-,"to buy","Ich kaufe meiner Mutter eine Kette.","I buy my mother a necklace.","Was hast du gekauft?","What did you buy?"
noun,Überraschung,die,f,"die Überraschung — feminine.",Überraschungen,"surprise","Das Fest war eine tolle Überraschung.","The party was a great surprise.","Wir planen eine Überraschung für ihn.","We are planning a surprise for him."
noun,Einladung,die,f,"die Einladung — feminine.",Einladungen,"invitation","Danke für die Einladung zur Hochzeit.","Thanks for the invitation to the wedding.","Hast du die Einladung gelesen?","Did you read the invitation?"
noun,Geburtstagskind,das,n,"das Geburtstagskind — neuter.",Geburtstagskinder,"birthday boy/girl","Wo ist denn das Geburtstagskind?","Where is the birthday boy/girl?","Ein Geschenk für das Geburtstagskind.","A gift for the birthday boy/girl."
verb,feiern,-,-,-,-,"to celebrate","Wir feiern Weihnachten bei meinen Eltern.","We are celebrating Christmas at my parents'.","Wo feierst du deinen Geburtstag?","Where are you celebrating your birthday?"
noun,Gutschein,der,m,"der Gutschein — masculine.",Gutscheine,"voucher / gift card","Ich schenke ihm einen Kino-Gutschein.","I am giving him a cinema voucher.","Der Gutschein ist für ein Restaurant.","The gift card is for a restaurant."
adj,schick,-,-,-,-,"chic / fancy","Das ist aber ein schickes Tablet!","That is a fancy tablet!","Du siehst heute sehr schick aus.","You look very chic today."
verb,schicken,-,-,-,-,"to send","Ich schicke dir eine Nachricht.","I'll send you a message.","Hat er dir die Fotos geschickt?","Did he send you the photos?"
noun,E-Book,das,n,"das E-Book — neuter.",E-Books,"e-book","Ich lese lieber E-Books als Papierbücher.","I prefer reading e-books to paper books.","Hast du ein neues E-Book gekauft?","Did you buy a new e-book?"
