text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Die Kaution für diese Wohnung beträgt drei Monatsmieten.","Wie hoch ist die Kaution?","Drei Monatsmieten.","Zwei Monatsmieten.","Eine Monatsmiete.","400 Euro.","The deposit for this apartment is three months' rent.","Listen for 'drei Monatsmieten'."
"Hättest du am Wochenende Zeit, mir beim Umzug zu helfen?","Was fragt die Person?","Ob die andere Person beim Umzug helfen kann.","Ob sie ins Kino gehen.","Ob sie die Möbel kaufen.","Wann das Wochenende ist.","Would you have time on the weekend to help me move?","Listen for 'beim Umzug zu helfen'."
"Wir sind letzte Woche in unsere neue Wohnung eingezogen.","Wann sind sie eingezogen?","Letzte Woche.","Nächsten Monat.","Gestern.","Vor einem Jahr.","We moved into our new apartment last week.","Listen for the time 'letzte Woche'."
"Brauchst du einen Stuhl? Nein danke, hier am Fenster steht schon einer.","Braucht die Person einen Stuhl?","Nein, da steht schon einer.","Ja, sie braucht einen.","Sie braucht zwei.","Sie braucht einen Tisch.","Do you need a chair? No thank you, one is already standing here by the window.","Listen for the pronoun 'einer' and the negative response."
"Haben wir noch Stühle für die Party? Ja, im Keller sind noch welche.","Wo sind noch Stühle?","Im Keller (da sind noch welche).","Im Wohnzimmer.","Auf dem Balkon.","Sie haben keine mehr.","Do we still have chairs for the party? Yes, there are some in the basement.","Listen for 'im Keller ... welche'."
"Könntest du bitte das Fenster zumachen? Es ist laut draußen.","Was soll die Person machen?","Das Fenster zumachen.","Das Fenster aufmachen.","Die Tür schließen.","Den Schrank zumachen.","Could you please close the window? It is loud outside.","Listen for 'Fenster zumachen'."
"Ich hätte gern ein Zimmer mit Balkon. Das kostet aber 50 Euro mehr.","Was möchte die Person haben?","Ein Zimmer mit Balkon.","Ein Zimmer mit Garten.","Eine große Küche.","Ein neues Sofa.","I would like a room with a balcony. But that costs 50 euros more.","Listen for 'Zimmer mit Balkon'."
"Wo ist mein Buch? Es liegt auf der Kommode im Flur!","Wo ist das Buch?","Auf der Kommode im Flur.","Auf dem Tisch.","Unter dem Bett.","Auf dem Sofa.","Where is my book? It lies on the dresser in the hallway!","Listen for 'auf der Kommode im Flur'."
"Das Versteckspiel macht Spaß. Ich verstecke mich hinter der Tür!","Wo versteckt sich die Person?","Hinter der Tür.","Unter dem Tisch.","Im Schrank.","Hinter dem Sofa.","The hide-and-seek game is fun. I am hiding behind the door!","Listen for 'hinter der Tür'."
"Die Schlüssel liegen meistens zwischen den Büchern auf dem Regal.","Wo liegen die Schlüssel meistens?","Zwischen den Büchern auf dem Regal.","Auf dem Tisch.","Neben dem Computer.","In der Tasche.","The keys mostly lie between the books on the shelf.","Listen for 'zwischen den Büchern'."
"Der Kühlschrank in der Küche ist total leer. Wir müssen einkaufen!","Wie ist der Kühlschrank?","Total leer.","Voll.","Kaputt.","Neu.","The fridge in the kitchen is totally empty. We must go shopping!","Listen for the adjective 'leer'."
"Unser Garten liegt im Osten, wir haben dort nur morgens Sonne.","Wann haben sie Sonne im Garten?","Nur morgens (im Osten).","Abends.","Den ganzen Tag.","Nie.","Our garden is in the east, we only have sun there in the morning.","Listen for 'im Osten' and 'nur morgens'."
"Ich stelle die Lampe neben das Bett. Da ist es abends gemütlich.","Wohin stellt sie die Lampe?","Neben das Bett.","Auf den Schrank.","Unter das Fenster.","Vor die Tür.","I am putting the lamp next to the bed. It's cozy there in the evening.","Listen for 'neben das Bett'."
"Der Sessel ist sehr gemütlich. Ich sitze am liebsten darin und lese.","Was macht die Person am liebsten im Sessel?","Sitzen und lesen.","Schlafen.","Fernsehen.","Musik hören.","The armchair is very cozy. I prefer sitting in it and reading.","Listen for 'sitze ... und lese'."
"Könnten Sie mir bitte die genaue Adresse der Wohnung nennen?","Was möchte die Person wissen?","Die genaue Adresse der Wohnung.","Die Miete.","Die Quadratmeter.","Den Namen des Vermieters.","Could you please tell me the exact address of the apartment?","Listen for 'die genaue Adresse'."
"Gibt es in der Wohnung ein Bad? Ja, sogar ein großes Bad mit Fenster!","Hat das Bad ein Fenster?","Ja, es ist groß und hat ein Fenster.","Nein, es ist dunkel.","Das Bad ist klein.","Es gibt kein Bad.","Is there a bathroom in the apartment? Yes, even a large bathroom with a window!","Listen for 'großes Bad mit Fenster'."
"Die Tür zum Balkon klemme. Könntest du mir helfen?","Wobei braucht die Person Hilfe?","Bei der Balkontür (sie klemmt).","Beim Sofa.","Beim Kochen.","Beim Umzug.","The door to the balcony is stuck. Could you help me?","Listen for 'Tür zum Balkon'."
"Ich hätte gern einen großen Spiegel für den Flur.","Was hätte die Person gern?","Einen Spiegel für den Flur.","Ein Bild für das Wohnzimmer.","Einen neuen Schrank.","Einen Teppich.","I would like to have a big mirror for the hallway.","Listen for 'Spiegel für den Flur'."
"Das Haus hat leider keinen Aufzug, aber wir wohnen nur im ersten Stock.","Hat das Haus einen Aufzug?","Nein, es hat keinen Aufzug.","Ja, einen sehr neuen.","Ja, aber er ist kaputt.","Das wird nicht gesagt.","The house unfortunately has no elevator, but we only live on the first floor.","Listen for 'keinen Aufzug'."
"Ich finde diese Wohnung zu dunkel. Das Fenster zeigt nach Westen.","Warum gefällt ihr die Wohnung nicht so gut?","Sie ist zu dunkel.","Sie ist zu laut.","Sie ist zu klein.","Sie ist zu teuer.","I find this apartment too dark. The window faces west.","Listen for the adjective 'zu dunkel'."
"Die Kaltmiete ist billig, aber die Nebenkosten sind wirklich teuer!","Was ist an der Wohnung teuer?","Die Nebenkosten.","Die Kaltmiete.","Die Kaution.","Die Möbel.","The cold rent is cheap, but the utilities are really expensive!","Listen for the contrast (billig vs. Nebenkosten sind teuer)."
"Hast du ein Bett für das Gästezimmer? Nein, ich muss noch eins kaufen.","Hat die Person ein Bett für das Gästezimmer?","Nein, sie muss noch eins kaufen.","Ja, sie hat eins.","Ja, zwei.","Sie hat kein Gästezimmer.","Do you have a bed for the guest room? No, I still have to buy one.","Listen for 'Nein, ... eins kaufen'."
"Der Teppich ist neu. Er passt perfekt unter den Couchtisch.","Wohin passt der Teppich?","Unter den Couchtisch.","Vor das Sofa.","Neben die Lampe.","In den Flur.","The rug is new. It fits perfectly under the coffee table.","Listen for 'unter den Couchtisch'."
"Wir suchen eine Wohnung im Westen der Stadt, Nähe Bahnhof.","Wo soll die Wohnung sein?","Im Westen, Nähe Bahnhof.","Im Süden am See.","Im Zentrum.","Im Norden.","We are looking for an apartment in the west of the city, near the train station.","Listen for 'im Westen'."
"Wir müssen umziehen, unsere alte Wohnung ist zu klein geworden.","Warum müssen sie umziehen?","Die alte Wohnung ist zu klein.","Die Miete ist zu hoch.","Sie haben einen neuen Job.","Die Nachbarn sind laut.","We have to move, our old apartment has become too small.","Listen for 'alte Wohnung ist zu klein'."
"Ich notiere mir schnell, wo wir die Dinge hingestellt haben.","Was macht die Person?","Sie notiert, wo die Dinge stehen.","Sie ruft den Vermieter an.","Sie liest eine Anzeige.","Sie räumt die Küche auf.","I'll quickly note down where we put the things.","Listen for the verb 'notiere'."
"Das Bild von meiner Familie hänge ich an die Wand über den Schreibtisch.","Wohin hängt sie das Bild?","An die Wand über den Schreibtisch.","Neben die Tür.","Über das Bett.","In den Flur.","I am hanging the picture of my family on the wall over the desk.","Listen for 'über den Schreibtisch'."
"Könnten Sie die Anzeige noch einmal lesen? Da steht die Handynummer.","Wo steht die Handynummer?","In der Anzeige.","Auf dem Tisch.","Im Buch.","Am Fenster.","Could you read the ad one more time? The cell phone number is there.","Listen for 'in der Anzeige'."
"Wir sitzen jeden Abend auf der Terrasse und lesen ein Buch.","Was machen sie jeden Abend?","Sie sitzen auf der Terrasse und lesen.","Sie sehen fern.","Sie kochen.","Sie spielen im Garten.","We sit on the terrace every evening and read a book.","Listen for 'auf der Terrasse und lesen'."
"Der Boden in der Küche ist aus Holz. Das sieht sehr modern aus.","Woraus ist der Boden in der Küche?","Aus Holz.","Aus Plastik.","Aus Stein.","Aus Glas.","The floor in the kitchen is made of wood. That looks very modern.","Listen for 'aus Holz'."
"Ich hätte gern eine ruhige Wohnung, weil ich viel zu Hause arbeite.","Warum möchte er eine ruhige Wohnung?","Weil er viel zu Hause arbeitet.","Weil er Kinder hat.","Weil er gerne schläft.","Weil er alt ist.","I would like a quiet apartment because I work at home a lot.","Listen for 'viel zu Hause arbeite'."
"Wir stellen den großen Sessel einfach zwischen das Sofa und das Regal.","Wohin kommt der Sessel?","Zwischen das Sofa und das Regal.","In die Mitte des Zimmers.","Vor das Fenster.","Neben die Tür.","We'll just put the big armchair between the sofa and the shelf.","Listen for 'zwischen das Sofa und das Regal'."
"Ist das dein Handy auf dem Stuhl? Ja, danke!","Wo lag das Handy?","Auf dem Stuhl.","Auf dem Tisch.","Unter dem Bett.","In der Tasche.","Is that your cell phone on the chair? Yes, thanks!","Listen for 'auf dem Stuhl'."
"Das Bad ist zwar klein, aber es gibt einen großen Spiegel an der Wand.","Was ist positiv am Bad?","Es gibt einen großen Spiegel.","Es hat ein Fenster.","Es ist sehr groß.","Es ist billig.","The bathroom is small indeed, but there is a big mirror on the wall.","Listen for 'großen Spiegel'."
"Könntest du bitte den Tisch in die Mitte des Zimmers stellen?","Wo soll der Tisch stehen?","In der Mitte des Zimmers.","Am Fenster.","Neben dem Sofa.","Vor der Tür.","Could you please put the table in the middle of the room?","Listen for 'in die Mitte'."
"Ich miete die Wohnung nicht. Die Straße davor ist viel zu laut.","Warum mietet er die Wohnung nicht?","Die Straße ist viel zu laut.","Die Wohnung ist zu klein.","Die Miete ist zu hoch.","Es gibt keinen Balkon.","I am not renting the apartment. The street in front of it is much too loud.","Listen for 'zu laut'."
"Die Kaution überweise ich morgen auf Ihr Konto.","Was passiert morgen?","Er überweist die Kaution.","Er zieht ein.","Er unterschreibt den Vertrag.","Er kauft Möbel.","I will transfer the deposit to your account tomorrow.","Listen for 'Kaution überweise'."
"Ich brauche neue Stühle für die Küche. Hättest du am Samstag Zeit zum Einkaufen?","Was möchte die Person einkaufen?","Neue Stühle für die Küche.","Einen Tisch.","Lebensmittel.","Eine Waschmaschine.","I need new chairs for the kitchen. Would you have time to go shopping on Saturday?","Listen for 'neue Stühle'."
"Der Vormieter hat seine Waschmaschine in der Wohnung gelassen.","Was hat der Vormieter in der Wohnung gelassen?","Seine Waschmaschine.","Sein Bett.","Einen Schrank.","Eine Lampe.","The previous tenant left his washing machine in the apartment.","Listen for 'Waschmaschine'."
"Ich hätte gern ein Zimmer im Erdgeschoss. Ich mag keine Treppen.","Welches Zimmer möchte er?","Ein Zimmer im Erdgeschoss.","Eins ganz oben.","Eins mit Balkon.","Ein möbliertes Zimmer.","I would like a room on the ground floor. I don't like stairs.","Listen for 'im Erdgeschoss'."
"Der Stuhl ist kaputt. Setz dich lieber auf das Sofa!","Warum soll sie sich auf das Sofa setzen?","Weil der Stuhl kaputt ist.","Weil das Sofa schöner ist.","Weil sie müde ist.","Weil der Sessel belegt ist.","The chair is broken. Better sit on the sofa!","Listen for 'Stuhl ist kaputt'."
"Das Poster hängt schon seit drei Jahren über meinem Bett.","Wo hängt das Poster?","Über dem Bett.","An der Tür.","Im Flur.","Im Bad.","The poster has been hanging over my bed for three years.","Listen for 'über meinem Bett'."
"Wenn wir Besuch haben, müssen wir noch Stühle aus der Küche holen. Wir haben nur vier im Wohnzimmer.","Warum holen sie Stühle aus der Küche?","Weil sie Besuch haben und nur vier im Wohnzimmer sind.","Weil sie in der Küche essen wollen.","Weil die Stühle neu sind.","Weil sie das Wohnzimmer putzen.","When we have visitors, we still have to get chairs from the kitchen. We only have four in the living room.","Listen for the context of having visitors ('Besuch haben')."
