text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Seit wann bist du in München? Seit zwei Jahren.","Seit wann ist die Person in München?","Seit zwei Jahren.","Seit zwei Monaten.","Seit einer Woche.","Seit einem Jahr.","Since when have you been in Munich? For two years.","Listen for the time period 'zwei Jahren'."
"Wir arbeiten bei derselben Firma. Wir sind Kollegen.","Wo arbeiten sie?","Bei derselben Firma.","In einem Restaurant.","An der Universität.","In Spanien.","We work at the same company. We are colleagues.","Listen for 'Firma'."
"Bist du verheiratet? Ja, und wir haben drei Kinder.","Wie ist die familiäre Situation?","Verheiratet mit drei Kindern.","Ledig ohne Kinder.","Verheiratet ohne Kinder.","Ledig mit drei Kindern.","Are you married? Yes, and we have three children.","Listen for 'verheiratet' and 'drei Kinder'."
"Mir geht es heute nicht so gut, ich bin müde.","Wie geht es der Person?","Nicht so gut, sie ist müde.","Sehr gut.","Sie hat Spaß.","Sie ist kreativ.","I'm not doing so well today, I am tired.","Listen for 'nicht so gut' and 'müde'."
"Kann ich Ihnen helfen? Ja, ich suche den Deutschkurs.","Was sucht die Person?","Den Deutschkurs.","Das Büro.","Ein Restaurant.","Die Universität.","Can I help you? Yes, I am looking for the German course.","Listen for 'Deutschkurs'."
"Hast du deine Hausaufgaben ausgedruckt? Nein, ich mache das jetzt.","Hat die Person die Hausaufgaben schon ausgedruckt?","Nein, noch nicht.","Ja, gestern.","Sie hat keine Hausaufgaben.","Sie hat es vergessen.","Did you print your homework? No, I am doing that now.","Listen for 'Nein, ich mache das jetzt'."
"Woher kommst du? Ich komme aus China, aber ich wohne in Rom.","Wo wohnt die Person jetzt?","In Rom.","In China.","In Berlin.","In Spanien.","Where are you from? I am from China, but I live in Rome.","Listen for where the person currently lives ('wohne in')."
"Mein Vorname ist Anna und mein Nachname ist Schmidt.","Wie ist ihr Nachname?","Schmidt.","Anna.","Müller.","Sie hat keinen.","My first name is Anna and my last name is Schmidt.","Listen for 'Nachname'."
"Ich finde die deutsche Sprache sehr interessant.","Wie findet die Person Deutsch?","Sehr interessant.","Langweilig.","Schwer.","Persönlich.","I find the German language very interesting.","Listen for the adjective 'interessant'."
"Ich habe heute alle meine alten Freunde angerufen.","Wen hat die Person angerufen?","Alte Freunde.","Die Mutter.","Den Lehrer.","Die Firma.","I called all my old friends today.","Listen for 'alte Freunde'."
"Seit einem Monat lerne ich intensiv Deutsch.","Wie lange lernt die Person schon Deutsch?","Seit einem Monat.","Seit einem Jahr.","Seit einer Woche.","Seit zwei Monaten.","I have been learning German intensively for a month.","Listen for 'einem Monat'."
"Ich gehe einkaufen, weil der Kühlschrank leer ist.","Warum geht die Person einkaufen?","Weil der Kühlschrank leer ist.","Weil sie ein Fest hat.","Weil es Spaß macht.","Weil sie Getränke braucht.","I am going shopping because the fridge is empty.","Listen for the reason starting with 'weil'."
"Ich bin heute um fünf Uhr aufgestanden, weil ich arbeiten musste.","Warum ist die Person so früh aufgestanden?","Weil sie arbeiten musste.","Weil sie keinen Schlaf hatte.","Weil sie Sport macht.","Weil sie lernen muss.","I got up at five o'clock today because I had to work.","Listen for the 'weil' clause regarding work."
"Der Kurs beginnt morgen um 9 Uhr. Bitte seien Sie pünktlich.","Wann beginnt der Kurs?","Um 9 Uhr.","Um 8 Uhr.","Um 10 Uhr.","Heute.","The course starts tomorrow at 9 AM. Please be on time.","Listen for the exact time."
"Ich habe das Profil im Internet gelesen. Es ist sehr gut geschrieben.","Was hat die Person gelesen?","Ein Profil im Internet.","Ein Buch.","Einen Podcast.","Eine E-Mail.","I read the profile on the internet. It is written very well.","Listen for 'Profil im Internet'."
"Wir haben uns lange nicht gesehen. Wie geht es deiner Familie?","Nach wem fragt die Person?","Nach der Familie.","Nach dem Job.","Nach dem Auto.","Nach den Hobbys.","We haven't seen each other in a long time. How is your family doing?","Listen for 'deiner Familie'."
"Das ist eine schöne Überraschung! Ich freue mich sehr.","Wie reagiert die Person?","Sie freut sich über die Überraschung.","Sie ist wütend.","Sie ist müde.","Sie hat keine Zeit.","That is a nice surprise! I am very happy.","Listen for 'schöne Überraschung'."
"Sie ist selbstständig und hat ein eigenes Restaurant.","Was macht die Frau beruflich?","Sie ist selbstständig (hat ein Restaurant).","Sie ist Lehrerin.","Sie studiert noch.","Sie sucht einen Job.","She is self-employed and has her own restaurant.","Listen for 'selbstständig'."
"Ich lerne Deutsch, weil ich die Kultur kennenlernen möchte.","Warum lernt er Deutsch?","Weil er die Kultur kennenlernen möchte.","Weil er dort arbeiten will.","Weil er einen Test hat.","Weil es billig ist.","I am learning German because I want to get to know the culture.","Listen for 'Kultur kennenlernen'."
"Holst du bitte das Licht aus? Nein, das sagt man nicht. Mach das Licht aus!","Welches Wort ist richtig für Licht?","Ausmachen.","Abholen.","Einkaufen.","Anrufen.","Do you pick up the light? No, you don't say that. Turn off the light!","Listen for the correct verb 'ausmachen'."
"Ich schreibe einen Text über wichtige Stationen in meinem Leben.","Worüber schreibt die Person?","Über wichtige Stationen in ihrem Leben.","Über ein Rezept.","Über ihre Lieblingsfarbe.","Über den Deutschkurs.","I am writing a text about important stages in my life.","Listen for 'Stationen in meinem Leben'."
"Was bedeutet das Wort 'weit'? Das heißt 'far' auf Englisch.","Was fragt die Person?","Was das Wort 'weit' bedeutet.","Wo der Weg ist.","Wie spät es ist.","Woher jemand kommt.","What does the word 'weit' mean? That means 'far' in English.","Listen for 'Was bedeutet'."
"Ich bin ledig, aber ich möchte in der Zukunft heiraten.","Wie ist die Situation der Person?","Ledig, möchte aber heiraten.","Verheiratet mit Kindern.","Verheiratet ohne Kinder.","Ledig und möchte nicht heiraten.","I am single, but I would like to get married in the future.","Listen for 'ledig' and 'Zukunft heiraten'."
