text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wir brauchen für die Kursparty drei Packungen Nudeln und vier Dosen Tomaten.","Wie viele Dosen Tomaten brauchen sie?","Vier.","Drei.","Zwei.","Fünf.","We need three packs of pasta and four cans of tomatoes for the course party.","Listen for the number before 'Dosen Tomaten'."
"Hast du die Einkaufsliste? Ja, wir müssen noch zwei Kilo Kartoffeln kaufen.","Was steht auf der Einkaufsliste?","Zwei Kilo Kartoffeln.","Drei Kilo Äpfel.","Ein Kilo Fleisch.","Zwei Packungen Nudeln.","Do you have the shopping list? Yes, we still need to buy two kilos of potatoes.","Listen for 'zwei Kilo Kartoffeln'."
"Gehst du bitte zum Bäcker? Wir brauchen fünf frische Brötchen und ein Brot.","Was soll er beim Bäcker kaufen?","Fünf Brötchen und ein Brot.","Zwei Brote.","Nur Brötchen.","Kuchen.","Are you going to the baker, please? We need five fresh rolls and a loaf of bread.","Listen for the items 'fünf Brötchen und ein Brot'."
"Stell die Flaschen bitte in den Kühlschrank. Sie stehen jetzt noch auf dem Tisch.","Wohin soll er die Flaschen stellen?","In den Kühlschrank.","Auf den Tisch.","In den Flur.","Unter das Sofa.","Please put the bottles in the fridge. They are still standing on the table right now.","Listen for the destination 'in den Kühlschrank'."
"Ich lege das Brot auf den Tisch. Wir können jetzt essen.","Wo liegt das Brot jetzt?","Auf dem Tisch.","Im Kühlschrank.","Im Schrank.","In der Küche.","I lay the bread on the table. We can eat now.","Listen for the location 'auf den Tisch'."
"Die Jacke hängt an der Tür. Zieh sie bitte an, wir gehen!","Wo hängt die Jacke?","An der Tür.","Im Flur.","Im Schrank.","An der Wand.","The jacket is hanging on the door. Please put it on, we are going!","Listen for the location 'an der Tür'."
"Ist das eure Einkaufsliste? Nein, unsere Liste liegt dort drüben.","Wem gehört die Liste hier?","Nicht ihnen.","Ihnen.","Dem Kellner.","Das wird nicht gesagt.","Is that your shopping list? No, our list is lying over there.","Listen for the negative response 'Nein'."
"Habt ihr euren Schlüssel? Ja, er steckt schon in der Tür.","Wo ist der Schlüssel?","Er steckt in der Tür.","Er liegt auf dem Tisch.","Er ist in der Tasche.","Sie haben ihn verloren.","Do you have your key? Yes, it is already in the door.","Listen for the location 'in der Tür'."
"Diese Geschäftsidee finde ich wirklich super! Sie ist sehr kreativ.","Wie findet die Person die Geschäftsidee?","Sehr gut und kreativ.","Langweilig.","Schlecht.","Teuer.","I find this business idea really super! It is very creative.","Listen for the positive words 'super' and 'kreativ'."
"Zum Fisch trinke ich am liebsten einen kalten Weißwein.","Was trinkt er am liebsten zum Fisch?","Weißwein.","Rotwein.","Bier.","Wasser.","With fish, I prefer drinking a cold white wine the most.","Listen for 'Weißwein'."
"Das Essen ist sehr scharf! Hast du viel Pfeffer benutzt?","Wie schmeckt das Essen?","Sehr scharf.","Sehr süß.","Versalzen.","Lecker.","The food is very spicy! Did you use a lot of pepper?","Listen for the adjective 'scharf'."
"Ich nehme das Dessert nicht, es ist mir zu süß.","Warum nimmt er das Dessert nicht?","Es ist zu süß.","Es ist zu teuer.","Er ist satt.","Er mag kein Eis.","I won't take the dessert, it is too sweet for me.","Listen for the reason 'zu süß'."
"Wir laden euch am Samstag zum Essen ein. Habt ihr Zeit?","Was planen sie am Samstag?","Sie laden zum Essen ein.","Sie gehen ins Kino.","Sie haben eine Party.","Sie ziehen um.","We are inviting you to dinner on Saturday. Do you have time?","Listen for 'zum Essen ein(laden)'."
"Könnten wir bitte etwas mehr Brot bekommen? Natürlich, kommt sofort.","Was möchten die Gäste?","Mehr Brot.","Die Rechnung.","Die Speisekarte.","Mehr Wasser.","Could we please get some more bread? Naturally, coming right up.","Listen for the request 'mehr Brot'."
"Die Tomaten auf dem Markt sind viel frischer als im Supermarkt.","Wo kauft sie die Tomaten lieber?","Auf dem Markt.","Im Supermarkt.","Beim Bauern.","Im Kiosk.","The tomatoes at the market are much fresher than in the supermarket.","Listen for the comparison preferring 'auf dem Markt'."
"Für die Party brauchen wir noch zehn Liter Wasser und fünf Flaschen Wein.","Wie viel Wasser brauchen sie?","Zehn Liter.","Fünf Liter.","Zwei Flaschen.","Drei Kisten.","For the party we still need ten liters of water and five bottles of wine.","Listen for 'zehn Liter Wasser'."
"Ich kaufe 200 Gramm Schinken und ein halbes Kilo Käse.","Wie viel Käse kauft sie?","Ein halbes Kilo.","200 Gramm.","Ein Kilo.","Ein Stück.","I am buying 200 grams of ham and half a kilo of cheese.","Listen for the quantity before 'Käse'."
"Der Mülleimer ist voll. Kannst du den Müll bitte rausbringen?","Was soll er machen?","Den Müll rausbringen.","Den Müll sortieren.","Das Papier wegwerfen.","Das Plastik trennen.","The trash can is full. Can you take the trash out, please?","Listen for the request 'den Müll rausbringen'."
"Haben Sie auch vegetarische Hauptspeisen? Ja, wir haben Nudeln mit Gemüse.","Gibt es vegetarische Hauptspeisen?","Ja, Nudeln mit Gemüse.","Nein, es gibt nur Fleisch.","Ja, Fisch mit Reis.","Das wird nicht gesagt.","Do you also have vegetarian main courses? Yes, we have pasta with vegetables.","Listen for the option 'Nudeln mit Gemüse'."
"Könnte ich bitte noch ein Glas Wasser haben? Es ist sehr warm heute.","Warum möchte der Gast Wasser?","Weil es sehr warm ist.","Weil das Essen scharf ist.","Weil er Durst hat.","Weil er keinen Wein mag.","Could I please have another glass of water? It is very warm today.","Listen for the reason 'sehr warm heute'."
"Wir feiern den Kindergeburtstag im Garten, wenn das Wetter gut ist.","Wo feiern sie den Geburtstag?","Im Garten.","Im Restaurant.","Im Haus.","Im Park.","We are celebrating the children's birthday in the garden if the weather is good.","Listen for 'im Garten'."
"Das Rindfleisch ist heute im Angebot. Ein Kilo für 8 Euro.","Welches Fleisch ist im Angebot?","Rindfleisch.","Schweinefleisch.","Hähnchen.","Fisch.","The beef is on sale today. One kilo for 8 euros.","Listen for 'Rindfleisch'."
"Ich habe eure Jacken an die Garderobe gehängt.","Wo sind die Jacken jetzt?","An der Garderobe.","Auf dem Stuhl.","Im Schrank.","Auf dem Sofa.","I hung your jackets on the coat rack.","Listen for the destination 'an die Garderobe'."
"Der Salat schmeckt sehr gut, aber die Zwiebeln sind ein bisschen zu stark.","Was findet er nicht so gut am Salat?","Die Zwiebeln sind zu stark.","Er ist zu salzig.","Es gibt keine Tomaten.","Die Soße fehlt.","The salad tastes very good, but the onions are a little too strong.","Listen for the critique 'Zwiebeln ... zu stark'."
"Wirf den leeren Becher bitte in den Plastikmüll!","Wohin soll der leere Becher?","In den Plastikmüll.","In den Papiermüll.","In den Restmüll.","In das Altglas.","Please throw the empty cup into the plastic waste!","Listen for 'Plastikmüll'."
"Bringen Sie uns noch zwei Stück Kuchen und zwei Becher Kaffee?","Was bestellen sie?","Zwei Kuchen und zwei Kaffee.","Zwei Eis und zwei Tee.","Zwei Flaschen Wasser.","Zwei Vorspeisen.","Will you bring us two more pieces of cake and two cups of coffee?","Listen for 'zwei Stück Kuchen und zwei Becher Kaffee'."
"Ist das euer Auto dort auf dem Parkplatz? Ja, das rote gehört uns.","Welche Farbe hat ihr Auto?","Rot.","Blau.","Schwarz.","Weiß.","Is that your car there on the parking lot? Yes, the red one belongs to us.","Listen for the color 'das rote'."
"Ich brauche noch eine Zwiebel für die Suppe. Liegt noch eine im Kühlschrank?","Was sucht die Person?","Eine Zwiebel.","Eine Tomate.","Ein Ei.","Einen Apfel.","I still need an onion for the soup. Is there still one lying in the fridge?","Listen for 'eine Zwiebel'."
"Zahlen, bitte! Gern. Das macht 14 Euro 20. Hier sind 15 Euro.","Behält der Kellner das Rückgeld?","Ja, der Gast gibt 15 Euro (Trinkgeld).","Nein, er will Rückgeld.","Er bezahlt mit Karte.","Das Essen ist gratis.","Pay, please! Gladly. That makes 14 euros 20. Here are 15 euros.","The guest says 'Hier sind 15 Euro', implying the tip."
"Wir haben leider keinen Tisch mehr frei. Haben Sie reserviert?","Was ist das Problem im Restaurant?","Es gibt keinen freien Tisch.","Das Essen ist kalt.","Der Kellner ist langsam.","Es ist zu laut.","Unfortunately we don't have a free table anymore. Did you reserve?","Listen for 'keinen Tisch mehr frei'."
"Die Kartoffeln kochen schon seit 20 Minuten. Sie sind gleich fertig.","Was kocht gerade?","Die Kartoffeln.","Der Reis.","Die Nudeln.","Das Gemüse.","The potatoes have been boiling for 20 minutes already. They are almost done.","Listen for 'Die Kartoffeln'."
"Ich schneide das Gemüse für den Salat. Machst du das Fleisch?","Wer macht das Fleisch?","Die andere Person.","Die Person, die spricht.","Der Kellner.","Der Koch.","I am cutting the vegetables for the salad. Are you doing the meat?","Listen to the question 'Machst du das Fleisch?'"
"Wir haben getrennte Rechnungen. Meine ist 12 Euro, deine ist 15 Euro.","Wie bezahlen sie?","Jeder bezahlt seine eigene Rechnung.","Einer bezahlt alles.","Sie bezahlen zusammen.","Der Chef bezahlt.","We have separate bills. Mine is 12 euros, yours is 15 euros.","Listen for 'getrennte Rechnungen'."
"Ich habe einen tollen französischen Käse gekauft. Möchtest du probieren?","Was bietet die Person an?","Einen französischen Käse.","Einen Kuchen.","Ein Stück Brot.","Ein Glas Wein.","I bought a great French cheese. Would you like to try?","Listen for 'französischen Käse'."
"Der Kühlschrank steht in der Ecke der Küche. Er ist ganz neu.","Wo steht der Kühlschrank?","In der Ecke der Küche.","Im Flur.","Im Wohnzimmer.","Neben dem Herd.","The fridge stands in the corner of the kitchen. It is brand new.","Listen for 'Ecke der Küche'."
"Habt ihr euren Regenschirm dabei? Es regnet gleich.","Was sollen sie dabei haben?","Ihren Regenschirm.","Ihre Jacken.","Ihre Taschen.","Ihr Geld.","Do you have your umbrella with you? It is going to rain soon.","Listen for 'euren Regenschirm'."
"Bitte stell die leeren Flaschen nicht auf den Boden. Stell sie in die Kiste.","Wohin sollen die leeren Flaschen?","In die Kiste.","Auf den Boden.","Auf den Tisch.","In den Müll.","Please don't put the empty bottles on the floor. Put them in the crate.","Listen for the instruction 'Stell sie in die Kiste'."
"Das Essen kommt sofort. Ich wünsche Ihnen einen guten Appetit!","Was sagt der Kellner?","Guten Appetit!","Auf Wiedersehen!","Die Rechnung, bitte!","Schmeckt es Ihnen?","The food is coming right away. I wish you a good appetite!","Listen for the standard phrase 'guten Appetit'."
"Ich trinke keinen Kaffee, ich hätte lieber einen Tee.","Was möchte die Person trinken?","Tee.","Kaffee.","Wasser.","Saft.","I don't drink coffee, I would rather have a tea.","Listen for the preference 'lieber einen Tee'."
"Wir kaufen eine Packung Eier, ein Brot und etwas Butter für das Frühstück.","Was kaufen sie für das Frühstück?","Eier, Brot und Butter.","Marmelade und Kaffee.","Wurst und Käse.","Obst und Joghurt.","We are buying a carton of eggs, a loaf of bread, and some butter for breakfast.","Listen for the three items 'Eier, Brot, Butter'."
