test_text,answer,test_verb,tip,meaning,grammar_tip
"Ist das null Tisch? (your - plural, m)","euer","euer","your (plural)","Is that your table?","Nominativ, maskulin -> euer"
"Ist das null Auto? (your - plural, n)","euer","euer","your (plural)","Is that your car?","Nominativ, neutral -> euer"
"Ist das null Wohnung? (your - plural, f)","eure","euer","your (plural)","Is that your apartment?","Nominativ, feminin -> eure"
"Sind das null Eltern? (your - plural, pl)","eure","euer","your (plural)","Are those your parents?","Nominativ, plural -> eure"
"Habt ihr null Schlüssel? (your - plural, akk m)","euren","euer","your (plural)","Do you have your key?","Akkusativ, maskulin -> euren"
"Habt ihr null Geld? (your - plural, akk n)","euer","euer","your (plural)","Do you have your money?","Akkusativ, neutral -> euer"
"Habt ihr null Tasche? (your - plural, akk f)","eure","euer","your (plural)","Do you have your bag?","Akkusativ, feminin -> eure"
"Habt ihr null Bücher? (your - plural, akk pl)","eure","euer","your (plural)","Do you have your books?","Akkusativ, plural -> eure"
"Trinkt ihr null Saft? (your - plural, akk m)","euren","euer","your (plural)","Are you drinking your juice?","Akkusativ, maskulin -> euren"
"Essen wir null Brot? (your - plural, akk n)","euer","euer","your (plural)","Are we eating your bread?","Akkusativ, neutral -> euer"
"Braucht ihr null Jacke? (your - plural, akk f)","eure","euer","your (plural)","Do you need your jacket?","Akkusativ, feminin -> eure"
"Ich kenne null Kinder. (your - plural, akk pl)","eure","euer","your (plural)","I know your children.","Akkusativ, plural -> eure"
"Wo ist null Hund? (your - plural, nom m)","euer","euer","your (plural)","Where is your dog?","Nominativ, maskulin -> euer"
"Wo ist null Restaurant? (your - plural, nom n)","euer","euer","your (plural)","Where is your restaurant?","Nominativ, neutral -> euer"
"Ist null Katze draußen? (your - plural, nom f)","eure","euer","your (plural)","Is your cat outside?","Nominativ, feminin -> eure"
"Sind null Freunde hier? (your - plural, nom pl)","eure","euer","your (plural)","Are your friends here?","Nominativ, plural -> eure"
"Sucht ihr null Platz? (your - plural, akk m)","euren","euer","your (plural)","Are you looking for your seat?","Akkusativ, maskulin -> euren"
"Mögt ihr null Essen? (your - plural, akk n)","euer","euer","your (plural)","Do you like your food?","Akkusativ, neutral -> euer"
"Seht ihr null Rechnung? (your - plural, akk f)","eure","euer","your (plural)","Do you see your bill?","Akkusativ, feminin -> eure"
"Wir kaufen null Getränke. (your - plural, akk pl)","eure","euer","your (plural)","We are buying your drinks.","Akkusativ, plural -> eure"
"Ich null den Wein auf den Tisch. (stand/put)","stelle","stellen","stand/put","I put the wine on the table.","Wohin? -> Akkusativ. Action verb: stellen."
"Der Wein null auf dem Tisch. (stands)","steht","stehen","stands","The wine stands on the table.","Wo? -> Dativ. Position verb: stehen."
"null den Teppich auf den Boden! (lay)","Leg","legen","lay","Lay the rug on the floor!","Wohin? -> Akkusativ. Action verb: legen (Imperativ)."
"Der Teppich null auf dem Boden. (lies)","liegt","liegen","lies","The rug lies on the floor.","Wo? -> Dativ. Position verb: liegen."
"Wir null die Jacken in den Flur. (hang - action)","hängen","hängen","hang","We hang the jackets in the hallway.","Wohin? -> Akkusativ. Action verb: hängen."
"Die Jacken null im Flur. (hang - state)","hängen","hängen","hang","The jackets are hanging in the hallway.","Wo? -> Dativ. Position verb: hängen."
"Sie null den Becher auf den Tisch. (stand/put)","stellen","stellen","stand/put","They put the cup on the table.","Wohin? -> Akkusativ. Action verb: stellen."
"Der Becher null auf dem Tisch. (stands)","steht","stehen","stands","The cup stands on the table.","Wo? -> Dativ. Position verb: stehen."
"null du die Butter in den Kühlschrank? (lay)","Legst","legen","lay","Are you putting the butter in the fridge?","Wohin? -> Akkusativ. Action verb: legen."
"Die Butter null im Kühlschrank. (lies)","liegt","liegen","lies","The butter lies in the fridge.","Wo? -> Dativ. Position verb: liegen."
"Ich null das Geld auf den Tisch. (lay)","lege","legen","lay","I lay the money on the table.","Wohin? -> Akkusativ. Action verb: legen."
"Das Geld null auf dem Tisch. (lies)","liegt","liegen","lies","The money lies on the table.","Wo? -> Dativ. Position verb: liegen."
"null ihr euren Kaffee? (drink)","Trinkt","trinken","drink","Are you guys drinking your coffee?","Akkusativ, maskulin -> euren"
"Ist das null Bier? (your - plural, n)","euer","euer","your (plural)","Is that your beer?","Nominativ, neutral -> euer"
"Bringt ihr null Speisekarte mit? (your - plural, f)","eure","euer","your (plural)","Are you bringing your menu?","Akkusativ, feminin -> eure"
"Wie findet ihr null Tomaten? (your - plural, pl)","eure","euer","your (plural)","How do you find your tomatoes?","Akkusativ, plural -> eure"
"Wir haben null Tisch reserviert! (your - plural, akk m)","euren","euer","your (plural)","We reserved your table!","Akkusativ, maskulin -> euren"
"null eure Miete hoch? (Is)","Ist","sein","is","Is your rent high?","Nominativ, feminin -> eure"
"Wo null eure Gläser? (stand)","stehen","stehen","stand","Where are your glasses standing?","Wo? -> Dativ. Position verb: stehen."
