test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir geben null die Tasche. (the woman)","der Frau","geben","Dativ Nomen vor Akkusativ Nomen","We give the woman the bag.","Objektstellung: Dativ-Nomen steht vor Akkusativ-Nomen."
"Er kauft null ein Eis. (the child)","dem Kind","kaufen","Dativ Nomen vor Akkusativ Nomen","He buys the child an ice cream.","Objektstellung: Dativ-Nomen steht vor Akkusativ-Nomen."
"Das Auto des null ist kaputt. (father)","Vaters","sein","Genitiv maskulin","The father's car is broken.","Genitiv: der Vater -> des Vaters"
"Die Tasche der null ist neu. (mother)","Mutter","sein","Genitiv feminin","The mother's bag is new.","Genitiv: die Mutter -> der Mutter"
"Das Spielzeug des null liegt da. (child)","Kindes","liegen","Genitiv neutral","The child's toy is lying there.","Genitiv: das Kind -> des Kindes"
"Das ist das Haus der null. (parents)","Eltern","sein","Genitiv plural","That is the parents' house.","Genitiv: die Eltern -> der Eltern"
"Die Arbeit des null ist gut. (salesman)","Verkäufers","sein","Genitiv maskulin","The salesman's work is good.","Genitiv: der Verkäufer -> des Verkäufers"
"Die Kasse des null ist dort. (department store)","Kaufhauses","sein","Genitiv neutral","The checkout of the department store is there.","Genitiv: das Kaufhaus -> des Kaufhauses"
"Die Tür der null klemmt. (boutique)","Boutique","klemmen","Genitiv feminin","The boutique's door is stuck.","Genitiv: die Boutique -> der Boutique"
"Der neu null Laptop ist schnell. (Nominativ, m)","e","sein","der neue","The new laptop is fast.","Adjektiv nach definitem Artikel: Nominativ Maskulin -> -e"
"Die klein null Tasche ist teuer. (Nominativ, f)","e","sein","die kleine","The small bag is expensive.","Adjektiv nach definitem Artikel: Nominativ Feminin -> -e"
"Das alt null Buch ist interessant. (Nominativ, n)","e","sein","das alte","The old book is interesting.","Adjektiv nach definitem Artikel: Nominativ Neutral -> -e"
"Die frisch null Äpfel sind lecker. (Nominativ, pl)","en","sein","die frischen","The fresh apples are delicious.","Adjektiv nach definitem Artikel: Nominativ Plural -> -en"
"Ich kaufe den neu null Laptop. (Akkusativ, m)","en","kaufen","den neuen","I am buying the new laptop.","Adjektiv nach definitem Artikel: Akkusativ Maskulin -> -en"
"Wir suchen die klein null Tasche. (Akkusativ, f)","e","suchen","die kleine","We are looking for the small bag.","Adjektiv nach definitem Artikel: Akkusativ Feminin -> -e"
"Er liest das alt null Buch. (Akkusativ, n)","e","lesen","das alte","He is reading the old book.","Adjektiv nach definitem Artikel: Akkusativ Neutral -> -e"
"Ich kaufe die frisch null Äpfel. (Akkusativ, pl)","en","kaufen","die frischen","I buy the fresh apples.","Adjektiv nach definitem Artikel: Akkusativ Plural -> -en"
"Mit dem neu null Laptop arbeite ich gut. (Dativ, m)","en","arbeiten","dem neuen","I work well with the new laptop.","Adjektiv nach definitem Artikel: Dativ Maskulin -> -en"
"In der klein null Tasche ist Geld. (Dativ, f)","en","sein","der kleinen","There is money in the small bag.","Adjektiv nach definitem Artikel: Dativ Feminin -> -en"
"Aus dem alt null Buch lerne ich viel. (Dativ, n)","en","lernen","dem alten","I learn a lot from the old book.","Adjektiv nach definitem Artikel: Dativ Neutral -> -en"
"Mit den nett null Kollegen macht es Spaß. (Dativ, pl)","en","machen","den netten","It's fun with the nice colleagues.","Adjektiv nach definitem Artikel: Dativ Plural -> -en"
"Der Tisch ist null Holz. (made of)","aus","sein","aus + Dativ","The table is made of wood.","Präposition 'aus' für Material."
"Die Flasche ist null Glas. (made of)","aus","sein","aus + Dativ","The bottle is made of glass.","Präposition 'aus' für Material."
"Der Ring ist null Gold. (made of)","aus","sein","aus + Dativ","The ring is made of gold.","Präposition 'aus' für Material."
"Die Jacke ist null Leder. (made of)","aus","sein","aus + Dativ","The jacket is made of leather.","Präposition 'aus' für Material."
"Ich freue mich null das Geschenk. (about)","über","freuen","über + Akkusativ","I am happy about the gift.","Präposition 'über' + Akkusativ (sich freuen über)."
"Wir sprechen null das Wochenende. (about)","über","sprechen","über + Akkusativ","We are talking about the weekend.","Präposition 'über' + Akkusativ (sprechen über)."
"Sie ärgert sich null den Verkäufer. (about)","über","ärgern","über + Akkusativ","She is annoyed about the salesman.","Präposition 'über' + Akkusativ (sich ärgern über)."
"Lass null gehen! (us)","uns","lassen","lass uns","Let's go!","Imperativ mit 'lassen': Lass uns..."
"Lassen null mich in Ruhe! (you - formal)","Sie","lassen","lassen Sie","Leave me alone! (formal)","Imperativ formal mit 'lassen': Lassen Sie..."
"Ich null den Brief von ihr schreiben. (have written)","lasse","lassen","ich lasse","I am having the letter written by her.","Verb 'lassen' (ich lasse)."
"Wo ist das Büro des null? (manager/boss)","Chefs","sein","Genitiv maskulin","Where is the boss's office?","Genitiv: der Chef -> des Chefs"
"Die Farbe des null ist schön. (shirt)","Hemdes","sein","Genitiv neutral","The color of the shirt is beautiful.","Genitiv: das Hemd -> des Hemdes"
"Das ist die Jacke der null. (customer - f)","Kundin","sein","Genitiv feminin","That is the customer's jacket.","Genitiv: die Kundin -> der Kundin"
"Ich gebe null meinem Bruder. (it - n)","es","geben","Pronomen vor Nomen","I give it to my brother.","Objektstellung: Pronomen (es) vor Nomen (meinem Bruder)."
"Ich erkläre null den Kollegen. (it - m/Akkusativ)","ihn","erklären","Pronomen vor Nomen","I explain it to the colleagues.","Objektstellung: Pronomen (ihn) vor Nomen (den Kollegen)."
"Wir schenken null der Mutter. (them)","sie","schenken","Pronomen vor Nomen","We give them (e.g. flowers) to the mother.","Objektstellung: Pronomen (sie) vor Nomen (der Mutter)."
"Geben Sie null mir, bitte. (it - n)","es","geben","Akkusativ Pronomen vor Dativ Pronomen","Give it to me, please.","Objektstellung: Akk-Pronomen (es) vor Dat-Pronomen (mir)."
"Ich bringe null dir mit. (them)","sie","mitbringen","Akkusativ Pronomen vor Dativ Pronomen","I'll bring them for you.","Objektstellung: Akk-Pronomen (sie) vor Dat-Pronomen (dir)."
"Wir zeigen null dem Kunden. (it - m/Akk)","ihn","zeigen","Pronomen vor Nomen","We show it to the customer.","Objektstellung: Pronomen (ihn) vor Nomen (dem Kunden)."
"Der schwer null Schrank ist aus Holz. (Nominativ, m)","e","sein","der schwere","The heavy cabinet is made of wood.","Adjektiv nach definitem Artikel: Nominativ Maskulin -> -e"
"Die weich null Couch ist bequem. (Nominativ, f)","e","sein","die weiche","The soft couch is comfortable.","Adjektiv nach definitem Artikel: Nominativ Feminin -> -e"
"Das rund null Fenster sieht toll aus. (Nominativ, n)","e","aussehen","das runde","The round window looks great.","Adjektiv nach definitem Artikel: Nominativ Neutral -> -e"
"Ich liebe den rot null Pullover. (Akkusativ, m)","en","lieben","den roten","I love the red sweater.","Adjektiv nach definitem Artikel: Akkusativ Maskulin -> -en"
"Hast du die blau null Tasche gesehen? (Akkusativ, f)","e","sehen","die blaue","Did you see the blue bag?","Adjektiv nach definitem Artikel: Akkusativ Feminin -> -e"
"Wir reinigen das groß null Zimmer. (Akkusativ, n)","e","reinigen","das große","We are cleaning the big room.","Adjektiv nach definitem Artikel: Akkusativ Neutral -> -e"
"In dem neu null Einkaufszentrum gibt es viele Shops. (Dativ, n)","en","geben","dem neuen","In the new shopping mall there are many shops.","Adjektiv nach definitem Artikel: Dativ Neutral -> -en"
"Auf der lang null Rolltreppe war es voll. (Dativ, f)","en","sein","der langen","On the long escalator it was crowded.","Adjektiv nach definitem Artikel: Dativ Feminin -> -en"
"Mit den schwarz null Schuhen sehe ich schick aus. (Dativ, pl)","en","aussehen","den schwarzen","With the black shoes I look chic.","Adjektiv nach definitem Artikel: Dativ Plural -> -en"
"Das T-Shirt ist null Baumwolle. (made of)","aus","sein","aus + Dativ","The t-shirt is made of cotton.","Präposition 'aus' für Material."
"Wir diskutieren null die Bewertung im Forum. (about)","über","diskutieren","über + Akkusativ","We are discussing the rating in the forum.","Präposition 'über' + Akkusativ."
"Die Kleidung der null ist modern. (women)","Frauen","sein","Genitiv plural","The clothing of the women is modern.","Genitiv: die Frauen -> der Frauen"
