text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wenn Sie zuverlässig und pünktlich sind, passen Sie gut in unser Team.","Was erwartet das Team von neuen Mitarbeitern?","Dass sie zuverlässig und pünktlich sind.","Dass sie viel Geld bringen.","Dass sie oft krank sind.","Dass sie nicht im Team arbeiten.","If you are reliable and punctual, you fit well into our team.","Listen for the adjectives 'zuverlässig und pünktlich'."
"Ich trinke meinen Kaffee immer mit viel Milch, aber ohne Zucker.","Wie trinkt die Person ihren Kaffee?","Mit Milch, aber ohne Zucker.","Schwarz.","Mit viel Zucker und ohne Milch.","Mit Zucker und Milch.","I always drink my coffee with a lot of milk, but without sugar.","Listen for 'mit viel Milch, aber ohne Zucker'."
"Ohne meinen Computer kann ich nicht arbeiten. Er ist extrem wichtig für mich.","Was braucht die Person unbedingt für die Arbeit?","Ihren Computer.","Ein Telefon.","Einen Kollegen.","Viel Kaffee.","I cannot work without my computer. It is extremely important for me.","Listen for the negative condition 'Ohne meinen Computer kann ich nicht arbeiten'."
"Ich habe morgen ein Meeting mit meinem Chef. Wir sprechen über mein Gehalt.","Mit wem hat die Person ein Meeting?","Mit dem Chef.","Mit der Sekretärin.","Mit dem Kollegen.","Mit Kunden.","I have a meeting with my boss tomorrow. We are talking about my salary.","Listen for the person 'mit meinem Chef'."
"Mein Auto ist kaputt, deshalb komme ich heute mit dem Bus zur Arbeit.","Warum kommt die Person mit dem Bus?","Weil ihr Auto kaputt ist.","Weil sie kein Auto hat.","Weil der Bus billiger ist.","Weil sie den Bus mag.","My car is broken, therefore I am coming to work by bus today.","Listen for the reason given before 'deshalb'."
"Der Job ist sehr stressig, deshalb suche ich etwas Neues.","Warum sucht die Person einen neuen Job?","Weil der alte Job zu stressig ist.","Weil sie mehr Geld will.","Weil sie umzieht.","Weil der Chef unfreundlich ist.","The job is very stressful, therefore I am looking for something new.","Listen for the adjective 'stressig' explaining the consequence."
"Wenn ich die Prüfung bestehe, lade ich euch alle zum Essen ein!","Wann lädt die Person zum Essen ein?","Wenn sie die Prüfung besteht.","Wenn sie Geburtstag hat.","Wenn sie den Job bekommt.","Wenn das Wetter gut ist.","If I pass the exam, I am inviting you all to dinner!","Listen for the condition starting with 'Wenn'."
"Sagen Sie mir bitte Bescheid, wenn Sie das Projekt fertig präsentiert haben.","Wann soll die Person Bescheid sagen?","Wenn das Projekt fertig präsentiert ist.","Wenn sie krank ist.","Wenn sie Pause macht.","Wenn sie nach Hause geht.","Please let me know when you have finished presenting the project.","Listen for the condition 'wenn Sie das Projekt fertig präsentiert haben'."
"Ich hoffe, dass das Interview heute Nachmittag gut läuft.","Was hofft die Person?","Dass das Interview gut läuft.","Dass sie mehr Gehalt bekommt.","Dass der Chef nett ist.","Dass die Schule ausfällt.","I hope that the interview this afternoon goes well.","Listen for the subordinate clause starting with 'dass'."
"Der Chef hat gesagt, dass wir morgen alle pünktlich um 8 Uhr da sein müssen.","Was hat der Chef gesagt?","Dass alle pünktlich um 8 Uhr da sein müssen.","Dass das Meeting ausfällt.","Dass sie länger arbeiten sollen.","Dass sie mehr Gehalt bekommen.","The boss said that we all have to be there punctually at 8 AM tomorrow.","Listen for the rule 'pünktlich um 8 Uhr da sein'."
"Wir suchen für unsere Firma eine Kollegin, die selbstständig arbeiten kann.","Was für eine Kollegin sucht die Firma?","Eine Kollegin, die selbstständig arbeiten kann.","Eine, die keine Erfahrung hat.","Eine, die nur im Team arbeitet.","Eine, die sehr jung ist.","We are looking for a colleague for our company who can work independently.","Listen for the adjective 'selbstständig'."
"Ich musste als Kind oft meinen Eltern im Haushalt helfen.","Was musste die Person als Kind tun?","Den Eltern im Haushalt helfen.","Hausaufgaben für Geschwister machen.","Früh ins Bett gehen.","Kein Fernsehen schauen.","As a child I often had to help my parents in the household.","Listen for the verb 'helfen' in relation to the parents."
"Wir durften in der Schule in den Pausen nicht auf den Fußballplatz gehen.","Was durften die Kinder in den Pausen nicht?","Auf den Fußballplatz gehen.","Essen.","Sprechen.","Im Klassenzimmer bleiben.","We weren't allowed to go to the soccer field during breaks in school.","Listen for the prohibition 'nicht auf den Fußballplatz gehen'."
"Sie sollten Ihre E-Mail an den Kunden sehr formell schreiben.","Wie soll die E-Mail geschrieben werden?","Sehr formell.","Informell.","Kurz.","Lustig.","You should write your email to the customer very formally.","Listen for the adjective 'formell'."
"An Freunde oder Kollegen kann man informelle Nachrichten schreiben.","An wen kann man informelle Nachrichten schreiben?","An Freunde oder Kollegen.","An den Chef.","An Kunden.","An Fremde.","To friends or colleagues one can write informal messages.","Listen for 'Freunde oder Kollegen'."
"Wenn Sie sich bewerben, ist Ihr Abiturzeugnis sehr wichtig.","Was ist bei der Bewerbung sehr wichtig?","Das Abiturzeugnis.","Ein Foto.","Ein Video.","Die Hobbys.","When you apply, your high school diploma certificate is very important.","Listen for the document 'Abiturzeugnis'."
"Ich habe mein Praktikum erfolgreich beendet. Jetzt suche ich eine feste Stelle.","Was sucht die Person jetzt?","Eine feste Stelle.","Ein neues Praktikum.","Einen Ausbildungsplatz.","Einen Studienplatz.","I successfully finished my internship. Now I am looking for a permanent position.","Listen for 'eine feste Stelle'."
"Die Arbeitszeiten in diesem Krankenhaus sind sehr unflexibel. Das stört mich.","Was stört die Person an dem Job?","Die unflexiblen Arbeitszeiten.","Das schlechte Gehalt.","Die Kollegen.","Der Chef.","The working hours in this hospital are very inflexible. That bothers me.","Listen for 'Arbeitszeiten ... sehr unflexibel'."
"Mein Kollege organisiert heute die Teamarbeit für das neue Projekt.","Was organisiert der Kollege heute?","Die Teamarbeit für das neue Projekt.","Die Weihnachtsfeier.","Den Urlaub.","Die Dokumente.","My colleague is organizing the teamwork for the new project today.","Listen for 'Teamarbeit'."
"In meiner Freizeit treibe ich viel Sport, deshalb bin ich sehr fit.","Warum ist die Person sehr fit?","Weil sie in der Freizeit viel Sport treibt.","Weil sie gesund isst.","Weil sie Arzt ist.","Weil sie viel schläft.","In my free time I do a lot of sports, therefore I am very fit.","Listen for the reason before 'deshalb'."
"Wenn die Konsequenzen zu negativ sind, mache ich das nicht.","Wann macht die Person das nicht?","Wenn die Konsequenzen zu negativ sind.","Wenn es zu spät ist.","Wenn es regnet.","Wenn der Chef da ist.","If the consequences are too negative, I won't do it.","Listen for the condition 'Wenn die Konsequenzen zu negativ sind'."
"Er spricht fließend Englisch, deshalb hat er die Stelle in London bekommen.","Warum hat er die Stelle bekommen?","Weil er fließend Englisch spricht.","Weil er dort studiert hat.","Weil er den Chef kennt.","Weil er Erfahrung hat.","He speaks fluent English, therefore he got the position in London.","Listen for 'spricht fließend Englisch'."
"Dass du immer zu spät kommst, ist wirklich ein Problem im Büro.","Was ist ein Problem im Büro?","Dass die Person immer zu spät kommt.","Dass die Arbeit zu schwer ist.","Dass der Computer kaputt ist.","Dass das Gehalt niedrig ist.","That you always arrive late is really a problem in the office.","Listen for 'immer zu spät kommst'."
"Unter dieser Bedingung kann ich den Vertrag unterschreiben.","Wann kann die Person den Vertrag unterschreiben?","Unter dieser Bedingung.","Morgen.","Wenn sie mehr Geld bekommt.","Gar nicht.","Under this condition I can sign the contract.","Listen for the phrase 'Unter dieser Bedingung'."
"Ich sollte meinem Lehrer das Zeugnis zeigen, aber ich habe es vergessen.","Was hat die Person vergessen?","Dem Lehrer das Zeugnis zu zeigen.","Für die Prüfung zu lernen.","Die Hausaufgaben.","Den Rucksack.","I was supposed to show my teacher the report card, but I forgot it.","Listen for the intended action 'Zeugnis zeigen'."
"Wir wollten gestern ins Museum gehen, aber es war geschlossen.","Was wollten sie gestern machen?","Ins Museum gehen.","Ins Kino gehen.","Wandern.","Arbeiten.","We wanted to go to the museum yesterday, but it was closed.","Listen for the planned activity 'ins Museum gehen'."
"Könntest du mir bitte mit dem Bewerbungsschreiben helfen? Ich brauche deinen Rat.","Wobei braucht die Person Hilfe?","Beim Bewerbungsschreiben.","Beim Kochen.","Beim Autokauf.","Beim Lebenslauf.","Could you please help me with the cover letter? I need your advice.","Listen for 'mit dem Bewerbungsschreiben helfen'."
"Meine Erfahrung in der Firma war sehr positiv. Die Kollegen waren toll.","Wie war die Erfahrung in der Firma?","Sehr positiv (tolle Kollegen).","Negativ.","Stressig.","Langweilig.","My experience in the company was very positive. The colleagues were great.","Listen for the evaluation 'sehr positiv'."
"Ich habe Medizin studiert. Jetzt arbeite ich als Arzt in einem großen Krankenhaus.","Was hat die Person studiert?","Medizin.","Physik.","Biologie.","Chemie.","I studied medicine. Now I work as a doctor in a big hospital.","Listen for the field of study 'Medizin'."
"Ich mag die Arbeit hier sehr, dasselbe gilt für meine Kollegin.","Was mag die Person?","Die Arbeit hier.","Das Gehalt.","Den Urlaub.","Die Kantine.","I like the work here a lot, the same goes for my colleague.","Listen for 'die Arbeit hier'."
"Chemie war in der Schule das einzige Fach, das ich wirklich mochte.","Welches Fach mochte die Person in der Schule wirklich?","Chemie.","Biologie.","Physik.","Sport.","Chemistry was the only subject in school that I really liked.","Listen for the specific subject 'Chemie'."
"Wenn wir das Ziel erreichen, bekommen wir alle einen Bonus.","Was passiert, wenn sie das Ziel erreichen?","Sie bekommen einen Bonus.","Sie dürfen nach Hause gehen.","Sie machen eine Party.","Sie werden befördert.","If we reach the goal, we all get a bonus.","Listen for the consequence 'bekommen wir alle einen Bonus'."
"Ich konnte die Aufgabe nicht alleine lösen, deshalb habe ich meine Chefin gefragt.","Warum hat sie die Chefin gefragt?","Weil sie die Aufgabe nicht alleine lösen konnte.","Weil sie krank war.","Weil sie mehr Geld wollte.","Weil sie eine Frage zum Urlaub hatte.","I couldn't solve the task alone, therefore I asked my boss.","Listen for the reason 'konnte die Aufgabe nicht alleine lösen'."
"Der Kollege, mit dem ich immer zusammenarbeite, ist heute leider nicht da.","Mit wem arbeitet er normalerweise zusammen?","Mit dem Kollegen, der heute nicht da ist.","Mit der Chefin.","Mit einem Kunden.","Alleine.","The colleague with whom I always work together is unfortunately not here today.","Listen for 'mit dem ich immer zusammenarbeite'."
"Ohne gute Vorbereitung sollte man nicht in ein Job-Interview gehen.","Was ist wichtig für ein Job-Interview?","Eine gute Vorbereitung.","Gute Kleidung.","Ein Zeugnis.","Ein Lebenslauf.","Without good preparation one should not go into a job interview.","Listen for the phrase 'Ohne gute Vorbereitung'."
"Dass er den Job bekommen hat, ist wirklich ein großer Erfolg für ihn.","Was ist ein großer Erfolg für ihn?","Dass er den Job bekommen hat.","Dass er das Abitur geschafft hat.","Dass er pünktlich war.","Dass er viel Geld verdient.","That he got the job is really a big success for him.","Listen for the content of the 'dass' clause: 'den Job bekommen hat'."
"In meinem Traumjob verdiene ich viel Geld und kann oft reisen.","Wie ist der Traumjob der Person?","Sie verdient viel Geld und kann oft reisen.","Sie arbeitet nur im Büro.","Sie ist Chef.","Sie arbeitet im Krankenhaus.","In my dream job I earn a lot of money and can travel often.","Listen for the description 'viel Geld und kann oft reisen'."
