test_text,answer,test_verb,tip,meaning,grammar_tip
"Was schenkst du null (your sister)?","deiner Schwester","schenken","Dativ (feminin)","What are you giving your sister?","Verben mit Dativ und Akkusativ: Wem? -> Dativ (deiner Schwester)"
"Ich bringe null (you all) Chips mit.","euch","mitbringen","Dativ (ihr -> euch)","I'll bring you guys chips.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (euch)"
"Kannst du null (him) einen Film empfehlen?","ihm","empfehlen","Dativ (er -> ihm)","Can you recommend a movie to him?","Verben mit Dativ und Akkusativ: Wem? -> Dativ (ihm)"
"Wir schenken dem Geburtstagskind null (a voucher).","einen Gutschein","schenken","Akkusativ (maskulin)","We are giving the birthday boy/girl a voucher.","Verben mit Dativ und Akkusativ: Was? -> Akkusativ (einen Gutschein)"
"Hast du null (a new TV) gekauft?","einen neuen Fernseher","kaufen","Akkusativ (maskulin) + Adjektiv","Did you buy a new TV?","Adjektivdeklination: einen neuen Fernseher"
"Wir haben keine praktisch null Apps installiert. (practical - akk pl)","en","praktisch","keine praktischen (Akkusativ, plural)","We haven't installed any practical apps.","Adjektivdeklination nach 'keine' (Akk, plural): -en"
"Ich arbeite zuerst am Computer, null mache ich Pause. (then)","dann","machen","then","I work on the computer first, then I take a break.","dann + Verb + Subjekt"
"Wir helfen einer alt null Nachbarin. (old - dat f)","en","alt","einer alten (Dativ, f)","We are helping an old neighbor.","Adjektivdeklination nach 'ein' (Dativ, feminin): -en"
"Das ist die Fernbedienung für einen kaputt null Fernseher. (broken - akk m)","en","kaputt","einen kaputten (Akkusativ, m)","That is the remote control for a broken TV.","Adjektivdeklination nach 'ein' (Akk, maskulin): -en"
"Wir spielen ein spannend null Spiel. (exciting - akk n)","es","spannend","ein spannendes (Akkusativ, n)","We are playing an exciting game.","Adjektivdeklination nach 'ein' (Akk, neutral): -es"
"Der Sender zeigt eine langweilig null Dokumentation. (boring - akk f)","e","langweilig","eine langweilige (Akkusativ, f)","The channel is showing a boring documentary.","Adjektivdeklination nach 'ein' (Akk, feminin): -e"
"Sie schickt null (her friend) ein Foto.","ihrem Freund","schicken","Dativ (maskulin)","She sends her friend a photo.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (ihrem Freund)"
"Wir bieten unseren Gästen lecker null Getränke an. (delicious - akk pl)","e","lecker","leckere (Akkusativ, plural - no article)","We offer our guests delicious drinks.","Adjektivdeklination ohne Artikel (Akk, plural): -e"
"Ich gebe dir null (a good tip).","einen guten Tipp","geben","Akkusativ (maskulin) + Adjektiv","I'll give you a good tip.","Verben mit Dat+Akk: Was? -> Akkusativ (einen guten Tipp)"
"Er hat mit einer neu null App gelernt. (new - dat f)","en","neu","einer neuen (Dativ, f)","He learned with a new app.","Adjektivdeklination nach 'ein' (Dativ, feminin): -en"
