text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Du bist immer so müde. Du solltest abends früher schlafen gehen!","Welchen Tipp gibt die Person?","Früher schlafen zu gehen.","Mehr Kaffee zu trinken.","Einen Arzt zu besuchen.","Sport zu machen.","You are always so tired. You should go to sleep earlier in the evenings!","Listen for the advice 'früher schlafen gehen'."
"Ihr streitet so viel. Ihr solltet wirklich miteinander reden.","Was rät die Person den beiden?","Sie sollten miteinander reden.","Sie sollten sich trennen.","Sie sollten mehr arbeiten.","Sie sollten weniger chatten.","You guys argue so much. You really should talk with each other.","Listen for the advice 'miteinander reden'."
"Wenn du den Job willst, solltest du pünktlich zum Interview kommen.","Was ist wichtig für den Job?","Pünktlichkeit.","Ein gutes Foto.","Ein neues Profil.","Gute Kleidung.","If you want the job, you should come to the interview on time.","Listen for 'pünktlich kommen'."
"Herr Müller, Sie sollten Ihre Passwörter im Internet regelmäßig ändern.","Was rät der Experte Herrn Müller?","Seine Passwörter regelmäßig zu ändern.","Weniger zu surfen.","Sein Profil zu löschen.","Das Handy auszumachen.","Mr. Müller, you should change your passwords on the internet regularly.","Listen for 'Passwörter regelmäßig ändern'."
"Der Verkäufer grüßte nicht. Er war extrem unfreundlich.","Wie war der Verkäufer?","Extrem unfreundlich.","Sehr nett.","Ein bisschen unpünktlich.","Sehr hilfsbereit.","The salesman didn't greet. He was extremely unfriendly.","Listen for the prefix un- in 'unfreundlich'."
"Ich sitze den ganzen Tag im Büro. Ich bin total unsportlich geworden.","Warum ist die Person unsportlich?","Weil sie den ganzen Tag im Büro sitzt.","Weil sie keinen Sport mag.","Weil sie alt ist.","Weil das Fitnessstudio zu teuer ist.","I sit in the office all day. I have become totally unathletic.","Listen for 'sitze im Büro' leading to 'unsportlich'."
"Er hat meine Nachricht gelesen, aber nicht geantwortet. Das finde ich unhöflich.","Was findet die Person unhöflich?","Nachrichten zu lesen und nicht zu antworten.","Zu spät zu kommen.","Dumme Kommentare zu schreiben.","Kein Foto zu posten.","He read my message but didn't answer. I find that impolite.","Listen for 'Nachricht gelesen, aber nicht geantwortet'."
"Sie hat einen tollen Charakter: Sie ist ehrlich, treu und hat viel Humor.","Welche Eigenschaften hat sie?","Ehrlich, treu und humorvoll.","Lustig, aber unpünktlich.","Ernst und unfreundlich.","Klug und sportlich.","She has a great character: she is honest, loyal and has a lot of humor.","Listen for the list of positive adjectives."
"Wir chatteten bis spät in die Nacht. Es war sehr romantisch.","Wie fanden sie das Chatten?","Sehr romantisch.","Ziemlich langweilig.","Sehr ernst.","Ein bisschen dumm.","We chatted until late at night. It was very romantic.","Listen for 'sehr romantisch'."
"Hast du das Foto von Lisa gesehen? Sie hat es gestern gepostet.","Was hat Lisa gestern gemacht?","Ein Foto gepostet.","Eine Nachricht geschrieben.","Ihr Profil gelöscht.","Einen Kommentar geteilt.","Did you see Lisa's photo? She posted it yesterday.","Listen for 'Foto ... gepostet'."
"Ich lösche mein Profil. Soziale Netzwerke machen mich unglücklich.","Warum löscht er sein Profil?","Weil soziale Netzwerke ihn unglücklich machen.","Weil es zu viel Zeit kostet.","Weil er Streit hatte.","Weil er keine Fotos hat.","I am deleting my profile. Social networks make me unhappy.","Listen for the reason 'machen mich unglücklich'."
"Teile dieses Foto nicht! Das ist zu privat.","Was soll die Person nicht machen?","Das Foto teilen.","Den Kommentar lesen.","Die App nutzen.","Die Nachricht schreiben.","Don't share this photo! That is too private.","Listen for the imperative 'Teile dieses Foto nicht'."
"Der Kommentar unter meinem Bild war echt dumm und unsympathisch.","Wie war der Kommentar?","Dumm und unsympathisch.","Klug und lustig.","Ehrlich und freundlich.","Sehr lang und ernst.","The comment under my picture was really stupid and unpleasant.","Listen for 'dumm und unsympathisch'."
"Er sah mich auf der Party, kam zu mir und sprach mich an.","Was passierte auf der Party?","Er kam zu ihr und sprach sie an.","Sie stritten sich sofort.","Er tanzte mit ihr.","Sie tranken etwas.","He saw me at the party, came to me and spoke to me.","Listen for the sequence of verbs 'sah, kam, sprach'."
"Wir verstanden uns von Anfang an super.","Wie gut verstanden sie sich?","Von Anfang an super.","Gar nicht.","Erst später.","Sie stritten sich nur.","We got along great right from the start.","Listen for 'von Anfang an super'."
"Damals studierte ich noch in Berlin und hatte nicht viel Geld.","Was war damals in Berlin los?","Die Person studierte und hatte wenig Geld.","Die Person arbeitete als Chef.","Die Person heiratete.","Die Person war sehr reich.","Back then I was still studying in Berlin and didn't have much money.","Listen for 'studierte' and 'nicht viel Geld'."
"Mein Bruder ist ein Single, aber er ist sehr glücklich damit.","Wie lebt der Bruder?","Als glücklicher Single.","In einer Patchworkfamilie.","Er ist verheiratet.","Er ist unglücklich.","My brother is a single, but he is very happy with it.","Listen for 'Single' and 'glücklich'."
"Wir waren gestern im Restaurant, aber das Date war total unromantisch.","Wie war das Date gestern?","Total unromantisch.","Sehr romantisch.","Ziemlich lustig.","Ernst.","We were at the restaurant yesterday, but the date was totally unromantic.","Listen for 'total unromantisch'."
"Ein guter Freund sollte treu sein und immer helfen.","Was macht einen guten Freund aus?","Er ist treu und hilft immer.","Er ist lustig und sportlich.","Er hat viel Geld.","Er postet viele Bilder.","A good friend should be loyal and always help.","Listen for 'treu' and 'helfen'."
"Ich wuchs auf dem Land auf, meine Frau in der Großstadt.","Wo wuchs seine Frau auf?","In der Großstadt.","Auf dem Land.","Im Ausland.","In einem Dorf.","I grew up in the country, my wife in the big city.","Listen to the contrast (er = Land, Frau = Großstadt)."
"Sie ließen sich scheiden, weil sie sich nur noch stritten.","Warum ließen sie sich scheiden?","Weil sie sich nur noch stritten.","Weil sie kein Geld hatten.","Weil sie sich nicht mehr liebten.","Weil er in eine andere Stadt ging.","They got divorced because they only argued anymore.","Listen for the reason 'weil sie sich nur noch stritten'."
"Mein Cousin sieht gut aus, aber er ist leider sehr dumm.","Wie beschreibt er seinen Cousin?","Gut aussehend, aber dumm.","Hässlich, aber klug.","Sportlich und lustig.","Ernst und sympathisch.","My cousin looks good, but unfortunately he is very stupid.","Listen for the contrast 'sieht gut aus, aber ... dumm'."
"Gestern Abend hatte ich keine Lust auf Internet und schaltete das Handy aus.","Was machte die Person gestern Abend?","Sie schaltete das Handy aus.","Sie surfte im Internet.","Sie chattete mit Freunden.","Sie rief ihre Mutter an.","Yesterday evening I had no desire for the internet and turned the phone off.","Listen for 'schaltete das Handy aus'."
"Ich finde, du solltest der Gruppe im Netzwerk nicht beitreten.","Was rät die Person?","Nicht der Gruppe beizutreten.","Ein Foto zu posten.","Mehr Nachrichten zu schreiben.","Das Profil zu löschen.","I think you shouldn't join the group on the network.","Listen for 'nicht beitreten'."
"Wir waren damals beste Freunde und machten alles zusammen.","Wie war ihr Verhältnis damals?","Sie waren beste Freunde.","Sie hassten sich.","Sie kannten sich kaum.","Sie waren ein Paar.","We were best friends back then and did everything together.","Listen for 'beste Freunde'."
"Früher schrieben die Leute noch Briefe. Heute schreiben sie Nachrichten in Apps.","Was machten die Leute früher?","Sie schrieben Briefe.","Sie nutzten Apps.","Sie riefen oft an.","Sie trafen sich öfter.","In the past people still wrote letters. Today they write messages in apps.","Listen for 'früher ... Briefe'."
"Sie ist meine beste Freundin, weil sie immer ehrlich zu mir ist.","Warum ist sie die beste Freundin?","Weil sie immer ehrlich ist.","Weil sie reich ist.","Weil sie so lustig ist.","Weil sie nebenan wohnt.","She is my best friend because she is always honest with me.","Listen for the reason 'immer ehrlich'."
"Als Kind spielte er gerne Fußball, heute ist er eher unsportlich.","Wie ist er heute?","Eher unsportlich.","Sehr sportlich.","Er spielt immer noch Fußball.","Er geht ins Fitnessstudio.","As a child he liked playing soccer, today he is rather unathletic.","Listen for 'heute ist er eher unsportlich'."
"Ich erzählte meinem Opa von der App, aber er verstand es nicht.","Hat der Opa die App verstanden?","Nein, er verstand es nicht.","Ja, er fand sie super.","Er nutzt sie jeden Tag.","Er hat sie gelöscht.","I told my grandpa about the app, but he didn't understand it.","Listen for 'verstand es nicht'."
"Die Hochzeit meines Bruders war ein wunderschönes Fest.","Was war ein wunderschönes Fest?","Die Hochzeit des Bruders.","Der Geburtstag der Mutter.","Die Party am Wochenende.","Der Urlaub in Spanien.","My brother's wedding was a beautiful celebration.","Listen for 'Hochzeit'."
"Ihr solltet euch entschuldigen. Der Streit war wirklich unnötig.","Was sollen die beiden tun?","Sich entschuldigen.","Mehr streiten.","Nach Hause gehen.","Einen Brief schreiben.","You guys should apologize. The argument was really unnecessary.","Listen for 'euch entschuldigen'."
"Ich traf sie gestern im Supermarkt, wir hatten uns lange nicht gesehen.","Wo hat er sie gestern getroffen?","Im Supermarkt.","Auf einer Party.","An der Uni.","Im Kino.","I met her at the supermarket yesterday, we hadn't seen each other in a long time.","Listen for 'im Supermarkt'."
"Meine Tante aus Amerika schickte mir eine lange E-Mail.","Wer schickte eine E-Mail?","Die Tante aus Amerika.","Der Cousin aus Spanien.","Die Schwester.","Der Onkel.","My aunt from America sent me a long email.","Listen for 'Tante aus Amerika'."
"Sie postet jeden Tag zehn Fotos. Das ist mir zu viel!","Was stört die Person?","Dass sie jeden Tag zehn Fotos postet.","Dass sie nie antwortet.","Dass sie unfreundlich ist.","Dass sie keine Nachrichten schreibt.","She posts ten photos every day. That is too much for me!","Listen for 'zehn Fotos ... zu viel'."
"Ich wuchs in einer Großfamilie auf, wir waren vier Geschwister.","Wie viele Geschwister waren sie?","Vier Geschwister.","Drei Geschwister.","Zwei Geschwister.","Sie war ein Einzelkind.","I grew up in an extended family, we were four siblings.","Listen for 'vier Geschwister'."
"Mein Mann und ich lernten uns über eine App kennen.","Wie lernten sie sich kennen?","Über eine App.","Auf der Arbeit.","Im Urlaub.","Durch Freunde.","My husband and I met via an app.","Listen for 'über eine App'."
"Du solltest nicht jeden Kommentar im Internet ernst nehmen.","Was ist der Tipp?","Nicht jeden Kommentar ernst nehmen.","Alle Kommentare lesen.","Keine Kommentare schreiben.","Das Internet löschen.","You shouldn't take every comment on the internet seriously.","Listen for 'nicht jeden Kommentar ernst nehmen'."
"Sie war damals sehr hübsch, aber ihr Charakter war furchtbar.","Wie war ihr Charakter damals?","Furchtbar.","Sehr gut.","Lustig.","Ehrlich.","She was very pretty back then, but her character was terrible.","Listen for 'Charakter war furchtbar'."
