sentence,words,tip,translation_en
"Meine Augen sind braun und ich bin ziemlich groß.","Meine|Augen|sind|braun|und|ich|bin|ziemlich|groß|.","Describing eyes and height","My eyes are brown and I am quite tall."
"Ihre Haare sind dunkel, na ja, eigentlich schwarz.","Ihre|Haare|sind|dunkel|,|na|ja|,|eigentlich|schwarz|.","Describing hair color","Her hair is dark, well, actually black."
"Sie hat blaue Augen und eine Brille.","Sie|hat|blaue|Augen|und|eine|Brille|.","Describing features","She has blue eyes and glasses."
"Er hat wenig Haare.","Er|hat|wenig|Haare|.","Describing hair","He has little hair."
"Welcher Mantel gefällt dir?","Welcher|Mantel|gefällt|dir|?","Welcher (Nominative M)","Which coat do you like?"
"Dieser Mantel gefällt mir besser.","Dieser|Mantel|gefällt|mir|besser|.","Dieser (Nominative M) + Komparativ besser","I like this coat better."
"Diesen Mantel finde ich am besten.","Diesen|Mantel|finde|ich|am|besten|.","Diesen (Accusative M) + Superlativ","I find this coat the best."
"Welche Jacke kaufst du?","Welche|Jacke|kaufst|du|?","Welche (Accusative F)","Which jacket are you buying?"
"Ich kaufe diese Jacke hier.","Ich|kaufe|diese|Jacke|hier|.","Diese (Accusative F)","I am buying this jacket here."
"Welches T-Shirt ist das?","Welches|T-Shirt|ist|das|?","Welches (Nominative N)","Which t-shirt is that?"
"Dieses T-Shirt ist sehr chic.","Dieses|T-Shirt|ist|sehr|chic|.","Dieses (Nominative N)","This t-shirt is very chic."
"Welche Schuhe passen dir?","Welche|Schuhe|passen|dir|?","Welche (Nominative Pl)","Which shoes fit you?"
"Diese Schuhe sind zu groß.","Diese|Schuhe|sind|zu|groß|.","Diese (Nominative Pl)","These shoes are too big."
"Berliner Mode ist jung, kreativ und chic.","Berliner|Mode|ist|jung|,|kreativ|und|chic|.","Adjectives for fashion","Berlin fashion is young, creative and chic."
"Nur Mode aus Paris ist erfolgreich.","Nur|Mode|aus|Paris|ist|erfolgreich|.","Describing fashion","Only fashion from Paris is successful."
"Büros sind in München sehr teuer.","Büros|sind|in|München|sehr|teuer|.","Comparing cities","Offices are very expensive in Munich."
"Für kleine Modefirmen ist Berlin super.","Für|kleine|Modefirmen|ist|Berlin|super|.","City description","For small fashion companies, Berlin is super."
"Er produziert alles billig in Bangladesch.","Er|produziert|alles|billig|in|Bangladesch|.","Production adverb","He produces everything cheaply in Bangladesh."
"Wie sieht Carlotta aus?","Wie|sieht|Carlotta|aus|?","aussehen question","What does Carlotta look like?"
"Sie ist klein und trägt eine rote Bluse.","Sie|ist|klein|und|trägt|eine|rote|Bluse|.","Appearance description","She is short and is wearing a red blouse."
"Das ist mein Lieblingsstar.","Das|ist|mein|Lieblingsstar|.","Talking about stars","That is my favorite star."
"Wie alt ist die Person?","Wie|alt|ist|die|Person|?","Asking age","How old is the person?"
"Wo wohnt die Person?","Wo|wohnt|die|Person|?","Asking residence","Where does the person live?"
"Welche Kleidung mag die Person?","Welche|Kleidung|mag|die|Person|?","Asking about clothing preferences","What clothes does the person like?"
"Wie ist die Person?","Wie|ist|die|Person|?","Asking for character/appearance","How is the person?"
"Wen haben Sie gerne?","Wen|haben|Sie|gerne|?","Akkusativ question","Who do you like?"
"Ich empfehle dieses Geschäft.","Ich|empfehle|dieses|Geschäft|.","empfehlen + Accusative","I recommend this shop."
"Das Kleid ist schöner als der Rock.","Das|Kleid|ist|schöner|als|der|Rock|.","Komparativ mit als","The dress is more beautiful than the skirt."
"Er hat braune Augen und dunkle Haare.","Er|hat|braune|Augen|und|dunkle|Haare|.","Adjective endings","He has brown eyes and dark hair."
"Sieh mal, die Jacke ist viel zu weit.","Sieh|mal|,|die|Jacke|ist|viel|zu|weit|.","Adverb weit (loose)","Look, the jacket is much too loose."
"Diese Stiefel sind toll, aber zu teuer.","Diese|Stiefel|sind|toll|,|aber|zu|teuer|.","Demonstrative pronoun plural","These boots are great, but too expensive."
"Was für eine Brille trägt er?","Was|für|eine|Brille|trägt|er|?","Asking for description","What kind of glasses does he wear?"
"Ich brauche einen neuen Anzug.","Ich|brauche|einen|neuen|Anzug|.","Akkusativ masculine","I need a new suit."
"Gefällt Ihnen dieser Mantel?","Gefällt|Ihnen|dieser|Mantel|?","gefallen formal","Do you like this coat?"
"Nein, jener Mantel gefällt mir besser.","Nein|,|jener|Mantel|gefällt|mir|besser|.","Komparativ besser","No, I like that coat better."
"Ich habe mehr Schuhe als du.","Ich|habe|mehr|Schuhe|als|du|.","Komparativ mehr","I have more shoes than you."
"Er arbeitet am meisten von allen.","Er|arbeitet|am|meisten|von|allen|.","Superlativ am meisten","He works the most of all."
"Welchen Rock findest du am schönsten?","Welchen|Rock|findest|du|am|schönsten|?","Welchen (Accusative M) + Superlativ","Which skirt do you find the most beautiful?"
"Am liebsten esse ich Pizza.","Am|liebsten|esse|ich|Pizza|.","Superlativ am liebsten","I like eating pizza the most."
"Sind ihre Augen blau?","Sind|ihre|Augen|blau|?","Possessive article","Are her eyes blue?"
"Trägt er gerne T-Shirts?","Trägt|er|gerne|T-Shirts|?","tragen + gerne","Does he like wearing t-shirts?"
"Ich trage immer schwarze Kleidung.","Ich|trage|immer|schwarze|Kleidung|.","Color adjective","I always wear black clothing."
"Der Verkäufer in der Boutique ist nett.","Der|Verkäufer|in|der|Boutique|ist|nett|.","Vocabulary Boutique","The salesman in the boutique is nice."
"Welche Nationalität hat sie?","Welche|Nationalität|hat|sie|?","Asking nationality","What nationality is she?"
"Er ist Amerikaner und sehr erfolgreich.","Er|ist|Amerikaner|und|sehr|erfolgreich|.","Nationality","He is American and very successful."
"Das T-Shirt hier ist billig.","Das|T-Shirt|hier|ist|billig|.","Adjective billig","The t-shirt here is cheap."
"Dieser Schuh drückt ein bisschen.","Dieser|Schuh|drückt|ein|bisschen|.","Demonstrative M Nom","This shoe pinches a little."
"Ich ziehe den Mantel an.","Ich|ziehe|den|Mantel|an|.","anziehen (separable)","I am putting on the coat."
"Passt die Hose gut?","Passt|die|Hose|gut|?","passen","Does the pants fit well?"
"Das Kleid sieht am besten aus.","Das|Kleid|sieht|am|besten|aus|.","aussehen + Superlativ","The dress looks the best."
