test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir null uns im Park. (met)","trafen","treffen","met","We met in the park.","Präteritum: wir -> trafen (unregelmäßig)"
"Ich null meinen Cousin. (met)","traf","treffen","met","I met my cousin.","Präteritum: ich -> traf (unregelmäßig)"
"Er null mit ihr. (spoke)","sprach","sprechen","spoke","He spoke with her.","Präteritum: er -> sprach (unregelmäßig)"
"Wir null über die Vergangenheit. (spoke)","sprachen","sprechen","spoke","We spoke about the past.","Präteritum: wir -> sprachen (unregelmäßig)"
"Sie (Sg.) null sehr leise. (spoke)","sprach","sprechen","spoke","She spoke very quietly.","Präteritum: sie (Sg) -> sprach (unregelmäßig)"
"Du null weniger chatten. (should)","solltest","sollen","should","You should chat less.","Konjunktiv II: du -> solltest"
"Du null mit ihr sprechen. (should)","solltest","sollen","should","You should speak with her.","Konjunktiv II: du -> solltest"
"Er null pünktlich sein. (should)","sollte","sollen","should","He should be on time.","Konjunktiv II: er -> sollte"
"Ihr null nicht streiten. (should)","solltet","sollen","should","You guys shouldn't argue.","Konjunktiv II: ihr -> solltet"
"Ihr null das Foto löschen. (should)","solltet","sollen","should","You guys should delete the photo.","Konjunktiv II: ihr -> solltet"
"Sie null mehr schlafen. (should - formal)","sollten","sollen","should","You should sleep more. (formal)","Konjunktiv II: Sie -> sollten"
"Wir null uns morgen treffen. (should)","sollten","sollen","should","We should meet tomorrow.","Konjunktiv II: wir -> sollten"
"Wir treffen null heute Abend. (each other)","uns","treffen","us/each other","We are meeting each other tonight.","Reziprokes Verb: wir -> uns"
"Wir verstehen null super. (each other)","uns","verstehen","us/each other","We understand each other great.","Reziprokes Verb: wir -> uns"
"Sie lieben null. (each other)","sich","lieben","each other","They love each other.","Reziprokes Verb: sie (Pl) -> sich"
"Romeo und Julia liebten null. (each other)","sich","lieben","each other","Romeo and Juliet loved each other.","Reziprokes Verb: 3. Person Plural -> sich"
"Wir streiten null oft. (each other)","uns","streiten","us/each other","We argue with each other often.","Reziprokes Verb: wir -> uns"
"Ihr streitet null zu viel! (each other)","euch","streiten","each other","You guys argue too much!","Reziprokes Verb: ihr -> euch"
"Meine Eltern trennten null. (each other/themselves)","sich","trennen","each other","My parents separated.","Reziprokes Verb: 3. Person Plural -> sich"
"Sie lassen null scheiden. (each other/themselves)","sich","scheiden","each other","They are getting divorced.","Reziprokes Verb: 3. Person Plural -> sich"
"Er kommt immer spät. Er ist nullpünktlich. (unpunctual)","un","pünktlich","un-","He always comes late. He is unpunctual.","Wortbildung: un + pünktlich = unpünktlich"
"Sie lacht nie. Sie ist nullfreundlich. (unfriendly)","un","freundlich","un-","She never laughs. She is unfriendly.","Wortbildung: un + freundlich = unfreundlich"
"Er mag keinen Sport. Er ist nullsportlich. (unathletic)","un","sportlich","un-","He doesn't like sports. He is unathletic.","Wortbildung: un + sportlich = unsportlich"
"Das Essen schmeckt nicht, ich bin nullglücklich. (unhappy)","un","glücklich","un-","The food doesn't taste good, I am unhappy.","Wortbildung: un + glücklich = unglücklich"
"Der Mann ist unfreundlich und nullsympathisch. (unpleasant)","un","sympathisch","un-","The man is unfriendly and unpleasant.","Wortbildung: un + sympathisch = unsympathisch"
"Das Date war leider total nullromantisch. (unromantic)","un","romantisch","un-","The date was unfortunately totally unromantic.","Wortbildung: un + romantisch = unromantisch"
