text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Gesundheit ist für mich viel wichtiger als Geld oder eine Karriere.","Was ist für die Person am wichtigsten?","Gesundheit.","Geld.","Die Karriere.","Ein großes Haus.","Health is much more important to me than money or a career.","Listen for the comparison 'Gesundheit ... wichtiger als'."
"Mein Bruder ist genauso groß wie mein Vater, fast 1,90 Meter!","Wer ist genauso groß wie der Vater?","Der Bruder.","Der Cousin.","Der Onkel.","Der Neffe.","My brother is just as tall as my father, almost 1.90 meters!","Listen for 'Bruder ... genauso groß wie mein Vater'."
"Ich wäre jetzt gern am Strand in Spanien und nicht hier im kalten Büro.","Wo wäre die Person jetzt gern?","Am Strand in Spanien.","Im warmen Büro.","Beim Arzt in Berlin.","Zu Hause im Bett.","I would like to be at the beach in Spain right now and not here in the cold office.","Listen for 'gern am Strand in Spanien'."
"Wärst du gern ein Millionär? Nein, ich glaube, viel Geld macht auch Stress.","Möchte die Person Millionär sein?","Nein, sie glaubt, viel Geld macht Stress.","Ja, unbedingt.","Ja, sie möchte ein Haus kaufen.","Nein, sie ist schon Millionär.","Would you like to be a millionaire? No, I believe a lot of money also causes stress.","Listen for the negative response and the reason 'Stress'."
"Ich habe extrem viel Stress im Büro. Mein Hals und mein Kopf tun schon weh.","Welche körperlichen Probleme hat er durch den Stress?","Hals- und Kopfschmerzen.","Bauchschmerzen.","Er hustet viel.","Zahnschmerzen.","I have extremely a lot of stress in the office. My throat and head already hurt.","Listen for the body parts 'Hals und ... Kopf'."
"Was machst du gegen den Stress? Ich mache Yoga, das ist eine super Entspannung.","Was hilft der Person bei Stress?","Yoga (als Entspannung).","Medikamente aus der Apotheke.","Viel schlafen.","Sport im Fitnessstudio.","What do you do against the stress? I do yoga, that is super relaxation.","Listen for 'mache Yoga'."
"Ein guter Freund ist jemand, der ehrlich und zuverlässig ist.","Welche Eigenschaften muss ein guter Freund haben?","Ehrlich und zuverlässig.","Lustig und reich.","Sportlich und klug.","Gestresst und ernst.","A good friend is someone who is honest and reliable.","Listen for the adjectives 'ehrlich und zuverlässig'."
"Was bedeutet das Wort 'Fieber'? Das bedeutet, dass der Körper zu warm ist.","Wie erklärt sie das Wort 'Fieber'?","Der Körper ist zu warm.","Man muss husten.","Der Hals tut weh.","Man hat Stress.","What does the word 'fever' mean? That means that the body is too warm.","Listen for the explanation 'Körper zu warm ist'."
"Kannst du mir die Vokabel 'Pflaster' erklären? Ja, das klebt man auf eine kleine Wunde.","Was ist ein Pflaster laut der Erklärung?","Etwas, das man auf eine kleine Wunde klebt.","Eine Tablette gegen Kopfweh.","Ein Saft für den Hals.","Ein Arzt für Kinder.","Can you explain the vocabulary word 'Band-Aid' to me? Yes, you stick that on a small wound.","Listen for the function 'klebt man auf eine kleine Wunde'."
"Der Schwede und die Britin arbeiten zusammen im neuen Projektteam.","Aus welchen Ländern kommen die Kollegen?","Schweden und Großbritannien.","Spanien und Italien.","Deutschland und Schweden.","Großbritannien und USA.","The Swede and the Briton work together in the new project team.","Identify the nationalities from 'der Schwede' and 'die Britin'."
"Berlin ist auf jeden Fall lauter und stressiger als mein kleines Heimatdorf.","Wie findet er Berlin im Vergleich zu seinem Dorf?","Lauter und stressiger.","Genauso ruhig.","Viel schöner.","Kälter.","Berlin is definitely louder and more stressful than my small home village.","Listen for the comparatives 'lauter und stressiger'."
"Mein linkes Knie tut weh beim Treppensteigen. Sind Sie hingefallen?","Wann hat die Person Schmerzen im Knie?","Beim Treppensteigen.","Beim Laufen.","Immer nachts.","Beim Fußballspielen.","My left knee hurts when climbing stairs. Did you fall down?","Listen for the trigger 'beim Treppensteigen'."
"Gute Besserung! Ruhen Sie sich aus und trinken Sie viel Tee.","Welchen Rat gibt der Arzt?","Sich ausruhen und viel Tee trinken.","Sport machen und arbeiten.","Yoga machen.","Eine Salbe benutzen.","Get well soon! Rest up and drink a lot of tea.","Listen for 'Ruhen Sie sich aus und trinken Sie viel Tee'."
"Wir bleiben noch bis Freitag in Hamburg, dann fahren wir nach Hause.","Wie lange bleiben sie in Hamburg?","Bis Freitag.","Bis Sonntag.","Eine ganze Woche.","Von Montag bis Mittwoch.","We are staying in Hamburg until Friday, then we drive home.","Listen for the temporal preposition 'bis Freitag'."
"Ich nehme morgens und abends je zehn Tropfen von diesem Medikament.","Wie viele Tropfen nimmt er pro Tag insgesamt?","Zwanzig (zweimal zehn).","Zehn.","Fünfzehn.","Dreißig.","I take ten drops of this medication each morning and evening.","Calculate: 10 morning + 10 evening = 20."
"Ein lustiger Kollege macht die Arbeit im Büro viel entspannter.","Wer macht die Arbeit entspannter?","Ein lustiger Kollege.","Der Chef.","Ein kluger Freund.","Die Sekretärin.","A funny colleague makes the work in the office much more relaxed.","Listen for 'Ein lustiger Kollege'."
"Wenn ich jetzt im Urlaub wäre, würde ich am Strand ein Buch lesen.","Was würde die Person im Urlaub machen?","Am Strand ein Buch lesen.","Wandern gehen.","Ins Kino gehen.","Viel schlafen.","If I were on vacation right now, I would read a book on the beach.","Listen for 'Am Strand ein Buch lesen'."
"Die Schmerzen in meinem rechten Bein sind heute schlimmer als gestern.","Wie sind die Schmerzen heute?","Schlimmer als gestern.","Besser als gestern.","Ganz weg.","Genauso wie gestern.","The pain in my right leg is worse today than yesterday.","Listen for the comparison 'schlimmer als'."
"Husten und Schnupfen sind typisch für eine Erkältung im Winter.","Was ist typisch für eine Erkältung?","Husten und Schnupfen.","Fieber und Bauchweh.","Zahnschmerzen.","Ein rotes Auge.","Coughing and sniffles are typical for a cold in the winter.","Listen for 'Husten und Schnupfen'."
"Ich habe mir gestern beim Sport den linken Fuß verletzt. Er ist ganz dick.","Was ist beim Sport passiert?","Er hat sich den linken Fuß verletzt.","Er hat sich den Arm gebrochen.","Sein Knie tut weh.","Der Rücken ist kaputt.","I injured my left foot during sports yesterday. It is really swollen.","Listen for 'den linken Fuß verletzt'."
"Mein Mann ist genauso sportlich wie ich. Wir joggen jeden Tag zusammen.","Wer ist sportlicher?","Beide sind genauso sportlich.","Der Mann ist sportlicher.","Die Frau ist sportlicher.","Niemand macht Sport.","My husband is just as athletic as I am. We jog together every day.","Recognize the equality 'genauso ... wie'."
"Für die Ohrenschmerzen verschreibe ich Ihnen diese Tropfen.","Was gibt es gegen die Ohrenschmerzen?","Tropfen.","Tabletten.","Salbe.","Einen Hustensaft.","For the earache I prescribe you these drops.","Listen for 'Tropfen'."
"Ich wünsche dir, dass du schnell wieder gesund wirst. Kopf hoch!","Was wünscht sie ihm?","Dass er schnell wieder gesund wird.","Viel Geld.","Guten Appetit.","Einen schönen Urlaub.","I wish you that you get well quickly again. Chin up!","Listen for 'schnell wieder gesund wirst'."
"Ich war von 9 bis 11 Uhr beim Arzt und habe im Wartezimmer gewartet.","Wie lange hat er beim Arzt gewartet?","Von 9 bis 11 Uhr (2 Stunden).","Bis 9 Uhr.","Nur zehn Minuten.","Von 8 bis 12 Uhr.","I was at the doctor's from 9 to 11 and waited in the waiting room.","Listen for the times 'von 9 bis 11 Uhr'."
"Eine kranke Person braucht viel Ruhe und Schlaf.","Was braucht eine kranke Person?","Viel Ruhe und Schlaf.","Medikamente und Sport.","Stress und Arbeit.","Tee und Kaffee.","A sick person needs a lot of rest and sleep.","Listen for 'Ruhe und Schlaf'."
"Hast du etwas gegen Zahnschmerzen? Meine rechte Seite pocht total.","Welches Problem hat die Person?","Zahnschmerzen auf der rechten Seite.","Kopfschmerzen links.","Halsschmerzen.","Bauchweh.","Do you have something against toothache? My right side is really throbbing.","Listen for 'Zahnschmerzen'."
"Der Arzt meinte, ich darf keinen Sport machen, bis mein Arm wieder gesund ist.","Wann darf er wieder Sport machen?","Wenn der Arm wieder gesund ist.","Gleich morgen.","Er darf nie wieder Sport machen.","Wenn er Tabletten nimmt.","The doctor said I am not allowed to do sports until my arm is healthy again.","Listen for 'bis mein Arm wieder gesund ist'."
"Meine Augen brennen, wenn ich lange am Computer arbeite.","Was passiert, wenn sie lange am Computer arbeitet?","Ihre Augen brennen.","Sie bekommt Kopfweh.","Ihr Rücken tut weh.","Ihre Hand schmerzt.","My eyes sting when I work at the computer for a long time.","Listen for 'Augen brennen'."
"Es ist mir wichtig, dass ein Freund treu und ehrlich ist. Aussehen ist egal.","Was ist der Person bei einem Freund egal?","Das Aussehen.","Die Ehrlichkeit.","Die Treue.","Der Charakter.","It is important to me that a friend is loyal and honest. Appearance doesn't matter.","Listen for what is not important: 'Aussehen ist egal'."
"Die Tabletten nimmt man am besten mit einem großen Glas Wasser ein.","Wie soll man die Tabletten einnehmen?","Mit einem großen Glas Wasser.","Vor dem Schlafen.","Mit etwas Tee.","Ganz ohne Wasser.","It's best to take the pills with a large glass of water.","Listen for 'mit einem großen Glas Wasser'."
"Der Grieche, den wir gestern kennengelernt haben, war wirklich sehr nett.","Wie war der Grieche?","Wirklich sehr nett.","Sehr ernst.","Ein bisschen dumm.","Gestresst.","The Greek we met yesterday was really very nice.","Listen for the adjective 'sehr nett'."
"Wenn ich zaubern könnte, wäre ich jetzt auf einer einsamen Insel.","Wo wäre die Person gern?","Auf einer einsamen Insel.","Im Krankenhaus.","Im Büro.","In Berlin.","If I could do magic, I would be on a deserted island right now.","Listen for 'auf einer einsamen Insel'."
"Meine Nase ist total zu. Hast du vielleicht ein Taschentuch für mich?","Welches Symptom hat er?","Die Nase ist zu (Schnupfen).","Er muss husten.","Er hat Fieber.","Ihm ist übel.","My nose is totally stuffed. Do you perhaps have a tissue for me?","Listen for 'Nase ist total zu'."
"Ein kleines Pflaster reicht hier nicht, die Wunde ist ziemlich groß.","Warum reicht ein kleines Pflaster nicht?","Weil die Wunde ziemlich groß ist.","Weil es nicht blutet.","Weil er zum Arzt muss.","Weil es am Fuß ist.","A small Band-Aid is not enough here, the wound is quite big.","Listen for the reason 'die Wunde ist ziemlich groß'."
"Die Ärztin hat mich untersucht und gesagt, dass mein Herz sehr gesund ist.","Was hat die Ärztin über das Herz gesagt?","Dass es sehr gesund ist.","Dass es schwach ist.","Dass sie es nicht hören kann.","Dass er Tabletten braucht.","The doctor examined me and said that my heart is very healthy.","Listen for 'Herz sehr gesund ist'."
"Von Montag bis Mittwoch bin ich auf Geschäftsreise, danach habe ich frei.","Wann hat die Person frei?","Nach Mittwoch (ab Donnerstag).","Von Montag bis Mittwoch.","Am Wochenende.","Gar nicht.","From Monday to Wednesday I am on a business trip, after that I have time off.","Listen for the sequence 'Von Montag bis Mittwoch... danach habe ich frei'."
"Gegen meine Kopfschmerzen trinke ich am liebsten einen starken Espresso.","Was macht die Person gegen Kopfschmerzen?","Sie trinkt einen starken Espresso.","Sie nimmt eine Tablette.","Sie schläft.","Sie geht spazieren.","Against my headache, I prefer drinking a strong espresso.","Listen for the remedy 'starken Espresso'."
"Pech im Spiel, Glück in der Liebe! Kennst du diesen Spruch?","Was sagt der Spruch?","Pech im Spiel, Glück in der Liebe.","Glück im Spiel, Pech in der Liebe.","Man braucht viel Geld.","Spielen macht unglücklich.","Bad luck in the game, luck in love! Do you know this saying?","Listen to the contrast 'Pech im Spiel, Glück in der Liebe'."
"Der Zahnarzt bohrt heute nicht, er macht nur eine Kontrolle.","Was macht der Zahnarzt heute?","Nur eine Kontrolle.","Einen Zahn ziehen.","Er bohrt ein großes Loch.","Er verschreibt Tropfen.","The dentist is not drilling today, he is only doing a check-up.","Listen for 'nur eine Kontrolle'."
"Ich habe mir die Zähne geputzt, aber der Zahn tut immer noch weh.","Hat das Zähneputzen gegen die Schmerzen geholfen?","Nein, der Zahn tut immer noch weh.","Ja, die Schmerzen sind weg.","Sie hat sich die Zähne nicht geputzt.","Es hat geblutet.","I brushed my teeth, but the tooth still hurts.","Listen for the result 'tut immer noch weh'."
"Mein Hund ist krank. Ich muss heute Nachmittag schnell zum Tierarzt.","Warum muss die Person zum Tierarzt?","Weil ihr Hund krank ist.","Weil sie eine Katze kauft.","Weil der Hund gesund ist.","Weil sie Futter braucht.","My dog is sick. I have to go to the vet quickly this afternoon.","Listen for the reason 'Hund ist krank'."
"Dieses Medikament macht oft sehr müde. Fahren Sie danach kein Auto!","Welche Warnung gibt es zu dem Medikament?","Man soll danach kein Auto fahren.","Man darf nichts essen.","Man soll viel Wasser trinken.","Man muss Sport machen.","This medication often makes you very tired. Do not drive a car afterwards!","Listen for the warning 'Fahren Sie danach kein Auto'."
"Er hat genauso viel Stress wie ich, aber er geht besser damit um.","Wer hat mehr Stress?","Beide haben gleich viel (genauso viel).","Die Person, die spricht.","Der Kollege.","Niemand.","He has just as much stress as I do, but he handles it better.","Identify the equality 'genauso viel Stress wie ich'."
"Wenn ich die Wahl hätte, wäre ich lieber gesund als reich.","Was ist der Person wichtiger?","Gesund zu sein (wichtiger als reich).","Reich zu sein.","Beides gleich.","Das wird nicht gesagt.","If I had the choice, I would rather be healthy than rich.","Listen for the preference 'lieber gesund als reich'."
