sentence,words,tip,translation_en
"Wir laden Freunde ein und feiern zusammen Neujahr.","Wir|laden|Freunde|ein|und|feiern|zusammen|Neujahr|.","Holidays","We invite friends and celebrate the New Year together."
"In meiner Heimat feiern wir Karneval auf der Straße.","In|meiner|Heimat|feiern|wir|Karneval|auf|der|Straße|.","Holidays","In my home country we celebrate carnival on the street."
"Wem schenkst du dieses Buch?","Wem|schenkst|du|dieses|Buch|?","Fragewort Wem","To whom are you giving this book?"
"Ich schenke meiner Schwester ein spannendes Buch.","Ich|schenke|meiner|Schwester|ein|spannendes|Buch|.","Dativ + Akkusativ + Adjektiv","I am giving my sister an exciting book."
"Hast du das richtige Produkt für ihn gekauft?","Hast|du|das|richtige|Produkt|für|ihn|gekauft|?","Buying gifts","Did you buy the right product for him?"
"Ich gebe meinem Bruder einen Gutschein für das Kino.","Ich|gebe|meinem|Bruder|einen|Gutschein|für|das|Kino|.","Dativ + Akkusativ","I am giving my brother a voucher for the cinema."
"Kannst du mir deinen neuen Laptop zeigen?","Kannst|du|mir|deinen|neuen|Laptop|zeigen|?","Dativ + Akkusativ","Can you show me your new laptop?"
"Er leiht mir sein Tablet für eine Woche.","Er|leiht|mir|sein|Tablet|für|eine|Woche|.","Dativ + Akkusativ","He lends me his tablet for a week."
"Wir haben dem Geburtstagskind ein tolles Geschenk mitgebracht.","Wir|haben|dem|Geburtstagskind|ein|tolles|Geschenk|mitgebracht|.","Dativ + Akkusativ + Adjektiv","We brought the birthday boy/girl a great gift."
"Kannst du uns eine gute Dokumentation empfehlen?","Kannst|du|uns|eine|gute|Dokumentation|empfehlen|?","Dativ + Akkusativ","Can you recommend us a good documentary?"
"Das ist ein Geschenk für einen alten Freund.","Das|ist|ein|Geschenk|für|einen|alten|Freund|.","Adjektivdeklination (Akkusativ)","That is a gift for an old friend."
"Ich chattiere oft mit einer netten Kollegin.","Ich|chattiere|oft|mit|einer|netten|Kollegin|.","Adjektivdeklination (Dativ)","I often chat with a nice colleague."
"Mit einem neuen Drucker geht die Arbeit schneller.","Mit|einem|neuen|Drucker|geht|die|Arbeit|schneller|.","Adjektivdeklination (Dativ)","With a new printer the work goes faster."
"Wir brauchen einen großen Fernseher für das Wohnzimmer.","Wir|brauchen|einen|großen|Fernseher|für|das|Wohnzimmer|.","Adjektivdeklination (Akkusativ)","We need a big TV for the living room."
"Zuerst trinken wir Kaffee, dann packen wir die Geschenke aus.","Zuerst|trinken|wir|Kaffee|,|dann|packen|wir|die|Geschenke|aus|.","Konnektor dann","First we drink coffee, then we unpack the gifts."
"Hast du die richtige App für das Ticket heruntergeladen?","Hast|du|die|richtige|App|für|das|Ticket|heruntergeladen|?","Tech vocabulary","Did you download the right app for the ticket?"
"Nein, ich habe eine falsche App installiert!","Nein|,|ich|habe|eine|falsche|App|installiert|!","Tech vocabulary","No, I installed a wrong app!"
"Dieser Laptop ist sehr praktisch für die Uni.","Dieser|Laptop|ist|sehr|praktisch|für|die|Uni|.","Tech vocabulary","This laptop is very practical for the university."
"Ich kaufe meiner Mutter eine goldene Kette.","Ich|kaufe|meiner|Mutter|eine|goldene|Kette|.","Dativ + Akkusativ","I am buying my mother a golden necklace."
"Er schreibt seinem Freund eine lange Nachricht.","Er|schreibt|seinem|Freund|eine|lange|Nachricht|.","Dativ + Akkusativ","He writes his friend a long message."
"Bietest du den Gästen auch etwas zu essen an?","Bietest|du|den|Gästen|auch|etwas|zu|essen|an|?","Dativ + Akkusativ","Are you offering the guests something to eat too?"
"Wir trinken Cola und danach spielen wir ein Spiel.","Wir|trinken|Cola|und|danach|spielen|wir|ein|Spiel|.","danach","We drink cola and after that we play a game."
"Was für ein Fest feiert ihr im Frühling?","Was|für|ein|Fest|feiert|ihr|im|Frühling|?","Festivals","What kind of festival do you celebrate in spring?"
"Ich wünsche dir ein frohes neues Jahr!","Ich|wünsche|dir|ein|frohes|neues|Jahr|!","Holidays","I wish you a happy new year!"
"Alles Gute zur Hochzeit!","Alles|Gute|zur|Hochzeit|!","Holidays/Events","All the best for the wedding!"
"Wer schenkt wem was? Das ist eine gute Frage.","Wer|schenkt|wem|was|?|Das|ist|eine|gute|Frage|.","Fragewörter","Who gives what to whom? That is a good question."
"Die Technik von heute ist sehr nützlich.","Die|Technik|von|heute|ist|sehr|nützlich|.","Tech vocabulary","The technology of today is very useful."
"Sie hat mir ihren neuen E-Book-Reader gezeigt.","Sie|hat|mir|ihren|neuen|E-Book-Reader|gezeigt|.","Dativ + Akkusativ","She showed me her new e-book reader."
"Ich lese lieber ein echtes Buch als ein E-Book.","Ich|lese|lieber|ein|echtes|Buch|als|ein|E-Book|.","Comparison","I prefer reading a real book to an e-book."
"Der Gastgeber öffnet die Tür und begrüßt uns herzlich.","Der|Gastgeber|öffnet|die|Tür|und|begrüßt|uns|herzlich|.","Hosting","The host opens the door and greets us warmly."
"Wir haben am Wochenende ein großes Fest gefeiert.","Wir|haben|am|Wochenende|ein|großes|Fest|gefeiert|.","Holidays","We celebrated a big festival on the weekend."
"Mein Tablet funktioniert nicht, deshalb muss ich den Laptop nehmen.","Mein|Tablet|funktioniert|nicht|,|deshalb|muss|ich|den|Laptop|nehmen|.","Tech + deshalb","My tablet is not working, therefore I have to take the laptop."
"Zuerst surfe ich im Internet, dann schalte ich den Computer aus.","Zuerst|surfe|ich|im|Internet|,|dann|schalte|ich|den|Computer|aus|.","dann","First I surf the internet, then I turn off the computer."
"Hast du meinem Bruder den Snack gegeben?","Hast|du|meinem|Bruder|den|Snack|gegeben|?","Dativ + Akkusativ","Did you give my brother the snack?"
