sentence,words,tip,translation_en
"Das Hähnchen ist sehr knusprig und lecker.","Das|Hähnchen|ist|sehr|knusprig|und|lecker|.","Describing food","The chicken is very crispy and delicious."
"Die Verpackung kommt in den Restmüll.","Die|Verpackung|kommt|in|den|Restmüll|.","Trash sorting","The packaging goes into the residual waste."
"Ist das eure Einkaufsliste?","Ist|das|eure|Einkaufsliste|?","Possessivartikel eure (Nom F)","Is that your shopping list?"
"Habt ihr eure Einkaufsliste geschrieben?","Habt|ihr|eure|Einkaufsliste|geschrieben|?","Possessivartikel eure (Akk F)","Did you write your shopping list?"
"Sind das eure Lebensmittel?","Sind|das|eure|Lebensmittel|?","Possessivartikel eure (Nom Pl)","Are those your groceries?"
"Habt ihr euer Geld vergessen?","Habt|ihr|euer|Geld|vergessen|?","Possessivartikel euer (Akk N)","Did you forget your money?"
"Ich stelle die Milch in den Kühlschrank.","Ich|stelle|die|Milch|in|den|Kühlschrank|.","stellen + Akkusativ","I put the milk in the fridge."
"Die Milch steht schon im Kühlschrank.","Die|Milch|steht|schon|im|Kühlschrank|.","stehen + Dativ","The milk is already in the fridge."
"Er legt die Rechnung auf den Tisch.","Er|legt|die|Rechnung|auf|den|Tisch|.","legen + Akkusativ","He lays the bill on the table."
"Die Rechnung liegt auf dem Tisch.","Die|Rechnung|liegt|auf|dem|Tisch|.","liegen + Dativ","The bill lies on the table."
"Bitte wirf das Papier nicht in den Restmüll.","Bitte|wirf|das|Papier|nicht|in|den|Restmüll|.","Trash sorting","Please don't throw the paper in the residual waste."
"Wir brauchen noch ein Gramm Salz.","Wir|brauchen|noch|ein|Gramm|Salz|.","Quantities","We still need a gram of salt."
"Ich kaufe Obst und Gemüse auf dem Markt.","Ich|kaufe|Obst|und|Gemüse|auf|dem|Markt|.","Shopping","I buy fruit and vegetables at the market."
"Das Essen ist mir zu scharf.","Das|Essen|ist|mir|zu|scharf|.","Describing taste","The food is too spicy for me."
"Möchtest du ein Stück Kuchen?","Möchtest|du|ein|Stück|Kuchen|?","Offering food","Would you like a piece of cake?"
"Zwei Flaschen Orangensaft, bitte.","Zwei|Flaschen|Orangensaft|,|bitte|.","Ordering quantities","Two bottles of orange juice, please."
"Das Trinkgeld ist schon auf dem Tisch.","Das|Trinkgeld|ist|schon|auf|dem|Tisch|.","Tipping","The tip is already on the table."
"Wie feiert ihr euren Kindergeburtstag?","Wie|feiert|ihr|euren|Kindergeburtstag|?","Possessivartikel euren (Akk M)","How are you celebrating your children's birthday?"
