test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir null morgen lernen.","wollen","wollen","want to","We want to study tomorrow.","Modal verb: infinitive at end"
"Du null hier bleiben.","darfst","dürfen","may / allowed to","You may stay here.","dürfen is irregular: du darfst"
"Er null nicht rauchen.","soll","sollen","should","He should not smoke.","Modal verb + infinitive at end; nicht negates"
"Ich null ein Ticket kaufen.","möchte","möchten","would like to","I would like to buy a ticket.","Polite want: möchte + infinitive at end"
"null bitte langsamer.","Sprich","sprechen","to speak","Please speak more slowly.","Imperative (du): verb form at sentence start"
"null Sie bitte herein.","Kommen","kommen","to come","Please come in.","Imperative (Sie): verb + Sie"
"Wir null uns heute um acht.","treffen","treffen","to meet","We meet at eight today.","Reflexive: wir treffen uns"
"Er null Musik.","hört","hören","to listen","He listens to music.","Present tense: er hört"
"Ich null morgen frei.","habe","haben","to have","I have tomorrow off.","haben: ich habe"
"Du null morgen frei.","bist","sein","to be","You are free tomorrow.","sein is irregular: du bist"
"Sie null in der Schule.","ist","sein","to be","She is at school.","sein is irregular: sie ist"
"Ich null einen Kaffee.","bestelle","bestellen","to order","I order a coffee.","Accusative object: einen Kaffee"
"Wir null die Rechnung.","bezahlen","bezahlen","to pay","We pay the bill.","Present tense: wir = -en ending"
"Du null das Fenster.","öffnest","öffnen","to open","You open the window.","Present tense: du = -st ending"
"Er null die Tür.","schließt","schließen","to close","He closes the door.","Irregular spelling: schließt"
"Ich null heute nicht.","arbeite","arbeiten","to work","I am not working today.","Negation: nicht with verbs"
"Wir null um neun Uhr.","beginnen","beginnen","to begin","We begin at nine o’clock.","Present tense: wir = -en ending"
"Du null zu Hause.","bleibst","bleiben","to stay","You stay at home.","Present tense: du = -st ending"
"Er null morgen früh auf.","steht","aufstehen","to get up","He gets up early tomorrow.","Separable verb: auf goes to the end"
"Wir null heute Abend aus.","gehen","ausgehen","to go out","We go out tonight.","Separable verb: aus goes to the end"
"Ich null meine Freunde.","besuche","besuchen","to visit","I visit my friends.","Present tense: ich = -e ending"
"Du null gern Tee.","trinkst","trinken","to drink","You like drinking tea.","gern = “like to”; du trinkst"
"Er null ein Foto.","macht","machen","to do/make","He takes a photo.","machen: er macht"
"Wir null im Park spazieren.","gehen","spazieren gehen","to take a walk","We go for a walk in the park.","Fixed expression: spazieren gehen"
"Ich null jeden Morgen frühstücken.","kann","können","can / to be able to","I can have breakfast every morning.","Modal verb: infinitive at end"
"Wir null heute zu Hause bleiben.","müssen","müssen","must / to have to","We have to stay at home today.","Modal + infinitive at end"
"Du null heute länger schlafen.","darfst","dürfen","may / allowed to","You may sleep longer today.","dürfen: du darfst"
"Er null morgen nicht arbeiten.","muss","müssen","must / to have to","He has to not work tomorrow.","nicht before infinitive phrase at end"
"Ich null jetzt anfangen.","will","wollen","want to","I want to start now.","wollen: ich will"
"null ihr bitte leise sein.","Seid","sein","to be","Please be quiet (you plural).","Imperative ihr: seid"
"null du bitte die Seite.","Lies","lesen","to read","Please read the page.","Imperative du: verb stem"
"null Sie bitte hier.","Warten","warten","to wait","Please wait here.","Imperative Sie: verb + Sie"
"Wir null uns morgen.","sehen","sehen","to see","We see each other tomorrow.","Reflexive meaning: wir sehen uns"
"Ich null mich jetzt.","beeile","sich beeilen","to hurry","I am hurrying now.","Reflexive: ich beeile mich"
"Du null dich.","freust","sich freuen","to be happy","You are happy.","Reflexive: du freust dich"
"Er null sich für Sport.","interessiert","sich interessieren","to be interested","He is interested in sports.","Reflexive + für + Akk"
"Ich null Hunger.","habe","haben","to have","I am hungry.","haben: ich habe"
"Du null Durst.","hast","haben","to have","You are thirsty.","haben: du hast"
"Wir null Glück.","haben","haben","to have","We are lucky.","Fixed phrase: Glück haben"
"Er null Angst.","hat","haben","to have","He is afraid.","Fixed phrase: Angst haben"
"Ich null heute Geburtstag.","habe","haben","to have","It’s my birthday today.","haben: ich habe"
"Wir null eine Pause.","machen","machen","to do/make","We take a break.","Phrase: eine Pause machen"
"Du null mir bitte.","hilfst","helfen","to help","You help me, please.","helfen takes dative: mir"
"Er null mir seine Nummer.","gibt","geben","to give","He gives me his number.","geben takes dative+accusative"
"Ich null dir eine Nachricht.","schreibe","schreiben","to write","I write you a message.","Dative: dir"
"Wir null heute ein Spiel.","spielen","spielen","to play","We play a game today.","Present tense: wir = -en"
"Ihr null morgen nach Hause.","fahrt","fahren","to go/drive","You (plural) go home tomorrow.","ihr = -t ending"
"Sie null heute sehr spät.","kommen","kommen","to come","They come very late today.","sie (they) = -en"
"Ich null im Supermarkt.","bin","sein","to be","I am at the supermarket.","sein: ich bin"
"Du null im Büro.","bist","sein","to be","You are in the office.","sein: du bist"
"Er null im Garten.","ist","sein","to be","He is in the garden.","sein: er ist"
"Wir null im Restaurant.","sind","sein","to be","We are in the restaurant.","sein: wir sind"
"Ihr null draußen.","seid","sein","to be","You (plural) are outside.","sein: ihr seid"
"Sie null pünktlich.","sind","sein","to be","They are on time.","sein: sie sind"
"Ich null die E-Mail.","schicke","schicken","to send","I send the email.","Present: ich = -e"
"Du null das Paket.","schickst","schicken","to send","You send the package.","Present: du = -st"
"Er null den Brief.","schickt","schicken","to send","He sends the letter.","Present: er = -t"
"Wir null zusammen.","arbeiten","arbeiten","to work","We work together.","Present: wir = -en"
"Ich null heute einkaufen.","gehe","gehen","to go","I go shopping today.","gehen + einkaufen (infinitive sense)"
"Wir null heute einkaufen.","gehen","gehen","to go","We go shopping today.","gehen + einkaufen"
"Du null das nicht.","weißt","wissen","to know","You don’t know that.","wissen: du weißt (irregular)"
"Ich null das.","weiß","wissen","to know","I know that.","wissen: ich weiß"
"Er null es nicht.","weiß","wissen","to know","He doesn’t know it.","nicht after object/pronoun"
"Wir null es schon.","wissen","wissen","to know","We already know it.","wissen: wir wissen"
"Ich null einen Termin.","brauche","brauchen","to need","I need an appointment.","brauchen + accusative"
"Du null Hilfe.","brauchst","brauchen","to need","You need help.","du brauchst"
"Er null ein neues Handy.","braucht","brauchen","to need","He needs a new phone.","er braucht"
"Wir null Wasser.","brauchen","brauchen","to need","We need water.","wir brauchen"
"Ich null immer Musik.","höre","hören","to listen","I always listen to music.","hören: ich höre"
"Du null gern Podcasts.","hörst","hören","to listen","You like listening to podcasts.","du hörst"
"Er null jetzt die Nachrichten.","hört","hören","to listen","He listens to the news now.","er hört"
"Wir null oft Radio.","hören","hören","to listen","We often listen to the radio.","wir hören"
"Ich null heute spät ins Bett.","gehe","gehen","to go","I go to bed late today.","Phrase: ins Bett gehen"
"Du null morgen früher ins Bett.","gehst","gehen","to go","You go to bed earlier tomorrow.","du gehst"
"Er null heute nicht ins Kino.","geht","gehen","to go","He is not going to the cinema today.","nicht negates the verb phrase"
"null ist das?","Was","Fragewort","what?","What is that?","W-question word: Was"
"null heißt du?","Wie","Fragewort","how? / what's your name?","What's your name?","W-question word: Wie"
"Woher null du?","kommst","kommen","to come (from)","Where are you from?","Word order: question word + verb + subject"
"Ich komme null Italien.","aus","Präposition","from","I come from Italy.","Origin: aus + dative (often no article with countries)"
"Ich fahre null München.","nach","Präposition","to (city/country)","I'm going to Munich.","Destination: nach + city/country (no article)"
"Wir gehen null Schule.","zur","Präposition","to the","We go to school.","Contraction: zu + der = zur"
"Er ist null Büro.","im","Präposition","in the","He is in the office.","Contraction: in + dem = im (location = dative)"
"Das Buch liegt null dem Tisch.","auf","Präposition","on","The book is on the table.","Two-way preposition: location = dative"
"Ich lege das Buch null den Tisch.","auf","Präposition","onto","I put the book on the table.","Two-way preposition: movement = accusative"
"Ich sehe null Mann.","den","Artikel","the (accusative)","I see the man.","Accusative masculine: der → den"
"Ich kaufe null Apfel.","einen","Artikel","a (accusative)","I buy an apple.","Accusative masculine: ein → einen"
"Ich helfe null Frau.","der","Artikel","to the (dative)","I help the woman.","Dative feminine: die → der"
"Er gibt null Kind das Buch.","dem","Artikel","to the (dative)","He gives the child the book.","Dative neuter: das → dem"
"Kannst du null helfen?","mir","Pronomen","to me","Can you help me?","helfen takes dative: mir"
"Ich rufe null an.","dich","Pronomen","you (accusative)","I call you.","Accusative pronoun: dich"
"Ich rufe dich null.","an","anrufen","to call","I call you.","Separable verb: prefix goes to the end"
"Wir treffen null um acht.","uns","Pronomen","ourselves","We meet at eight.","Reflexive: wir treffen uns"
"Ich habe null Bruder.","keinen","Negation","no / none","I have no brother.","kein in accusative masculine: keinen"
"Das ist null Schlüssel.","mein","Possessiv","my","That is my key.","Possessive: mein + noun"
"Ist das null Tasche?","deine","Possessiv","your","Is that your bag?","Possessive: deine (feminine)"
"Er sucht null Brille.","seine","Possessiv","his","He is looking for his glasses.","Possessive: seine (plural or feminine)"
"Wir trinken null Kaffee.","keinen","Negation","no / none","We drink no coffee.","kein in accusative masculine: keinen"
"Ich trinke null Milch.","keine","Negation","no / none","I drink no milk.","kein in accusative feminine: keine"
"Ich wohne null meiner Familie.","bei","Präposition","at/with","I live with my family.","bei + dative (location/with)"
"Ich gehe null dem Hund.","mit","Präposition","with","I go with the dog.","mit + dative"
"Ich habe Angst null Spinnen.","vor","Präposition","afraid of","I'm afraid of spiders.","vor + dative after Angst haben"
"Wir warten null den Bus.","auf","Präposition","for","We are waiting for the bus.","warten auf + accusative"
"Ich interessiere mich null Musik.","für","Präposition","for","I'm interested in music.","sich interessieren für + accusative"
"Ich gehe null Kino.","ins","Präposition","into the","I'm going to the cinema.","Contraction: in + das = ins (movement)"
"Er kommt null zehn Minuten.","in","Präposition","in (time)","He will come in ten minutes.","Temporal in + dative"
"Wir treffen uns null Freitag.","am","Präposition","on (day)","We meet on Friday.","am + weekday (an dem)"
"Der Kurs beginnt null 9 Uhr.","um","Präposition","at (time)","The course starts at 9 o'clock.","um + clock time"
"Ich habe Urlaub null Juli.","im","Präposition","in (month)","I have vacation in July.","im + month (in dem)"
"Ich arbeite null Montag bis Freitag.","von","Präposition","from","I work from Monday to Friday.","von ... bis ..."
"Ich bleibe zu Hause, null ich bin krank.","denn","Konjunktion","because","I stay at home because I am sick.","denn keeps verb in position 2"
"Ich möchte Tee, null keinen Kaffee.","aber","Konjunktion","but","I want tea, but not coffee.","aber joins two main clauses"
"Willst du Wasser null Saft?","oder","Konjunktion","or","Do you want water or juice?","oder = choice"
"Ich lerne Deutsch, null ich bin Anfänger.","weil","Konjunktion","because","I learn German because I am a beginner.","weil sends verb to the end"
"null bitte die Tür!","Öffne","Imperativ","open","Open the door, please!","Imperative (du): verb stem"
"null bitte die Musik aus!","Mach","Imperativ","turn off","Turn off the music, please!","Imperative + separable prefix at end"
"null Sie bitte langsam!","Sprechen","Imperativ","speak","Please speak slowly!","Imperative (Sie): verb + Sie"
"Gehen Sie null links.","nach","Präposition","to","Go to the left.","Direction: nach links / nach rechts"
"Ich komme heute null.","nicht","Negation","not","I'm not coming today.","nicht negates the verb phrase"
"Ich habe null Zeit.","keine","Negation","no / none","I have no time.","kein + noun: Zeit (feminine)"
"null es hier einen Supermarkt?","Gibt","es gibt","there is/are","Is there a supermarket here?","Question: verb first (Gibt es ...?)"
"null ist dein Termin?","Wann","Fragewort","when","When is your appointment?","W-question word: Wann"
"Wohin null du?","gehst","gehen","to go","Where are you going?","Wohin + verb + subject"
"Ich gehe null die Stadt.","in","Präposition","into","I go into the city.","Movement: in + accusative"
"Ich bin null der Stadt.","in","Präposition","in","I am in the city.","Location: in + dative"
"Das Geschenk ist null dich.","für","Präposition","for","The gift is for you.","für + accusative"
"Ich null Deutsch.","lerne","lernen","to learn","I am learning German.","Present tense: ich = -e ending"
"Du null in Hamburg.","wohnst","wohnen","to live","You live in Hamburg.","Present tense: du = -st ending"
"Er null Kaffee.","trinkt","trinken","to drink","He drinks coffee.","Present tense: er/sie/es = -t ending"
"Sie null heute.","arbeitet","arbeiten","to work","She is working today.","Present tense: er/sie/es = -t ending"
"Wir null Pizza.","essen","essen","to eat","We are eating pizza.","Present tense: wir = -en ending"
"Ihr null Fußball.","spielt","spielen","to play","You (plural) play football.","Present tense: ihr = -t ending"
"Sie null morgen.","kommen","kommen","to come","They are coming tomorrow.","Present tense: sie (they) = -en ending"
"Wir null nach Wien.","fahren","fahren","to travel/drive","We are travelling to Vienna.","Present tense: 'wir' (we) takes the infinitive stem."
"Mein Bruder null Musik.","hört","hören","to hear/listen","My brother listens to music.","Present tense: 'er' (he) = stem + -t."
"Der Hund null schnell.","läuft","laufen","to run","The dog runs fast.","Irregular verb: 'laufen' -> 'er läuft' (vowel change)."
"Ich null den Film.","mag","mögen","to like","I like the movie.","Irregular verb: 'mögen' -> 'ich mag'."
"Das Kind null im Garten.","spielt","spielen","to play","The child plays in the garden.","Present tense: 'es' (it) = stem + -t."
"Ihr null heute frei.","habt","haben","to have","You (plural) have today off.","Irregular verb: 'haben' -> 'ihr habt'."
"Sie (formal) null ein Auto.","haben","haben","to have","You (formal) have a car.","Present tense: formal 'Sie' (you) = infinitive."
"Ich verstehe null.","nicht","","not","I do not understand.","'Nicht' negates verbs, adjectives, or entire sentences."
"Das ist null mein Buch.","nicht","","not","That is not my book.","'Nicht' negates nouns with a possessive article ('mein')."
"Er hat null Zeit.","keine","","no","He has no time.","'Kein' negates a noun with no article; 'Zeit' is feminine."
"Hier ist null Supermarkt.","kein","","no","There is no supermarket here.","'Kein' negates a masculine noun ('Supermarkt') with no article."
"Wir trinken null Kaffee.","keinen","","no","We drink no coffee.","'Kein' must be declined; 'Kaffee' (masc.) in Akkusativ = 'keinen'."
"Das ist null Problem.","kein","","no","That is no problem.","'Kein' negates a neuter noun ('Problem') in Nominativ."
"Ich sehe null Mann.","den","","the","I see the man.","Akkusativ case: definite article for masculine = 'den'."
"Wir kaufen null Buch.","ein","","a","We are buying a book.","Akkusativ case: indefinite article for neuter = 'ein'."
"Du liest null Zeitung.","die","","the","You are reading the newspaper.","Akkusativ case: definite article for feminine = 'die'."
"Er braucht null Stift.","einen","","a","He needs a pen.","Akkusativ case: indefinite article for masculine = 'einen'."
"Hast du null Schlüssel?","den","","the","Do you have the key?","Akkusativ case: definite article for masculine = 'den'."
"Ich habe null Hund.","einen","","a","I have a dog.","Akkusativ case: indefinite article for masculine = 'einen'."
"Sie trägt null Jacke.","die","","the","She is wearing the jacket.","Akkusativ case: definite article for feminine = 'die'."
"Kannst du null helfen?","mir","","me","Can you help me?","Personal pronoun in Dativ: 'ich' -> 'mir' (to/for me)."
"Ich sehe null heute.","dich","","you","I see you today.","Personal pronoun in Akkusativ: 'du' -> 'dich'."
"Der Lehrer fragt null.","uns","","us","The teacher asks us.","Personal pronoun in Akkusativ: 'wir' -> 'uns'."
"Ich gebe null das Buch.","dir","","you","I give you the book.","Personal pronoun in Dativ: 'du' -> 'dir' (to/for you)."
"Er besucht null morgen.","sie","","her/them","He is visiting her/them tomorrow.","'sie' can mean 'her' (Akkusativ) or 'them'."
"Wir danken null.","Ihnen","","you (formal)","We thank you (formal).","Formal 'you' in Dativ is always capitalized: 'Ihnen'."
"Hörst du null?","mich","","me","Do you hear me?","Personal pronoun in Akkusativ: 'ich' -> 'mich'."
"null kommst du? - Aus Berlin.","Woher","","from where","Where are you from? From Berlin.","'Woher' asks for origin; answer with 'aus' + city/country."
"null ist dein Name?","Wie","","how/what","What is your name?","'Wie' asks for a state or manner, often used for names."
"null Uhr ist es?","Wie viel","","how much/how many","What time is it?","'Wie viel Uhr?' is the fixed phrase for asking the time."
"null ist das? - Das ist ein Buch.","Was","","what","What is that? That is a book.","'Was' asks for things, objects, or activities."
"null arbeitest du? - Im Büro.","Wo","","where","Where do you work? In the office.","'Wo' asks for a location; answer often with 'in' + place."
"null ist das Restaurant?","Wo","","where","Where is the restaurant?","'Wo' asks for a static location."
"null bist du? - Ich bin 30 Jahre alt.","Wie alt","","how old","How old are you? I am 30 years old.","'Wie alt' is the fixed phrase for asking about age."
"Ich null Deutsch sprechen.","kann","können","can, to be able to","I can speak German.","Modal verb: conjugated ('ich kann') + infinitive at the end."
"Du null mir helfen.","musst","müssen","must, to have to","You have to help me.","Modal verb: 'du musst' + infinitive ('helfen') at the end."
"Wir null nach Hause gehen.","wollen","wollen","to want to","We want to go home.","Modal verb: 'wir' takes infinitive form 'wollen'."
"Sie null ein Buch lesen.","möchte","möchten","would like to","She would like to read a book.","'Möchten' is the polite form of 'wollen'."
"Ihr null fleißig sein.","sollt","sollen","should, to be supposed to","You (plural) should be diligent.","Modal verb: 'ihr sollt' + infinitive ('sein') at the end."
"Man null Wasser trinken.","soll","sollen","should, one should","One should drink water.","Modal verb with generic subject 'man' (one/you)."
"Er null nicht rauchen.","darf","dürfen","may, to be allowed to","He is not allowed to smoke.","Modal verb for permission; 'nicht' comes before infinitive."
"Das ist null Buch. (my, neuter)","mein","","my","That is my book.","Possessive article for 'ich' + neuter noun: 'mein'."
"Wo ist null Auto? (your, informal, neuter)","dein","","your","Where is your car?","Possessive article for 'du' + neuter noun: 'dein'."
"null Bruder heißt Tom. (My, masc.)","Mein","","My","My brother's name is Tom.","Possessive articles are capitalized at the start of a sentence."
"Ist das null Fahrrad? (her, neuter)","ihr","","her","Is that her bicycle?","Possessive article for 'sie' (she) + neuter noun: 'ihr'."
"null Eltern sind nett. (Our)","Unsere","","Our","Our parents are nice.","Possessive for 'wir': 'unser'. 'Eltern' is plural, so 'unsere'."
"Ich liebe null Hund. (my, masc.)","meinen","","my","I love my dog.","Akkusativ case: 'mein' (masc.) -> 'meinen'."
"Kennst du null Freund? (his)","seinen","","his","Do you know his friend?","Akkusativ case: 'sein' (masc.) -> 'seinen'."
"Ich null um 7 Uhr auf.","stehe","aufstehen","to get up","I get up at 7 o'clock.","Separable verb: prefix 'auf-' goes to the end in main clause."
"Wir null heute an.","kommen","ankommen","to arrive","We arrive today.","Separable verb: 'ankommen'. Prefix 'an-' goes to the end."
"Der Bus null pünktlich ab.","fährt","abfahren","to depart","The bus departs on time.","Separable verb: 'abfahren'. Conjugated part is 'fährt'."
"null du mir zu?","Hörst","zuhören","to listen (to)","Are you listening to me?","Question: separable prefix 'zu-' stays attached to infinitive."
"Sie null das Licht ein.","schaltet","einschalten","to turn on","She turns on the light.","Separable verb: 'einschalten'. Prefix 'ein-' goes to the end."
"Ich null mit meinem Handy ein.","logge","einloggen","to log in","I log in with my phone.","Separable verb: 'einloggen'. Prefix 'ein-' goes to the end."
"Sie stellt die Blumen null den Tisch.","auf","","on (to)","She puts the flowers on(to) the table.","'auf' + Akkusativ indicates movement (putting onto)."
"Wir gehen null den Park.","in","","into","We are going into the park.","'in' + Akkusativ indicates movement into a place."
"Ich hänge das Bild null die Wand.","an","","on (to)","I hang the picture on(to) the wall.","'an' + Akkusativ indicates movement towards a vertical surface."
"Das ist null Buch.", "mein", "", "my", "That is my book.", "Possessive 'mein' for neuter nouns (das Buch)."
"Ist das null Fahrrad?", "dein", "", "your (informal)", "Is that your bicycle?", "Possessive 'dein' for neuter nouns (das Fahrrad)."
"null Eltern sind in Berlin.", "Meine", "", "My", "My parents are in Berlin.", "Possessive 'mein' is capitalized at sentence start; 'Eltern' is plural, so 'Meine'."
"Das ist null Auto.", "sein", "", "his", "That is his car.", "Possessive 'sein' for neuter nouns (das Auto)."
"null Mutter ist Lehrerin.", "Ihre", "", "Her", "Her mother is a teacher.", "Possessive 'ihr' for feminine nouns (die Mutter); capitalized as 'Ihre'."
"Wir lieben null Stadt.", "unsere", "", "our", "We love our city.", "Possessive 'unser' for feminine nouns (die Stadt)."
"Kennst du null Bruder?", "ihren", "", "her", "Do you know her brother?", "Accusative case: 'ihr' (masculine) -> 'ihren'."
"Das sind null Schlüssel.", "meine", "", "my", "Those are my keys.", "Plural nouns take the possessive form 'meine'."
"Ich gebe null das Buch.", "dir", "", "(to) you", "I give you the book.", "Dative pronoun for 'du' (you) is 'dir'."
"Kannst du null helfen?", "mir", "", "(to) me", "Can you help me?", "Dative pronoun for 'ich' (I) is 'mir'."
"Er gibt null den Ball.", "uns", "", "(to) us", "He gives us the ball.", "Dative pronoun for 'wir' (we) is 'uns'."
"Sie zeigt null das Foto.", "euch", "", "(to) you all", "She shows you (plural) the photo.", "Dative pronoun for 'ihr' (you plural) is 'euch'."
"Hörst du null?", "mich", "", "me", "Do you hear me?", "Accusative pronoun for 'ich' (I) is 'mich'."
"Ich sehe null dort.", "dich", "", "you", "I see you there.", "Accusative pronoun for 'du' (you) is 'dich'."
"Wir besuchen null heute.", "sie", "", "her/them", "We are visiting her/them today.", "'sie' can be 'her' (accusative) or 'them'."
"Wo null der Bahnhof?", "ist", "sein", "is", "Where is the train station?", "Question word 'Wo' (where) + verb 'sein' (to be)."
"null Uhr ist es?", "Wie viel", "", "What (time)", "What time is it?", "'Wie viel Uhr?' is the fixed phrase for asking the time."
"null kommst du?", "Woher", "", "From where", "Where are you from?", "'Woher' asks for origin; answer with 'aus' + place."
"null heißen Sie?", "Wie", "", "How", "What is your name? (formal)", "'Wie' is used to ask for a name."
"null schläft das Baby?", "Wo", "", "Where", "Where does the baby sleep?", "'Wo' asks for a static location."
"null kostet das Brot?", "Was", "", "What", "What does the bread cost?", "'Was' asks for things or prices."
"null Kinder hast du?", "Wie viele", "", "How many", "How many children do you have?", "'Wie viele' asks for a countable number."
"Ich null nach Hause gehen.", "muss", "müssen", "must/have to", "I have to go home.", "Modal verb 'müssen' is conjugated; main verb 'gehen' goes to the end."
"null du mir bitte helfen?", "Kannst", "können", "Can", "Can you please help me?", "Modal verb question: conjugated 'können' comes first."
"Wir null heute Abend ins Kino.", "wollen", "wollen", "want to", "We want to go to the cinema tonight.", "Modal verb 'wollen' for 'wir' is the infinitive form."
"Er null gut Klavier spielen.", "kann", "können", "can", "He can play the piano well.", "Modal verb 'können' (he) + main verb 'spielen' at the end."
"Sie null einen Kaffee trinken.", "möchte", "möchten", "would like to", "She would like to drink a coffee.", "'Möchten' is the polite form of 'wollen'."
"null ihr pünktlich sein?", "Sollt", "sollen", "Should", "Should you (plural) be on time?", "Modal verb 'sollen' for advice/obligation."
"Der Unterricht null um 9 Uhr beginnen.", "soll", "sollen", "is supposed to", "The class is supposed to start at 9 o'clock.", "Impersonal use of 'sollen' for schedules."
"Ich null um 7 Uhr auf.", "stehe", "aufstehen", "get up", "I get up at 7 o'clock.", "Separable verb: prefix 'auf-' goes to the end in main clause."
"Wann null der Zug an?", "kommt", "ankommen", "arrives", "When does the train arrive?", "Separable verb 'ankommen' in a question; 'an' stays with verb."
"Sie null das Radio aus.", "schaltet", "ausschalten", "turns off", "She turns off the radio.", "Separable verb: prefix 'aus-' goes to the end."
"null du bitte mit?", "Machst", "mitmachen", "participate", "Are you participating, please?", "Question with separable verb 'mitmachen'."
"Ich null mich in meinem Konto ein.", "logge", "einloggen", "log in", "I log into my account.", "Separable verb 'einloggen' (for technology)."
"Wir null heute Gäste.", "haben", "haben", "have", "We have guests today.", "Present tense of irregular verb 'haben' (to have)."
"null du Hunger?", "Hast", "haben", "Have", "Are you hungry? (lit. Do you have hunger?)", "Question form of 'haben' (du hast -> Hast du...?)."
"Sie null aus Köln.", "ist", "sein", "is", "She is from Cologne.", "Present tense of irregular verb 'sein' (to be)."
"null ihr jetzt im Büro?", "Seid", "sein", "Are", "Are you (plural) in the office now?", "Question form of 'sein' (ihr seid -> Seid ihr...?)."
"Ich null Student.", "werde", "werden", "become", "I am becoming a student.", "Present tense of irregular verb 'werden' (to become)."
"Was null du morgen?", "wirst", "werden", "will/become", "What will you do tomorrow?", "'Werden' used for future intention."
"Die Bücher sind null dem Tisch.", "auf", "", "on", "The books are on the table.", "Preposition 'auf' + Dative case for location (no movement)."
"Ich lege das Buch null den Tisch.", "auf", "", "onto", "I put the book onto the table.", "Preposition 'auf' + Accusative case for movement (onto)."
"Die Kinder spielen null dem Garten.", "im", "", "in the", "The children are playing in the garden.", "Contraction 'im' (in + dem) for Dative location."
"Sie geht null die Schule.", "in", "", "into", "She goes into the school.", "Preposition 'in' + Accusative case for movement into."
"Das Bild hängt null der Wand.", "an", "", "on", "The picture is hanging on the wall.", "Preposition 'an' + Dative case for location on a vertical surface."
"Er schreibt null die Tafel.", "an", "", "on (to)", "He writes on the blackboard.", "Preposition 'an' + Accusative case for movement towards."
"Ich fahre null meinen Freund.", "zu", "", "to", "I'm driving to my friend's (place).", "Preposition 'zu' is always followed by the Dative case."
"Das Geschenk ist null meiner Schwester.", "für", "", "for", "The gift is for my sister.", "Preposition 'für' is always followed by the Accusative case."
"Wir sind null dem Park spazieren.", "im", "", "in the", "We are walking in the park.", "Dative case after 'in' for location (im = in dem)."
"Der Bus fährt null den Bahnhof.", "zum", "", "to the", "The bus is going to the station.", "Accusative case after 'zu' for direction (zum = zu dem)."
"Ich komme null Deutschland.", "aus", "", "from", "I come from Germany.", "Preposition 'aus' is always followed by the Dative case."
"Mein Bruder hat zwei null.", "Kinder", "", "children", "My brother has two children.", "Plural form: most nouns add '-er' (das Kind -> die Kinder)."
"Die null sind im Wohnzimmer.", "Frauen", "", "women", "The women are in the living room.", "Plural form: feminine nouns ending in '-in' add '-nen' (die Frau -> die Frauen)."
"Er trägt blaue null.", "Hosen", "", "trousers/pants", "He is wearing blue trousers.", "Plural form: some nouns have an umlaut and no ending (die Hose -> die Hosen)."
