pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Landkarte,die,f,die Landkarte.,Landkarten,map (geographic),"Eine Landkarte von Deutschland.","A map of Germany.","Wir schauen auf die Landkarte.","We look at the map."
noun,Mensch,der,m,der Mensch (weak noun).,Menschen,human / person,"Viele Menschen sind auf dem Platz.","Many people are on the square.","Ein netter Mensch.","A nice person."
noun,Geschichte,die,f,die Geschichte — ends in -e.,Geschichten,history / story,"Die Geschichte der Stadt ist interessant.","The history of the city is interesting.","Erzähl mir eine Geschichte.","Tell me a story."
noun,Kultur,die,f,die Kultur.,Kulturen,culture,"Ich interessiere mich für Kultur.","I am interested in culture.","Die deutsche Kultur.","German culture."
noun,Kamera,die,f,die Kamera.,Kameras,camera,"Ich habe eine neue Kamera.","I have a new camera.","Die Kamera macht tolle Fotos.","The camera takes great photos."
noun,Foto,das,n,das Foto.,Fotos,photo / picture,"Darf ich ein Foto machen?","May I take a photo?","Das ist ein schönes Foto.","That is a beautiful photo."
noun,Postkarte,die,f,die Postkarte.,Postkarten,postcard,"Ich schreibe eine Postkarte.","I am writing a postcard.","Eine Postkarte aus Köln.","A postcard from Cologne."
noun,Ausflug,der,m,der Ausflug.,Ausflüge,excursion / trip,"Wir machen einen Ausflug ans Meer.","We are taking an excursion to the sea.","Der Ausflug war schön.","The excursion was nice."
noun,Hauptstadt,die,f,die Hauptstadt.,Hauptstädte,capital city,"Berlin ist die Hauptstadt von Deutschland.","Berlin is the capital of Germany.","Welche Stadt ist die Hauptstadt?","Which city is the capital?"
adjective,berühmt,-,-,-,-,famous,"Der Dom ist sehr berühmt.","The cathedral is very famous.","Ein berühmter Schauspieler.","A famous actor."
adjective,historisch,-,-,-,-,historical,"Das Zentrum ist historisch.","The center is historical.","Ein historisches Gebäude.","A historical building."
adjective,romantisch,-,-,-,-,romantic,"Das Schloss ist sehr romantisch.","The castle is very romantic.","Ein romantischer Ort.","A romantic place."
adjective,modern,-,-,-,-,modern,"Die Architektur hier ist sehr modern.","The architecture here is very modern.","Ein modernes Museum.","A modern museum."
adjective,wunderbar,-,-,-,-,wonderful,"Das Wetter ist wunderbar.","The weather is wonderful.","Eine wunderbare Stadt.","A wonderful city."
adjective,fantastisch,-,-,-,-,fantastic,"Der Blick vom Turm ist fantastisch.","The view from the tower is fantastic.","Ein fantastischer Ausflug.","A fantastic excursion."
adjective,beliebt,-,-,-,-,popular,"Das Restaurant ist bei Touristen sehr beliebt.","The restaurant is very popular with tourists.","Ein beliebter Ort.","A popular place."
adjective,alt,-,-,-,-,old,"Die Brücke ist alt.","The bridge is old.","Ein altes Haus.","An old house."
adjective,neu,-,-,-,-,new,"Das Gebäude ist ganz neu.","The building is completely new.","Eine neue Kamera.","A new camera."
adjective,schön,-,-,-,-,beautiful,"Die Altstadt ist schön.","The old town is beautiful.","Ein schönes Foto.","A beautiful photo."
adjective,hässlich,-,-,-,-,ugly,"Dieses Gebäude ist hässlich.","This building is ugly.","Ein hässlicher Platz.","An ugly square."
adjective,interessant,-,-,-,-,interesting,"Die Stadtführung war interessant.","The city tour was interesting.","Ein interessantes Museum.","An interesting museum."
adjective,langweilig,-,-,-,-,boring,"Das Programm ist langweilig.","The program is boring.","Ein langweiliger Film.","A boring movie."
adjective,teuer,-,-,-,-,expensive,"Das Hotel ist zu teuer.","The hotel is too expensive.","Der Eintritt ist teuer.","Admission is expensive."
adjective,billig,-,-,-,-,cheap,"Das Souvenir war sehr billig.","The souvenir was very cheap.","Ein billiges Ticket.","A cheap ticket."
verb,zeigen,-,-,-,-,to show,"Ich zeige dir die Stadt.","I'll show you the city.","Der Reiseführer zeigt uns den Dom.","The tour guide shows us the cathedral."
verb,besichtigen,-,-,-,-,to visit (a place/sight),"Wir besichtigen das Schloss.","We are visiting the castle.","Möchten Sie den Turm besichtigen?","Would you like to visit the tower?"
verb,bummeln,-,-,-,-,to stroll,"Wir bummeln durch die Stadt.","We stroll through the city.","Am Nachmittag bummeln wir.","In the afternoon we stroll."
verb,fotografieren,-,-,-,-,to photograph,"Man darf hier nicht fotografieren.","One is not allowed to photograph here.","Sie fotografiert das Rathaus.","She photographs the town hall."
verb,wechseln,-,-,-,-,to change / to exchange,"Ich muss Geld wechseln.","I have to exchange money.","Wo kann ich Euro wechseln?","Where can I exchange euros?"
verb,interessieren,-,-,-,-,to interest,"Das interessiert mich.","That interests me.","Interessiert dich Kultur?","Does culture interest you?"
verb,planen,-,-,-,-,to plan,"Wir planen einen Ausflug.","We are planning an excursion.","Was planen Sie für morgen?","What are you planning for tomorrow?"
verb,erleben,-,-,-,-,to experience,"Hier kann man viel erleben.","You can experience a lot here.","Wir haben viel erlebt.","We experienced a lot."
verb,anschauen,-,-,-,-,to look at (separable),"Wir schauen uns die Kirche an.","We are looking at the church.","Schau dir das an!","Look at that!"
pronoun,welcher,-,-,-,-,which (masculine nominative),"Welcher Turm ist das?","Which tower is that?","Welcher Fluss fließt hier?","Which river flows here?"
pronoun,welches,-,-,-,-,which (neuter nom/acc),"Welches Museum besichtigen wir?","Which museum are we visiting?","Welches Gebäude ist alt?","Which building is old?"
pronoun,welche,-,-,-,-,which (feminine/plural nom/acc),"Welche Kirche ist schön?","Which church is beautiful?","Welche Sehenswürdigkeiten gibt es?","Which sights are there?"
pronoun,welchen,-,-,-,-,which (masculine accusative),"Welchen Dom meinst du?","Which cathedral do you mean?","Welchen Reiseführer kaufst du?","Which travel guide are you buying?"
pronoun,was für ein,-,-,-,-,what kind of a (masc/neut nominative),"Was für ein Turm ist das?","What kind of a tower is that?","Was für ein Museum ist das?","What kind of a museum is that?"
pronoun,was für eine,-,-,-,-,what kind of a (feminine nom/acc),"Was für eine Kirche ist das?","What kind of a church is that?","Was für eine Stadtführung machen wir?","What kind of a city tour are we doing?"
pronoun,was für einen,-,-,-,-,what kind of a (masculine accusative),"Was für einen Reiseführer suchst du?","What kind of a travel guide are you looking for?","Was für einen Ausflug plant ihr?","What kind of an excursion are you planning?"
pronoun,was für,-,-,-,-,what kind of (plural),"Was für Souvenirs kaufst du?","What kind of souvenirs are you buying?","Was für Leute wohnen hier?","What kind of people live here?"
noun,Wetter,das,n,das Wetter.,-,weather,"Das Wetter ist toll.","The weather is great.","Schlechtes Wetter.","Bad weather."
noun,Regen,der,m,der Regen.,-,rain,"Im Regen bummeln wir nicht.","We don't stroll in the rain.","Der Regen ist stark.","The rain is heavy."
noun,Sonne,die,f,die Sonne.,Sonnen,sun,"Die Sonne scheint.","The sun is shining.","Wir sitzen in der Sonne.","We sit in the sun."
noun,Wind,der,m,der Wind.,Winde,wind,"Der Wind ist kalt.","The wind is cold.","Viel Wind am Hafen.","A lot of wind at the harbor."
noun,Blick,der,m,der Blick.,Blicke,view / look,"Der Blick ist fantastisch.","The view is fantastic.","Ein schöner Blick über die Stadt.","A beautiful view over the city."
noun,Auto,das,n,das Auto.,Autos,car,"Zu viele Autos im Zentrum.","Too many cars in the center.","Wir reisen mit dem Auto.","We travel by car."
