test_text,answer,test_verb,tip,meaning,grammar_tip
"Die Wohnung ist unordentlich. Ich hasse null!","sie","hassen","Akkusativ pronoun for 'die Wohnung' (f)","The apartment is messy. I hate it!","Akkusativ: die -> sie."
"Der Putzplan ist wichtig. Wir brauchen null.","ihn","brauchen","Akkusativ pronoun for 'der Putzplan' (m)","The cleaning schedule is important. We need it.","Akkusativ: der -> ihn."
"Gefällt dir der Kühlschrank? Ich finde null super.","ihn","finden","Akkusativ pronoun for 'der Kühlschrank' (m)","Do you like the fridge? I find it super.","Akkusativ: der -> ihn."
"Wie findest du die Lampe? - Ich finde null schön.","sie","finden","Akkusativ pronoun for 'die Lampe' (f)","How do you like the lamp? - I find it beautiful.","Akkusativ: die -> sie."
"Die Schuhe sind dreckig. Ich putze null.","sie","putzen","Akkusativ pronoun for 'die Schuhe' (pl)","The shoes are filthy. I am cleaning them.","Akkusativ: die (plural) -> sie."
"Er fragt null nach dem Putzplan. (us)","uns","fragen","Akkusativ pronoun for 'wir'","He asks us about the cleaning schedule.","Akkusativ: wir -> uns."
"Ich brauche null! (you, informal)","dich","brauchen","Akkusativ pronoun for 'du'","I need you!","Akkusativ: du -> dich."
"Der Staub nervt null. (me)","mich","nerven","Akkusativ pronoun for 'ich'","The dust annoys me.","Akkusativ: ich -> mich."
"Ich habe einen Mitbewohner. Ich mag null.","ihn","mögen","Akkusativ pronoun for 'der Mitbewohner' (m)","I have a roommate. I like him.","Akkusativ: der -> ihn."
"Ich habe eine Mitbewohnerin. Ich mag null.","sie","mögen","Akkusativ pronoun for 'die Mitbewohnerin' (f)","I have a roommate. I like her.","Akkusativ: die -> sie."
"Die Blumen brauchen Wasser. Gießt du null?","sie","gießen","Akkusativ pronoun for 'die Blumen' (pl)","The flowers need water. Are you watering them?","Akkusativ: die -> sie."
"Der Kaffee ist fertig. Trinkst du null?","ihn","trinken","Akkusativ pronoun for 'der Kaffee' (m)","The coffee is ready. Are you drinking it?","Akkusativ: der -> ihn."
"Wer macht den Haushalt? Wir machen null zusammen.","ihn","machen","Akkusativ pronoun for 'der Haushalt' (m)","Who does the chores? We do them together.","Akkusativ: der -> ihn."
"Das ist Herr Müller. Kennst du null?","ihn","kennen","Akkusativ pronoun for 'Herr Müller' (m)","That is Mr. Müller. Do you know him?","Akkusativ: er -> ihn."
"Das ist Frau Schmidt. Kennst du null?","sie","kennen","Akkusativ pronoun for 'Frau Schmidt' (f)","That is Mrs. Schmidt. Do you know her?","Akkusativ: sie (she) -> sie."
"Ich sehe null, Herr Weber! (you, formal)","Sie","sehen","Akkusativ pronoun for 'Sie'","I see you, Mr. Weber!","Akkusativ: Sie -> Sie."
"Das nervt null! (us)","uns","nerven","Akkusativ pronoun for 'wir'","That annoys us!","Akkusativ: wir -> uns."
