text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Entschuldigung, wo ist das Kino? - Das Kino ist zwischen der Apotheke und dem Supermarkt.","Wo genau ist das Kino?","Zwischen Apotheke und Supermarkt","Neben der Bank","Vor dem Krankenhaus","Hinter der Kirche","Excuse me, where is the cinema? - The cinema is between the pharmacy and the supermarket.","Listen to the preposition 'zwischen'."
"Suchen Sie das Rathaus? - Ja, genau! - Das Rathaus ist direkt gegenüber vom Bahnhof.","Wo ist das Rathaus?","Gegenüber vom Bahnhof","Hinter dem Bahnhof","Neben dem Museum","Im Park","Are you looking for the town hall? - Yes, exactly! - The town hall is directly opposite the train station.","'gegenüber' means opposite."
"Wir suchen einen Parkplatz. - Hinter dem Hotel gibt es viele Parkplätze.","Wo gibt es Parkplätze?","Hinter dem Hotel","Vor dem Hotel","Neben der Bank","Unter der Brücke","We are looking for a parking space. - Behind the hotel there are many parking spaces.","Listen to the preposition 'hinter'."
"Wie kommen wir in die Stadtmitte? - Gehen Sie hier durch den Park. Das ist der kürzeste Weg.","Welchen Weg empfiehlt die Person?","Durch den Park","Über die Brücke","Mit dem Bus","Mit dem Taxi","How do we get to the city center? - Walk through the park here. That is the shortest way.","Listen to 'durch den Park'."
"Wo ist die Toilette, bitte? - Gehen Sie die Treppe runter, dann die erste Tür links.","Wo ist die Toilette?","Treppe runter, erste Tür links","Treppe hoch, rechts","Gleich hier rechts","Draußen","Where is the toilet, please? - Go down the stairs, then the first door on the left.","Listen to 'Treppe runter' (downstairs) and 'links'."
"Ist das Hotel 'Stern' weit von hier? - Nein, nur fünf Minuten zu Fuß.","Wie kommt die Person am besten zum Hotel?","Zu Fuß","Mit dem Taxi","Mit dem Bus","Mit der U-Bahn","Is the Hotel 'Stern' far from here? - No, only five minutes on foot.","'zu Fuß' indicates walking."
"Gehen Sie bis zum Ende der Straße, dann sehen Sie die Kirche auf der rechten Seite.","Wo ist die Kirche?","Am Ende der Straße rechts","Am Anfang der Straße","Gleich links","Hinter dem Bahnhof","Go to the end of the street, then you will see the church on the right side.","Listen to 'Ende der Straße' and 'rechten Seite'."
"Ich bin total falsch gefahren, oder? - Ja, Sie müssen umkehren.","Hat die Person den richtigen Weg genommen?","Nein, sie ist falsch gefahren.","Ja, sie ist fast da.","Ja, es ist nur noch 1 km.","Weiß nicht.","I drove completely wrong, didn't I? - Yes, you must turn around.","'falsch gefahren' means drove the wrong way."
"Entschuldigen Sie, wie heißt diese Straße? - Das ist die Mozartstraße.","Was fragt die Person?","Wie die Straße heißt","Wo der Bahnhof ist","Wie spät es ist","Wo Mozart wohnt","Excuse me, what is the name of this street? - This is Mozart Street.","The question is 'wie heißt diese Straße'."
"Können Sie mir das auf dem Stadtplan zeigen? - Gerne. Wir sind hier und der Bahnhof ist hier oben.","Was benutzt die Person zur Erklärung?","Einen Stadtplan","Ein Navigationsgerät","Ein Handy","Ein Foto","Can you show me that on the city map? - Gladly. We are here and the train station is up here.","'Stadtplan' means city map."
"Biegen Sie nicht an der ersten, sondern an der zweiten Ampel links ab.","An welcher Ampel soll die Person abbiegen?","An der zweiten Ampel","An der ersten Ampel","An der dritten Ampel","Gar nicht","Do not turn at the first, but at the second traffic light on the left.","Listen to the correction with 'sondern'."
"Der Weg am Fluss entlang ist sehr schön für Fußgänger.","Wo ist der Weg schön?","Am Fluss entlang","Im Wald","In der Stadtmitte","Auf dem Berg","The path along the river is very nice for pedestrians.","'am Fluss' means at/by the river."
"Wo finde ich einen Geldautomaten? - Im Einkaufszentrum unten im Erdgeschoss.","Wo ist der Geldautomat?","Unten im Erdgeschoss","Im ersten Stock","Draußen auf dem Parkplatz","In der Bank nebenan","Where can I find an ATM? - In the shopping center downstairs on the ground floor.","Listen to 'unten im Erdgeschoss'."
"Die Metzgerei ist leider nicht mehr in dieser Straße. Sie ist umgezogen ins Zentrum.","Wo ist die Metzgerei jetzt?","Im Zentrum","In dieser Straße","Am Bahnhof","Um die Ecke","The butcher is unfortunately no longer on this street. It moved to the center.","'umgezogen ins Zentrum' means it moved there."
"Ist die Polizei weit weg? - Nein, sehen Sie das blaue Schild da drüben? Da ist sie schon.","Woran erkennt man die Polizei?","An dem blauen Schild","Am großen Auto","Am roten Licht","An der Uniform","Is the police station far away? - No, do you see the blue sign over there? There it is already.","Listen to 'blaues Schild'."
"Gehen Sie über den Zebrastreifen und dann stehen Sie direkt vor der Apotheke.","Was soll die Person überqueren?","Den Zebrastreifen","Die Brücke","Den Fluss","Den Marktplatz","Walk across the crosswalk and then you are standing directly in front of the pharmacy.","'Zebrastreifen' means crosswalk/pedestrian crossing."
"Entschuldigung, fährt dieser Bus zum Stadion? - Nein, Sie müssen die Linie 5 nehmen.","Fährt der Bus zum Stadion?","Nein, die Linie 5 fährt dorthin.","Ja, er fährt direkt dorthin.","Ja, aber mit Umweg.","Er fährt zum Bahnhof.","Excuse me, does this bus go to the stadium? - No, you must take line 5.","Listen to the negative answer and the correction."
"Ich suche das Café 'Milano'. - Das ist auf dem Marktplatz, neben dem großen Baum.","Wo ist das Café?","Auf dem Marktplatz neben dem Baum","Hinter der Kirche","Im Bahnhof","In der Fußgängerzone","I am looking for Cafe 'Milano'. - That is on the market square, next to the big tree.","Listen for 'Marktplatz' and 'Baum'."
"Gibt es einen Weg durch den Wald zum See? - Ja, aber der Weg ist sehr lang.","Wie ist der Weg durch den Wald?","Sehr lang","Sehr kurz","Sehr schön","Gesperrt","Is there a path through the forest to the lake? - Yes, but the path is very long.","Listen to the adjective 'sehr lang'."
"Sie müssen das Auto hier stehen lassen. Die Straße ist eine Fußgängerzone.","Warum darf man da nicht fahren?","Es ist eine Fußgängerzone.","Die Straße ist kaputt.","Es gibt einen Unfall.","Es ist eine Einbahnstraße.","You must leave the car here. The street is a pedestrian zone.","'Fußgängerzone' is for pedestrians only."
"Wo hält die U-Bahn? - Die Haltestelle ist unter der Straße. Gehen Sie die Treppe hinab.","Wo ist die U-Bahn-Station?","Unter der Straße (Treppe hinab)","Auf der Brücke","Im Bahnhofsgebäude","Gleich um die Ecke","Where does the subway stop? - The stop is under the street. Go down the stairs.","Listen for 'unter der Straße'."
"Biegen Sie nicht links ab! Das ist eine Einbahnstraße!","Was warnt die zweite Person?","Nicht links abbiegen (Einbahnstraße)","Nicht zu schnell fahren","Nicht rechts abbiegen","Nicht parken","Do not turn left! That is a one-way street!","Listen to the warning about 'links' and 'Einbahnstraße'."
"Ich komme vom Bahnhof. Wie komme ich zum Hotel? - Fahren Sie mit dem Taxi, das kostet nur 8 Euro.","Welches Verkehrsmittel empfiehlt die Person?","Das Taxi","Den Bus","Die U-Bahn","Zu Fuß","I'm coming from the train station. How do I get to the hotel? - Take a taxi, it only costs 8 euros.","The recommendation is 'Taxi'."
"Ist das Museum am Montag geöffnet? - Nein, montags ist das Museum geschlossen.","Kann man das Museum am Montag besuchen?","Nein, es ist geschlossen.","Ja, es ist offen.","Nur am Nachmittag.","Nur für Touristen.","Is the museum open on Monday? - No, on Mondays the museum is closed.","Listen to the status 'geschlossen'."
"Wo ist die nächste Tankstelle? - Fahren Sie hier weiter und nach der Brücke rechts.","Wo ist die Tankstelle?","Nach der Brücke rechts","Vor der Brücke links","An der Ampel rechts","Gleich hier links","Where is the next gas station? - Drive further here and after the bridge right.","Listen to the sequence 'nach der Brücke rechts'."
"Ich finde das Rathaus nicht auf dem Plan. - Hier, in der Mitte. Das große graue Gebäude.","Wo ist das Rathaus auf dem Plan?","In der Mitte","Am Rand","Links oben","Rechts unten","I cannot find the town hall on the map. - Here, in the middle. The big gray building.","Listen for 'in der Mitte'."
"Entschuldigen Sie, haben wir uns verlaufen? Wir suchen die Burg. - Nein, Sie sind auf dem richtigen Weg.","Sind die Touristen auf dem richtigen Weg?","Ja, sie sind richtig.","Nein, sie sind falsch.","Sie müssen wenden.","Die Burg ist geschlossen.","Excuse me, are we lost? We are looking for the castle. - No, you are on the right path.","'auf dem richtigen Weg' means on the right track."
"Ist die Post neben dem Kino? - Früher ja. Jetzt ist da ein Supermarkt. Die Post ist umgezogen.","Was ist jetzt neben dem Kino?","Ein Supermarkt","Die Post","Eine Apotheke","Eine Bank","Is the post office next to the cinema? - In the past, yes. Now there is a supermarket there. The post office moved.","Listen to what is there 'Jetzt' (now)."
"Gehen Sie zuerst geradeaus, dann die zweite rechts und dann wieder links.","Welche Richtung wird NICHT genannt?","Rückwärts","Geradeaus","Rechts","Links","Go straight first, then the second right and then left again.","The speaker mentions straight, right, left. 'Rückwärts' (backwards) is not mentioned."
"Wir suchen eine Apotheke. - Es gibt eine am Bahnhof, aber die hat jetzt Mittagspause.","Warum ist die Apotheke am Bahnhof nicht gut?","Sie hat Mittagspause (ist geschlossen).","Sie ist zu teuer.","Sie ist zu weit weg.","Sie hat keine Medikamente.","We are looking for a pharmacy. - There is one at the train station, but it is on lunch break now.","'Mittagspause' means it's temporarily closed."
"Das Theater ist in der Schillerstraße. Nummer 45.","Wo ist das Theater?","Schillerstraße 45","Goethestraße 45","Schillerstraße 54","Schillerstraße 40","The theater is in Schiller Street. Number 45.","Listen to the exact street and number."
"Ich fahre mit dem Rad. Der Weg am Fluss ist schneller als die Straße.","Warum nimmt die Person den Weg am Fluss?","Er ist schneller.","Er ist schöner.","Er ist sicherer.","Es ist eine Abkürzung.","I am riding my bike. The path by the river is faster than the street.","Listen to the reason 'schneller' (faster)."
"Ist das Krankenhaus nah? - Ja, sehen Sie den großen Park? Das Krankenhaus ist genau dahinter.","Wo ist das Krankenhaus?","Hinter dem Park","Vor dem Park","Im Park","Neben dem Park","Is the hospital near? - Yes, do you see the big park? The hospital is exactly behind it.","'dahinter' means behind it."
"Gibt es einen Aufzug? Ich habe einen schweren Koffer. - Ja, der Aufzug ist gleich da vorn.","Wo ist der Aufzug?","Gleich da vorn","Hinten im Gang","Draußen","Es gibt keinen Aufzug.","Is there an elevator? I have a heavy suitcase. - Yes, the elevator is right up front there.","Listen for 'da vorn'."
"Können Sie uns helfen? Wir suchen das Zentrum. - Folgen Sie einfach den vielen Touristen!","Welchen Tipp gibt die Person?","Den Touristen folgen","Einen Plan kaufen","Das Taxi nehmen","Den Bus nehmen","Can you help us? We are looking for the center. - Just follow the many tourists!","'Folgen Sie den Touristen' means follow them."
"Das Café ist oben auf dem Berg. Man hat einen tollen Blick über die Stadt.","Wo ist das Café?","Oben auf dem Berg","Unten im Tal","Im Zentrum","Am Fluss","The cafe is up on the mountain. You have a great view over the city.","Listen to the location 'auf dem Berg'."
"Biegen Sie links ab. - Hier? Aber da ist ein Schild 'Durchfahrt verboten'! - Oh, Verzeihung!","Darf man da links abbiegen?","Nein, Durchfahrt verboten.","Ja, das ist der richtige Weg.","Nur für Autos.","Nur für Fahrräder.","Turn left. - Here? But there is a 'No Thoroughfare' sign! - Oh, forgive me!","The sign says 'Durchfahrt verboten' (no thoroughfare/entry)."
"Wo ist der nächste Geldautomat? - Direkt in der Bank an der Ecke. Gehen Sie rein.","Wo genau ist der Geldautomat?","In der Bank","Draußen vor der Bank","Im Supermarkt","Am Bahnhof","Where is the next ATM? - Directly in the bank at the corner. Go inside.","Listen for 'in der Bank' and 'Gehen Sie rein'."
