sentence,words,tip,translation_en
"Seid ihr ans Meer gereist?","Seid|ihr|ans|Meer|gereist|?","Perfekt of 'reisen'.","Did you travel to the sea?"
"Ja, wir sind ans Meer gereist.","Ja|,|wir|sind|ans|Meer|gereist|.","Confirming travel.","Yes, we traveled to the sea."
"Wann bist du gekommen?","Wann|bist|du|gekommen|?","Perfekt of 'kommen'.","When did you arrive/come?"
"Ich bin um 8 Uhr gekommen.","Ich|bin|um|8|Uhr|gekommen|.","Stating arrival time.","I came at 8 o'clock."
"Wir sind ins Kino gegangen.","Wir|sind|ins|Kino|gegangen|.","Perfekt of 'gehen'.","We went to the cinema."
"Was ist passiert?","Was|ist|passiert|?","Asking about an event.","What happened?"
"Ein Unfall ist passiert.","Ein|Unfall|ist|passiert|.","Stating what happened.","An accident happened."
"Ich bin zu Hause geblieben.","Ich|bin|zu|Hause|geblieben|.","Perfekt of 'bleiben' (exception takes 'sein').","I stayed at home."
"Wie lange bist du im Hotel geblieben?","Wie|lange|bist|du|im|Hotel|geblieben|?","Asking duration of a stay.","How long did you stay in the hotel?"
"Ich bin drei Tage geblieben.","Ich|bin|drei|Tage|geblieben|.","Answering duration of a stay.","I stayed for three days."
"Welche Jahreszeit magst du?","Welche|Jahreszeit|magst|du|?","Asking for a favorite season.","Which season do you like?"
"Ich liebe den Sommer.","Ich|liebe|den|Sommer|.","Stating a favorite season.","I love summer."
"Im Frühling ist das Wetter schön.","Im|Frühling|ist|das|Wetter|schön|.","Describing spring.","In spring the weather is beautiful."
"Im Herbst regnet es oft.","Im|Herbst|regnet|es|oft|.","Describing autumn.","In autumn it rains often."
"Im Winter fahre ich Ski.","Im|Winter|fahre|ich|Ski|.","Stating a winter activity.","In winter I go skiing."
"Frohe Weihnachten!","Frohe|Weihnachten|!","Christmas greeting.","Merry Christmas!"
"Frohes neues Jahr!","Frohes|neues|Jahr|!","New Year greeting.","Happy New Year!"
"Frohe Ostern!","Frohe|Ostern|!","Easter greeting.","Happy Easter!"
"Wir feiern Karneval im Februar.","Wir|feiern|Karneval|im|Februar|.","Stating when a festival is.","We celebrate carnival in February."
"Wann macht ihr Urlaub?","Wann|macht|ihr|Urlaub|?","Asking about vacation timing.","When are you taking a vacation?"
"Wir machen Urlaub im Juli.","Wir|machen|Urlaub|im|Juli|.","Stating vacation timing.","We are taking a vacation in July."
"Wie war der Urlaub?","Wie|war|der|Urlaub|?","Asking about a past trip.","How was the vacation?"
"Der Urlaub war fantastisch!","Der|Urlaub|war|fantastisch|!","Answering positively about a trip.","The vacation was fantastic!"
"Das Wetter war leider schlecht.","Das|Wetter|war|leider|schlecht|.","Complaining about the weather.","The weather was unfortunately bad."
"Wir haben viel Glück gehabt.","Wir|haben|viel|Glück|gehabt|.","Stating you were lucky (Perfekt of haben).","We were very lucky."
"Die Hochzeit ist am siebten August.","Die|Hochzeit|ist|am|siebten|August|.","Stating an event date.","The wedding is on the seventh of August."
"Am einundzwanzigsten Juni beginnt der Sommer.","Am|einundzwanzigsten|Juni|beginnt|der|Sommer|.","Stating a date >= 20.","On the twenty-first of June summer begins."
"Hast du am zwanzigsten Zeit?","Hast|du|am|zwanzigsten|Zeit|?","Asking for availability on a date.","Do you have time on the twentieth?"
"Mein erstes Auto war ein VW.","Mein|erstes|Auto|war|ein|VW|.","Using an ordinal as an adjective.","My first car was a VW."
"Er ist am elften November geboren.","Er|ist|am|elften|November|geboren|.","Stating a birthdate.","He was born on the eleventh of November."
"Wir sind viel gereist.","Wir|sind|viel|gereist|.","Describing extensive travel.","We traveled a lot."
"Ich bin noch nie geflogen.","Ich|bin|noch|nie|geflogen|.","Stating you've never done an action.","I have never flown before."
"Bist du gut angekommen?","Bist|du|gut|angekommen|?","Asking if someone arrived safely.","Did you arrive safely?"
"Wir haben eine große Grillparty gemacht.","Wir|haben|eine|große|Grillparty|gemacht|.","Describing a past event.","We had a big barbecue party."
"Wer ist alles zur Party gekommen?","Wer|ist|alles|zur|Party|gekommen|?","Asking who attended.","Who all came to the party?"
"Alle meine Freunde sind gekommen.","Alle|meine|Freunde|sind|gekommen|.","Answering who attended.","All my friends came."
"Hast du ihm gratuliert?","Hast|du|ihm|gratuliert|?","Asking if someone gave congratulations.","Did you congratulate him?"
"Ja, ich habe ihm Blumen geschenkt.","Ja|,|ich|habe|ihm|Blumen|geschenkt|.","Describing a gift.","Yes, I gave him flowers."
"Wir wünschen dir alles Gute.","Wir|wünschen|dir|alles|Gute|.","Expressing good wishes.","We wish you all the best."
"Er ist spät ins Bett gegangen.","Er|ist|spät|ins|Bett|gegangen|.","Describing a past routine action.","He went to bed late."
"Ich habe einen Gutschein bekommen.","Ich|habe|einen|Gutschein|bekommen|.","Stating what was received.","I received a gift voucher."
"Der Kurs startet im September.","Der|Kurs|startet|im|September|.","Stating when something begins.","The course starts in September."
"Im Oktober gibt es ein großes Fest.","Im|Oktober|gibt|es|ein|großes|Fest|.","Describing a future event.","In October there is a big festival."
