sentence,words,tip,translation_en
"Die Farbe steht Ihnen sehr gut!","Die|Farbe|steht|Ihnen|sehr|gut|!","Giving a compliment on color.","The color looks very good on you!"
"Das Kleid steht dir super.","Das|Kleid|steht|dir|super|.","Complimenting a friend's outfit.","The dress suits you perfectly."
"Wie findest du diesen Pullover?","Wie|findest|du|diesen|Pullover|?","Asking for an opinion on a specific item (Akk).","How do you like this sweater?"
"Den finde ich toll!","Den|finde|ich|toll|!","Answering enthusiastically using a pronoun.","I think that one is great!"
"Den finde ich ein bisschen langweilig.","Den|finde|ich|ein|bisschen|langweilig|.","Answering negatively.","I think that one is a bit boring."
"Welches Hemd findest du besser?","Welches|Hemd|findest|du|besser|?","Asking to compare two neuter items.","Which shirt do you find better?"
"Dieses hier ist schick.","Dieses|hier|ist|schick|.","Pointing out a neuter item.","This one here is chic."
"Welche Schuhe nimmst du?","Welche|Schuhe|nimmst|du|?","Asking about a purchasing decision (plural).","Which shoes are you taking?"
"Ich nehme diese braunen Stiefel.","Ich|nehme|diese|braunen|Stiefel|.","Stating a plural purchase decision.","I'll take these brown boots."
"Die sind sehr bequem.","Die|sind|sehr|bequem|.","Describing plural items.","They are very comfortable."
"Was ziehst du zur Party an?","Was|ziehst|du|zur|Party|an|?","Asking about an outfit for an event.","What are you wearing to the party?"
"Ich ziehe einen schwarzen Anzug an.","Ich|ziehe|einen|schwarzen|Anzug|an|.","Describing a formal outfit.","I am putting on a black suit."
"Ich trage heute ein rotes Kleid.","Ich|trage|heute|ein|rotes|Kleid|.","Describing current clothing.","I am wearing a red dress today."
"Zieh dir eine Jacke an, es ist kalt!","Zieh|dir|eine|Jacke|an|,|es|ist|kalt|!","Giving advice on clothing due to weather.","Put a jacket on, it is cold!"
"Vergiss deinen Schal und die Mütze nicht.","Vergiss|deinen|Schal|und|die|Mütze|nicht|.","Reminding about winter accessories.","Don't forget your scarf and beanie."
"Sieht das gut aus?","Sieht|das|gut|aus|?","Asking for visual feedback.","Does that look good?"
"Du siehst fantastisch aus!","Du|siehst|fantastisch|aus|!","Giving a strong compliment.","You look fantastic!"
"Das Outfit ist sehr sportlich.","Das|Outfit|ist|sehr|sportlich|.","Describing a style.","The outfit is very sporty."
"Ist die Krawatte nicht zu bunt?","Ist|die|Krawatte|nicht|zu|bunt|?","Asking a critical question.","Isn't the tie too colorful?"
"Nein, ich mag bunte Farben.","Nein|,|ich|mag|bunte|Farben|.","Defending a style choice.","No, I like colorful things."
"Haben Sie den Pullover auch in Blau?","Haben|Sie|den|Pullover|auch|in|Blau|?","Asking for another color.","Do you also have the sweater in blue?"
"Ich suche etwas Einfarbiges.","Ich|suche|etwas|Einfarbiges|.","Expressing a preference for plain clothes.","I am looking for something solid-colored."
"Der Hut passt perfekt.","Der|Hut|passt|perfekt|.","Confirming fit.","The hat fits perfectly."
"Ich kaufe diese Sonnenbrille.","Ich|kaufe|diese|Sonnenbrille|.","Confirming a purchase.","I am buying these sunglasses."
"Das ist mir zu teuer.","Das|ist|mir|zu|teuer|.","Rejecting an item due to price.","That is too expensive for me."
"Gibt es ein Angebot?","Gibt|es|ein|Angebot|?","Asking for a discount/sale.","Is there a special offer?"
"Der Mantel ist im Schlussverkauf.","Der|Mantel|ist|im|Schlussverkauf|.","Stating an item is on sale.","The coat is in the final sale."
"Was kostet diese Jacke?","Was|kostet|diese|Jacke|?","Asking for the price of a specific item.","What does this jacket cost?"
"Welchen Rock meinst du?","Welchen|Rock|meinst|du|?","Asking for clarification (Akkusativ).","Which skirt do you mean?"
"Den schwarzen oder den blauen?","Den|schwarzen|oder|den|blauen|?","Offering two choices (Akkusativ).","The black one or the blue one?"
"Ich finde, grau steht dir nicht.","Ich|finde|,|grau|steht|dir|nicht|.","Giving a negative color opinion.","I think gray doesn't look good on you."
"Du solltest etwas Helles tragen.","Du|solltest|etwas|Helles|tragen|.","Giving style advice.","You should wear something bright."
"Das Hemd ist aus reiner Baumwolle.","Das|Hemd|ist|aus|reiner|Baumwolle|.","Describing material.","The shirt is made of pure cotton."
"Ich nehme es. Wo ist die Kasse?","Ich|nehme|es|.|Wo|ist|die|Kasse|?","Deciding to buy and asking to pay.","I'll take it. Where is the cash register?"
"Das gefällt mir am besten.","Das|gefällt|mir|am|besten|.","Expressing the highest preference.","I like that best."
"Die Kleidung ist sehr bequem.","Die|Kleidung|ist|sehr|bequem|.","Evaluating comfort.","The clothing is very comfortable."
"Sie hat immer schicke Taschen.","Sie|hat|immer|schicke|Taschen|.","Commenting on someone's accessories.","She always has chic bags."
"Zieh bitte die Schuhe aus.","Zieh|bitte|die|Schuhe|aus|.","Asking someone to remove shoes.","Please take off your shoes."
"Ich wasche den Pullover morgen.","Ich|wasche|den|Pullover|morgen|.","Stating a chore related to clothes.","I will wash the sweater tomorrow."
"Die Socken haben ein Loch!","Die|Socken|haben|ein|Loch|!","Noticing damaged clothes.","The socks have a hole!"
"Dieser Gürtel ist sehr elegant.","Dieser|Gürtel|ist|sehr|elegant|.","Complimenting an accessory.","This belt is very elegant."
"Welche Jacke gehört dir?","Welche|Jacke|gehört|dir|?","Asking to identify a possession.","Which jacket belongs to you?"
"Die blaue da hinten.","Die|blaue|da|hinten|.","Answering with a pronoun and location.","The blue one back there."
