test_text,answer,test_verb,tip,meaning,grammar_tip
"null Sie bitte auf! (Aufpassen - formal imperative)","Passen","aufpassen","Formal imperative of separable verb","Please pay attention! / Watch out!","Imperative formal: Passen Sie ... auf!"
"null auf! (Aufpassen - du)","Pass","aufpassen","Informal imperative of separable verb","Watch out!","Imperative informal (du): Pass ... auf!"
"Das null ich nicht gut. (find)","finde","finden","1st person singular of 'finden' (opinion)","I do not think that's good.","Expressing opinion: Das finde ich (nicht) gut."
"Ich null, das ist richtig. (find)","finde","finden","1st person singular of 'finden' (opinion)","I think that is right.","Expressing opinion: Ich finde, ..."
"Wir null das falsch. (find)","finden","finden","1st person plural of 'finden' (opinion)","We think that is wrong.","Expressing opinion: Wir finden..."
"Das ist null! (forbidden)","verboten","verboten","Adjective/Participle","That is forbidden!","Adjective used as predicative: verboten."
"Das ist null! (allowed)","erlaubt","erlaubt","Adjective/Participle","That is allowed!","Adjective used as predicative: erlaubt."
"Das ist sehr null. (dangerous)","gefährlich","gefährlich","Adjective","That is very dangerous.","Adjective: gefährlich."
"Fahrräder sind hier null erlaubt. (not)","nicht","nicht","Negation","Bicycles are not allowed here.","Negation: nicht erlaubt."
"Hier darf man null parken. (not)","nicht","nicht","Negation of verb action","One may not park here.","Negation: nicht parken."
"Wirf null Müll auf die Wiese. (no)","keinen","kein","Akkusativ masculine negative article","Throw no trash on the lawn.","Akkusativ: der Müll -> keinen Müll."
"Man darf null Hunde mitnehmen. (no)","keine","kein","Akkusativ plural negative article","One may take no dogs along.","Akkusativ Plural: die Hunde -> keine Hunde."
"Ich brauche null Helm. (a)","einen","ein","Akkusativ masculine indefinite article","I need a helmet.","Akkusativ: der Helm -> einen Helm."
"Wir haben null Picknick gemacht. (a)","ein","ein","Akkusativ neuter indefinite article","We had a picnic.","Akkusativ: das Picknick -> ein Picknick."
"Er fährt mit null Motorroller. (the)","dem","mit","Dativ masculine article after 'mit'","He rides the scooter.","mit + Dativ: der Motorroller -> dem Motorroller."
"Fahren Sie auf null Fahrbahn. (the)","der","auf","Dativ feminine article (location 'Wo?')","Drive on the roadway.","Wo? + Dativ: die Fahrbahn -> der Fahrbahn."
"Gehen Sie auf null Bürgersteig. (the)","dem","auf","Dativ masculine article (location 'Wo?')","Walk on the sidewalk.","Wo? + Dativ: der Bürgersteig -> dem Bürgersteig."
"Der Müll liegt auf null Wiese. (the)","der","auf","Dativ feminine article (location 'Wo?')","The trash is lying on the lawn.","Wo? + Dativ: die Wiese -> der Wiese."
"Man muss den Hund an null Leine nehmen. (the)","die","an","Akkusativ feminine article (direction 'Wohin?')","One must put the dog on the leash.","Wohin? + Akkusativ: die Leine -> die Leine."
"Hunde müssen an null Leine sein. (the)","der","an","Dativ feminine article (location 'Wo?')","Dogs must be on the leash.","Wo? + Dativ: die Leine -> der Leine."
"Was steht auf null Schild? (the)","dem","auf","Dativ neuter article (location 'Wo?')","What does it say on the sign?","Wo? + Dativ: das Schild -> dem Schild."
"Man muss die Regeln null. (beachten)","beachten","beachten","Infinitive at the end","One must observe the rules.","Modal verb syntax."
"Ich habe den Polizisten null. (gefragt)","gefragt","fragen","Partizip II at the end","I asked the police officer.","Perfekt syntax."
"Das kostet 20 Euro null. (fine/penalty)","Strafe","Strafe","Noun","That costs a 20 euro fine.","Noun: die Strafe."
"null Sie den Motorroller! (Schieben - formal imperative)","Schieben","schieben","Formal imperative","Push the scooter!","Imperative formal: Schieben Sie..."
"Sie null sofort bremsen! (müssen - formal)","müssen","müssen","Formal 'you' of 'müssen'","You must brake immediately!","müssen: Sie -> müssen."
"null das Fahrrad! (Schieben - du)","Schieb","schieben","Informal imperative (du)","Push the bicycle!","Imperative informal (du): Schieb!"
"Er null gern im See. (baden)","badet","baden","3rd person singular of 'baden'","He likes to bathe in the lake.","baden: er -> badet (add 'e' before 't')."
"Wir null am Wochenende. (grillen)","grillen","grillen","1st person plural of 'grillen'","We are grilling on the weekend.","grillen: wir -> grillen."
"null man hier hupen? (darf)","Darf","dürfen","3rd person singular 'dürfen' with 'man'","Is one allowed to honk here?","dürfen: man -> darf."
"Das ist meiner null nach richtig. (opinion)","Meinung","Meinung","Part of phrase 'meiner Meinung nach'","That is correct in my opinion.","Phrase: meiner Meinung nach."
