sentence,words,tip,translation_en
"Das Geschäft ist am Sonntag geschlossen.","Das|Geschäft|ist|am|Sonntag|geschlossen|.","Stating closing days.","The store is closed on Sunday."
"Wann machst du das Geschäft auf?","Wann|machst|du|das|Geschäft|auf|?","Asking when a store opens (informal).","When do you open the store?"
"Ich mache um neun Uhr auf.","Ich|mache|um|neun|Uhr|auf|.","Stating opening time.","I open at nine o'clock."
"Wir machen das Restaurant um 23 Uhr zu.","Wir|machen|das|Restaurant|um|23|Uhr|zu|.","Stating closing time.","We close the restaurant at 11 PM."
"Ich räume heute die Wohnung auf.","Ich|räume|heute|die|Wohnung|auf|.","Describing chores.","I am cleaning up the apartment today."
"Gehst du mit mir spazieren?","Gehst|du|mit|mir|spazieren|?","Asking someone to walk with you.","Are you going for a walk with me?"
"Am Wochenende schlafe ich lange.","Am|Wochenende|schlafe|ich|lange|.","Describing weekend habits.","On the weekend I sleep in (long)."
"Er isst am Nachmittag einen Kuchen.","Er|isst|am|Nachmittag|einen|Kuchen|.","Describing someone else's action.","He eats a cake in the afternoon."
"Kommst du mit ins Schwimmbad?","Kommst|du|mit|ins|Schwimmbad|?","Inviting someone along.","Are you coming along to the swimming pool?"
"Das Fußballspiel fängt gleich an.","Das|Fußballspiel|fängt|gleich|an|.","Warning that an event is starting.","The soccer game is starting right away."
"Was hast du heute vor?","Was|hast|du|heute|vor|?","Asking about someone's plans.","What are your plans for today?"
"Nichts Besonderes.","Nichts|Besonderes|.","Answering that you have no special plans.","Nothing special."
"Gehen wir heute Abend in die Kneipe?","Gehen|wir|heute|Abend|in|die|Kneipe|?","Suggesting an evening activity.","Are we going to the pub tonight?"
"Tut mir leid, ich bin schon verabredet.","Tut|mir|leid|,|ich|bin|schon|verabredet|.","Declining because of existing plans.","I'm sorry, I already have plans/an appointment."
"Schade, vielleicht morgen?","Schade|,|vielleicht|morgen|?","Expressing regret and suggesting tomorrow.","A pity, maybe tomorrow?"
"Kein Problem. Ich habe Zeit!","Kein|Problem|.|Ich|habe|Zeit|!","Confirming flexibility.","No problem. I have time!"
"Das Schild sagt: Heute geschlossen.","Das|Schild|sagt|:|Heute|geschlossen|.","Reading a sign.","The sign says: Closed today."
"Es ist schon spät, ich gehe ins Bett.","Es|ist|schon|spät|,|ich|gehe|ins|Bett|.","Stating an intention because of the time.","It is already late, I am going to bed."
"Wir treffen uns um Punkt acht.","Wir|treffen|uns|um|Punkt|acht|.","Emphasizing exact time.","We are meeting at exactly eight o'clock."
"Machst du bitte das Fenster auf?","Machst|du|bitte|das|Fenster|auf|?","Asking someone to open a window.","Will you please open the window?"
