test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir haben im Supermarkt null. (einkaufen)","eingekauft","einkaufen","Partizip II of separable verb (ein-ge-kauf-t)","We shopped at the supermarket.","Partizip II (separable): prefix + ge + stem + t (eingekauft)."
"Ich habe die Wohnung null. (aufräumen)","aufgeräumt","aufräumen","Partizip II of separable verb (auf-ge-räum-t)","I tidied up the apartment.","Partizip II (separable): prefix + ge + stem + t (aufgeräumt)."
"Wir haben am Abend null. (fernsehen)","ferngesehen","fernsehen","Partizip II of separable irregular verb","We watched TV in the evening.","Partizip II (separable irregular): fern + ge + sehen."
"Ich habe das Buch null. (lesen)","gelesen","lesen","Partizip II of 'lesen' (irregular: ge-les-en)","I read the book.","Partizip II (irregular): ge- + stem + -en (gelesen)."
"Hast du die E-Mail null? (schreiben)","geschrieben","schreiben","Partizip II of 'schreiben' (irregular)","Did you write the email?","Partizip II (irregular): geschrieben."
"Wir haben Pizza null. (essen)","gegessen","essen","Partizip II of 'essen' (irregular)","We ate pizza.","Partizip II (irregular): gegessen."
"Er hat Kaffee null. (trinken)","getrunken","trinken","Partizip II of 'trinken' (irregular)","He drank coffee.","Partizip II (irregular): getrunken."
"Ich habe Freunde null. (treffen)","getroffen","treffen","Partizip II of 'treffen' (irregular)","I met friends.","Partizip II (irregular): getroffen."
"Wir haben Deutsch null. (sprechen)","gesprochen","sprechen","Partizip II of 'sprechen' (irregular)","We spoke German.","Partizip II (irregular): gesprochen."
"Ich habe lange null. (schlafen)","geschlafen","schlafen","Partizip II of 'schlafen' (irregular)","I slept long.","Partizip II (irregular): geschlafen."
"null du gestern gearbeitet?","Hast","haben","2nd person singular auxiliary verb","Did you work yesterday?","Perfekt question: Hast du ... [Partizip II]?"
"Was null Sie am Wochenende gemacht? (formal)","haben","haben","Formal 'you' auxiliary verb","What did you do on the weekend?","Perfekt formal: haben Sie ... [Partizip II]?"
"null hast du gestern gemacht? (What)","Was","was","Question word 'what'","What did you do yesterday?","W-Frage: Was (What)."
"Wo null ihr gestern eingekauft?","habt","haben","2nd person plural auxiliary verb","Where did you all shop yesterday?","Perfekt: ihr habt ... [Partizip II]."
"null habe ich gefrühstückt. (First)","Zuerst","zuerst","Sequence adverb 'zuerst'","First I had breakfast.","Sequence: Zuerst (first)."
"null habe ich gearbeitet. (Then)","Dann","dann","Sequence adverb 'dann'","Then I worked.","Sequence: Dann (then)."
"null habe ich eingekauft. (After that)","Danach","danach","Sequence adverb 'danach'","After that I shopped.","Sequence: Danach (after that)."
"null sind wir ins Bett gegangen. (Finally)","Schließlich","schließlich","Sequence adverb 'schließlich'","Finally we went to bed.","Sequence: Schließlich (finally)."
"Ich habe null Abend ferngesehen. (in the)","am","an","Preposition for times of day","I watched TV in the evening.","Time: am Abend."
"Ich habe null Vormittag gelernt. (in the)","am","an","Preposition for times of day","I studied in the morning.","Time: am Vormittag."
"Wir haben null Wochenende gefeiert. (on the)","am","an","Preposition for weekend","We celebrated on the weekend.","Time: am Wochenende."
"Hast du die Hausaufgaben null? (machen)","gemacht","machen","Partizip II at the end of the sentence","Did you do the homework?","Perfekt: auxiliary in position 2, Partizip II at the end."
"Anna null viel telefoniert. (has)","hat","haben","3rd person singular auxiliary verb","Anna talked on the phone a lot.","Perfekt: Anna hat ... telefoniert."
"Ich null noch nicht gefrühstückt. (have)","habe","haben","1st person singular auxiliary verb","I haven't had breakfast yet.","Perfekt: ich habe ... gefrühstückt."
"Der Chef hat eine E-Mail null. (schreiben)","geschrieben","schreiben","Partizip II of 'schreiben'","The boss wrote an email.","Partizip II (irregular): geschrieben."
"Er hat einen Zeitungsartikel null. (lesen)","gelesen","lesen","Partizip II of 'lesen'","He read a newspaper article.","Partizip II (irregular): gelesen."
"Habt ihr im Restaurant null? (essen)","gegessen","essen","Partizip II of 'essen'","Did you eat in the restaurant?","Partizip II (irregular): gegessen."
"Wir haben am Nachmittag null. (aufräumen)","aufgeräumt","aufräumen","Partizip II of separable verb","We tidied up in the afternoon.","Partizip II (separable): aufgeräumt."
"Er hat Informatik null. (studieren)","studiert","studieren","Partizip II of verb in -ieren","He studied computer science.","Partizip II: studiert (no 'ge')."
"Ich habe einen Film null. (sehen)","gesehen","sehen","Partizip II of 'sehen'","I saw a movie.","Partizip II (irregular): gesehen."
"Wir null viel Spaß gehabt. (haben)","haben","haben","1st person plural auxiliary verb","We had a lot of fun.","Perfekt of haben: wir haben ... gehabt."
"Ich habe gestern Abend nicht null. (kochen)","gekocht","kochen","Partizip II of 'kochen'","I didn't cook yesterday evening.","Partizip II (regular): gekocht."
"Was hat er null? (sagen)","gesagt","sagen","Partizip II of 'sagen'","What did he say?","Partizip II (regular): ge-sag-t."
"Wir haben ein Auto null. (kaufen)","gekauft","kaufen","Partizip II of 'kaufen'","We bought a car.","Partizip II (regular): gekauft."
